# phase-5I off-design matcher oracle — key	u64 bits	repr
# cpython 3.14.3
cell/cpg/0.50/1100/s4/pt	4690295151486829783	381349.76182563364
cell/cpg/0.50/1100/s5/Tt	4651337666031548323	923.8704265688906
cell/cpg/0.50/1100/s5/pt	4684846536318962494	163171.3088432196
cell/cpg/0.50/1100/s9/Tt	4651337666031548323	923.8704265688906
cell/cpg/0.50/1100/s9/pt	4684734405849342151	159907.8826663552
cell/cpg/0.50/1100/s4/far	4581832969934264658	0.02142643189901012
cell/cpg/0.50/1500/abort	0	0.0
cell/cpg/0.50/1500/branch	0	0.0
cell/cpg/0.50/1500/n_solve_turbine	4619567317775286272	7.0
cell/cpg/0.50/1500/pi_c	4622727797266007849	11.614139359127494
cell/cpg/0.50/1500/tau_c	4612031547609255759	2.1534457813558343
cell/cpg/0.50/1500/tau_t	4605740205924975101	0.8398822059717187
cell/cpg/0.50/1500/pi_t	4601379591121935493	0.4278783551930661
cell/cpg/0.50/1500/mdot_air	4605908065437514725	0.8585183555441033
cell/cpg/0.50/1500/mdot_ratio	4605908065437514725	0.8585183555441033
cell/cpg/0.50/1500/thrust	4649509131799147076	715.9901520214703
cell/cpg/0.50/1500/V0	4639778685815524299	158.4416296305993
cell/cpg/0.50/1500/V9	4648824176417173227	638.1197406644618
cell/cpg/0.50/1500/M9	4607182418800017409	1.0000000000000002
cell/cpg/0.50/1500/T9	4652532868932063501	1095.4985295283288
cell/cpg/0.50/1500/p9	4684283545271322701	146786.11284405217
cell/cpg/0.50/1500/F_over_mdot	4650547012356696949	833.9835105420631
cell/cpg/0.50/1500/tsfc	4540763343835062793	3.820809142824142e-05
cell/cpg/0.50/1500/eta_th	4594386396950617891	0.14483904797975197
cell/cpg/0.50/1500/eta_p	4604200458786616156	0.668935933461039
cell/cpg/0.50/1500/s2/Tt	4643325565028270080	262.5
cell/cpg/0.50/1500/s2/pt	4678139857026256349	57531.31294515331
cell/cpg/0.50/1500/s3/Tt	4648183467039391795	565.2795176059066
cell/cpg/0.50/1500/s3/pt	4693986806121828909	668176.6860585861
cell/cpg/0.50/1500/s4/Tt	4654311885213007872	1500.0
cell/cpg/0.50/1500/s4/pt	4693757222360663206	641449.6186162427
cell/cpg/0.50/1500/s5/Tt	4653255576954920245	1259.823308957578
cell/cpg/0.50/1500/s5/pt	4688458840726433536	274462.4077527374
cell/cpg/0.50/1500/s9/Tt	4653255576954920245	1259.823308957578
cell/cpg/0.50/1500/s9/pt	4688364536161211182	268973.15959768265
cell/cpg/0.50/1500/s4/far	4584753039718154461	0.03186491822043689
cell/cpg/0.85/400/abort	4607182418800017408	1.0
cell/cpg/0.85/500/abort	0	0.0
cell/cpg/0.85/500/branch	4607182418800017408	1.0
