# phase-3D resolved-cross-plane oracle — key	u64 bits	repr
# pypy 3.11.15
knots/r24/n48/J4.0	4627448617123184640	24.0
knots/r23/n48/J16.0	4627448617123184640	24.0
knots/r24/n48/J16.0	4627448617123184640	24.0
knots/r23/n48/J100.0	4627448617123184640	24.0
knots/r24/n48/J100.0	4627448617123184640	24.0
tau23/J4.0/x0	4554509817510621073	0.0003184406875786856
tau24/J4.0/x0	4557467063762187494	0.000478753328104832
tau23/J4.0/x1	4559084100892469486	0.0006445449231738101
tau24/J4.0/x1	4550950912979525626	0.00018482635568228806
tau23/J4.0/x2	4559574299925205630	0.0006976924087980921
tau24/J4.0/x2	4554621582944881656	0.0003244995039103911
tau23/J4.0/x3	4559927695184959952	0.0007360075996352636
tau24/J4.0/x3	4553793595693527661	0.00027961422507497593
tau23/J4.0/x4	4560272523627318194	0.0007733939742692235
tau24/J4.0/x4	4555394906906913563	0.00036642147989389564
tau23/J4.0/x5	4560713531587096343	0.0008212081530767104
tau24/J4.0/x5	4557143061570766677	0.0004611891341134063
tau23/J4.0/x6	4560934595466844803	0.0008451759469448459
tau24/J4.0/x6	4557622482336077038	0.0004871785858776141
tau23/J4.0/x7	4560934595466844803	0.0008451759469448459
tau24/J4.0/x7	4557622482336077038	0.0004871785858776141
tau23/J4.0/x8	4560934595466844803	0.0008451759469448459
tau24/J4.0/x8	4557622482336077038	0.0004871785858776141
taumean/r23/J4.0	4558715342162721019	0.0006045640215821818
taumean/r24/J4.0	4554659842531807568	0.00032657356027356466
tau23/J16.0/x0	4554877874658780707	0.0003383931055603603
tau24/J16.0/x0	4557054258069479582	0.0004563750866624169
tau23/J16.0/x1	4557854900357077975	0.000511274734084628
tau24/J16.0/x1	4547595251158186071	0.0001079706361308564
tau23/J16.0/x2	4558750070014187219	0.0006083292227827226
tau24/J16.0/x2	4553301807054718415	0.00025295430954494225
tau23/J16.0/x3	4559328241451044831	0.0006710146955737315
tau24/J16.0/x3	4553503259432460617	0.00026387506482496555
tau23/J16.0/x4	4559920801658543531	0.0007352602020035867
tau24/J16.0/x4	4555586663914334115	0.0003768166480956297
tau23/J16.0/x5	4560223685370271175	0.0007680989198301451
tau24/J16.0/x5	4557156961464322609	0.0004619426488529392
tau23/J16.0/x6	4560223685370271175	0.0007680989198301451
tau24/J16.0/x6	4557156961464322609	0.0004619426488529392
tau23/J16.0/x7	4560223685370271175	0.0007680989198301451
tau24/J16.0/x7	4557156961464322609	0.0004619426488529392
tau23/J16.0/x8	4560223685370271175	0.0007680989198301451
tau24/J16.0/x8	4557156961464322609	0.0004619426488529392
taumean/r23/J16.0	4558231614867884769	0.000552118203186982
taumean/r24/J16.0	4552635261224011685	0.00023048070632963633
tau23/J64.0/x0	4556864024716440529	0.00044606251593020974
tau24/J64.0/x0	4557641149141436125	0.0004881905154237984
tau23/J64.0/x1	4556567705666830191	0.0004299990280633913
tau24/J64.0/x1	4552418388090296167	0.00022460234826143373
tau23/J64.0/x2	4554725330111179482	0.00033012364906485697
tau24/J64.0/x2	4552841197014535783	0.000236062607116605
tau23/J64.0/x3	4555128458626761810	0.0003519772896841178
tau24/J64.0/x3	4553988922797429378	0.0002902029285947531
tau23/J64.0/x4	4555803871833816848	0.0003885915130048415
tau24/J64.0/x4	4555405527220467898	0.0003669972082453
tau23/J64.0/x5	4558199953699005337	0.0005486854923787309
tau24/J64.0/x5	4557127364881376429	0.00046033821487651943
tau23/J64.0/x6	4559620911634839499	0.0007027460604829226
tau24/J64.0/x6	4557671642247983076	0.0004914058500840005
tau23/J64.0/x7	4559620911634839499	0.0007027460604829226
tau24/J64.0/x7	4557671642247983076	0.0004914058500840005
tau23/J64.0/x8	4559620911634839499	0.0007027460604829226
tau24/J64.0/x8	4557671642247983076	0.0004914058500840005
taumean/r23/J64.0	4556928676363824277	0.00044956728875762106
taumean/r24/J64.0	4555004036677760670	0.00034523236231352196
zn/r22/J4.0/ei_no	4563687882549798272	0.0013108133612525774
zn/r22/J4.0/ei_quenched	4611520893641311428	1.9633349321123186
zn/r22/J4.0/max_a	4586881961007070336	0.046637277173993574
zn/r22/J4.0/C_holdeman	4608308318706860032	1.25
zn/r22/J4.0/g_seg	4584642054206896429	0.031172400766473252
zn/r22/J4.0/g_ceiling	4589527205211605854	0.06748469211838201
zn/r22/J4.0/g_spatial	4584642054206896429	0.031172400766473252
zn/r22/J4.0/ei_spatial	4608005775273409054	1.182821862846715
zn/r22/J16.0/ei_no	4563687882549798272	0.0013108133612525774
zn/r22/J16.0/ei_quenched	4607050647592458538	0.9853704571385482
zn/r22/J16.0/max_a	4582403714487791617	0.023406599850588353
zn/r22/J16.0/C_holdeman	4612811918334230528	2.5
zn/r22/J16.0/g_seg	4580882737287488878	0.018129650139007074
zn/r22/J16.0/g_ceiling	4589527205211605854	0.06748469211838201
zn/r22/J16.0/g_spatial	4580882737287488878	0.018129650139007074
zn/r22/J16.0/ei_spatial	4607961297801284742	1.1729458801208081
zn/r22/J64.0/ei_no	4563687882549798272	0.0013108133612525774
zn/r22/J64.0/ei_quenched	4602572481542984079	0.494097075758213
zn/r22/J64.0/max_a	4577919447725985128	0.011736837101045963
zn/r22/J64.0/C_holdeman	4617315517961601024	5.0
zn/r22/J64.0/g_seg	4585805930339211290	0.039170814532369216
zn/r22/J64.0/g_ceiling	4589527205211605854	0.06748469211838201
zn/r22/J64.0/g_spatial	4585805930339211290	0.039170814532369216
zn/r22/J64.0/ei_spatial	4607692556627078725	1.113273352267144
zn/r22/J16/su/ei_no	4565355713612328877	0.0016724665735194752
zn/r22/J16/su/ei_quenched	4607878062458169366	1.154463921242955
zn/r22/J16/su/max_a	4583561439358753461	0.027423264875347814
zn/r22/J16/su/C_holdeman	4612811918334230528	2.5
zn/r22/J16/su/g_seg	4580882737287488878	0.018129650139007074
zn/r22/J16/su/g_ceiling	4589527205211605854	0.06748469211838201
zn/r22/J16/su/g_spatial	4580882737287488878	0.018129650139007074
zn/r22/J16/su/ei_spatial	4608753539059474836	1.3488587773009373
zn/r22/dp4/ei_no	4584673332523083128	0.03131183845045887
zn/r22/dp4/ei_quenched	4622085897098845477	10.47389560697645
zn/r22/dp4/max_a	4591191181956955641	0.09057700830748407
zn/r22/dp4/C_holdeman	4612811918334230528	2.5
zn/r22/dp4/g_seg	4580474156633083500	0.016712101232953122
zn/r22/dp4/g_ceiling	4589280203047442731	0.06405684849605524
zn/r22/dp4/g_spatial	4580474156633083500	0.016712101232953122
zn/r22/dp4/ei_spatial	4621175218949530640	8.856206247948677
zn/r23/J4.0/ei_no	4563687882549798272	0.0013108133612525774
zn/r23/J4.0/ei_quenched	4611520893641311428	1.9633349321123186
zn/r23/J4.0/max_a	4603187831175250197	0.5565116845100727
zn/r23/J4.0/C_holdeman	4608308318706860032	1.25
zn/r23/J4.0/g_seg	4584638428181214942	0.031159820462724912
zn/r23/J4.0/g_ceiling	4589527205211605854	0.06748469211838201
zn/r23/J4.0/g_dwell	4584638428181214942	0.031159820462724912
zn/r23/J4.0/tau_mean	4566705498845106228	0.001977184179745373
zn/r23/J4.0/ei_excess	4609368608986009039	1.4854317361394924
zn/r23/J4.0/ei_dwell	4614948350941030730	3.448766668251811
zn/r23/J4.0/ei_meanfield	4614765459198042222	3.367546418619944
