# phase-4F recombination-march oracle — key	u64 bits	repr
# pypy 3.11.15
fr100/warm/da3/T9	4652007626179216036	1000.0360771567398
fr100/warm/da3/V9	4653032162210504587	1209.0246773715796
fr100/warm/da3/dS	4574345254409076736	0.006674550023262782
fr100/warm/da3/comp/CO2	4590298934531197287	0.07819458786074095
fr100/warm/da3/comp/H2O	4590298282244255895	0.0781855355609785
fr100/warm/da3/comp/CO	4517484010392847431	1.0327838352449757e-06
fr100/warm/da3/comp/H2	4508838127427111323	2.773238838841685e-07
fr100/warm/da3/comp/OH	4536406139191765937	1.9600051213413276e-05
fr100/warm/da3/comp/O	4515059167592461527	7.364888578457074e-07
fr100/warm/da3/comp/H	4490260209758260160	1.5468214249031073e-08
fr100/warm/da3/comp/O2	4591314312887216992	0.0922857932302299
fr100/warm/da3/comp/N2	4605210854977551093	0.7811124449779913
fr100/warm/da3/comp/Ar	4576516852069590693	0.009303721488595438
fr100/warm/da10/T9	4652007517995786198	1000.0237781247076
fr100/warm/da10/V9	4653032665056254499	1209.1390112579181
fr100/warm/da10/dS	4570011210880712704	0.003410808247991781
fr100/warm/da10/comp/CO2	4590299008820955650	0.0781956188382438
fr100/warm/da10/comp/H2O	4590298993550561802	0.07819540691895824
fr100/warm/da10/comp/CO	4476305717893159263	1.8063324068162557e-09
fr100/warm/da10/comp/H2	4470656401151282265	7.847018303343809e-10
fr100/warm/da10/comp/OH	4511643970371967903	4.2586397257882816e-07
fr100/warm/da10/comp/O	4476734111438670937	1.9271990820966094e-09
fr100/warm/da10/comp/H	4446076544195467266	1.7859707038311596e-11
fr100/warm/da10/comp/O2	4591314637377457861	0.09229029643693838
fr100/warm/da10/comp/N2	4605210854977551093	0.7811124449779913
fr100/warm/da10/comp/Ar	4576516852069590693	0.009303721488595438
fr100/warm/da30/T9	4652007254881382492	999.9938654801913
fr100/warm/da30/V9	4653032802715344784	1209.1703113112344
fr100/warm/da30/dS	4567395020664864768	0.00227621660172872
fr100/warm/da30/comp/CO2	4590299008947707008	0.07819562059727225
fr100/warm/da30/comp/H2O	4590299003513736173	0.07819554518577805
fr100/warm/da30/comp/CO	4452372766757268444	4.7303968271771454e-11
fr100/warm/da30/comp/H2	4454202293751315850	6.004635781161351e-11
fr100/warm/da30/comp/OH	4504792994515452251	1.5079745486167947e-07
fr100/warm/da30/comp/O	4459071577662731967	1.2954543281316053e-10
fr100/warm/da30/comp/H	4407739153397000874	4.873467471011931e-14
fr100/warm/da30/comp/O2	4591314642307578030	0.09229036485609995
fr100/warm/da30/comp/N2	4605210854977551093	0.7811124449779913
fr100/warm/da30/comp/Ar	4576516852069590693	0.009303721488595438
fr100/warm/da300/T9	4652007146665788887	999.9815627915622
fr100/warm/da300/V9	4653032857775779482	1209.1828306046432
fr100/warm/da300/dS	4566042397685448704	0.0018213674462970175
fr100/warm/da300/comp/CO2	4590299008949209742	0.07819562061812688
fr100/warm/da300/comp/H2O	4590299004868878516	0.07819556399215594
fr100/warm/da300/comp/CO	4448734900810762776	2.644932052825118e-11
fr100/warm/da300/comp/H2	4450806877233321648	3.7184644399828645e-11
fr100/warm/da300/comp/OH	4503147878927445783	1.1323044868930677e-07
fr100/warm/da300/comp/O	4455680841293647033	7.915613690152416e-11
fr100/warm/da300/comp/H	4402659102179550402	2.254837686239333e-14
fr100/warm/da300/comp/O2	4591314642984564996	0.09229037425118142
fr100/warm/da300/comp/N2	4605210854977551093	0.7811124449779913
fr100/warm/da300/comp/Ar	4576516852069590693	0.009303721488595438
fr100/hot/da003/T9	4653249394876609040	1258.4176670900815
fr100/hot/da003/V9	4653901380169027173	1406.6619593621228
fr100/hot/da003/dS	4568705322958716928	0.0028444696391716207
fr100/hot/da003/comp/CO2	4592650715913926932	0.11083211086063144
fr100/hot/da003/comp/H2O	4592643009076215275	0.1107251570021998
fr100/hot/da003/comp/CO	4563150284500149833	0.0011942403665820159
fr100/hot/da003/comp/H2	4552472999866824733	0.00022608260343032283
fr100/hot/da003/comp/OH	4567032100826954566	0.0021188252110485887
fr100/hot/da003/comp/O	4551562805865080611	0.00020141174557846653
fr100/hot/da003/comp/H	4539758356465277653	3.1398032117981783e-05
fr100/hot/da003/comp/O2	4586160610928335505	0.041631905510077456
fr100/hot/da003/comp/N2	4605210854977551093	0.7811124449779913
fr100/hot/da003/comp/Ar	4576516852069590693	0.009303721488595438
fr100/hot/da03/T9	4653265674326797117	1262.1191855135396
fr100/hot/da03/V9	4653904708875237667	1407.4188195276736
fr100/hot/da03/dS	4584549895578386432	0.030852661293693018
fr100/hot/da03/comp/CO2	4592670316956869306	0.11110412997539756
fr100/hot/da03/comp/H2O	4592663188381517378	0.11100520111929149
fr100/hot/da03/comp/CO	4561645212977363367	0.0009222212518158927
fr100/hot/da03/comp/H2	4550595044740145693	0.0001751805277259302
fr100/hot/da03/comp/OH	4565334193903999887	0.0016678002306151662
fr100/hot/da03/comp/O	4549885418515821012	0.00015594607037429256
fr100/hot/da03/comp/H	4537745779691615317	2.4138929776807854e-05
fr100/hot/da03/comp/O2	4586156606502198583	0.04160411922196732
fr100/hot/da03/comp/N2	4605210854977551093	0.7811124449779913
fr100/hot/da03/comp/Ar	4576516852069590693	0.009303721488595438
fr100/hot/da1/T9	4653291842767143943	1268.0691999758144
fr100/hot/da1/V9	4653911034456647328	1408.8570902221036
fr100/hot/da1/dS	4589403114013007872	0.06576258079542185
fr100/hot/da1/comp/CO2	4592702622821491820	0.1115524639095768
fr100/hot/da1/comp/H2O	4592696979381494222	0.111474145446784
fr100/hot/da1/comp/CO	4557377301712420941	0.00047388731763664955
fr100/hot/da1/comp/H2	4546340743439919125	9.09688862115457e-05
fr100/hot/da1/comp/OH	4561534667928768394	0.0009102359336314741
fr100/hot/da1/comp/O	4545589910373147754	8.079320068445228e-05
fr100/hot/da1/comp/H	4533341579926094432	1.223785480428222e-05
fr100/hot/da1/comp/O2	4586150513233143806	0.04156183867446826
fr100/hot/da1/comp/N2	4605210854977551093	0.7811124449779913
fr100/hot/da1/comp/Ar	4576516852069590693	0.009303721488595438
fr100/hot/da3/T9	4653312908889089528	1272.8590815499174
fr100/hot/da3/V9	4653919487682107305	1410.7791311642889
fr100/hot/da3/dS	4589441022682673152	0.06628866926911314
fr100/hot/da3/comp/CO2	4592731418592878673	0.11195208551464587
fr100/hot/da3/comp/H2O	4592728713146396052	0.11191453990243466
fr100/hot/da3/comp/CO	4545108266762200726	7.426571256754564e-05
fr100/hot/da3/comp/H2	4534969892563712155	1.4996323709267747e-05
fr100/hot/da3/comp/OH	4551209186155654476	0.00019182686414862882
fr100/hot/da3/comp/O	4533895852553779544	1.3176829159103231e-05
fr100/hot/da3/comp/H	4521121905034675087	1.8031379903119524e-06
fr100/hot/da3/comp/O2	4586146622798986774	0.04153484336461248
fr100/hot/da3/comp/N2	4605210854977551093	0.7811124449779913
fr100/hot/da3/comp/Ar	4576516852069590693	0.009303721488595438
fr100/hot/da10/T9	4653313331120351588	1272.955085823859
fr100/hot/da10/V9	4653924962684553863	1412.0240025936234
fr100/hot/da10/dS	4584983296924008448	0.03346264854246783
fr100/hot/da10/comp/CO2	4592736721415027585	0.11202567695521105
fr100/hot/da10/comp/H2O	4592736136824152773	0.11201756412709603
fr100/hot/da10/comp/CO	4514471546006480500	6.74272002365238e-07
fr100/hot/da10/comp/H2	4508336047174239204	2.5074397661239005e-07
fr100/hot/da10/comp/OH	4535658309382634978	1.7066305264322008e-05
fr100/hot/da10/comp/O	4506630716109055676	1.994415404136413e-07
fr100/hot/da10/comp/H	4484323638204940504	6.407017265241764e-09
fr100/hot/da10/comp/O2	4586147424243815772	0.04154040450525073
fr100/hot/da10/comp/N2	4605210854977551093	0.7811124449779913
fr100/hot/da10/comp/Ar	4576516852069590693	0.009303721488595438
fr100/hot/da30/T9	4653311869417390912	1272.6227330492839
fr100/hot/da30/V9	4653926469744828299	1412.3666684273364
fr100/hot/da30/dS	4581977012723908608	0.021926180716491217
fr100/hot/da30/comp/CO2	4592736761499707388	0.1120262332418917
fr100/hot/da30/comp/H2O	4592736447264402888	0.11202187235101413
fr100/hot/da30/comp/CO	4503507146975192462	1.1798532171020002e-07
fr100/hot/da30/comp/H2	4499580249732625877	6.601326944557565e-08
fr100/hot/da30/comp/OH	4531327170375283585	8.825312286681174e-06
fr100/hot/da30/comp/O	4497637880552257715	4.995543608311467e-08
fr100/hot/da30/comp/H	4466563296486953306	4.135730073533549e-10
fr100/hot/da30/comp/O2	4586147678316621323	0.04154216748949232
fr100/hot/da30/comp/N2	4605210854977551093	0.7811124449779913
fr100/hot/da30/comp/Ar	4576516852069590693	0.009303721488595438
fr100/hot/da300/T9	4653311250843044601	1272.4820855266282
fr100/hot/da300/V9	4653927068710096351	1412.5028573617963
fr100/hot/da300/dS	4580648447345885184	0.017316793615236747
fr100/hot/da300/comp/CO2	4592736764341909163	0.11202627268536484
fr100/hot/da300/comp/H2O	4592736509647841694	0.1120227380951406
fr100/hot/da300/comp/CO	4500526882410223174	7.854184861545797e-08
fr100/hot/da300/comp/H2	4497158929074589570	4.678600106966896e-08
fr100/hot/da300/comp/OH	4530034534102099559	7.132447896762706e-06
fr100/hot/da300/comp/O	4495396725324786649	3.512471485202718e-08
fr100/hot/da300/comp/H	4463288050135878314	2.4424673966933736e-10
fr100/hot/da300/comp/O2	4586147736143381810	0.041542568743248146
fr100/hot/da300/comp/N2	4605210854977551093	0.7811124449779913
fr100/hot/da300/comp/Ar	4576516852069590693	0.009303721488595438
fr100/vhot/da003/T9	4653542446741222206	1325.0499466426695
fr100/vhot/da003/V9	4654108021731994934	1453.6468110334367
fr100/vhot/da003/dS	4573566319573008384	0.005998931750070824
fr100/vhot/da003/comp/CO2	4593256784964269464	0.11924300853816872
fr100/vhot/da003/comp/H2O	4593330626476888886	0.12026776538170911
fr100/vhot/da003/comp/CO	4569256736667880411	0.003083607215736956
fr100/vhot/da003/comp/H2	4558263346319660760	0.0005555585340821468
fr100/vhot/da003/comp/OH	4568883500471428788	0.0029217418177197255
fr100/vhot/da003/comp/O	4554157675751142271	0.0002993510445461963
fr100/vhot/da003/comp/H	4545888648592096010	8.484185850930414e-05
fr100/vhot/da003/comp/O2	4583455176713708079	0.027054592265388585
fr100/vhot/da003/comp/N2	4605210854977551093	0.7811124449779913
fr100/vhot/da003/comp/Ar	4576516852069590693	0.009303721488595438
fr100/vhot/da03/T9	4653574071027606172	1332.2404768710612
fr100/vhot/da03/V9	4654114269319519909	1455.0673479716436
fr100/vhot/da03/dS	4588375421591748608	0.05700024172074336
fr100/vhot/da03/comp/CO2	4593306835373452287	0.11993759749650222
fr100/vhot/da03/comp/H2O	4593362240413813023	0.12070649689011191
fr100/vhot/da03/comp/CO	4567655123574030208	0.002389018257403508
fr100/vhot/da03/comp/H2	4556605730113929455	0.00043206033747102043
fr100/vhot/da03/comp/OH	4567474649438980015	0.0023107500776839633
fr100/vhot/da03/comp/O	4552708088242065435	0.00023245468660937425
fr100/vhot/da03/comp/H	4544451655821416554	6.536697496159626e-05
fr100/vhot/da03/comp/O2	4583389541992227857	0.026826876081006704
fr100/vhot/da03/comp/N2	4605210854977551093	0.7811124449779913
fr100/vhot/da03/comp/Ar	4576516852069590693	0.009303721488595438
fr100/vhot/da1/T9	4653624953536551199	1343.8098199456651
fr100/vhot/da1/V9	4654126111762852947	1457.7600078385046
fr100/vhot/da1/dS	4593265647808548864	0.11936600521045193
fr100/vhot/da1/comp/CO2	4593389588897566497	0.12108603334450808
fr100/vhot/da1/comp/H2O	4593415226872857189	0.1214418317254143
fr100/vhot/da1/comp/CO	4563363999451068271	0.0012405824093976966
fr100/vhot/da1/comp/H2	4552510062880874088	0.00022708719843910212
fr100/vhot/da1/comp/OH	4563555131585378058	0.001282027584447789
fr100/vhot/da1/comp/O	4548601736753874153	0.00012161105949861122
fr100/vhot/da1/comp/H	4540048788429189117	3.336607565693204e-05
fr100/vhot/da1/comp/O2	4583282290811669795	0.02645477379952611
fr100/vhot/da1/comp/N2	4605210854977551093	0.7811124449779913
fr100/vhot/da1/comp/Ar	4576516852069590693	0.009303721488595438
fr100/vhot/da3/T9	4653666250250219479	1353.1996055161487
fr100/vhot/da3/V9	4654141872950662794	1461.3436870401806
fr100/vhot/da3/dS	4593205671369834496	0.11853366492050554
fr100/vhot/da3/comp/CO2	4593464200544637735	0.12212147795055427
fr100/vhot/da3/comp/H2O	4593465303541255375	0.12213678510356661
fr100/vhot/da3/comp/CO	4551700273133365907	0.00020513780335148067
fr100/vhot/da3/comp/H2	4541011225915904763	3.988780574429824e-05
fr100/vhot/da3/comp/OH	4554073726824841559	0.00029480016413254345
fr100/vhot/da3/comp/O	4536795818637180492	2.0920336529948923e-05
fr100/vhot/da3/comp/H	4527617954149386085	5.085525057140155e-06
fr100/vhot/da3/comp/O2	4583189699708561435	0.026133533879068787
fr100/vhot/da3/comp/N2	4605210854977551093	0.7811124449779913
fr100/vhot/da3/comp/Ar	4576516852069590693	0.009303721488595438
fr100/vhot/da10/T9	4653667695708819076	1353.5282647506401
fr100/vhot/da10/V9	4654152035629549042	1463.6544126908962
fr100/vhot/da10/dS	4588657804498804736	0.05895966675308273
fr100/vhot/da10/comp/CO2	4593478747736492504	0.12232336079231432
fr100/vhot/da10/comp/H2O	4593477602185800542	0.12230746308288817
fr100/vhot/da10/comp/CO	4524795987013828933	3.2549615914397023e-06
fr100/vhot/da10/comp/H2	4517885185684746375	1.1177360077106674e-06
fr100/vhot/da10/comp/OH	4540443323060453358	3.603954630904115e-05
fr100/vhot/da10/comp/O	4512996852185029526	5.181327206300723e-07
fr100/vhot/da10/comp/H	4494671218086594062	3.0323710678428784e-08
fr100/vhot/da10/comp/O2	4583176239638304966	0.0260868348793444
fr100/vhot/da10/comp/N2	4605210854977551093	0.7811124449779913
fr100/vhot/da10/comp/Ar	4576516852069590693	0.009303721488595438
fr100/vhot/da30/T9	4653665014371903328	1352.9185993210049
fr100/vhot/da30/V9	4654154814467151353	1464.2862472099935
fr100/vhot/da30/dS	4585657785033678848	0.03814284997491768
fr100/vhot/da30/comp/CO2	4593478927955513879	0.12232586183365189
fr100/vhot/da30/comp/H2O	4593478236024442005	0.12231625936105879
fr100/vhot/da30/comp/CO	4515223802473027427	7.539202538590317e-07
fr100/vhot/da30/comp/H2	4510323404045329989	3.5595377334777207e-07
fr100/vhot/da30/comp/OH	4536523486151295022	1.9997638177338284e-05
fr100/vhot/da30/comp/O	4505080834700991198	1.5841652113340694e-07
fr100/vhot/da30/comp/H	4479908196418016102	3.2399698608516583e-09
fr100/vhot/da30/comp/O2	4583176975246154527	0.02608938703175589
fr100/vhot/da30/comp/N2	4605210854977551093	0.7811124449779913
fr100/vhot/da30/comp/Ar	4576516852069590693	0.009303721488595438
fr100/vhot/da300/T9	4653663874234594178	1352.6593621105135
fr100/vhot/da300/V9	4654155911509519775	1464.5356857654185
fr100/vhot/da300/dS	4584267274776199168	0.02987212341298573
fr100/vhot/da300/comp/CO2	4593478944810466391	0.12232609574310636
fr100/vhot/da300/comp/H2O	4593478371907498125	0.1223181451172783
fr100/vhot/da300/comp/CO	4513014590137344292	5.200107993835014e-07
fr100/vhot/da300/comp/H2	4508501318513407041	2.5949336845688993e-07
fr100/vhot/da300/comp/OH	4535467635954282752	1.6420278560400937e-05
fr100/vhot/da300/comp/O	4503257372211193486	1.1467958023364065e-07
fr100/vhot/da300/comp/H	4476929373515055599	2.0079575840727298e-09
fr100/vhot/da300/comp/O2	4583177191625148741	0.026090137747197834
fr100/vhot/da300/comp/N2	4605210854977551093	0.7811124449779913
fr100/vhot/da300/comp/Ar	4576516852069590693	0.009303721488595438
fr400/dp/da03/T9	4650351373542975880	811.7419524745064
fr400/dp/da03/V9	4652288346948941626	1039.9006674992402
fr400/dp/da03/dS	4555700216950423552	0.00038297237051665434
fr400/dp/da3/T9	4650352085051057278	811.822841578294
fr400/dp/da3/V9	4652288496209101451	1039.9346053303768
fr400/dp/da3/dS	4561805140199997440	0.0009395605960378361
fr400/dp/da30/T9	4650352038645055022	811.8175658266462
fr400/dp/da30/V9	4652288563890830480	1039.9499943738665
fr400/dp/da30/dS	4557032168642052096	0.00045517761640212484
fr400/warm/da03/T9	4652000374900842243	999.2117022489841
fr400/warm/da03/V9	4653030694334925994	1208.6909211061816
fr400/warm/da03/dS	4569831481605160960	0.0033328630995868025
fr400/warm/da3/T9	4652007803786498881	1000.0562687670828
fr400/warm/da3/V9	4653032074982894244	1209.0048441092158
fr400/warm/da3/dS	4575181284987437056	0.007399690958720839
fr400/warm/da30/T9	4652007428149134130	1000.0135637429541
fr400/warm/da30/V9	4653032715852991273	1209.150561098659
fr400/warm/da30/dS	4569050172324446208	0.002994024211773194
fr400/hot/da03/T9	4653265827442184240	1262.1539999218767
fr400/hot/da03/V9	4653904594753737066	1407.3928713026348
fr400/hot/da03/dS	4584745635906715648	0.03181354395837843
fr400/hot/da3/T9	4653313048626697676	1272.8908542034796
fr400/hot/da3/V9	4653919396227360507	1410.7583367623727
fr400/hot/da3/dS	4589496735593349120	0.06706184122162995
fr400/hot/da30/T9	4653311969045378255	1272.645385830943
fr400/hot/da30/V9	4653926382199456442	1412.3467629143693
fr400/hot/da30/dS	4582171679989252096	0.022601568466882327
census/negative_ds	4622945017495814144	12.0
clock/free/0/0	4563094555599375633	0.0011821560875240925
clock/killT/0/0	4573549871352669322	0.005984665193090719
clock/killM/0/0	4549346754520356401	0.00014134555352123123
clock/free/0/1	4551233203699266704	0.0001924778609726824
clock/killT/0/1	4562126653807154822	0.0009744191711742046
clock/killM/0/1	4549346754520356401	0.00014134555352123123
clock/free/0/2	4539637853817443833	3.058147441440876e-05
clock/killT/0/2	4549843826415013328	0.00015481871422294438
clock/killM/0/2	4549346754520356401	0.00014134555352123123
clock/free/0/3	4520543353894503650	1.6806250209627654e-06
clock/killT/0/3	4531139959169931287	8.508164168624e-06
clock/killM/0/3	4549346754520356401	0.00014134555352123123
clock/free/0/4	4503004703347698959	1.1133553566918497e-07
clock/killT/0/4	4513426619918081028	5.636361493252489e-07
clock/killM/0/4	4549346754520356401	0.00014134555352123123
clock/free/1/0	4571521776210509700	0.004225573065781311
clock/killT/1/0	4577676135476970251	0.011314757630687141
clock/killM/1/0	4553565173573315324	0.0002672314371260779
clock/free/1/1	4559484949085203599	0.0006880049713137315
clock/killT/1/1	4566138753327110604	0.0018422612455012309
clock/killM/1/1	4553565173573315324	0.0002672314371260779
clock/free/1/2	4547694251830798257	0.00010931234543490213
clock/killT/1/2	4554035061848733201	0.00029270413157775436
clock/killM/1/2	4553565173573315324	0.0002672314371260779
clock/free/1/3	4528706231431084745	6.007331770487269e-06
clock/killT/1/3	4535368899925129287	1.6085747881304753e-05
clock/killM/1/3	4553565173573315324	0.0002672314371260779
clock/free/1/4	4511116968781072872	3.9796474065735796e-07
clock/killT/1/4	4517639096495127293	1.065624594818049e-06
clock/killM/1/4	4553565173573315324	0.0002672314371260779
clock/free/2/0	4577545033018231797	0.011087331117755264
clock/killT/2/0	4580939918451397883	0.01832803715384033
clock/killM/2/0	4556620679727725054	0.0004328707576587708
clock/free/2/1	4565967985212188737	0.0018052318132633224
clock/killT/2/1	4569027424030118464	0.0029841587117210022
clock/killM/2/1	4556620679727725054	0.0004328707576587708
clock/free/2/2	4553926533195912789	0.00028682078151951357
clock/killT/2/2	4557381821066418473	0.0004741323123077673
clock/killM/2/2	4556620679727725054	0.0004328707576587708
clock/free/2/3	4535273471710282758	1.5762424513014065e-05
clock/killT/2/3	4538311673555548901	2.6056252766411005e-05
clock/killM/2/3	4556620679727725054	0.0004328707576587708
clock/free/2/4	4517537947922086949	1.0442055513348167e-06
clock/killT/2/4	4520758272034315492	1.7261357073085744e-06
clock/killM/2/4	4556620679727725054	0.0004328707576587708
clock/free/3/0	4582605069413687021	0.02410519008449701
clock/killT/3/0	4583446504293217153	0.02702450376255028
clock/killM/3/0	4559026165129067535	0.00063826351511931
clock/free/3/1	4571174997955202392	0.003924790875561378
clock/killT/3/1	4571723005405213397	0.004400111569833516
clock/killM/3/1	4559026165129067535	0.00063826351511931
clock/free/3/2	4558890759827544535	0.0006235828429115808
clock/killT/3/2	4559587312697645081	0.0006991032564129834
clock/killM/3/2	4559026165129067535	0.00063826351511931
clock/free/3/3	4540182096292671295	3.4269404876911904e-05
clock/killT/3/3	4540794568623364595	3.8419678823942755e-05
clock/killM/3/3	4559026165129067535	0.00063826351511931
clock/free/3/4	4522470851359779047	2.270228338531737e-06
clock/killT/3/4	4523120037791443421	2.5451694867968258e-06
clock/killM/3/4	4559026165129067535	0.00063826351511931
clock/free/4/0	4586815768179878514	0.046177972168909856
clock/killT/4/0	4585551328222502538	0.03740415745681698
clock/killM/4/0	4561287239683330736	0.0008834097095076956
clock/free/4/1	4575318454383219367	0.007518666444245404
clock/killT/4/1	4573671452259607447	0.006090119819838777
clock/killM/4/1	4561287239683330736	0.0008834097095076956
clock/free/4/2	4563151891570028820	0.0011945888443128426
clock/killT/4/2	4562063914518732180	0.0009676169638934023
clock/killM/4/2	4561287239683330736	0.0008834097095076956
clock/free/4/3	4544472496209080733	6.564941488135805e-05
clock/killT/4/3	4542972221109875110	5.317602605390001e-05
clock/killM/4/3	4561287239683330736	0.0008834097095076956
clock/free/4/4	4526748471211975025	4.349044362077538e-06
clock/killT/4/4	4525428227690442694	3.5227259332828058e-06
clock/killM/4/4	4561287239683330736	0.0008834097095076956
clock/free/5/0	4590484192737376284	0.08076556193574941
clock/killT/5/0	4587289766790215904	0.04946699823664047
clock/killM/5/0	4563030698751217774	0.001168309340823927
clock/free/5/1	4578734192854633761	0.01315019460265049
clock/killT/5/1	4575796542438596019	0.008054183461736785
clock/killM/5/1	4563030698751217774	0.001168309340823927
clock/free/5/2	4566964120295017512	0.002089343354883439
clock/killT/5/2	4563544274986126984	0.0012796734347490252
clock/killM/5/2	4563030698751217774	0.001168309340823927
clock/free/5/3	4548100736277425557	0.00011482123693633822
clock/killT/5/3	4544817515224433222	7.032529445628278e-05
clock/killM/5/3	4563030698751217774	0.001168309340823927
clock/free/5/4	4530594202855924132	7.606505770800876e-06
clock/killT/5/4	4527114172080746514	4.658805046766511e-06
clock/killM/5/4	4563030698751217774	0.001168309340823927
clock/no_oh_is_inf	4607182418800017408	1.0
fz/cold/T9	4649287323852613110	690.7735079984984
fz/cold/V9	4651232345642234255	911.8968845601647
fz/cold/dS	13760123622658146304	-2.077046985959896e-05
fz/cold/s_freeze	0	0.0
fz/cold/Da_entry	4589375240377410006	0.06537575639516233
fz/cold/Da_exit	4577984804155590238	0.011850212433787973
fz/cold/co_entry	4504685573237530646	1.4795403731056196e-07
fz/cold/co_exit	4504515309983233907	1.434472064950596e-07
fz/cold/bracket_filled	4592517719204694468	0.1089864107507657
fz/dp/T9	4650351206863954256	811.7230032636235
fz/dp/V9	4652288330647000547	1039.8969608669802
fz/dp/dS	4548562904642748416	0.00012108478625805219
fz/dp/s_freeze	0	0.0
fz/dp/Da_entry	4599252186442169604	0.3097836722844962
fz/dp/Da_exit	4586000840671730994	0.04052327665049872
fz/dp/co_entry	4527661933814733655	5.122777282698765e-06
fz/dp/co_exit	4526933672134682617	4.505915645472766e-06
fz/dp/bracket_filled	4591847270057200602	0.09968205974591574
fz/warm/T9	4652001230845052724	999.3090118395398
fz/warm/V9	4653031007189622682	1208.7620560284472
fz/warm/dS	4569529875324076032	0.0032020622255117814
fz/warm/s_freeze	4593131187962621461	0.11750000000000001
fz/warm/Da_entry	4609193091539934267	1.4464590341683692
fz/warm/Da_exit	4592366765932247349	0.10689151326684938
fz/warm/co_entry	4553290394884093731	0.00025233565453573937
fz/warm/co_exit	4550006018063131940	0.00015921492765417448
fz/warm/bracket_filled	4598588615517927627	0.2729480863562343
fz/hot/T9	4653287581223953125	1267.100237237458
fz/hot/V9	4653914187078335630	1409.5739134026549
fz/hot/dS	4585849128802869248	0.03947056408850358
fz/hot/s_freeze	4600472055355235369	0.3775
fz/hot/Da_entry	4616753870549790513	4.501156889349475
fz/hot/Da_exit	4595243988526387332	0.16864199580834704
fz/hot/co_entry	4577478271393319928	0.010971518159726287
fz/hot/co_exit	4571428698303734725	0.004144840850792646
fz/hot/bracket_filled	4602703331145566176	0.5027213756713955
fz/vhot/T9	4653619911309406426	1342.6633502273385
fz/vhot/V9	4654133482068882110	1459.4358214094968
fz/vhot/dS	4589748741240725504	0.07055912212229032
fz/vhot/s_freeze	4600922415317972419	0.4025
fz/vhot/Da_entry	4617488630618551483	5.153754926080349
fz/vhot/Da_exit	4595426671133099974	0.17371245671261998
fz/vhot/co_entry	4583132475058144839	0.025934995990104317
fz/vhot/co_exit	4576545938227830836	0.00935417793012059
fz/vhot/bracket_filled	4602962711177558690	0.5315183440360054
census/frozen_from_entry	4611686018427387904	2.0
fzlim/dp/slow/V9	4652288308684515544	1039.8919671760432
fzlim/dp/slow/T9	4650351079572834162	811.7085319387099
fzlim/dp/slow/s_freeze	0	0.0
fzlim/dp/fast/V9	4652288570393064981	1039.9514728108236
fzlim/dp/fast/T9	4650352026297556408	811.816162078575
fzlim/dp/fast/s_freeze	4607182418800017408	1.0
fzlim/hot/slow/V9	4653900849769277150	1406.541360421506
fzlim/hot/slow/T9	4653247427982322673	1257.970447106982
fzlim/hot/slow/s_freeze	0	0.0
fzlim/hot/fast/V9	4653927064542347142	1412.5019097253403
fzlim/hot/fast/T9	4653311256624421512	1272.4834000595456
fzlim/hot/fast/s_freeze	4607182418800017408	1.0
red/dp/da05/fr_T9	4650351408055330468	811.7458760749619
red/dp/da05/fz_T9	4650351408055330468	811.7458760749619
red/dp/da05/fr_V9	4652288431933246774	1039.9199906930567
red/dp/da05/fz_V9	4652288431933246774	1039.9199906930567
red/dp/da05/fr_dS	4538744095127896064	2.752135404193723e-05
red/dp/da05/fz_dS	4538744095127896064	2.752135404193723e-05
red/dp/da05/fz_s_freeze	0	0.0
red/dp/da2/fr_T9	4650351900767379595	811.8018909497345
red/dp/da2/fz_T9	4650351900767379595	811.8018909497345
red/dp/da2/fr_V9	4652288529106239880	1039.942085273653
red/dp/da2/fz_V9	4652288529106239880	1039.942085273653
red/dp/da2/fr_dS	4556946918845972480	0.00045055621569645155
red/dp/da2/fz_dS	4556946918845972480	0.00045055621569645155
red/dp/da2/fz_s_freeze	4607182418800017408	1.0
red/dp/da300/fr_T9	4650351913201623003	811.803304559547
red/dp/da300/fz_T9	4650351913201623003	811.803304559547
red/dp/da300/fr_V9	4652288633049971955	1039.9657193420542
red/dp/da300/fz_V9	4652288633049971955	1039.9657193420542
red/dp/da300/fr_dS	13772818446876147712	-0.00014404672128875973
red/dp/da300/fz_dS	13772818446876147712	-0.00014404672128875973
red/dp/da300/fz_s_freeze	4607182418800017408	1.0
red/hot/da05/fr_T9	4653275150103369970	1264.273727660588
red/hot/da05/fz_T9	4653275150103369970	1264.273727660588
red/hot/da05/fr_V9	4653906816592696917	1407.8980589931791
red/hot/da05/fz_V9	4653906816592696917	1407.8980589931791
red/hot/da05/fr_dS	4586688824851374080	0.045297125880608746
red/hot/da05/fz_dS	4586688824851374080	0.045297125880608746
red/hot/da05/fz_s_freeze	0	0.0
red/hot/da2/fr_T9	4653307623797277842	1271.6573907996394
red/hot/da2/fz_T9	4653307623797277842	1271.6573907996394
red/hot/da2/fr_V9	4653916421022647347	1410.0818535315454
red/hot/da2/fz_V9	4653916421022647347	1410.0818535315454
red/hot/da2/fr_dS	4589933434082439168	0.07312225018921481
red/hot/da2/fz_dS	4589933434082439168	0.07312225018921481
red/hot/da2/fz_s_freeze	4607182418800017408	1.0
red/hot/da300/fr_T9	4653311250843044601	1272.4820855266282
red/hot/da300/fz_T9	4653311250843044601	1272.4820855266282
