# slice T oracle (main) — rungs 46+47+48 readers — key	u64 bits (or an integer)	repr
C/tilted/taunone/Tt4_peak_top	4654223924282785796	1480.000000000001
C/tilted/taunone/overshoot	4427038433705197568	9.094947017729282e-13
C/tilted/taunone/min_phi_lp_bare	4604816885288509782	0.7373730230001836
C/tilted/taunone/min_phi_lp_top	4604816885288509782	0.7373730230001836
C/tilted/taunone/min_phi_hp_bare	4605824469892413622	0.8492373856513697
C/tilted/taunone/min_phi_hp_top	4605876757754229617	0.8550425044610234
C/tilted/taunone/relief_lp	0	0.0
C/tilted/taunone/relief_hp	4573342868466130304	0.00580511880965362
C/tilted/taunone/held	1	1
C/tilted/taunone/top/ext_lp	13818562828409061468	-0.16716548322665659
C/tilted/taunone/top/ext_hp	13815973667986383520	-0.11015092266701254
C/tilted/taunone/top/s_lp	4602678819172646913	0.5000000000000001
C/tilted/taunone/top/s_hp	4599075939470750515	0.3
C/tilted/taunone/top/min_phi_lp	4604816885288509782	0.7373730230001836
C/tilted/taunone/top/min_phi_hp	4605876757754229617	0.8550425044610234
C/tilted/taunone/top/Tt4_peak	4654223924282785796	1480.000000000001
C/tilted/taunone/top/ratio	4609513500078994311	1.5176040216385631
C/tilted/taunone/top/npts	126	126
C/tilted/tau0.05/rho	4607182418800017408	1.0
C/tilted/tau0.05/r	4602678819172646912	0.5
C/tilted/tau0.05/Tt4_max	4654223924282785792	1480.0
C/tilted/tau0.05/tau_gov_is_set	1	1
C/tilted/tau0.05/tau_gov	4587366580439587226	0.05
C/tilted/tau0.05/Tt4_peak_bare	4655202117448282611	1702.4153753324615
C/tilted/tau0.05/Tt4_peak_top	4654472141529260367	1536.4380676393228
C/tilted/tau0.05/overshoot	4633139769196685792	56.43806763932275
C/tilted/tau0.05/min_phi_lp_bare	4604816885288509782	0.7373730230001836
C/tilted/tau0.05/min_phi_lp_top	4604816885288509782	0.7373730230001836
C/tilted/tau0.05/min_phi_hp_bare	4605824469892413622	0.8492373856513697
C/tilted/tau0.05/min_phi_hp_top	4605863266704164433	0.8535446970201496
C/tilted/tau0.05/relief_lp	0	0.0
C/tilted/tau0.05/relief_hp	4571616014057786752	0.00430731136877982
C/tilted/tau0.05/held	0	0
C/tilted/tau0.05/top/ext_lp	13818631717388984860	-0.16907753651800383
C/tilted/tau0.05/top/ext_hp	13816375338142563616	-0.1157252158632116
C/tilted/tau0.05/top/s_lp	4602678819172646913	0.5000000000000001
C/tilted/tau0.05/top/s_hp	4599796515411129795	0.34
C/tilted/tau0.05/top/min_phi_lp	4604816885288509782	0.7373730230001836
C/tilted/tau0.05/top/min_phi_hp	4605863266704164433	0.8535446970201496
C/tilted/tau0.05/top/Tt4_peak	4654472141529260367	1536.4380676393228
C/tilted/tau0.05/top/ratio	4609258694827052726	1.4610258901383708
C/tilted/tau0.05/top/npts	126	126
C/tilted/tau0.1/rho	4607182418800017408	1.0
C/tilted/tau0.1/r	4602678819172646912	0.5
C/tilted/tau0.1/Tt4_max	4654223924282785792	1480.0
C/tilted/tau0.1/tau_gov_is_set	1	1
C/tilted/tau0.1/tau_gov	4591870180066957722	0.1
C/tilted/tau0.1/Tt4_peak_bare	4655202117448282611	1702.4153753324615
C/tilted/tau0.1/Tt4_peak_top	4654650398870143740	1576.9690944107124
C/tilted/tau0.1/overshoot	4636524010334597056	96.96909441071239
C/tilted/tau0.1/min_phi_lp_bare	4604816885288509782	0.7373730230001836
C/tilted/tau0.1/min_phi_lp_top	4604816885288509782	0.7373730230001836
C/tilted/tau0.1/min_phi_hp_bare	4605824469892413622	0.8492373856513697
C/tilted/tau0.1/min_phi_hp_top	4605855985208380375	0.8527362885928323
C/tilted/tau0.1/relief_lp	0	0.0
C/tilted/tau0.1/relief_hp	4570214343413801216	0.0034989029414626005
C/tilted/tau0.1/held	0	0
C/tilted/tau0.1/top/ext_lp	13818720421749177320	-0.17153957709476164
C/tilted/tau0.1/top/ext_hp	13816608055452340112	-0.11895481730749524
C/tilted/tau0.1/top/s_lp	4602678819172646913	0.5000000000000001
C/tilted/tau0.1/top/s_hp	4600517091351509075	0.38000000000000006
C/tilted/tau0.1/top/min_phi_lp	4604816885288509782	0.7373730230001836
C/tilted/tau0.1/top/min_phi_hp	4605855985208380375	0.8527362885928323
C/tilted/tau0.1/top/Tt4_peak	4654650398870143740	1576.9690944107124
C/tilted/tau0.1/top/ratio	4609173264651775764	1.4420565806203216
C/tilted/tau0.1/top/npts	126	126
C/tilted/tau0.2/rho	4607182418800017408	1.0
C/tilted/tau0.2/r	4602678819172646912	0.5
C/tilted/tau0.2/Tt4_max	4654223924282785792	1480.0
C/tilted/tau0.2/tau_gov_is_set	1	1
C/tilted/tau0.2/tau_gov	4596373779694328218	0.2
C/tilted/tau0.2/Tt4_peak_bare	4655202117448282611	1702.4153753324615
C/tilted/tau0.2/Tt4_peak_top	4654842454209844241	1620.6374228869138
C/tilted/tau0.2/overshoot	4639152255980707976	140.63742288691378
C/tilted/tau0.2/min_phi_lp_bare	4604816885288509782	0.7373730230001836
C/tilted/tau0.2/min_phi_lp_top	4604816885288509782	0.7373730230001836
C/tilted/tau0.2/min_phi_hp_bare	4605824469892413622	0.8492373856513697
C/tilted/tau0.2/min_phi_hp_top	4605847900726001168	0.8518387307448751
C/tilted/tau0.2/relief_lp	0	0.0
C/tilted/tau0.2/relief_hp	4568144715924724224	0.0026013450935054028
C/tilted/tau0.2/held	0	0
C/tilted/tau0.2/top/ext_lp	13818829552011269924	-0.1745685503362263
C/tilted/tau0.2/top/ext_hp	13816893637614543704	-0.12291806595625354
C/tilted/tau0.2/top/s_lp	4602678819172646913	0.5000000000000001
C/tilted/tau0.2/top/s_hp	4601597955262077995	0.4400000000000001
C/tilted/tau0.2/top/min_phi_lp	4604816885288509782	0.7373730230001836
C/tilted/tau0.2/top/min_phi_hp	4605847900726001168	0.8518387307448751
C/tilted/tau0.2/top/Tt4_peak	4654842454209844241	1620.6374228869138
C/tilted/tau0.2/top/ratio	4609074842833844444	1.4202025469417583
C/tilted/tau0.2/top/npts	126	126
C/tilted/tau0.4/rho	4607182418800017408	1.0
C/tilted/tau0.4/r	4602678819172646912	0.5
C/tilted/tau0.4/Tt4_max	4654223924282785792	1480.0
C/tilted/tau0.4/tau_gov_is_set	1	1
C/tilted/tau0.4/tau_gov	4600877379321698714	0.4
C/tilted/tau0.4/Tt4_peak_bare	4655202117448282611	1702.4153753324615
C/tilted/tau0.4/Tt4_peak_top	4654992835000133621	1654.830055891068
C/tilted/tau0.4/overshoot	4640355302303023016	174.830055891068
C/tilted/tau0.4/min_phi_lp_bare	4604816885288509782	0.7373730230001836
C/tilted/tau0.4/min_phi_lp_top	4604816885288509782	0.7373730230001836
C/tilted/tau0.4/min_phi_hp_bare	4605824469892413622	0.8492373856513697
C/tilted/tau0.4/min_phi_hp_top	4605839937621147017	0.8509546485092169
C/tilted/tau0.4/relief_lp	0	0.0
C/tilted/tau0.4/relief_hp	4565562300010440192	0.0017172628578471238
C/tilted/tau0.4/held	0	0
C/tilted/tau0.4/top/ext_lp	13818919454370470320	-0.17706384206503634
C/tilted/tau0.4/top/ext_hp	13817105680776123980	-0.12672151191752545
C/tilted/tau0.4/top/s_lp	4602678819172646913	0.5000000000000001
C/tilted/tau0.4/top/s_hp	4602318531202457275	0.48000000000000015
C/tilted/tau0.4/top/min_phi_lp	4604816885288509782	0.7373730230001836
C/tilted/tau0.4/top/min_phi_hp	4605839937621147017	0.8509546485092169
C/tilted/tau0.4/top/Tt4_peak	4654992835000133621	1654.830055891068
C/tilted/tau0.4/top/ratio	4608971552277535025	1.3972674361735467
C/tilted/tau0.4/top/npts	126	126
C/tilted/tau0.8/rho	4607182418800017408	1.0
C/tilted/tau0.8/r	4602678819172646912	0.5
C/tilted/tau0.8/Tt4_max	4654223924282785792	1480.0
C/tilted/tau0.8/tau_gov_is_set	1	1
C/tilted/tau0.8/tau_gov	4605380978949069210	0.8
C/tilted/tau0.8/Tt4_peak_bare	4655202117448282611	1702.4153753324615
C/tilted/tau0.8/Tt4_peak_top	4655088628327270393	1676.6109367650918
C/tilted/tau0.8/overshoot	4641121648920117192	196.61093676509176
C/tilted/tau0.8/min_phi_lp_bare	4604816885288509782	0.7373730230001836
C/tilted/tau0.8/min_phi_lp_top	4604816885288509782	0.7373730230001836
C/tilted/tau0.8/min_phi_hp_bare	4605824469892413622	0.8492373856513697
C/tilted/tau0.8/min_phi_hp_top	4605833964978247795	0.8502915519427588
C/tilted/tau0.8/relief_lp	0	0.0
C/tilted/tau0.8/relief_hp	4562504306846038528	0.0010541662913891026
C/tilted/tau0.8/held	0	0
C/tilted/tau0.8/top/ext_lp	13818977762648451016	-0.17868222188354665
C/tilted/tau0.8/top/ext_hp	13817209159361424568	-0.12959361961643423
C/tilted/tau0.8/top/s_lp	4602678819172646913	0.5000000000000001
C/tilted/tau0.8/top/s_hp	4602678819172646913	0.5000000000000001
C/tilted/tau0.8/top/min_phi_lp	4604816885288509782	0.7373730230001836
C/tilted/tau0.8/top/min_phi_hp	4605833964978247795	0.8502915519427588
C/tilted/tau0.8/top/Tt4_peak	4655088628327270393	1676.6109367650918
C/tilted/tau0.8/top/ratio	4608888331572055381	1.3787887275037367
C/tilted/tau0.8/top/npts	126	126
C/hp-only/taunone/rho	4607182418800017408	1.0
C/hp-only/taunone/r	4602678819172646912	0.5
C/hp-only/taunone/Tt4_max	4654223924282785792	1480.0
C/hp-only/taunone/tau_gov_is_set	0	0
C/hp-only/taunone/Tt4_peak_bare	4655149901027050085	1690.54273571833
C/hp-only/taunone/Tt4_peak_top	4654223924282785799	1480.0000000000016
C/hp-only/taunone/overshoot	4430416133425725440	1.5916157281026244e-12
C/hp-only/taunone/min_phi_lp_bare	4604366713655588519	0.6873939318099546
C/hp-only/taunone/min_phi_lp_top	4604366713655588519	0.6873939318099546
C/hp-only/taunone/min_phi_hp_bare	4605941987745789977	0.862284488313665
C/hp-only/taunone/min_phi_hp_top	4605987406934928173	0.867327031267768
C/hp-only/taunone/relief_lp	0	0.0
C/hp-only/taunone/relief_hp	4572463678363372032	0.005042542954103002
C/hp-only/taunone/held	1	1
C/hp-only/taunone/top/ext_lp	13819699028925482396	-0.19870138257469427
C/hp-only/taunone/top/ext_hp	13815299704123686088	-0.10079779519036258
C/hp-only/taunone/top/s_lp	4602678819172646913	0.5000000000000001
C/hp-only/taunone/top/s_hp	4599075939470750515	0.3
C/hp-only/taunone/top/min_phi_lp	4604366713655588519	0.6873939318099546
C/hp-only/taunone/top/min_phi_hp	4605987406934928173	0.867327031267768
C/hp-only/taunone/top/Tt4_peak	4654223924282785799	1480.0000000000016
C/hp-only/taunone/top/ratio	4611556706539442762	1.971286992929111
C/hp-only/taunone/top/npts	126	126
C/hp-only/tau0.05/rho	4607182418800017408	1.0
C/hp-only/tau0.05/r	4602678819172646912	0.5
C/hp-only/tau0.05/Tt4_max	4654223924282785792	1480.0
C/hp-only/tau0.05/tau_gov_is_set	1	1
C/hp-only/tau0.05/tau_gov	4587366580439587226	0.05
C/hp-only/tau0.05/Tt4_peak_bare	4655149901027050085	1690.54273571833
C/hp-only/tau0.05/Tt4_peak_top	4654464391014178982	1534.67580453869
C/hp-only/tau0.05/overshoot	4632891752714081472	54.675804538690045
C/hp-only/tau0.05/min_phi_lp_bare	4604366713655588519	0.6873939318099546
C/hp-only/tau0.05/min_phi_lp_top	4604366713655588519	0.6873939318099546
C/hp-only/tau0.05/min_phi_hp_bare	4605941987745789977	0.862284488313665
C/hp-only/tau0.05/min_phi_hp_top	4605972063793673086	0.8656236003986206
C/hp-only/tau0.05/relief_lp	0	0.0
C/hp-only/tau0.05/relief_hp	4569845890784388352	0.003339112084955631
C/hp-only/tau0.05/held	0	0
C/hp-only/tau0.05/top/ext_lp	13819761534814582944	-0.20043626950604665
C/hp-only/tau0.05/top/ext_hp	13815653360641501392	-0.10570576530145392
C/hp-only/tau0.05/top/s_lp	4602678819172646913	0.5000000000000001
C/hp-only/tau0.05/top/s_hp	4600156803381319435	0.36000000000000004
C/hp-only/tau0.05/top/min_phi_lp	4604366713655588519	0.6873939318099546
C/hp-only/tau0.05/top/min_phi_hp	4605972063793673086	0.8656236003986206
C/hp-only/tau0.05/top/Tt4_peak	4654464391014178982	1534.67580453869
C/hp-only/tau0.05/top/ratio	4611218416857642321	1.8961715941835176
C/hp-only/tau0.05/top/npts	126	126
C/hp-only/tau0.1/rho	4607182418800017408	1.0
C/hp-only/tau0.1/r	4602678819172646912	0.5
C/hp-only/tau0.1/Tt4_max	4654223924282785792	1480.0
C/hp-only/tau0.1/tau_gov_is_set	1	1
C/hp-only/tau0.1/tau_gov	4591870180066957722	0.1
C/hp-only/tau0.1/Tt4_peak_bare	4655149901027050085	1690.54273571833
C/hp-only/tau0.1/Tt4_peak_top	4654634867307790005	1573.437625992968
C/hp-only/tau0.1/overshoot	4636275505336937296	93.43762599296792
C/hp-only/tau0.1/min_phi_lp_bare	4604366713655588519	0.6873939318099546
C/hp-only/tau0.1/min_phi_lp_top	4604366713655588519	0.6873939318099546
C/hp-only/tau0.1/min_phi_hp_bare	4605941987745789977	0.862284488313665
C/hp-only/tau0.1/min_phi_hp_top	4605966224314464666	0.8649752879717199
C/hp-only/tau0.1/relief_lp	0	0.0
C/hp-only/tau0.1/relief_hp	4568350984107032832	0.0026907996580548543
C/hp-only/tau0.1/held	0	0
C/hp-only/tau0.1/top/ext_lp	13819845228201625040	-0.20275922763862164
C/hp-only/tau0.1/top/ext_hp	13815868956670052816	-0.1086977612378981
C/hp-only/tau0.1/top/s_lp	4602678819172646913	0.5000000000000001
C/hp-only/tau0.1/top/s_hp	4600877379321698715	0.4000000000000001
C/hp-only/tau0.1/top/min_phi_lp	4604366713655588519	0.6873939318099546
C/hp-only/tau0.1/top/min_phi_hp	4605966224314464666	0.8649752879717199
C/hp-only/tau0.1/top/Tt4_peak	4654634867307790005	1573.437625992968
C/hp-only/tau0.1/top/ratio	4611079602883736376	1.8653487001894984
C/hp-only/tau0.1/top/npts	126	126
C/hp-only/tau0.2/rho	4607182418800017408	1.0
C/hp-only/tau0.2/r	4602678819172646912	0.5
C/hp-only/tau0.2/Tt4_max	4654223924282785792	1480.0
C/hp-only/tau0.2/tau_gov_is_set	1	1
C/hp-only/tau0.2/tau_gov	4596373779694328218	0.2
C/hp-only/tau0.2/Tt4_peak_bare	4655149901027050085	1690.54273571833
C/hp-only/tau0.2/Tt4_peak_top	4654815930227563443	1614.6065675483376
C/hp-only/tau0.2/overshoot	4638940064122461592	134.60656754833758
C/hp-only/tau0.2/min_phi_lp_bare	4604366713655588519	0.6873939318099546
C/hp-only/tau0.2/min_phi_lp_top	4604366713655588519	0.6873939318099546
C/hp-only/tau0.2/min_phi_hp_bare	4605941987745789977	0.862284488313665
C/hp-only/tau0.2/min_phi_hp_top	4605959932973605930	0.8642768088240065
C/hp-only/tau0.2/relief_lp	0	0.0
C/hp-only/tau0.2/relief_hp	4566740400847196416	0.001992320510341483
C/hp-only/tau0.2/held	0	0
C/hp-only/tau0.2/top/ext_lp	13819947162920538908	-0.20558848443729338
C/hp-only/tau0.2/top/ext_hp	13816129989077567624	-0.11232031360035155
C/hp-only/tau0.2/top/s_lp	4602678819172646913	0.5000000000000001
C/hp-only/tau0.2/top/s_hp	4601958243232267635	0.46000000000000013
C/hp-only/tau0.2/top/min_phi_lp	4604366713655588519	0.6873939318099546
C/hp-only/tau0.2/top/min_phi_hp	4605959932973605930	0.8642768088240065
C/hp-only/tau0.2/top/Tt4_peak	4654815930227563443	1614.6065675483376
C/hp-only/tau0.2/top/ratio	4610922102976125908	1.830376695428403
C/hp-only/tau0.2/top/npts	126	126
C/hp-only/tau0.4/rho	4607182418800017408	1.0
C/hp-only/tau0.4/r	4602678819172646912	0.5
C/hp-only/tau0.4/Tt4_max	4654223924282785792	1480.0
C/hp-only/tau0.4/tau_gov_is_set	1	1
C/hp-only/tau0.4/tau_gov	4600877379321698714	0.4
C/hp-only/tau0.4/Tt4_peak_bare	4655149901027050085	1690.54273571833
C/hp-only/tau0.4/Tt4_peak_top	4654956263663982809	1646.514696774588
C/hp-only/tau0.4/overshoot	4640062731613816520	166.51469677458795
C/hp-only/tau0.4/min_phi_lp_bare	4604366713655588519	0.6873939318099546
C/hp-only/tau0.4/min_phi_lp_top	4604366713655588519	0.6873939318099546
C/hp-only/tau0.4/min_phi_hp_bare	4605941987745789977	0.862284488313665
C/hp-only/tau0.4/min_phi_hp_top	4605953825747955689	0.8635987705706586
C/hp-only/tau0.4/relief_lp	0	0.0
C/hp-only/tau0.4/relief_hp	4563703880007786496	0.001314282256993593
C/hp-only/tau0.4/held	0	0
C/hp-only/tau0.4/top/ext_lp	13820030311156052708	-0.20789631157540278
C/hp-only/tau0.4/top/ext_hp	13816381427258161480	-0.11580971931741602
C/hp-only/tau0.4/top/s_lp	4602678819172646913	0.5000000000000001
C/hp-only/tau0.4/top/s_hp	4602678819172646913	0.5000000000000001
C/hp-only/tau0.4/top/min_phi_lp	4604366713655588519	0.6873939318099546
C/hp-only/tau0.4/top/min_phi_hp	4605953825747955689	0.8635987705706586
C/hp-only/tau0.4/top/Tt4_peak	4654956263663982809	1646.514696774588
C/hp-only/tau0.4/top/ratio	4610763475252129198	1.7951542651233967
C/hp-only/tau0.4/top/npts	126	126
C/hp-only/tau0.8/rho	4607182418800017408	1.0
C/hp-only/tau0.8/r	4602678819172646912	0.5
C/hp-only/tau0.8/Tt4_max	4654223924282785792	1480.0
C/hp-only/tau0.8/tau_gov_is_set	1	1
C/hp-only/tau0.8/tau_gov	4605380978949069210	0.8
C/hp-only/tau0.8/Tt4_peak_bare	4655149901027050085	1690.54273571833
C/hp-only/tau0.8/Tt4_peak_top	4655045113521198779	1666.7168153723894
C/hp-only/tau0.8/overshoot	4640773530471544280	186.71681537238942
C/hp-only/tau0.8/min_phi_lp_bare	4604366713655588519	0.6873939318099546
C/hp-only/tau0.8/min_phi_lp_top	4604366713655588519	0.6873939318099546
C/hp-only/tau0.8/min_phi_hp_bare	4605941987745789977	0.862284488313665
C/hp-only/tau0.8/min_phi_hp_top	4605949308177473488	0.8630972194941879
C/hp-only/tau0.8/relief_lp	0	0.0
C/hp-only/tau0.8/relief_hp	4560635345315486720	0.0008127311805229409
C/hp-only/tau0.8/held	0	0
C/hp-only/tau0.8/top/ext_lp	13820083896228221304	-0.20938359609784718
C/hp-only/tau0.8/top/ext_hp	13816561287125990792	-0.11830577639829276
C/hp-only/tau0.8/top/s_lp	4602678819172646913	0.5000000000000001
C/hp-only/tau0.8/top/s_hp	4602678819172646913	0.5000000000000001
C/hp-only/tau0.8/top/min_phi_lp	4604366713655588519	0.6873939318099546
C/hp-only/tau0.8/top/min_phi_hp	4605949308177473488	0.8630972194941879
C/hp-only/tau0.8/top/Tt4_peak	4655045113521198779	1666.7168153723894
C/hp-only/tau0.8/top/ratio	4610649519455184992	1.7698509952120034
C/hp-only/tau0.8/top/npts	126	126
D/taunone/rho	4607182418800017408	1.0
D/taunone/r	4594572339843380019	0.15
D/taunone/Tt4_max	4654048002422341632	1440.0
D/taunone/tau_gov_is_set	0	0
D/taunone/Tt4_peak_bare	4655985216575601100	1880.471502147254
D/taunone/Tt4_peak_top	4654048002422341637	1440.0000000000011
D/taunone/overshoot	4428164333612040192	1.1368683772161603e-12
D/taunone/min_phi_lp_bare	4604384508051011892	0.6893695065607859
D/taunone/min_phi_lp_top	4604626520494920515	0.7162382853081016
D/taunone/min_phi_hp_bare	4605438663763886986	0.8064043009581934
D/taunone/min_phi_hp_top	4605896933195313564	0.85728242838336
D/taunone/relief_lp	4583401619613499872	0.026868778747315747
D/taunone/relief_hp	4587493131938619680	0.05087812742516662
D/taunone/held	1	1
D/taunone/top/ext_lp	13820431186736869640	-0.2190228440712263
D/taunone/top/ext_hp	13816697673280971720	-0.12019851451704178
D/taunone/top/s_lp	4594932627813569659	0.16
D/taunone/top/s_hp	4594932627813569659	0.16
D/taunone/top/min_phi_lp	4604626520494920515	0.7162382853081016
D/taunone/top/min_phi_hp	4605896933195313564	0.85728242838336
D/taunone/top/Tt4_peak	4654048002422341637	1440.0000000000011
D/taunone/top/ratio	4610885170165486763	1.8221759640812631
D/taunone/top/npts	109	109
D/tau0.05/rho	4607182418800017408	1.0
D/tau0.05/r	4594572339843380019	0.15
D/tau0.05/Tt4_max	4654048002422341632	1440.0
D/tau0.05/tau_gov_is_set	1	1
D/tau0.05/tau_gov	4587366580439587226	0.05
D/tau0.05/Tt4_peak_bare	4655985216575601100	1880.471502147254
D/tau0.05/Tt4_peak_top	4655010887267137677	1658.9346661898628
D/tau0.05/overshoot	4641907095322608744	218.9346661898628
D/tau0.05/min_phi_lp_bare	4604384508051011892	0.6893695065607859
D/tau0.05/min_phi_lp_top	4604520684221020100	0.7044880984956241
D/tau0.05/min_phi_hp_bare	4605438663763886986	0.8064043009581934
D/tau0.05/min_phi_hp_top	4605669944821786839	0.8320816565222015
D/tau0.05/relief_lp	4579868896661578752	0.015118591934838221
D/tau0.05/relief_hp	4583058215261219232	0.025677355564008075
D/tau0.05/held	0	0
D/tau0.05/top/ext_lp	13820957222665506648	-0.23362327406504835
D/tau0.05/top/ext_hp	13818027566565927204	-0.15230898266538262
D/tau0.05/top/s_lp	4594932627813569659	0.16
D/tau0.05/top/s_hp	4594212051873190380	0.14
D/tau0.05/top/min_phi_lp	4604520684221020100	0.7044880984956241
D/tau0.05/top/min_phi_hp	4605669944821786839	0.8320816565222015
D/tau0.05/top/Tt4_peak	4655010887267137677	1658.9346661898628
D/tau0.05/top/ratio	4609586787905758034	1.5338771881781281
D/tau0.05/top/npts	109	109
D/tau0.1/rho	4607182418800017408	1.0
D/tau0.1/r	4594572339843380019	0.15
D/tau0.1/Tt4_max	4654048002422341632	1440.0
D/tau0.1/tau_gov_is_set	1	1
D/tau0.1/tau_gov	4591870180066957722	0.1
D/tau0.1/Tt4_peak_bare	4655985216575601100	1880.471502147254
D/tau0.1/Tt4_peak_top	4655333361040385086	1732.2567132471736
D/tau0.1/overshoot	4643849050663784696	292.2567132471736
D/tau0.1/min_phi_lp_bare	4604384508051011892	0.6893695065607859
D/tau0.1/min_phi_lp_top	4604477583607019477	0.6997029690917268
D/tau0.1/min_phi_hp_bare	4605438663763886986	0.8064043009581934
D/tau0.1/min_phi_hp_top	4605576802895028535	0.8217408253576995
D/tau0.1/relief_lp	4577110457365538880	0.010333462530940918
D/tau0.1/relief_hp	4579994526174112576	0.015336524399506168
D/tau0.1/held	0	0
D/tau0.1/top/ext_lp	13821283862417339272	-0.242689348396109
D/tau0.1/top/ext_hp	13818400134272960420	-0.16264981382988453
D/tau0.1/top/s_lp	4594932627813569659	0.16
D/tau0.1/top/s_hp	4594212051873190380	0.14
D/tau0.1/top/min_phi_lp	4604477583607019477	0.6997029690917268
D/tau0.1/top/min_phi_hp	4605576802895028535	0.8217408253576995
D/tau0.1/top/Tt4_peak	4655333361040385086	1732.2567132471736
D/tau0.1/top/ratio	4609398628026204214	1.4920973020598587
D/tau0.1/top/npts	109	109
D/tau0.2/rho	4607182418800017408	1.0
D/tau0.2/r	4594572339843380019	0.15
D/tau0.2/Tt4_max	4654048002422341632	1440.0
D/tau0.2/tau_gov_is_set	1	1
D/tau0.2/tau_gov	4596373779694328218	0.2
D/tau0.2/Tt4_peak_bare	4655985216575601100	1880.471502147254
D/tau0.2/Tt4_peak_top	4655560160633079350	1783.8249702270964
D/tau0.2/overshoot	4644756249034561752	343.8249702270964
D/tau0.2/min_phi_lp_bare	4604384508051011892	0.6893695065607859
D/tau0.2/min_phi_lp_top	4604438813843637712	0.6953986606951563
D/tau0.2/min_phi_hp_bare	4605438663763886986	0.8064043009581934
D/tau0.2/min_phi_hp_top	4605514606597869689	0.8148356492424816
D/tau0.2/relief_lp	4573601163609787904	0.00602915413437044
D/tau0.2/relief_hp	4576013963155946432	0.008431348284288265
D/tau0.2/held	0	0
D/tau0.2/top/ext_lp	13821523066857594448	-0.24932860532520573
D/tau0.2/top/ext_hp	13818648919461595804	-0.16955498994510243
D/tau0.2/top/s_lp	4594932627813569659	0.16
D/tau0.2/top/s_hp	4594212051873190380	0.14
D/tau0.2/top/min_phi_lp	4604438813843637712	0.6953986606951563
D/tau0.2/top/min_phi_hp	4605514606597869689	0.8148356492424816
D/tau0.2/top/Tt4_peak	4655560160633079350	1783.8249702270964
D/tau0.2/top/ratio	4609301309105847702	1.4704881608375664
D/tau0.2/top/npts	109	109
D/tau0.4/rho	4607182418800017408	1.0
D/tau0.4/r	4594572339843380019	0.15
D/tau0.4/Tt4_max	4654048002422341632	1440.0
D/tau0.4/tau_gov_is_set	1	1
D/tau0.4/tau_gov	4600877379321698714	0.4
D/tau0.4/Tt4_peak_bare	4655985216575601100	1880.471502147254
D/tau0.4/Tt4_peak_top	4655756701969287674	1828.513296217307
D/tau0.4/overshoot	4645542414379395048	388.513296217307
D/tau0.4/min_phi_lp_bare	4604384508051011892	0.6893695065607859
D/tau0.4/min_phi_lp_top	4604413070485878877	0.6925405738436542
D/tau0.4/min_phi_hp_bare	4605438663763886986	0.8064043009581934
D/tau0.4/min_phi_hp_top	4605478537089106421	0.8108311293308917
D/tau0.4/relief_lp	4569458405852260608	0.0031710672828683117
D/tau0.4/relief_hp	4571753807781770624	0.004426828372698366
D/tau0.4/held	0	0
D/tau0.4/top/ext_lp	13821607885827928268	-0.2533656093398917
D/tau0.4/top/ext_hp	13818810601555185256	-0.17404256951941766
D/tau0.4/top/s_lp	4594932627813569659	0.16
D/tau0.4/top/s_hp	4594932627813569659	0.16
D/tau0.4/top/min_phi_lp	4604413070485878877	0.6925405738436542
D/tau0.4/top/min_phi_hp	4605478537089106421	0.8108311293308917
D/tau0.4/top/Tt4_peak	4655756701969287674	1828.513296217307
D/tau0.4/top/ratio	4609235015550133335	1.4557680344498942
D/tau0.4/top/npts	109	109
E/flow/press/n_engaged	45	45
E/flow/press/monotone	1	1
E/flow/press/Tt4_max	4654223924282785792	1480.0
E/flow/press/r	4602678819172646912	0.5
E/flow/press/s0	4599075939470750515	0.3
E/flow/press/mf0	4580748685119504677	0.017664563253391514
E/flow/press/s1	4599436227440940155	0.32
E/flow/press/mf1	4580797025881506957	0.01783227896277544
E/flow/press/s2	4599796515411129795	0.34
E/flow/press/mf2	4580844950144427925	0.017998549650691215
E/flow/press/s3	4600156803381319435	0.36000000000000004
E/flow/press/mf3	4580892443492287443	0.018163325301660493
E/flow/press/s4	4600517091351509075	0.38000000000000006
E/flow/press/mf4	4580939492264214631	0.018326558520016436
E/flow/press/s5	4600877379321698715	0.4000000000000001
E/flow/press/mf5	4580986083558674820	0.018488204544568912
E/flow/press/s6	4601237667291888355	0.4200000000000001
E/flow/press/mf6	4581032205235134748	0.0186482212543818
E/flow/press/s7	4601597955262077995	0.4400000000000001
E/flow/press/mf7	4581077845913286636	0.018806569166080964
E/flow/press/s8	4601958243232267635	0.46000000000000013
E/flow/press/mf8	4581122994969960296	0.018963211423140974
E/flow/press/s9	4602318531202457275	0.48000000000000015
E/flow/press/mf9	4581167642533859332	0.01911811377762264
E/flow/press/s10	4602678819172646913	0.5000000000000001
E/flow/press/mf10	4581211779478262667	0.019271244564851336
E/flow/press/s11	4602858963157741733	0.5200000000000001
E/flow/press/mf11	4581255397411836251	0.019422574671538722
E/flow/press/s12	4603039107142836553	0.5400000000000001
E/flow/press/mf12	4581298488667701915	0.019572077497857703
E/flow/press/s13	4603219251127931373	0.5600000000000002
E/flow/press/mf13	4581341046290911096	0.019719728913983187
E/flow/press/s14	4603399395113026193	0.5800000000000002
E/flow/press/mf14	4581383064024470609	0.019865507211609238
E/flow/press/s15	4603579539098121013	0.6000000000000002
