# phase-4G NO-march oracle — key	u64 bits	repr
# pypy 3.11.15
exact/vhot/10/tau	4645963518757833955	412.45030878503
exact/vhot/10/beta	4595400645701780483	0.1729901058857025
exact/vhot/10/a	4619078357551013660	6.565716080709333
exact/vhot/10/surrogate	4644420491002683771	324.7393357851758
exact/vhot/10/ratio	4608398825504685181	1.270096546166115
traj/vhot/T_exit	4653538520191151364	1324.1571525212503
traj/vhot/T_mid	4655069780305437780	1672.3253927661763
traj/vhot/p_mid	4684334013683145956	148254.9369451768
traj/vhot/x_no_frozen	4562781938487608112	0.0011143680571771945
r27/cold/anchored/Da_entry	4444711248898664095	1.4000057617859898e-11
r27/cold/anchored/Da_exit	4366219697479170465	8.30184666929036e-17
r27/cold/anchored/x_no_relaxed	4556072932954867622	0.0004031773456035732
r27/cold/anchored/max_a	4655770347503161209	1831.6159314075178
r27/cold/anchored/relaxed_fraction	4428902026257386086	1.2858442205396662e-12
r27/cold/T9_frozen	4649287324828129836	690.7736189019101
r27/cold/x_no_frozen	4556072932954877180	0.00040317734560409136
r27/cold/x_no_e_entry	4542372842981541326	4.911448187340136e-05
r27/cold/x_no_e_exit	4507411968441752475	2.2012111747343714e-07
r27/cold/max_a_frozen	4655770347503171562	1831.6159314098718
r27/cold/slow/Da_entry	4265169220235724098	1.40000576178599e-23
r27/cold/slow/Da_exit	4186745948889784866	8.30184666929036e-29
r27/cold/slow/x_no_relaxed	4556072932954877180	0.00040317734560409136
r27/cold/slow/max_a	4655770347503171562	1831.6159314098718
r27/cold/slow/relaxed_fraction	0	0.0
r27/cold/fast/Da_entry	4624070949838628314	14.000057617859898
r27/cold/fast/Da_exit	4545754106023363061	8.30184666929036e-05
r27/cold/fast/x_no_relaxed	4548616267457793615	0.00012180798725807653
r27/cold/fast/max_a	4648078692411268175	553.3680214610739
r27/cold/fast/relaxed_fraction	4604464596483560694	0.6982611087429678
r27/cold/mid/Da_entry	4534381800863951659	1.4000057617859898e-05
r27/cold/mid/Da_exit	4455979674587001617	8.301846669290359e-11
r27/cold/mid/x_no_relaxed	4556072923395791897	0.0004031768274050398
r27/cold/mid/max_a	4655770337149491929	1831.6135772556793
r27/cold/mid/relaxed_fraction	4518679743758229772	1.2859902243975026e-06
r27/dp/anchored/Da_entry	4486089427844863104	8.284707845541634e-09
r27/dp/anchored/Da_exit	4414481076485558820	1.3775508901549354e-13
r27/dp/anchored/x_no_relaxed	4558020853505745319	0.0005292674105162224
r27/dp/anchored/max_a	4643010112520125362	250.28430047441867
r27/dp/anchored/relaxed_fraction	4468845921556715351	5.975026278283038e-10
r27/dp/T9_frozen	4650351087250161843	811.7094047498161
r27/dp/x_no_frozen	4558020853508650452	0.0005292674108311976
r27/dp/x_no_e_entry	4553309390629246001	0.000253365415943843
r27/dp/x_no_e_exit	4522103537436887460	2.1146648411945373e-06
r27/dp/max_a_frozen	4643010112525366004	250.28430062336668
r27/dp/slow/Da_entry	4306443776941420117	8.284707845541634e-21
r27/dp/slow/Da_exit	4234880130452332123	1.3775508901549354e-25
r27/dp/slow/x_no_relaxed	4558020853508650452	0.0005292674108311976
r27/dp/slow/max_a	4643010112525366004	250.28430062336668
r27/dp/slow/relaxed_fraction	0	0.0
r27/dp/fast/Da_entry	4665780180632913400	8284.707845541634
r27/dp/fast/Da_exit	4594131170431003954	0.13775508901549355
r27/dp/fast/x_no_relaxed	4534290251804455063	1.3844967478492376e-05
r27/dp/fast/max_a	4619057421824565638	6.547121420277454
r27/dp/fast/relaxed_fraction	4606981988898103251	0.9777478108071541
r27/dp/mid/Da_entry	4575929430698308445	0.008284707845541634
r27/dp/mid/Da_exit	4504300267864817433	1.3775508901549354e-07
r27/dp/mid/x_no_relaxed	4558017949577585947	0.0005289525659943091
r27/dp/mid/max_a	4643004874050844873	250.13541422266852
r27/dp/mid/relaxed_fraction	4558647932249367563	0.0005972554241316942
r27/warm/anchored/Da_entry	4528690732623049621	5.9942037694383494e-06
r27/warm/anchored/Da_exit	4465886982788219118	3.7860840862854555e-10
r27/warm/anchored/x_no_relaxed	4559868978306426631	0.0007296415029085242
r27/warm/anchored/max_a	4629846914423806619	33.040927251500044
r27/warm/anchored/relaxed_fraction	13728065017229304105	-1.4815010259436936e-07
r27/warm/T9_frozen	4651997398599473769	998.8733359582958
r27/warm/x_no_frozen	4559868977339587994	0.0007296413980836692
r27/warm/x_no_e_entry	4563146321197880228	0.0011933809623958314
r27/warm/x_no_e_exit	4537138964769449981	2.208296084896948e-05
r27/warm/max_a_frozen	4629846913755744627	33.04092250463409
r27/warm/slow/Da_entry	4349250962135526235	5.9942037694383494e-18
r27/warm/slow/Da_exit	4286471756340989410	3.786084086285456e-22
r27/warm/slow/x_no_relaxed	4559868977339587994	0.0007296413980836692
r27/warm/slow/max_a	4629846913755744627	33.04092250463409
r27/warm/slow/relaxed_fraction	0	0.0
r27/warm/fast/Da_entry	4708194238263622233	5994203.76943835
r27/warm/fast/Da_exit	4645368165754184530	378.6084086285456
r27/warm/fast/x_no_relaxed	4537274371842701309	2.2541737858310086e-05
r27/warm/fast/max_a	4607275981795597727	1.0207751583892344
r27/warm/fast/relaxed_fraction	4607176578581430269	0.9993516054855714
r27/warm/mid/Da_entry	4618434891892994247	5.994203769438349
r27/warm/mid/Da_exit	4555619716062326187	0.00037860840862854556
r27/warm/mid/x_no_relaxed	4560304573629566076	0.0007768688424757554
r27/warm/mid/max_a	4630147900201839481	35.179559832983564
r27/warm/mid/relaxed_fraction	13812846089961522137	-0.06674705848560282
r27/hot/anchored/Da_entry	4566782454436324688	0.0020105583474189573
r27/hot/anchored/Da_exit	4511951211618036099	4.421291887147799e-07
r27/hot/anchored/x_no_relaxed	4562381340656727699	0.0010275022494704896
r27/hot/anchored/max_a	4620104353417631754	7.476983468141052
r27/hot/anchored/relaxed_fraction	13780482230198268748	-0.00045940734394260964
r27/hot/T9_frozen	4653247435782818574	1257.9722207344053
r27/hot/x_no_frozen	4562379455760949047	0.001027093527850865
r27/hot/x_no_e_entry	4569819974199580383	0.003327872557934749
r27/hot/x_no_e_exit	4549202002066642951	0.00013742203040151299
r27/hot/max_a_frozen	4620101004757798135	7.474009260741915
r27/hot/slow/Da_entry	4387099808423291644	2.010558347418957e-15
r27/hot/slow/Da_exit	4332550573898307263	4.421291887147799e-19
r27/hot/slow/x_no_relaxed	4562379455760949047	0.001027093527850865
r27/hot/slow/max_a	4620101004757798135	7.474009260741915
r27/hot/slow/relaxed_fraction	0	0.0
r27/hot/fast/Da_entry	4746219700912574514	2010558347.4189572
r27/hot/fast/Da_exit	4691339334089863807	442129.18871477986
r27/hot/fast/x_no_relaxed	4549254517798519985	0.00013884547216628165
r27/hot/fast/max_a	4607229067883739032	1.0103581773650827
r27/hot/fast/relaxed_fraction	4607168007611573641	0.9984000366777518
