# phase-6P spool-transient oracle — key	u64 bits (or an integer)	repr
# cpython 3.14.3
eq/flow_dom/520/Tt5	4646188914110306052	425.2625512148809
eq/flow_dom/520/flowcoef	4604995960271121879	0.7572543398832136
eq/flow_dom/520/Phi	13658054648296303306	-3.087458800000785e-12
eq/flow_dom/520/sp_thrust	4632963030388210288	55.1822628744311
eq/flow_dom/520/M9	4605740973291787900	0.839967400802109
eq/flow_dom/520/pt9_over_p0	4609790773104402525	1.5791710010216982
eq/flow_dom/520/eta_c	4605890609548607047	0.856580362566043
eq/flow_dom/520/eta_t	4606281682368742531	0.8999981674879937
eq/flow_dom/520/nu_t	4607096200751887914	0.9904278737828396
eq/flow_dom/520/p_net_spec	13741824760646467584	-1.2379168765619397e-06
eq/flow_dom/520/m	4601626624486585177	0.4415914616573012
eq/flow_dom/520/thrust	4627552204452068881	24.36801612027745
eq/flow_dom/520/Tt2	4643745586963694955	286.3754828060834
eq/flow_dom/520/pt2	4680086807681088516	77858.48677323764
eq/flow_dom/520/V0	4643453651052699634	269.7808475368648
eq/press_dom/1500/branch	0	0
eq/press_dom/1500/nu	4607182418800026578	1.0000000000020361
eq/press_dom/1500/n	4607182418800026578	1.0000000000020361
eq/press_dom/1500/pi_c	4621819117589011366	10.00000000007078
eq/press_dom/1500/tau_c	4611770577926484820	2.0375519611392665
eq/press_dom/1500/mdot_air	4607182418800049421	1.0000000000071083
eq/press_dom/1500/f	4583515894746788908	0.027265250260189486
eq/press_dom/1500/pi_t	4601396903998823232	0.42883941292022953
eq/press_dom/1500/tau_t	4605762360027397713	0.8423418054316675
eq/press_dom/1500/Tt3	4648343779432392482	583.5049266137396
eq/press_dom/1500/Tt5	4653271803104155556	1263.5127081475011
eq/press_dom/1500/flowcoef	4607182418800040251	1.0000000000050722
eq/press_dom/1500/Phi	4371764779440578046	1.9171145516081304e-16
eq/press_dom/1500/sp_thrust	4649771419385843768	745.8087983266514
eq/press_dom/1500/M9	4607182418800017476	1.000000000000015
eq/press_dom/1500/pt9_over_p0	4618759410625817152	6.282434304720084
eq/press_dom/1500/eta_c	4606101554889448489	0.88
eq/press_dom/1500/eta_t	4606281698874543309	0.9
eq/press_dom/1500/nu_t	4607182418800026578	1.0000000000020361
eq/press_dom/1500/p_net_spec	4454060031469420544	5.820766091346741e-11
eq/press_dom/1500/m	4607182418800049421	1.0000000000071083
eq/press_dom/1500/thrust	4649771419385890400	745.8087983319529
eq/press_dom/1500/Tt2	4643745586963694955	286.3754828060834
eq/press_dom/1500/pt2	4680086807681088516	77858.48677323764
eq/press_dom/1500/V0	4643453651052699634	269.7808475368648
eq/press_dom/1300/branch	0	0
eq/press_dom/1300/nu	4606564628289770210	0.9314114751128637
eq/press_dom/1300/n	4606564628289770210	0.9314114751128637
eq/press_dom/1300/pi_c	4620515101733577035	7.841801258291819
eq/press_dom/1300/tau_c	4611226559925023144	1.8979797183629703
eq/press_dom/1300/mdot_air	4605820409451936055	0.8487865862005383
eq/press_dom/1300/f	4581979107800831385	0.021933449474735054
eq/press_dom/1300/pi_t	4601376914611271141	0.4277297790048052
eq/press_dom/1300/tau_t	4605728356380506698	0.8385666422617046
eq/press_dom/1300/Tt3	4647992198992541880	543.5348582023498
eq/press_dom/1300/Tt5	4652509287070277344	1090.136634940216
eq/press_dom/1300/flowcoef	4606383396179275100	0.9112906689255555
eq/press_dom/1300/Phi	0	0.0
eq/press_dom/1300/sp_thrust	4648747466127990157	629.3987904665279
eq/press_dom/1300/M9	4607182418800016602	0.9999999999999105
eq/press_dom/1300/pt9_over_p0	4617218479477036588	4.913812512129464
eq/press_dom/1300/eta_c	4606089536183381094	0.8786656555797776
eq/press_dom/1300/eta_t	4606281698830150497	0.8999999950714078
eq/press_dom/1300/nu_t	4607184654462393279	1.000496416768996
eq/press_dom/1300/p_net_spec	0	0.0
eq/press_dom/1300/m	4605820409451936071	0.84878658620054
eq/press_dom/1300/thrust	4647910310819116614	534.2252507188321
eq/press_dom/1300/Tt2	4643745586963694955	286.3754828060834
eq/press_dom/1300/pt2	4680086807681088516	77858.48677323764
eq/press_dom/1300/V0	4643453651052699634	269.7808475368648
eq/press_dom/1100/branch	0	0
eq/press_dom/1100/nu	4605911871392772022	0.8589409014598377
eq/press_dom/1100/n	4605911871392772022	0.8589409014598377
eq/press_dom/1100/pi_c	4618488136880026018	6.041494817877181
eq/press_dom/1100/tau_c	4610601486211560330	1.7591854726080975
eq/press_dom/1100/mdot_air	4604630537592145139	0.7166842726911952
eq/press_dom/1100/f	4580500894189960725	0.016804865768163497
eq/press_dom/1100/pi_t	4601348491895532696	0.4261520013330453
eq/press_dom/1100/tau_t	4605684308734402248	0.8336763711731345
eq/press_dom/1100/Tt3	4647570341185285386	503.787589063592
eq/press_dom/1100/Tt5	4651277620221362641	917.044008290448
eq/press_dom/1100/flowcoef	4605690658658604693	0.8343813543785524
eq/press_dom/1100/Phi	0	0.0
eq/press_dom/1100/sp_thrust	4647526784444617998	501.3116750096241
eq/press_dom/1100/M9	4607182418800016416	0.9999999999998899
eq/press_dom/1100/pt9_over_p0	4615675631130782189	3.7717439530581403
eq/press_dom/1100/eta_c	4606053357270354132	0.8746489893549332
eq/press_dom/1100/eta_t	4606281697224066578	0.8999998167602732
eq/press_dom/1100/nu_t	4607196050643612381	1.0030268773254456
eq/press_dom/1100/p_net_spec	0	0.0
eq/press_dom/1100/m	4604630537592145130	0.7166842726911942
eq/press_dom/1100/thrust	4645028175376758565	359.28219319587726
eq/press_dom/1100/Tt2	4643745586963694955	286.3754828060834
eq/press_dom/1100/pt2	4680086807681088516	77858.48677323764
eq/press_dom/1100/V0	4643453651052699634	269.7808475368648
eq/press_dom/900/branch	0	0
eq/press_dom/900/nu	4605193084673560391	0.7791395449134847
eq/press_dom/900/n	4605193084673560391	0.7791395449134847
eq/press_dom/900/pi_c	4616820743451542937	4.560551957548705
eq/press_dom/900/tau_c	4609975880614383879	1.6202731249441642
eq/press_dom/900/mdot_air	4603612776175302818	0.6036900568358485
eq/press_dom/900/f	4578022465789339004	0.011915544953995598
eq/press_dom/900/pi_t	4601315705892256098	0.42433201254688957
eq/press_dom/900/tau_t	4605622998911874122	0.8268696135124938
eq/press_dom/900/Tt3	4646870504837872908	464.00649843360657
eq/press_dom/900/Tt5	4649757115652905141	744.1826521612444
eq/press_dom/900/flowcoef	4605154144778278401	0.7748163480816289
eq/press_dom/900/Phi	4365509984983184409	7.427058478618135e-17
eq/press_dom/900/sp_thrust	4645027114561047681	359.22189280408935
eq/press_dom/900/M9	4607182418800016754	0.9999999999999274
eq/press_dom/900/pt9_over_p0	4613566321322251969	2.835022226858968
eq/press_dom/900/eta_c	4605990845133785485	0.8677087480212308
eq/press_dom/900/eta_t	4606281692678274958	0.899999312076021
eq/press_dom/900/nu_t	4607208831633942514	1.0058648272738506
eq/press_dom/900/p_net_spec	4449556431842050048	2.9103830456733704e-11
eq/press_dom/900/m	4603612776175302818	0.6036900568358485
eq/press_dom/900/thrust	4641834053223879093	216.8586848835818
eq/press_dom/900/Tt2	4643745586963694955	286.3754828060834
eq/press_dom/900/pt2	4680086807681088516	77858.48677323764
eq/press_dom/900/V0	4643453651052699634	269.7808475368648
eq/press_dom/700/branch	0	0
eq/press_dom/700/nu	4604370838517379735	0.687851883463355
eq/press_dom/700/n	4604370838517379735	0.687851883463355
eq/press_dom/700/pi_c	4614764192137319770	3.366983730624878
eq/press_dom/700/tau_c	4609349144352200570	1.4811097192154805
eq/press_dom/700/mdot_air	4602772792333744757	0.5104331167147637
eq/press_dom/700/f	4575092920087880095	0.007323046625863943
eq/press_dom/700/pi_t	4601286441333203169	0.42270750318358635
eq/press_dom/700/tau_t	4605552600047398517	0.8190537694876655
eq/press_dom/700/Tt3	4646169403667268122	424.1535109291159
eq/press_dom/700/Tt5	4648254347021603906	573.3376386413659
eq/press_dom/700/flowcoef	4604859177093403526	0.7420683565547825
eq/press_dom/700/Phi	13588627349205352980	-7.113150223159443e-17
eq/press_dom/700/sp_thrust	4641320520741815086	202.26321389528442
eq/press_dom/700/M9	4607182418800017404	0.9999999999999996
eq/press_dom/700/pt9_over_p0	4611877509826103457	2.0850392639486732
eq/press_dom/700/eta_c	4605896067113929735	0.8571862740340074
eq/press_dom/700/eta_t	4606281690267893739	0.8999990444699483
eq/press_dom/700/nu_t	4607213547927774621	1.0069120548745112
eq/press_dom/700/p_net_spec	13672928468696825856	-2.9103830456733704e-11
eq/press_dom/700/m	4602772792333744757	0.5104331167147637
eq/press_dom/700/thrust	4636965415751816070	103.24184266531492
eq/press_dom/700/Tt2	4643745586963694955	286.3754828060834
eq/press_dom/700/pt2	4680086807681088516	77858.48677323764
eq/press_dom/700/V0	4643453651052699634	269.7808475368648
eq/press_dom/520/branch	1	1
eq/press_dom/520/nu	4603419441635953063	0.5822256111317089
eq/press_dom/520/n	4603419441635953063	0.5822256111317089
eq/press_dom/520/pi_c	4612689295980471741	2.4455447358093054
eq/press_dom/520/tau_c	4608735515379290022	1.3448567163550051
eq/press_dom/520/mdot_air	4601485812056997892	0.43377480158324055
eq/press_dom/520/f	4570275409503146521	0.00352538613615595
eq/press_dom/520/pi_t	4601508632845809604	0.4350416098421841
eq/press_dom/520/tau_t	4605549794535126350	0.8187422950556227
eq/press_dom/520/Tt3	4645482965021248359	385.1339914511686
eq/press_dom/520/Tt5	4646197418915677219	425.7459934289238
eq/press_dom/520/flowcoef	4604885841673271635	0.7450287196059356
eq/press_dom/520/Phi	13596933333556480116	-2.49953444950172e-16
eq/press_dom/520/sp_thrust	4632368590436003904	50.95851297557283
eq/press_dom/520/M9	4605625292098083135	0.8271242083253937
eq/press_dom/520/pt9_over_p0	4609698210368168224	1.558617944823773
eq/press_dom/520/eta_c	4605757861731913521	0.8418423943098557
eq/press_dom/520/eta_t	4606281676522889723	0.8999975184679551
eq/press_dom/520/nu_t	4607082087898116804	0.9888610322628542
eq/press_dom/520/p_net_spec	13680809768044724224	-1.0186340659856796e-10
