# slice S oracle (main) — rungs 43+45 TwoSpoolFuelTransient — key	u64 bits (or an integer)	repr
H/press/flow/0.25/4.0/peak/mf	4583083991151458729	0.02576678364783339
H/press/flow/0.25/4.0/peak/mf_sched	4583083991151458729	0.02576678364783339
H/press/flow/0.25/4.0/peak/nu_hp	4606493686626747658	0.9235353683435801
H/press/flow/0.25/4.0/peak/nu_lp	4606036653611294071	0.8727945106665363
H/press/flow/0.25/4.0/peak/phi_hp	4606377884274501342	0.9106787245666188
H/press/flow/0.25/4.0/peak/phi_lp	4606039208868226403	0.8730782011745472
H/press/flow/0.25/4.0/peak/pi_hpc	4617915632426051974	5.533008716675232
H/press/flow/0.25/4.0/peak/pi_lpc	4613049095852799879	2.6053279768156616
H/press/flow/0.25/4.0/peak/s	4598355363530371235	0.25999999999999995
H/press/flow/0.25/4.0/peak/sp_thrust	4649838639657425467	753.450858433563
H/press/flow/0.25/4.0/last/Tt4	4654093049240863381	1450.2424606943143
H/press/flow/0.25/4.0/last/branch_choked	1	1
H/press/flow/0.25/4.0/last/f	4583463770692672140	0.0270844086195106
H/press/flow/0.25/4.0/last/mdot_air	4606744229034472013	0.9513511633136403
H/press/flow/0.25/4.0/last/mf	4583083991151458729	0.02576678364783339
H/press/flow/0.25/4.0/last/mf_sched	4583083991151458729	0.02576678364783339
H/press/flow/0.25/4.0/last/nu_hp	4607007308130847832	0.9805588103230418
H/press/flow/0.25/4.0/last/nu_lp	4606928196420652035	0.9717756461053572
H/press/flow/0.25/4.0/last/phi_hp	4607123491656950420	0.9934577728991649
H/press/flow/0.25/4.0/last/phi_lp	4606993108245757975	0.9789823063856627
H/press/flow/0.25/4.0/last/pi_hpc	4618217172837026289	5.800830402370125
H/press/flow/0.25/4.0/last/pi_lpc	4613711027164287224	2.8992845299090924
H/press/flow/0.25/4.0/last/s	4620828325670949962	8.239999999999913
H/press/flow/0.25/4.0/last/sp_thrust	4649424793666769141	706.4020164520758
H/press/flow/1.0/0.25/r	4607182418800017408	1.0
H/press/flow/1.0/0.25/rho	4598175219545276416	0.25
H/press/flow/1.0/0.25/Tt4_peak	4654323739259172109	1502.6952980452363
H/press/flow/1.0/0.25/X	4632613021204521376	52.695298045236314
H/press/flow/1.0/0.25/E_temp_H	4591699338479984752	0.09762909670723885
H/press/flow/1.0/0.25/E_temp_L	4588741712505020864	0.05954189550590483
H/press/flow/1.0/0.25/complete	1	1
H/press/flow/1.0/0.25/npts	451	451
H/press/flow/1.0/0.25/i_peak	50	50
H/press/flow/1.0/0.25/peak/Tt4	4654323739259172109	1502.6952980452363
H/press/flow/1.0/0.25/peak/branch_choked	1	1
H/press/flow/1.0/0.25/peak/f	4584009631600411236	0.02897824408205664
H/press/flow/1.0/0.25/peak/mdot_air	4606184212561300656	0.8891768450452187
H/press/flow/1.0/0.25/peak/mf	4583083991151458729	0.02576678364783339
H/press/flow/1.0/0.25/peak/mf_sched	4583083991151458729	0.02576678364783339
H/press/flow/1.0/0.25/peak/nu_hp	4606716666370973700	0.9482910929500581
H/press/flow/1.0/0.25/peak/nu_lp	4606783426030625702	0.9557029040762373
H/press/flow/1.0/0.25/peak/phi_hp	4606757370610590686	0.9528101713523218
H/press/flow/1.0/0.25/peak/phi_lp	4606555431619410023	0.930390439594487
H/press/flow/1.0/0.25/peak/pi_hpc	4617841438871804641	5.4671116029119
H/press/flow/1.0/0.25/peak/pi_lpc	4613785024288178016	2.9321458541889314
H/press/flow/1.0/0.25/peak/s	4607182418800017410	1.0000000000000004
H/press/flow/1.0/0.25/peak/sp_thrust	4649541999409153061	719.7267666665181
H/press/flow/1.0/0.25/last/Tt4	4654091982906761639	1450.0000043903508
H/press/flow/1.0/0.25/last/branch_choked	1	1
H/press/flow/1.0/0.25/last/f	4583461224314781757	0.02707557409650029
H/press/flow/1.0/0.25/last/mdot_air	4606747025027319231	0.9516615808772072
H/press/flow/1.0/0.25/last/mf	4583083991151458729	0.02576678364783339
H/press/flow/1.0/0.25/last/mf_sched	4583083991151458729	0.02576678364783339
H/press/flow/1.0/0.25/last/nu_hp	4607004742958556350	0.9802740189890284
H/press/flow/1.0/0.25/last/nu_lp	4606933346255805055	0.9723473926613478
H/press/flow/1.0/0.25/last/phi_hp	4607120852130782072	0.9931647266265449
H/press/flow/1.0/0.25/last/phi_lp	4606990798778313161	0.9787259039924773
H/press/flow/1.0/0.25/last/pi_hpc	4618210111162066005	5.794558375063464
H/press/flow/1.0/0.25/last/pi_lpc	4613719623500998159	2.9031020702866566
H/press/flow/1.0/0.25/last/s	4621256167635550150	8.999999999999897
H/press/flow/1.0/0.25/last/sp_thrust	4649424248562797754	706.3400453053393
H/press/flow/1.0/0.5/r	4607182418800017408	1.0
H/press/flow/1.0/0.5/rho	4602678819172646912	0.5
H/press/flow/1.0/0.5/Tt4_peak	4654360313093031605	1511.01122507492
H/press/flow/1.0/0.5/X	4633783383888025248	61.01122507492005
H/press/flow/1.0/0.5/E_temp_H	4591896164438393600	0.10036060559310656
H/press/flow/1.0/0.5/E_temp_L	4590513015940086032	0.08116556422689691
H/press/flow/1.0/0.5/complete	1	1
H/press/flow/1.0/0.5/npts	451	451
H/press/flow/1.0/0.5/i_peak	50	50
H/press/flow/1.0/0.5/peak/Tt4	4654360313093031605	1511.01122507492
H/press/flow/1.0/0.5/peak/branch_choked	1	1
H/press/flow/1.0/0.5/peak/f	4584095789105576147	0.029277162975738968
H/press/flow/1.0/0.5/peak/mdot_air	4606102440999833333	0.8800983780151613
H/press/flow/1.0/0.5/peak/mf	4583083991151458729	0.02576678364783339
H/press/flow/1.0/0.5/peak/mf_sched	4583083991151458729	0.02576678364783339
H/press/flow/1.0/0.5/peak/nu_hp	4606735505353317409	0.9503826401459073
H/press/flow/1.0/0.5/peak/nu_lp	4606691763667440558	0.9455263374662672
H/press/flow/1.0/0.5/peak/phi_hp	4606770912978123902	0.9543136761766531
H/press/flow/1.0/0.5/peak/phi_lp	4606559144075395311	0.9308026050057644
H/press/flow/1.0/0.5/peak/pi_hpc	4617922033633944785	5.538694131385641
H/press/flow/1.0/0.5/peak/pi_lpc	4613652854229576805	2.873450557298883
H/press/flow/1.0/0.5/peak/s	4607182418800017410	1.0000000000000004
H/press/flow/1.0/0.5/peak/sp_thrust	4649560399719630932	721.8186397778431
H/press/flow/1.0/0.5/last/Tt4	4654091982897798391	1450.0000023523442
H/press/flow/1.0/0.5/last/branch_choked	1	1
H/press/flow/1.0/0.5/last/f	4583461224293392890	0.02707557402229275
H/press/flow/1.0/0.5/last/mdot_air	4606747025050812451	0.9516615834854786
H/press/flow/1.0/0.5/last/mf	4583083991151458729	0.02576678364783339
H/press/flow/1.0/0.5/last/mf_sched	4583083991151458729	0.02576678364783339
H/press/flow/1.0/0.5/last/nu_hp	4607004742973945653	0.9802740206975843
H/press/flow/1.0/0.5/last/nu_lp	4606933346258516250	0.972347392962351
H/press/flow/1.0/0.5/last/phi_hp	4607120852149299082	0.993164728682346
H/press/flow/1.0/0.5/last/phi_lp	4606990798799745531	0.9787259063719483
H/press/flow/1.0/0.5/last/pi_hpc	4618210111185030957	5.794558395460439
H/press/flow/1.0/0.5/last/pi_lpc	4613719623490837515	2.903102065774424
H/press/flow/1.0/0.5/last/s	4621256167635550150	8.999999999999897
H/press/flow/1.0/0.5/last/sp_thrust	4649424248558214020	706.3400447842291
H/press/flow/1.0/1.0/r	4607182418800017408	1.0
H/press/flow/1.0/1.0/rho	4607182418800017408	1.0
H/press/flow/1.0/1.0/Tt4_peak	4654428390793178779	1526.4903019731053
H/press/flow/1.0/1.0/X	4635082943428487600	76.49030197310526
H/press/flow/1.0/1.0/E_temp_H	4592351272157262944	0.10667649394527379
H/press/flow/1.0/1.0/E_temp_L	4593047359169584384	0.11633664179804626
H/press/flow/1.0/1.0/complete	1	1
H/press/flow/1.0/1.0/npts	451	451
H/press/flow/1.0/1.0/i_peak	50	50
H/press/flow/1.0/1.0/peak/Tt4	4654428390793178779	1526.4903019731053
H/press/flow/1.0/1.0/peak/branch_choked	1	1
H/press/flow/1.0/1.0/peak/f	4584255660568404876	0.029831828535154467
H/press/flow/1.0/1.0/peak/mdot_air	4605955049541159549	0.8637346389098891
H/press/flow/1.0/1.0/peak/mf	4583083991151458729	0.02576678364783339
H/press/flow/1.0/1.0/peak/mf_sched	4583083991151458729	0.02576678364783339
H/press/flow/1.0/1.0/peak/nu_hp	4606762099594517778	0.9533351940362158
H/press/flow/1.0/1.0/peak/nu_lp	4606533321142883938	0.9279356835820176
H/press/flow/1.0/1.0/peak/phi_hp	4606787274258216876	0.9561301431638092
H/press/flow/1.0/1.0/peak/phi_lp	4606559238107695996	0.9308130446882923
H/press/flow/1.0/1.0/peak/pi_hpc	4618054791566587776	5.656606862203148
H/press/flow/1.0/1.0/peak/pi_lpc	4613435314184887250	2.7768433707419513
H/press/flow/1.0/1.0/peak/s	4607182418800017410	1.0000000000000004
H/press/flow/1.0/1.0/peak/sp_thrust	4649594543970222361	725.7003916539571
H/press/flow/1.0/1.0/last/Tt4	4654091982882390263	1449.9999988489415
H/press/flow/1.0/1.0/last/branch_choked	1	1
H/press/flow/1.0/1.0/last/f	4583461224256617839	0.02707557389470366
H/press/flow/1.0/1.0/last/mdot_air	4606747025091205634	0.9516615879700228
H/press/flow/1.0/1.0/last/mf	4583083991151458729	0.02576678364783339
H/press/flow/1.0/1.0/last/mf_sched	4583083991151458729	0.02576678364783339
H/press/flow/1.0/1.0/last/nu_hp	4607004742985476031	0.9802740219777134
H/press/flow/1.0/1.0/last/nu_lp	4606933346279567127	0.9723473952994678
H/press/flow/1.0/1.0/last/phi_hp	4607120852164692307	0.9931647303913372
H/press/flow/1.0/1.0/last/phi_lp	4606990798820098495	0.9787259086315813
H/press/flow/1.0/1.0/last/pi_hpc	4618210111191269628	5.794558401001492
H/press/flow/1.0/1.0/last/pi_lpc	4613719623506682290	2.903102072810918
H/press/flow/1.0/1.0/last/s	4621256167635550150	8.999999999999897
H/press/flow/1.0/1.0/last/sp_thrust	4649424248550335126	706.3400438885026
H/press/flow/1.0/2.0/r	4607182418800017408	1.0
H/press/flow/1.0/2.0/rho	4611686018427387904	2.0
H/press/flow/1.0/2.0/Tt4_peak	4654513715654966758	1545.8909294045238
H/press/flow/1.0/2.0/X	4636448141217095264	95.89092940452383
H/press/flow/1.0/2.0/E_temp_H	4592910348488790400	0.11443523664258315
H/press/flow/1.0/2.0/E_temp_L	4595036357543997320	0.16287907837647375
H/press/flow/1.0/2.0/complete	1	1
H/press/flow/1.0/2.0/npts	451	451
H/press/flow/1.0/2.0/i_peak	50	50
H/press/flow/1.0/2.0/peak/Tt4	4654513715654966758	1545.8909294045238
H/press/flow/1.0/2.0/peak/branch_choked	1	1
H/press/flow/1.0/2.0/peak/f	4584455264415936131	0.030524343495569994
H/press/flow/1.0/2.0/peak/mdot_air	4605778546198428517	0.8441388314075594
H/press/flow/1.0/2.0/peak/mf	4583083991151458729	0.02576678364783339
H/press/flow/1.0/2.0/peak/mf_sched	4583083991151458729	0.02576678364783339
H/press/flow/1.0/2.0/peak/nu_hp	4606788622311022952	0.9562798070901808
H/press/flow/1.0/2.0/peak/nu_lp	4606346749147729034	0.9072220311048949
H/press/flow/1.0/2.0/peak/phi_hp	4606801021296664001	0.9576563710242497
H/press/flow/1.0/2.0/peak/phi_lp	4606556108007489022	0.9304655337563756
H/press/flow/1.0/2.0/peak/pi_hpc	4618207805837257585	5.792510835318226
H/press/flow/1.0/2.0/peak/pi_lpc	4613191916741957003	2.668753192631532
H/press/flow/1.0/2.0/peak/s	4607182418800017410	1.0000000000000004
H/press/flow/1.0/2.0/peak/sp_thrust	4649637133490860118	730.5422595753432
H/press/flow/1.0/2.0/last/Tt4	4654091980137136667	1449.9993746505413
H/press/flow/1.0/2.0/last/branch_choked	1	1
H/press/flow/1.0/2.0/last/f	4583461217708017774	0.027075551174683125
H/press/flow/1.0/2.0/last/mdot_air	4606747032284100687	0.9516623865417929
H/press/flow/1.0/2.0/last/mf	4583083991151458729	0.02576678364783339
H/press/flow/1.0/2.0/last/mf_sched	4583083991151458729	0.02576678364783339
H/press/flow/1.0/2.0/last/nu_hp	4607004752836198494	0.9802751156276022
H/press/flow/1.0/2.0/last/nu_lp	4606933341468075255	0.9723468611165619
H/press/flow/1.0/2.0/last/phi_hp	4607120863494440226	0.9931659882460375
H/press/flow/1.0/2.0/last/phi_lp	4606990811060613976	0.9787272676017933
H/press/flow/1.0/2.0/last/pi_hpc	4618210129666526586	5.79457481032602
H/press/flow/1.0/2.0/last/pi_lpc	4613719608928242689	2.9030955986831946
H/press/flow/1.0/2.0/last/s	4621256167635550150	8.999999999999897
H/press/flow/1.0/2.0/last/sp_thrust	4649424247146192967	706.3398842560208
H/press/flow/1.0/4.0/r	4607182418800017408	1.0
H/press/flow/1.0/4.0/rho	4616189618054758400	4.0
H/press/flow/1.0/4.0/Tt4_peak	4654587192375249793	1562.5976013547918
H/press/flow/1.0/4.0/X	4637623768741623824	112.59760135479178
H/press/flow/1.0/4.0/E_temp_H	4593391599289035424	0.1211139331307245
H/press/flow/1.0/4.0/E_temp_L	4596543497608640712	0.20471061840402727
H/press/flow/1.0/4.0/complete	1	1
H/press/flow/1.0/4.0/npts	451	451
H/press/flow/1.0/4.0/i_peak	50	50
H/press/flow/1.0/4.0/peak/Tt4	4654587192375249793	1562.5976013547918
H/press/flow/1.0/4.0/peak/branch_choked	1	1
H/press/flow/1.0/4.0/peak/f	4584626561034306319	0.031118648026054404
H/press/flow/1.0/4.0/peak/mdot_air	4605633337721731912	0.8280174519876278
H/press/flow/1.0/4.0/peak/mf	4583083991151458729	0.02576678364783339
H/press/flow/1.0/4.0/peak/mf_sched	4583083991151458729	0.02576678364783339
H/press/flow/1.0/4.0/peak/nu_hp	4606808369948929499	0.9584722353187617
H/press/flow/1.0/4.0/peak/nu_lp	4606193053171573464	0.8901583499528796
H/press/flow/1.0/4.0/peak/phi_hp	4606810033862061467	0.9586569667857704
H/press/flow/1.0/4.0/peak/phi_lp	4606553636909838900	0.9301911868056494
H/press/flow/1.0/4.0/peak/pi_hpc	4618333856623468721	5.904466423417191
H/press/flow/1.0/4.0/peak/pi_lpc	4612999893966959172	2.583477950209529
H/press/flow/1.0/4.0/peak/s	4607182418800017410	1.0000000000000004
H/press/flow/1.0/4.0/peak/sp_thrust	4649673620962698166	734.6904048650674
H/press/flow/1.0/4.0/last/Tt4	4654092823608473350	1450.191157828494
H/press/flow/1.0/4.0/last/branch_choked	1	1
H/press/flow/1.0/4.0/last/f	4583463231924685644	0.02708253939256204
H/press/flow/1.0/4.0/last/mdot_air	4606744820464368140	0.9514168252224535
H/press/flow/1.0/4.0/last/mf	4583083991151458729	0.02576678364783339
H/press/flow/1.0/4.0/last/mf_sched	4583083991151458729	0.02576678364783339
H/press/flow/1.0/4.0/last/nu_hp	4607006764254948717	0.9804984279684682
H/press/flow/1.0/4.0/last/nu_lp	4606929287228917870	0.9718967501505753
H/press/flow/1.0/4.0/last/phi_hp	4607122931843239644	0.9933956210920445
H/press/flow/1.0/4.0/last/phi_lp	4606992618016630531	0.9789278800191997
H/press/flow/1.0/4.0/last/pi_hpc	4618215675640405768	5.79950062464173
H/press/flow/1.0/4.0/last/pi_lpc	4613712847429470457	2.900092890036032
H/press/flow/1.0/4.0/last/s	4621256167635550150	8.999999999999897
H/press/flow/1.0/4.0/last/sp_thrust	4649424678325520170	706.3889036702215
H/tilted/0.25/0.25/r	4598175219545276416	0.25
H/tilted/0.25/0.25/rho	4598175219545276416	0.25
H/tilted/0.25/0.25/Tt4_peak	4654618882701108069	1569.8031472211817
H/tilted/0.25/0.25/X	4638130813955356240	119.80314722118169
H/tilted/0.25/0.25/E_temp_H	4596759610869049336	0.21070896634483893
H/tilted/0.25/0.25/E_temp_L	4594574470526096432	0.1500591383252483
H/tilted/0.25/0.25/complete	1	1
H/tilted/0.25/0.25/npts	413	413
H/tilted/0.25/0.25/i_peak	13	13
H/tilted/0.25/0.25/peak/Tt4	4654618882701108069	1569.8031472211817
H/tilted/0.25/0.25/peak/branch_choked	1	1
H/tilted/0.25/0.25/peak/f	4584680000640297157	0.03135810780834584
H/tilted/0.25/0.25/peak/mdot_air	4605576210633370703	0.8216750711047868
H/tilted/0.25/0.25/peak/mf	4583083815854154098	0.02576617546313415
H/tilted/0.25/0.25/peak/mf_sched	4583083815854154098	0.02576617546313415
H/tilted/0.25/0.25/peak/nu_hp	4606452801498570200	0.9189962072768436
H/tilted/0.25/0.25/peak/nu_lp	4606591078197000442	0.934348004713484
H/tilted/0.25/0.25/peak/phi_hp	4606467613018973316	0.9206406163749681
H/tilted/0.25/0.25/peak/phi_lp	4606096241531472866	0.8794100987637388
H/tilted/0.25/0.25/peak/pi_hpc	4617619543250781635	5.270028700893309
H/tilted/0.25/0.25/peak/pi_lpc	4613666712871171776	2.879605030494389
H/tilted/0.25/0.25/peak/s	4598355363530371235	0.25999999999999995
H/tilted/0.25/0.25/peak/sp_thrust	4649689749944116788	736.5240577582213
H/tilted/0.25/0.25/last/Tt4	4654091982981719590	1450.0000214338156
H/tilted/0.25/0.25/last/branch_choked	1	1
H/tilted/0.25/0.25/last/f	4583461224493322313	0.027075574715937276
H/tilted/0.25/0.25/last/mdot_air	4606746822507131927	0.9516390966197176
H/tilted/0.25/0.25/last/mf	4583083815854154098	0.02576617546313415
H/tilted/0.25/0.25/last/mf_sched	4583083815854154098	0.02576617546313415
H/tilted/0.25/0.25/last/nu_hp	4607001524517594098	0.9799167002630595
H/tilted/0.25/0.25/last/nu_lp	4606943192438591598	0.9734405385447766
H/tilted/0.25/0.25/last/phi_hp	4607123910729881090	0.9935042993408276
H/tilted/0.25/0.25/last/phi_lp	4606980691089197751	0.9776037250743091
H/tilted/0.25/0.25/last/pi_hpc	4618209962930716264	5.794426719177501
H/tilted/0.25/0.25/last/pi_lpc	4613719617622421562	2.9030994596742206
H/tilted/0.25/0.25/last/s	4620828325670949962	8.239999999999913
H/tilted/0.25/0.25/last/sp_thrust	4649424223773775539	706.3372271197935
H/tilted/0.25/0.5/r	4598175219545276416	0.25
H/tilted/0.25/0.5/rho	4602678819172646912	0.5
H/tilted/0.25/0.5/Tt4_peak	4654725417822514179	1594.0264293390799
H/tilted/0.25/0.5/X	4639271496044732440	144.02642933907987
H/tilted/0.25/0.5/E_temp_H	4597319080908388520	0.22623737932639654
H/tilted/0.25/0.5/E_temp_L	4596366304728699424	0.1997925280262658
H/tilted/0.25/0.5/complete	1	1
H/tilted/0.25/0.5/npts	413	413
H/tilted/0.25/0.5/i_peak	13	13
H/tilted/0.25/0.5/peak/Tt4	4654725417822514179	1594.0264293390799
H/tilted/0.25/0.5/peak/branch_choked	1	1
H/tilted/0.25/0.5/peak/f	4584803924701745392	0.03221800372287642
H/tilted/0.25/0.5/peak/mdot_air	4605378678779601298	0.7997446298896185
H/tilted/0.25/0.5/peak/mf	4583083815854154098	0.02576617546313415
H/tilted/0.25/0.5/peak/mf_sched	4583083815854154098	0.02576617546313415
H/tilted/0.25/0.5/peak/nu_hp	4606462027163590149	0.9200204618491062
H/tilted/0.25/0.5/peak/nu_lp	4606403517137835521	0.9135245440726864
H/tilted/0.25/0.5/peak/phi_hp	4606456320255361251	0.9193868677575917
H/tilted/0.25/0.5/peak/phi_lp	4606060567871234174	0.8754495268667737
H/tilted/0.25/0.5/peak/pi_hpc	4617739245163757233	5.376345356795057
H/tilted/0.25/0.5/peak/pi_lpc	4613421589240147713	2.7707482708773346
H/tilted/0.25/0.5/peak/s	4598355363530371235	0.25999999999999995
H/tilted/0.25/0.5/peak/sp_thrust	4649742166769363254	742.4831608638985
H/tilted/0.25/0.5/last/Tt4	4654091982951980220	1450.0000146718658
H/tilted/0.25/0.5/last/branch_choked	1	1
H/tilted/0.25/0.5/last/f	4583461224422477438	0.02707557447014474
H/tilted/0.25/0.5/last/mdot_air	4606746822584945062	0.951639105258711
H/tilted/0.25/0.5/last/mf	4583083815854154098	0.02576617546313415
H/tilted/0.25/0.5/last/mf_sched	4583083815854154098	0.02576617546313415
H/tilted/0.25/0.5/last/nu_hp	4607001524572896223	0.9799167064028288
H/tilted/0.25/0.5/last/nu_lp	4606943192442245989	0.9734405389504955
H/tilted/0.25/0.5/last/phi_hp	4607123910789411792	0.9935043059500632
H/tilted/0.25/0.5/last/phi_lp	4606980691165463953	0.9776037335415585
H/tilted/0.25/0.5/last/pi_hpc	4618209963009602535	5.794426789242585
H/tilted/0.25/0.5/last/pi_lpc	4613719617585912543	2.903099443460959
H/tilted/0.25/0.5/last/s	4620828325670949962	8.239999999999913
H/tilted/0.25/0.5/last/sp_thrust	4649424223758554838	706.3372253894001
H/tilted/0.25/1.0/r	4598175219545276416	0.25
H/tilted/0.25/1.0/rho	4607182418800017408	1.0
H/tilted/0.25/1.0/Tt4_peak	4654818199964716997	1615.1226460272312
H/tilted/0.25/1.0/X	4640013753182354984	165.1226460272312
H/tilted/0.25/1.0/E_temp_H	4597793579289308664	0.23940735501751909
H/tilted/0.25/1.0/E_temp_L	4597916041784088944	0.2428063720514717
H/tilted/0.25/1.0/complete	1	1
H/tilted/0.25/1.0/npts	413	413
H/tilted/0.25/1.0/i_peak	13	13
H/tilted/0.25/1.0/peak/Tt4	4654818199964716997	1615.1226460272312
H/tilted/0.25/1.0/peak/branch_choked	1	1
H/tilted/0.25/1.0/peak/f	4584911526996447280	0.03296464462962978
H/tilted/0.25/1.0/peak/mdot_air	4605215522240378576	0.7816306152432961
H/tilted/0.25/1.0/peak/mf	4583083815854154098	0.02576617546313415
H/tilted/0.25/1.0/peak/mf_sched	4583083815854154098	0.02576617546313415
H/tilted/0.25/1.0/peak/nu_hp	4606468778938902273	0.9207700594899678
H/tilted/0.25/1.0/peak/nu_lp	4606246157048701829	0.8960540646613572
H/tilted/0.25/1.0/peak/phi_hp	4606445747659316370	0.9182130738016829
H/tilted/0.25/1.0/peak/phi_lp	4606032226139809170	0.8723029625881955
H/tilted/0.25/1.0/peak/pi_hpc	4617840897146668147	5.466630454336257
H/tilted/0.25/1.0/peak/pi_lpc	4613223484273044230	2.682771992568976
H/tilted/0.25/1.0/peak/s	4598355363530371235	0.25999999999999995
H/tilted/0.25/1.0/peak/sp_thrust	4649787508789332890	747.6379517301568
H/tilted/0.25/1.0/last/Tt4	4654091982846240033	1449.9999906293308
H/tilted/0.25/1.0/last/branch_choked	1	1
H/tilted/0.25/1.0/last/f	4583461224170423919	0.027075573595658427
H/tilted/0.25/1.0/last/mdot_air	4606746822861790523	0.9516391359947315
H/tilted/0.25/1.0/last/mf	4583083815854154098	0.02576617546313415
H/tilted/0.25/1.0/last/mf_sched	4583083815854154098	0.02576617546313415
H/tilted/0.25/1.0/last/nu_hp	4607001524725225930	0.9799167233148236
H/tilted/0.25/1.0/last/nu_lp	4606943192504268735	0.9734405458364036
H/tilted/0.25/1.0/last/phi_hp	4607123910957090527	0.9935043245661425
H/tilted/0.25/1.0/last/phi_lp	4606980691387574888	0.9776037582008259
H/tilted/0.25/1.0/last/pi_hpc	4618209963196276674	5.7944269550425265
H/tilted/0.25/1.0/last/pi_lpc	4613719617550234634	2.9030994276167847
H/tilted/0.25/1.0/last/s	4620828325670949962	8.239999999999913
H/tilted/0.25/1.0/last/sp_thrust	4649424223704453064	706.3372192387405
H/tilted/0.25/2.0/r	4598175219545276416	0.25
H/tilted/0.25/2.0/rho	4611686018427387904	2.0
H/tilted/0.25/2.0/Tt4_peak	4654881030542642726	1629.4086654604266
H/tilted/0.25/2.0/X	4640516397805760816	179.40866546042662
H/tilted/0.25/2.0/E_temp_H	4598109288662725488	0.24817005040395257
H/tilted/0.25/2.0/E_temp_L	4598628803107094244	0.27517894569608203
H/tilted/0.25/2.0/complete	1	1
H/tilted/0.25/2.0/npts	413	413
H/tilted/0.25/2.0/i_peak	13	13
H/tilted/0.25/2.0/peak/Tt4	4654881030542642726	1629.4086654604266
H/tilted/0.25/2.0/peak/branch_choked	1	1
H/tilted/0.25/2.0/peak/f	4584984243130813672	0.033469214171100437
H/tilted/0.25/2.0/peak/mdot_air	4605109385230871197	0.769847040071301
H/tilted/0.25/2.0/peak/mf	4583083815854154098	0.02576617546313415
H/tilted/0.25/2.0/peak/mf_sched	4583083815854154098	0.02576617546313415
H/tilted/0.25/2.0/peak/nu_hp	4606472916649276258	0.9212294376226107
H/tilted/0.25/2.0/peak/nu_lp	4606142266506146401	0.8845198974227736
H/tilted/0.25/2.0/peak/phi_hp	4606438429901933852	0.9174006395282137
H/tilted/0.25/2.0/peak/phi_lp	4606014687832873875	0.8703558193709447
H/tilted/0.25/2.0/peak/pi_hpc	4617908855600011754	5.5269896860322465
H/tilted/0.25/2.0/peak/pi_lpc	4613096289596850451	2.6262862093209463
H/tilted/0.25/2.0/peak/s	4598355363530371235	0.25999999999999995
H/tilted/0.25/2.0/peak/sp_thrust	4649818050509559070	751.1101433212496
H/tilted/0.25/2.0/last/Tt4	4654091977328232955	1449.9987359797803
H/tilted/0.25/2.0/last/branch_choked	1	1
H/tilted/0.25/2.0/last/f	4583461211082543998	0.027075528187953328
H/tilted/0.25/2.0/last/mdot_air	4606746837237016466	0.9516407319654141
H/tilted/0.25/2.0/last/mf	4583083815854154098	0.02576617546313415
H/tilted/0.25/2.0/last/mf_sched	4583083815854154098	0.02576617546313415
H/tilted/0.25/2.0/last/nu_hp	4607001550780591162	0.9799196160414632
H/tilted/0.25/2.0/last/nu_lp	4606943175702159999	0.9734386804276055
H/tilted/0.25/2.0/last/phi_hp	4607123937685036219	0.9935072919642133
H/tilted/0.25/2.0/last/phi_lp	4606980723029044683	0.9776072711096558
H/tilted/0.25/2.0/last/pi_hpc	4618210011279442607	5.794469661472859
H/tilted/0.25/2.0/last/pi_lpc	4613719577215797741	2.903081515528575
H/tilted/0.25/2.0/last/s	4620828325670949962	8.239999999999913
H/tilted/0.25/2.0/last/sp_thrust	4649424220874484859	706.3368975086045
H/tilted/0.25/4.0/r	4598175219545276416	0.25
H/tilted/0.25/4.0/rho	4616189618054758400	4.0
H/tilted/0.25/4.0/Tt4_peak	4654917851088892352	1637.7806883930316
H/tilted/0.25/4.0/X	4640810962175757824	187.7806883930316
H/tilted/0.25/4.0/E_temp_H	4598240407800674420	0.25361867510390046
H/tilted/0.25/4.0/E_temp_L	4598987947793571660	0.29511548070103255
H/tilted/0.25/4.0/complete	1	1
H/tilted/0.25/4.0/npts	413	413
H/tilted/0.25/4.0/i_peak	13	13
H/tilted/0.25/4.0/peak/Tt4	4654917851088892352	1637.7806883930316
H/tilted/0.25/4.0/peak/branch_choked	1	1
H/tilted/0.25/4.0/peak/f	4585026805407884423	0.03376454929600308
H/tilted/0.25/4.0/peak/mdot_air	4605048732779363637	0.7631132652549356
H/tilted/0.25/4.0/peak/mf	4583083815854154098	0.02576617546313415
H/tilted/0.25/4.0/peak/mf_sched	4583083815854154098	0.02576617546313415
H/tilted/0.25/4.0/peak/nu_hp	4606475214010373839	0.9214844959412519
H/tilted/0.25/4.0/peak/nu_lp	4606082292713731940	0.8778614689015112
H/tilted/0.25/4.0/peak/phi_hp	4606434114528797261	0.9169215368666045
H/tilted/0.25/4.0/peak/phi_lp	4606005057711756387	0.8692866611514883
H/tilted/0.25/4.0/peak/pi_hpc	4617948425380534361	5.562134711164696
H/tilted/0.25/4.0/peak/pi_lpc	4613024135544343782	2.5942433731557797
H/tilted/0.25/4.0/peak/s	4598355363530371235	0.25999999999999995
H/tilted/0.25/4.0/peak/sp_thrust	4649835887679910138	753.1379948123642
H/tilted/0.25/4.0/last/Tt4	4654093049697564479	1450.2425645361216
H/tilted/0.25/4.0/last/branch_choked	1	1
H/tilted/0.25/4.0/last/f	4583463782728326716	0.027084450376575683
