# slice S oracle (main) — rungs 43+45 TwoSpoolFuelTransient — key	u64 bits (or an integer)	repr
G/flow/press/0.25/free/32.0/peak/mf_sched	4583084018840604399	0.025766879713855436
G/flow/press/0.25/free/32.0/peak/nu_hp	4606459602028963424	0.9197512178190657
G/flow/press/0.25/free/32.0/peak/nu_lp	4606070075238213445	0.8765050566391684
G/flow/press/0.25/free/32.0/peak/phi_hp	4606490318168139198	0.9231613943131192
G/flow/press/0.25/free/32.0/peak/phi_lp	4605980184034818428	0.8665251282671274
G/flow/press/0.25/free/32.0/peak/pi_hpc	4618017164240248502	5.623187082957591
G/flow/press/0.25/free/32.0/peak/pi_lpc	4612941894671649758	2.557721088983711
G/flow/press/0.25/free/32.0/peak/s	4598355363530371235	0.25999999999999995
G/flow/press/0.25/free/32.0/peak/sp_thrust	4649844795773600878	754.1507278141924
G/flow/press/0.25/free/32.0/last/Tt4	4654224844062649215	1480.2091337281452
G/flow/press/0.25/free/32.0/last/branch_choked	1	1
G/flow/press/0.25/free/32.0/last/f	4583777994098478866	0.02817459005701923
G/flow/press/0.25/free/32.0/last/mdot_air	4606412692363370494	0.9145431987371919
G/flow/press/0.25/free/32.0/last/mf	4583084018840604399	0.025766879713855436
G/flow/press/0.25/free/32.0/last/mf_sched	4583084018840604399	0.025766879713855436
G/flow/press/0.25/free/32.0/last/nu_hp	4607171981351328901	0.9988412104147676
G/flow/press/0.25/free/32.0/last/nu_lp	4606476289698721418	0.9216039213383322
G/flow/press/0.25/free/32.0/last/phi_hp	4607224388566882236	1.0093191603022964
G/flow/press/0.25/free/32.0/last/phi_lp	4607113411568300584	0.9923386582482339
G/flow/press/0.25/free/32.0/last/pi_hpc	4618750640008312797	6.274644431525272
G/flow/press/0.25/free/32.0/last/pi_lpc	4613050376809515338	2.605896835871282
G/flow/press/0.25/free/32.0/last/s	4620828325670949962	8.239999999999913
G/flow/press/0.25/free/32.0/last/sp_thrust	4649491814380038568	714.0213894055241
G/flow/press/1.0/ceil/1.0/r	4607182418800017408	1.0
G/flow/press/1.0/ceil/1.0/rho	4607182418800017408	1.0
G/flow/press/1.0/ceil/1.0/Tt4_peak	4654676564602092463	1582.918493054556
G/flow/press/1.0/ceil/1.0/X	4638880670281358712	132.91849305455594
G/flow/press/1.0/ceil/1.0/E_temp_H	4594027721629037248	0.13488380797016042
G/flow/press/1.0/ceil/1.0/E_temp_L	4598469481041954704	0.2663347944436447
G/flow/press/1.0/ceil/1.0/complete	1	1
G/flow/press/1.0/ceil/1.0/npts	451	451
G/flow/press/1.0/ceil/1.0/i_peak	50	50
G/flow/press/1.0/ceil/1.0/peak/Tt4	4654676564602092463	1582.918493054556
G/flow/press/1.0/ceil/1.0/peak/branch_choked	1	1
G/flow/press/1.0/ceil/1.0/peak/f	4584750958108230558	0.03185047415002561
G/flow/press/1.0/ceil/1.0/peak/mdot_air	4605462000227486536	0.8089951688783481
G/flow/press/1.0/ceil/1.0/peak/mf	4583084018840604399	0.025766879713855436
G/flow/press/1.0/ceil/1.0/peak/mf_sched	4583084018840604399	0.025766879713855436
G/flow/press/1.0/ceil/1.0/peak/nu_hp	4606794320039888874	0.9569123820676826
G/flow/press/1.0/ceil/1.0/peak/nu_lp	4606061404512930931	0.8755424127542838
G/flow/press/1.0/ceil/1.0/peak/phi_hp	4606855363155995674	0.9636895293673462
G/flow/press/1.0/ceil/1.0/peak/phi_lp	4606497809720305571	0.9239931236836479
G/flow/press/1.0/ceil/1.0/peak/pi_hpc	4618489467778963904	6.042676893592613
G/flow/press/1.0/ceil/1.0/peak/pi_lpc	4612776207880850888	2.484141372975248
G/flow/press/1.0/ceil/1.0/peak/s	4607182418800017410	1.0000000000000004
G/flow/press/1.0/ceil/1.0/peak/sp_thrust	4649717443476726812	739.6724479059953
G/flow/press/1.0/ceil/1.0/last/Tt4	4654348825141693523	1508.3991673558673
G/flow/press/1.0/ceil/1.0/last/branch_choked	1	1
G/flow/press/1.0/ceil/1.0/last/f	4584070740925044362	0.029190259642140982
G/flow/press/1.0/ceil/1.0/last/mdot_air	4606126071048514950	0.8827218404270958
G/flow/press/1.0/ceil/1.0/last/mf	4583084018840604399	0.025766879713855436
G/flow/press/1.0/ceil/1.0/last/mf_sched	4583084018840604399	0.025766879713855436
G/flow/press/1.0/ceil/1.0/last/nu_hp	4607247515425579145	1.0144543545048086
G/flow/press/1.0/ceil/1.0/last/nu_lp	4606061404512930931	0.8755424127542838
G/flow/press/1.0/ceil/1.0/last/phi_hp	4607281245899961323	1.0219440243629332
G/flow/press/1.0/ceil/1.0/last/phi_lp	4607219348213511257	1.0081999770293548
G/flow/press/1.0/ceil/1.0/last/pi_hpc	4619237162095407431	6.706762849990191
G/flow/press/1.0/ceil/1.0/last/pi_lpc	4612536786824205638	2.377817065108192
G/flow/press/1.0/ceil/1.0/last/s	4621256167635550150	8.999999999999897
G/flow/press/1.0/ceil/1.0/last/sp_thrust	4649554426109227230	721.1395189012653
G/flow/press/1.0/ceil/7.0/r	4607182418800017408	1.0
G/flow/press/1.0/ceil/7.0/rho	4619567317775286272	7.0
G/flow/press/1.0/ceil/7.0/Tt4_peak	4654676564602092463	1582.918493054556
G/flow/press/1.0/ceil/7.0/X	4638880670281358712	132.91849305455594
G/flow/press/1.0/ceil/7.0/E_temp_H	4594027721629037248	0.13488380797016042
G/flow/press/1.0/ceil/7.0/E_temp_L	4598469481041954704	0.2663347944436447
G/flow/press/1.0/ceil/7.0/complete	1	1
G/flow/press/1.0/ceil/7.0/npts	451	451
G/flow/press/1.0/ceil/7.0/i_peak	50	50
G/flow/press/1.0/ceil/7.0/peak/Tt4	4654676564602092463	1582.918493054556
G/flow/press/1.0/ceil/7.0/peak/branch_choked	1	1
G/flow/press/1.0/ceil/7.0/peak/f	4584750958108230558	0.03185047415002561
G/flow/press/1.0/ceil/7.0/peak/mdot_air	4605462000227486536	0.8089951688783481
G/flow/press/1.0/ceil/7.0/peak/mf	4583084018840604399	0.025766879713855436
G/flow/press/1.0/ceil/7.0/peak/mf_sched	4583084018840604399	0.025766879713855436
G/flow/press/1.0/ceil/7.0/peak/nu_hp	4606794320039888874	0.9569123820676826
G/flow/press/1.0/ceil/7.0/peak/nu_lp	4606061404512930931	0.8755424127542838
G/flow/press/1.0/ceil/7.0/peak/phi_hp	4606855363155995674	0.9636895293673462
G/flow/press/1.0/ceil/7.0/peak/phi_lp	4606497809720305571	0.9239931236836479
G/flow/press/1.0/ceil/7.0/peak/pi_hpc	4618489467778963904	6.042676893592613
G/flow/press/1.0/ceil/7.0/peak/pi_lpc	4612776207880850888	2.484141372975248
G/flow/press/1.0/ceil/7.0/peak/s	4607182418800017410	1.0000000000000004
G/flow/press/1.0/ceil/7.0/peak/sp_thrust	4649717443476726812	739.6724479059953
G/flow/press/1.0/ceil/7.0/last/Tt4	4654348825141693523	1508.3991673558673
G/flow/press/1.0/ceil/7.0/last/branch_choked	1	1
G/flow/press/1.0/ceil/7.0/last/f	4584070740925044362	0.029190259642140982
G/flow/press/1.0/ceil/7.0/last/mdot_air	4606126071048514950	0.8827218404270958
G/flow/press/1.0/ceil/7.0/last/mf	4583084018840604399	0.025766879713855436
G/flow/press/1.0/ceil/7.0/last/mf_sched	4583084018840604399	0.025766879713855436
G/flow/press/1.0/ceil/7.0/last/nu_hp	4607247515425579145	1.0144543545048086
G/flow/press/1.0/ceil/7.0/last/nu_lp	4606061404512930931	0.8755424127542838
G/flow/press/1.0/ceil/7.0/last/phi_hp	4607281245899961323	1.0219440243629332
G/flow/press/1.0/ceil/7.0/last/phi_lp	4607219348213511257	1.0081999770293548
G/flow/press/1.0/ceil/7.0/last/pi_hpc	4619237162095407431	6.706762849990191
G/flow/press/1.0/ceil/7.0/last/pi_lpc	4612536786824205638	2.377817065108192
G/flow/press/1.0/ceil/7.0/last/s	4621256167635550150	8.999999999999897
G/flow/press/1.0/ceil/7.0/last/sp_thrust	4649554426109227230	721.1395189012653
G/flow/press/1.0/ceil/50.0/r	4607182418800017408	1.0
G/flow/press/1.0/ceil/50.0/rho	4632233691727265792	50.0
G/flow/press/1.0/ceil/50.0/Tt4_peak	4654676564602092463	1582.918493054556
G/flow/press/1.0/ceil/50.0/X	4638880670281358712	132.91849305455594
G/flow/press/1.0/ceil/50.0/E_temp_H	4594027721629037248	0.13488380797016042
G/flow/press/1.0/ceil/50.0/E_temp_L	4598469481041954704	0.2663347944436447
G/flow/press/1.0/ceil/50.0/complete	1	1
G/flow/press/1.0/ceil/50.0/npts	451	451
G/flow/press/1.0/ceil/50.0/i_peak	50	50
G/flow/press/1.0/ceil/50.0/peak/Tt4	4654676564602092463	1582.918493054556
G/flow/press/1.0/ceil/50.0/peak/branch_choked	1	1
G/flow/press/1.0/ceil/50.0/peak/f	4584750958108230558	0.03185047415002561
G/flow/press/1.0/ceil/50.0/peak/mdot_air	4605462000227486536	0.8089951688783481
G/flow/press/1.0/ceil/50.0/peak/mf	4583084018840604399	0.025766879713855436
G/flow/press/1.0/ceil/50.0/peak/mf_sched	4583084018840604399	0.025766879713855436
G/flow/press/1.0/ceil/50.0/peak/nu_hp	4606794320039888874	0.9569123820676826
G/flow/press/1.0/ceil/50.0/peak/nu_lp	4606061404512930931	0.8755424127542838
G/flow/press/1.0/ceil/50.0/peak/phi_hp	4606855363155995674	0.9636895293673462
G/flow/press/1.0/ceil/50.0/peak/phi_lp	4606497809720305571	0.9239931236836479
G/flow/press/1.0/ceil/50.0/peak/pi_hpc	4618489467778963904	6.042676893592613
G/flow/press/1.0/ceil/50.0/peak/pi_lpc	4612776207880850888	2.484141372975248
G/flow/press/1.0/ceil/50.0/peak/s	4607182418800017410	1.0000000000000004
G/flow/press/1.0/ceil/50.0/peak/sp_thrust	4649717443476726812	739.6724479059953
G/flow/press/1.0/ceil/50.0/last/Tt4	4654348825141693523	1508.3991673558673
G/flow/press/1.0/ceil/50.0/last/branch_choked	1	1
G/flow/press/1.0/ceil/50.0/last/f	4584070740925044362	0.029190259642140982
G/flow/press/1.0/ceil/50.0/last/mdot_air	4606126071048514950	0.8827218404270958
G/flow/press/1.0/ceil/50.0/last/mf	4583084018840604399	0.025766879713855436
G/flow/press/1.0/ceil/50.0/last/mf_sched	4583084018840604399	0.025766879713855436
G/flow/press/1.0/ceil/50.0/last/nu_hp	4607247515425579145	1.0144543545048086
G/flow/press/1.0/ceil/50.0/last/nu_lp	4606061404512930931	0.8755424127542838
G/flow/press/1.0/ceil/50.0/last/phi_hp	4607281245899961323	1.0219440243629332
G/flow/press/1.0/ceil/50.0/last/phi_lp	4607219348213511257	1.0081999770293548
G/flow/press/1.0/ceil/50.0/last/pi_hpc	4619237162095407431	6.706762849990191
G/flow/press/1.0/ceil/50.0/last/pi_lpc	4612536786824205638	2.377817065108192
G/flow/press/1.0/ceil/50.0/last/s	4621256167635550150	8.999999999999897
G/flow/press/1.0/ceil/50.0/last/sp_thrust	4649554426109227230	721.1395189012653
G/flow/press/1.0/free/1.0/r	4607182418800017408	1.0
G/flow/press/1.0/free/1.0/rho	4607182418800017408	1.0
G/flow/press/1.0/free/1.0/Tt4_peak	4654421138754949379	1524.8413793864318
G/flow/press/1.0/free/1.0/X	4634966910816817200	74.84137938643175
G/flow/press/1.0/free/1.0/E_temp_H	4592578512343471872	0.10983008503088953
G/flow/press/1.0/free/1.0/E_temp_L	4592630518234941856	0.1105518117574662
G/flow/press/1.0/free/1.0/complete	1	1
G/flow/press/1.0/free/1.0/npts	451	451
G/flow/press/1.0/free/1.0/i_peak	50	50
G/flow/press/1.0/free/1.0/peak/Tt4	4654421138754949379	1524.8413793864318
G/flow/press/1.0/free/1.0/peak/branch_choked	1	1
G/flow/press/1.0/free/1.0/peak/f	4584238657507442064	0.029772837317123158
G/flow/press/1.0/free/1.0/peak/mdot_air	4605970493381074380	0.8654492495760961
G/flow/press/1.0/free/1.0/peak/mf	4583084018840604399	0.025766879713855436
G/flow/press/1.0/free/1.0/peak/mf_sched	4583084018840604399	0.025766879713855436
G/flow/press/1.0/free/1.0/peak/nu_hp	4606723436290106027	0.9490427049596141
G/flow/press/1.0/free/1.0/peak/nu_lp	4606611836875426465	0.93665268098842
G/flow/press/1.0/free/1.0/peak/phi_hp	4606825251192371709	0.9603464298341461
G/flow/press/1.0/free/1.0/peak/phi_lp	4606497700219299427	0.9239809666298239
G/flow/press/1.0/free/1.0/peak/pi_hpc	4618044084022835559	5.647096652914434
G/flow/press/1.0/free/1.0/peak/pi_lpc	4613454528393880590	2.7853761936316976
G/flow/press/1.0/free/1.0/peak/s	4607182418800017410	1.0000000000000004
G/flow/press/1.0/free/1.0/peak/sp_thrust	4649590917868060652	725.2881515659369
G/flow/press/1.0/free/1.0/last/Tt4	4654091982868021386	1449.999995581837
G/flow/press/1.0/free/1.0/last/branch_choked	1	1
G/flow/press/1.0/free/1.0/last/f	4583461224222399771	0.02707557377598589
G/flow/press/1.0/free/1.0/last/mdot_air	4606747057086960742	0.9516651402124239
G/flow/press/1.0/free/1.0/last/mf	4583084018840604399	0.025766879713855436
G/flow/press/1.0/free/1.0/last/mf_sched	4583084018840604399	0.025766879713855436
G/flow/press/1.0/free/1.0/last/nu_hp	4606998630894379340	0.9795954435512981
G/flow/press/1.0/free/1.0/last/nu_lp	4606953946999405972	0.9746345346483616
G/flow/press/1.0/free/1.0/last/phi_hp	4607126787039637772	0.9938236338726099
G/flow/press/1.0/free/1.0/last/phi_lp	4606970144449899212	0.9764328128961437
G/flow/press/1.0/free/1.0/last/pi_hpc	4618209920335080095	5.7943888866526825
G/flow/press/1.0/free/1.0/last/pi_lpc	4613719839145890890	2.9031978358566777
G/flow/press/1.0/free/1.0/last/s	4621256167635550150	8.999999999999897
G/flow/press/1.0/free/1.0/last/sp_thrust	4649424252464491204	706.3404888765294
G/flow/press/1.0/free/8.0/r	4607182418800017408	1.0
G/flow/press/1.0/free/8.0/rho	4620693217682128896	8.0
G/flow/press/1.0/free/8.0/Tt4_peak	4654619097341153199	1569.8519507171402
G/flow/press/1.0/free/8.0/X	4638134248196078320	119.8519507171402
G/flow/press/1.0/free/8.0/E_temp_H	4593804962485144720	0.1287009997077786
G/flow/press/1.0/free/8.0/E_temp_L	4597430206180112968	0.22932172520855176
G/flow/press/1.0/free/8.0/complete	1	1
G/flow/press/1.0/free/8.0/npts	451	451
G/flow/press/1.0/free/8.0/i_peak	50	50
G/flow/press/1.0/free/8.0/peak/Tt4	4654619097341153199	1569.8519507171402
G/flow/press/1.0/free/8.0/peak/branch_choked	1	1
G/flow/press/1.0/free/8.0/peak/f	4584683837529054731	0.03138473157235574
G/flow/press/1.0/free/8.0/peak/mdot_air	4605570134464990642	0.8210004809010825
G/flow/press/1.0/free/8.0/peak/mf	4583084018840604399	0.025766879713855436
G/flow/press/1.0/free/8.0/peak/mf_sched	4583084018840604399	0.025766879713855436
G/flow/press/1.0/free/8.0/peak/nu_hp	4606780594312879132	0.9553885202520891
G/flow/press/1.0/free/8.0/peak/nu_lp	4606180107262685524	0.8887210653406705
G/flow/press/1.0/free/8.0/peak/phi_hp	4606850207495349982	0.9631171360517461
G/flow/press/1.0/free/8.0/peak/phi_lp	4606496069818899169	0.9237999558234514
G/flow/press/1.0/free/8.0/peak/pi_hpc	4618392713559359349	5.956741883724921
G/flow/press/1.0/free/8.0/peak/pi_lpc	4612914708927678922	2.5456481934245163
G/flow/press/1.0/free/8.0/peak/s	4607182418800017410	1.0000000000000004
G/flow/press/1.0/free/8.0/peak/sp_thrust	4649689165285762708	736.4575897987984
G/flow/press/1.0/free/8.0/last/Tt4	4654108014515572346	1453.6451702089093
G/flow/press/1.0/free/8.0/last/branch_choked	1	1
G/flow/press/1.0/free/8.0/last/f	4583499655094543023	0.027208907648204213
G/flow/press/1.0/free/8.0/last/mdot_air	4606705051861825051	0.9470016234024031
G/flow/press/1.0/free/8.0/last/mf	4583084018840604399	0.025766879713855436
G/flow/press/1.0/free/8.0/last/mf_sched	4583084018840604399	0.025766879713855436
G/flow/press/1.0/free/8.0/last/nu_hp	4607025402468421937	0.982567685342053
G/flow/press/1.0/free/8.0/last/nu_lp	4606889273249684331	0.9674543060453805
G/flow/press/1.0/free/8.0/last/phi_hp	4607148702267565888	0.9962567129361801
G/flow/press/1.0/free/8.0/last/phi_lp	4606992000103539309	0.9788592778850905
G/flow/press/1.0/free/8.0/last/pi_hpc	4618285348704669156	5.861382736754852
G/flow/press/1.0/free/8.0/last/pi_lpc	4613622363102670547	2.859909776843645
G/flow/press/1.0/free/8.0/last/s	4621256167635550150	8.999999999999897
G/flow/press/1.0/free/8.0/last/sp_thrust	4649432427041291943	707.2698306627179
G/flow/press/1.0/free/32.0/r	4607182418800017408	1.0
G/flow/press/1.0/free/32.0/rho	4629700416936869888	32.0
G/flow/press/1.0/free/32.0/Tt4_peak	4654661053123035677	1579.3915910498538
G/flow/press/1.0/free/32.0/X	4638756578448904424	129.3915910498538
G/flow/press/1.0/free/32.0/E_temp_H	4593965144253595992	0.13314693689427304
G/flow/press/1.0/free/32.0/E_temp_L	4598287584726311108	0.25623752055754445
G/flow/press/1.0/free/32.0/complete	1	1
G/flow/press/1.0/free/32.0/npts	451	451
G/flow/press/1.0/free/32.0/i_peak	50	50
G/flow/press/1.0/free/32.0/peak/Tt4	4654661053123035677	1579.3915910498538
G/flow/press/1.0/free/32.0/peak/branch_choked	1	1
G/flow/press/1.0/free/32.0/peak/f	4584732853441143831	0.03172484778594525
G/flow/press/1.0/free/32.0/peak/mdot_air	4605490854952626077	0.812198686900263
G/flow/press/1.0/free/32.0/peak/mf	4583084018840604399	0.025766879713855436
G/flow/press/1.0/free/32.0/peak/mf_sched	4583084018840604399	0.025766879713855436
G/flow/press/1.0/free/32.0/peak/nu_hp	4606790698473959263	0.9565103074796574
G/flow/press/1.0/free/32.0/peak/nu_lp	4606093215209536459	0.879074109534366
G/flow/press/1.0/free/32.0/peak/phi_hp	4606854026037905669	0.9635410794383296
G/flow/press/1.0/free/32.0/peak/phi_lp	4606497197553734263	0.9239251595414107
G/flow/press/1.0/free/32.0/peak/pi_hpc	4618463467920452586	6.019584380347604
G/flow/press/1.0/free/32.0/peak/pi_lpc	4612812933079754024	2.5004506375377282
G/flow/press/1.0/free/32.0/peak/s	4607182418800017410	1.0000000000000004
G/flow/press/1.0/free/32.0/peak/sp_thrust	4649709821505491544	738.8059300990526
G/flow/press/1.0/free/32.0/last/Tt4	4654220989647200920	1479.3327411209812
G/flow/press/1.0/free/32.0/last/branch_choked	1	1
G/flow/press/1.0/free/32.0/last/f	4583768852353914800	0.02814287325920589
G/flow/press/1.0/free/32.0/last/mdot_air	4606421975930739682	0.915573881761585
G/flow/press/1.0/free/32.0/last/mf	4583084018840604399	0.025766879713855436
G/flow/press/1.0/free/32.0/last/mf_sched	4583084018840604399	0.025766879713855436
G/flow/press/1.0/free/32.0/last/nu_hp	4607166801565791785	0.9982661386981749
G/flow/press/1.0/free/32.0/last/nu_lp	4606490194075391106	0.9231476172505071
G/flow/press/1.0/free/32.0/last/phi_hp	4607222271850972412	1.008849154954361
G/flow/press/1.0/free/32.0/last/phi_lp	4607108521469431636	0.9917957482125339
G/flow/press/1.0/free/32.0/last/pi_hpc	4618734161660220744	6.260008718357604
G/flow/press/1.0/free/32.0/last/pi_lpc	4613068799524145201	2.614078164654551
G/flow/press/1.0/free/32.0/last/s	4621256167635550150	8.999999999999897
G/flow/press/1.0/free/32.0/last/sp_thrust	4649489860891774103	713.7993035022108
G/tilted/0.25/ceil/1.0/r	4598175219545276416	0.25
G/tilted/0.25/ceil/1.0/rho	4607182418800017408	1.0
G/tilted/0.25/ceil/1.0/Tt4_peak	4654958917286822872	1647.1180607529732
G/tilted/0.25/ceil/1.0/X	4641139491759201984	197.11806075297318
G/tilted/0.25/ceil/1.0/E_temp_H	4598357576316129804	0.26012283428488625
G/tilted/0.25/ceil/1.0/E_temp_L	4599394694319279308	0.3176944486023785
G/tilted/0.25/ceil/1.0/complete	1	1
G/tilted/0.25/ceil/1.0/npts	413	413
G/tilted/0.25/ceil/1.0/i_peak	13	13
G/tilted/0.25/ceil/1.0/peak/Tt4	4654958917286822872	1647.1180607529732
G/tilted/0.25/ceil/1.0/peak/branch_choked	1	1
G/tilted/0.25/ceil/1.0/peak/f	4585074233383271850	0.03409364698529356
G/tilted/0.25/ceil/1.0/peak/mdot_air	4604982384426439665	0.7557471183487207
G/tilted/0.25/ceil/1.0/peak/mf	4583083815854154098	0.02576617546313415
G/tilted/0.25/ceil/1.0/peak/mf_sched	4583083815854154098	0.02576617546313415
G/tilted/0.25/ceil/1.0/peak/nu_hp	4606477680613449477	0.9217583438939704
G/tilted/0.25/ceil/1.0/peak/nu_lp	4606016147287727751	0.8705178514091622
G/tilted/0.25/ceil/1.0/peak/phi_hp	4606429291592125761	0.9163860833327037
G/tilted/0.25/ceil/1.0/peak/phi_lp	4605994892479201965	0.8681580936282295
G/tilted/0.25/ceil/1.0/peak/pi_hpc	4617992367625330442	5.601163264705756
G/tilted/0.25/ceil/1.0/peak/pi_lpc	4612945622762721018	2.559376694001796
G/tilted/0.25/ceil/1.0/peak/s	4598355363530371235	0.25999999999999995
G/tilted/0.25/ceil/1.0/peak/sp_thrust	4649855728363135620	755.3936193465056
G/tilted/0.25/ceil/1.0/last/Tt4	4654364384800633623	1511.937024197721
G/tilted/0.25/ceil/1.0/last/branch_choked	1	1
G/tilted/0.25/ceil/1.0/last/f	4584106330409956240	0.029313735472090097
G/tilted/0.25/ceil/1.0/last/mdot_air	4606092363938219240	0.8789795994327081
G/tilted/0.25/ceil/1.0/last/mf	4583083815854154098	0.02576617546313415
G/tilted/0.25/ceil/1.0/last/mf_sched	4583083815854154098	0.02576617546313415
G/tilted/0.25/ceil/1.0/last/nu_hp	4607251631396018040	1.0153682835347961
G/tilted/0.25/ceil/1.0/last/nu_lp	4606016147287727751	0.8705178514091622
G/tilted/0.25/ceil/1.0/last/phi_hp	4607294851377800456	1.0249650473145397
G/tilted/0.25/ceil/1.0/last/phi_lp	4607226195415492968	1.0097203612882257
G/tilted/0.25/ceil/1.0/last/pi_hpc	4619301408424117761	6.763825052695666
G/tilted/0.25/ceil/1.0/last/pi_lpc	4612475938525662349	2.350794992287382
G/tilted/0.25/ceil/1.0/last/s	4620828325670949962	8.239999999999913
G/tilted/0.25/ceil/1.0/last/sp_thrust	4649562321241836914	722.0370915610531
G/tilted/0.25/ceil/7.0/r	4598175219545276416	0.25
G/tilted/0.25/ceil/7.0/rho	4619567317775286272	7.0
G/tilted/0.25/ceil/7.0/Tt4_peak	4654958917286822872	1647.1180607529732
G/tilted/0.25/ceil/7.0/X	4641139491759201984	197.11806075297318
G/tilted/0.25/ceil/7.0/E_temp_H	4598357576316129804	0.26012283428488625
G/tilted/0.25/ceil/7.0/E_temp_L	4599394694319279308	0.3176944486023785
G/tilted/0.25/ceil/7.0/complete	1	1
G/tilted/0.25/ceil/7.0/npts	413	413
G/tilted/0.25/ceil/7.0/i_peak	13	13
G/tilted/0.25/ceil/7.0/peak/Tt4	4654958917286822872	1647.1180607529732
G/tilted/0.25/ceil/7.0/peak/branch_choked	1	1
G/tilted/0.25/ceil/7.0/peak/f	4585074233383271850	0.03409364698529356
G/tilted/0.25/ceil/7.0/peak/mdot_air	4604982384426439665	0.7557471183487207
G/tilted/0.25/ceil/7.0/peak/mf	4583083815854154098	0.02576617546313415
G/tilted/0.25/ceil/7.0/peak/mf_sched	4583083815854154098	0.02576617546313415
G/tilted/0.25/ceil/7.0/peak/nu_hp	4606477680613449477	0.9217583438939704
G/tilted/0.25/ceil/7.0/peak/nu_lp	4606016147287727751	0.8705178514091622
G/tilted/0.25/ceil/7.0/peak/phi_hp	4606429291592125761	0.9163860833327037
G/tilted/0.25/ceil/7.0/peak/phi_lp	4605994892479201965	0.8681580936282295
G/tilted/0.25/ceil/7.0/peak/pi_hpc	4617992367625330442	5.601163264705756
G/tilted/0.25/ceil/7.0/peak/pi_lpc	4612945622762721018	2.559376694001796
G/tilted/0.25/ceil/7.0/peak/s	4598355363530371235	0.25999999999999995
G/tilted/0.25/ceil/7.0/peak/sp_thrust	4649855728363135620	755.3936193465056
G/tilted/0.25/ceil/7.0/last/Tt4	4654364384800633623	1511.937024197721
G/tilted/0.25/ceil/7.0/last/branch_choked	1	1
G/tilted/0.25/ceil/7.0/last/f	4584106330409956240	0.029313735472090097
G/tilted/0.25/ceil/7.0/last/mdot_air	4606092363938219240	0.8789795994327081
G/tilted/0.25/ceil/7.0/last/mf	4583083815854154098	0.02576617546313415
G/tilted/0.25/ceil/7.0/last/mf_sched	4583083815854154098	0.02576617546313415
G/tilted/0.25/ceil/7.0/last/nu_hp	4607251631396018040	1.0153682835347961
G/tilted/0.25/ceil/7.0/last/nu_lp	4606016147287727751	0.8705178514091622
G/tilted/0.25/ceil/7.0/last/phi_hp	4607294851377800456	1.0249650473145397
G/tilted/0.25/ceil/7.0/last/phi_lp	4607226195415492968	1.0097203612882257
G/tilted/0.25/ceil/7.0/last/pi_hpc	4619301408424117761	6.763825052695666
G/tilted/0.25/ceil/7.0/last/pi_lpc	4612475938525662349	2.350794992287382
G/tilted/0.25/ceil/7.0/last/s	4620828325670949962	8.239999999999913
G/tilted/0.25/ceil/7.0/last/sp_thrust	4649562321241836914	722.0370915610531
G/tilted/0.25/ceil/50.0/r	4598175219545276416	0.25
G/tilted/0.25/ceil/50.0/rho	4632233691727265792	50.0
G/tilted/0.25/ceil/50.0/Tt4_peak	4654958917286822872	1647.1180607529732
G/tilted/0.25/ceil/50.0/X	4641139491759201984	197.11806075297318
G/tilted/0.25/ceil/50.0/E_temp_H	4598357576316129804	0.26012283428488625
G/tilted/0.25/ceil/50.0/E_temp_L	4599394694319279308	0.3176944486023785
G/tilted/0.25/ceil/50.0/complete	1	1
G/tilted/0.25/ceil/50.0/npts	413	413
G/tilted/0.25/ceil/50.0/i_peak	13	13
G/tilted/0.25/ceil/50.0/peak/Tt4	4654958917286822872	1647.1180607529732
G/tilted/0.25/ceil/50.0/peak/branch_choked	1	1
G/tilted/0.25/ceil/50.0/peak/f	4585074233383271850	0.03409364698529356
G/tilted/0.25/ceil/50.0/peak/mdot_air	4604982384426439665	0.7557471183487207
G/tilted/0.25/ceil/50.0/peak/mf	4583083815854154098	0.02576617546313415
G/tilted/0.25/ceil/50.0/peak/mf_sched	4583083815854154098	0.02576617546313415
G/tilted/0.25/ceil/50.0/peak/nu_hp	4606477680613449477	0.9217583438939704
G/tilted/0.25/ceil/50.0/peak/nu_lp	4606016147287727751	0.8705178514091622
G/tilted/0.25/ceil/50.0/peak/phi_hp	4606429291592125761	0.9163860833327037
G/tilted/0.25/ceil/50.0/peak/phi_lp	4605994892479201965	0.8681580936282295
G/tilted/0.25/ceil/50.0/peak/pi_hpc	4617992367625330442	5.601163264705756
G/tilted/0.25/ceil/50.0/peak/pi_lpc	4612945622762721018	2.559376694001796
G/tilted/0.25/ceil/50.0/peak/s	4598355363530371235	0.25999999999999995
G/tilted/0.25/ceil/50.0/peak/sp_thrust	4649855728363135620	755.3936193465056
G/tilted/0.25/ceil/50.0/last/Tt4	4654364384800633623	1511.937024197721
G/tilted/0.25/ceil/50.0/last/branch_choked	1	1
G/tilted/0.25/ceil/50.0/last/f	4584106330409956240	0.029313735472090097
G/tilted/0.25/ceil/50.0/last/mdot_air	4606092363938219240	0.8789795994327081
G/tilted/0.25/ceil/50.0/last/mf	4583083815854154098	0.02576617546313415
G/tilted/0.25/ceil/50.0/last/mf_sched	4583083815854154098	0.02576617546313415
G/tilted/0.25/ceil/50.0/last/nu_hp	4607251631396018040	1.0153682835347961
G/tilted/0.25/ceil/50.0/last/nu_lp	4606016147287727751	0.8705178514091622
