# phase-5L rung-41/42 surge-line + bleed oracle — key	u64 bits	repr
# pypy 3.11.15
r42/0.00/cpg/0.50/1100/eta_th	4594756183525935771	0.15510268723263185
r42/0.00/cpg/0.50/1100/eta_p	4604717916621209222	0.7263852936848287
r42/0.00/cpg/0.50/1100/s2/Tt	4643325565028270080	262.5
r42/0.00/cpg/0.50/1100/s2/pt	4678139857026256349	57531.31294515331
r42/0.00/cpg/0.50/1100/s25/Tt	4644824655511777295	347.71342826425183
r42/0.00/cpg/0.50/1100/s25/pt	4684066300248880266	140463.45054331823
r42/0.00/cpg/0.50/1100/s3/Tt	4648228929003744076	570.4479445697302
r42/0.00/cpg/0.50/1100/s3/pt	4694003374010931141	670105.4422004154
r42/0.00/cpg/0.50/1100/s4/Tt	4652552666608566272	1100.0
r42/0.00/cpg/0.50/1100/s4/pt	4693773127534201349	643301.2245123988
r42/0.00/cpg/0.50/1100/s45/Tt	4651313601681093953	921.1346266639085
r42/0.00/cpg/0.50/1100/s45/pt	4688501539868534143	276947.8249374255
r42/0.00/cpg/0.50/1100/s5/Tt	4650711684691655831	852.7045875637731
r42/0.00/cpg/0.50/1100/s5/pt	4685791183224825387	190664.15223293132
r42/0.00/cpg/0.50/1100/s9/Tt	4650711684691655831	852.7045875637731
r42/0.00/cpg/0.50/1100/s9/pt	4685660159817087786	186850.86918827269
r42/0.00/cpg/0.50/1100/s2/mdot	4603253741972585724	0.5638292529874032
r42/0.00/cpg/0.50/1100/s25/mdot	4603253741972585724	0.5638292529874032
r42/0.00/cpg/0.50/1100/s3/mdot	4603253741972585724	0.5638292529874032
r42/0.00/cpg/0.50/1100/s4/mdot	4603351595800281273	0.5746932102429333
r42/0.00/cpg/0.50/1100/s4/far	4581210892967085564	0.019268168861350063
r42/0.00/cpg/0.50/1100/booking_absent	4607182418800017408	1.0
r42/0.00/cpg/0.50/1100/bleed	13830554455654793216	-1.0
r42/0.00/cpg/0.50/1100/mdot_core	13830554455654793216	-1.0
r42/0.00/cpg/0.50/1100/st_inlet	13830554455654793216	-1.0
r42/0.00/cpg/0.50/1100/tsfc_inlet	13830554455654793216	-1.0
r42/0.00/cpg/0.50/1500/abort	0	0.0
r42/0.00/cpg/0.50/1500/n_pass	4620693217682128896	8.0
r42/0.00/cpg/0.50/1500/pi_lpc	4614524627576543206	3.2605956941215366
r42/0.00/cpg/0.50/1500/pi_hpc	4619050413935540868	6.540897164478
r42/0.00/cpg/0.50/1500/eta_lpc	4606272684335990262	0.8989991851742036
r42/0.00/cpg/0.50/1500/eta_hpc	4606099222622858629	0.8797410663932373
r42/0.00/cpg/0.50/1500/eta_hpt	4606461842859638129	0.92
r42/0.00/cpg/0.50/1500/eta_lpt	4606281698874543309	0.9
r42/0.00/cpg/0.50/1500/n_lp	4607488581192883314	1.0679817075668123
r42/0.00/cpg/0.50/1500/n_hp	4607361093372992625	1.0396737249664307
r42/0.00/cpg/0.50/1500/N_lp_ratio	4607285735661287725	1.0229409516428618
r42/0.00/cpg/0.50/1500/N_hp_ratio	4607222295685797866	1.0088544473487624
r42/0.00/cpg/0.50/1500/slip	4607245301979703613	1.0139628707898531
r42/0.00/cpg/0.50/1500/phi_lp	4607461812480101563	1.0620378593128368
r42/0.00/cpg/0.50/1500/phi_hp	4607258503211884321	1.016894133173942
r42/0.00/cpg/0.50/1500/nu_hpt	4607222295685797866	1.0088544473487624
r42/0.00/cpg/0.50/1500/nu_lpt	4607285735661287727	1.0229409516428623
r42/0.00/cpg/0.50/1500/tau_hpt	4605717804202370306	0.8373951151490078
r42/0.00/cpg/0.50/1500/tau_lpt	4606513284257310085	0.9257111424114305
r42/0.00/cpg/0.50/1500/tau_lpc	4609194782568388525	1.4468345179134119
r42/0.00/cpg/0.50/1500/tau_hpc	4610817943614218813	1.8072486710644988
r42/0.00/cpg/0.50/1500/pi_hpt	4601427004634511389	0.4305103338600718
r42/0.00/cpg/0.50/1500/pi_lpt	4604376207078889679	0.6884479135231006
r42/0.00/cpg/0.50/1500/mdot_air	4606064076643883562	0.8758390788851262
r42/0.00/cpg/0.50/1500/mdot_ratio	4606064076643883562	0.8758390788851262
r42/0.00/cpg/0.50/1500/thrust	4649586801655428017	724.8201923683429
r42/0.00/cpg/0.50/1500/V0	4639778269427724694	158.42979517754856
r42/0.00/cpg/0.50/1500/V9	4648603661270833835	613.0500710074169
r42/0.00/cpg/0.50/1500/M9	4607182418800017406	0.9999999999999998
r42/0.00/cpg/0.50/1500/T9	4652105052426895752	1011.1121591665296
