# slice S oracle (gas) — rungs 43+45 TwoSpoolFuelTransient — key	u64 bits (or an integer)	repr
T/reacting/2/eqf/Pt_hp	4688817273356488076	295325.9327432744
T/reacting/2/eqf/Pt_lp	4682550617176439699	113711.63368843337
T/reacting/2/eqf/Tt2	4643745586963694955	286.3754828060834
T/reacting/2/eqf/Tt25	4645729247740659943	399.1335432288601
T/reacting/2/eqf/Tt3	4649220409138200273	683.1661857198579
T/reacting/2/eqf/Tt4	4654091982887451712	1449.9999999997817
T/reacting/2/eqf/Tt45	4653058847086078708	1215.0921156096128
T/reacting/2/eqf/Tt5	4652652886209025424	1122.7872989078496
T/reacting/2/eqf/branch_choked	1	1
T/reacting/2/eqf/eta_hpc	4606101235435778498	0.8799645335180275
T/reacting/2/eqf/eta_hpt	4606461842859638129	0.92
T/reacting/2/eqf/eta_lpc	4606280406744396143	0.8998565447359804
T/reacting/2/eqf/eta_lpt	4606281698874543309	0.9
T/reacting/2/eqf/f	4582217404563743807	0.02276020745248197
T/reacting/2/eqf/m_hp	4606993270282434971	0.9790002960706262
T/reacting/2/eqf/m_imp	4606744801664541932	0.951414738022462
T/reacting/2/eqf/m_lp	4606744801664541938	0.9514147380224627
T/reacting/2/eqf/mdot4	4606939847131357494	0.9730691348332019
T/reacting/2/eqf/mdot_air	4606744801664541931	0.9514147380224619
T/reacting/2/eqf/mdot_air_face	4606744801664541937	0.9514147380224626
T/reacting/2/eqf/n_hp	4607050595046823127	0.9853646234011205
T/reacting/2/eqf/n_lp	4606951045314998123	0.9743123829643826
T/reacting/2/eqf/nu_hp	4607005270843384386	0.980332625978072
T/reacting/2/eqf/nu_hpt	4607156222825796955	0.9970916626267966
T/reacting/2/eqf/nu_lp	4606951045314998123	0.9743123829643826
T/reacting/2/eqf/nu_lpt	4607107661981594917	0.9917003258939628
T/reacting/2/eqf/phi_hp	4607124242605107658	0.9935411448926115
T/reacting/2/eqf/phi_lp	4606970737563011387	0.9764986616794781
T/reacting/2/eqf/pi_hpc	4618208258992831773	5.792913318319987
T/reacting/2/eqf/pi_hpt	4601473660874200239	0.4331002754373214
T/reacting/2/eqf/pi_lpc	4613713943527016781	2.9005796551292975
T/reacting/2/eqf/pi_lpt	4604375713299195158	0.6883930929645057
T/reacting/2/eqf/pt4	4698144910304089782	1255911.4452528185
T/reacting/2/eqf/slip	4607127105402350812	0.9938589792340298
T/reacting/2/eqf/sp_thrust	4649384791524965760	701.8542994483578
T/reacting/2/eqf/tau_hpc	4610387284250651932	1.7116230828240253
T/reacting/2/eqf/tau_hpt	4605723203544008973	0.8379945624895143
T/reacting/2/eqf/tau_lpc	4608955675204256806	1.3937420177101187
T/reacting/2/eqf/tau_lpt	4606498184357603956	0.924034716779103
T/reacting/2/eqf/passes	32	32
T/reacting/3/mf	4582590203545869955	0.024053613744710944
T/reacting/3/eqf/M9	4607182418800017599	1.0000000000000424
T/reacting/3/eqf/Pc_hp	4688998029257809551	305847.31095550297
T/reacting/3/eqf/Pc_lp	4682837332674528720	117883.89331128378
T/reacting/3/eqf/Phi_hp	13632104184074464350	-5.5001346756873444e-14
T/reacting/3/eqf/Phi_lp	4409508309236637709	6.295581659355785e-14
T/reacting/3/eqf/Pt_hp	4688998029257809262	305847.31095548614
T/reacting/3/eqf/Pt_lp	4682837332674529230	117883.8933112912
T/reacting/3/eqf/Tt2	4643745586963694955	286.3754828060834
T/reacting/3/eqf/Tt25	4645801516094756434	403.24152355114813
T/reacting/3/eqf/Tt3	4649341121304789379	696.8895702138983
T/reacting/3/eqf/Tt4	4654311885213007776	1499.9999999999782
T/reacting/3/eqf/Tt45	4653251292294928268	1258.8490900671777
T/reacting/3/eqf/Tt5	4652834268025883549	1164.0287492654527
T/reacting/3/eqf/branch_choked	1	1
T/reacting/3/eqf/eta_hpc	4606101554889448489	0.88
T/reacting/3/eqf/eta_hpt	4606461842859638129	0.92
T/reacting/3/eqf/eta_lpc	4606281698874543309	0.9
T/reacting/3/eqf/eta_lpt	4606281698874543309	0.9
T/reacting/3/eqf/f	4582590203545651961	0.024053613743954625
T/reacting/3/eqf/m_hp	4607182418800017491	1.0000000000000184
T/reacting/3/eqf/m_imp	4607182418800159010	1.000000000031442
T/reacting/3/eqf/m_lp	4607182418800159015	1.000000000031443
T/reacting/3/eqf/mdot4	4607290746646056605	1.0240536137761531
T/reacting/3/eqf/mdot_air	4607182418800159011	1.0000000000314422
T/reacting/3/eqf/mdot_air_face	4607182418800159015	1.000000000031443
T/reacting/3/eqf/n_hp	4607182418800017454	1.0000000000000102
T/reacting/3/eqf/n_lp	4607182418800054045	1.000000000008135
T/reacting/3/eqf/nu_hp	4607182418800017424	1.0000000000000036
T/reacting/3/eqf/nu_hpt	4607182418800017457	1.0000000000000109
T/reacting/3/eqf/nu_lp	4607182418800054045	1.000000000008135
T/reacting/3/eqf/nu_lpt	4607182418800054061	1.0000000000081386
T/reacting/3/eqf/phi_hp	4607182418800017445	1.0000000000000082
T/reacting/3/eqf/phi_lp	4607182418800122378	1.000000000023308
T/reacting/3/eqf/pi_hpc	4618441417868443765	6.000000000000104
T/reacting/3/eqf/pi_hpt	4601480050219862392	0.43345495537064194
T/reacting/3/eqf/pi_lpc	4613937818241285392	3.0000000000942535
T/reacting/3/eqf/pi_lpt	4604378095750895345	0.6886575982377662
T/reacting/3/eqf/pt4	4698529237748393239	1345394.6514838391
T/reacting/3/eqf/slip	4607182418800054029	1.0000000000081315
T/reacting/3/eqf/sp_thrust	4649627635067397457	729.4624138485325
T/reacting/3/eqf/tau_hpc	4610462024585359328	1.7282187709160937
T/reacting/3/eqf/tau_hpt	4605734355935866165	0.839232726711464
T/reacting/3/eqf/tau_lpc	4609020278146056922	1.4080867523991203
T/reacting/3/eqf/tau_lpt	4606503969167140438	0.9246769596531503
T/reacting/3/eqf/passes	19	19
census/T/reacting/eqf/close_calls	212	212
census/T/reacting/eqf/eq_calls	4	4
census/T/reacting/eqf/eq_passes	68	68
census/T/reacting/eqf/hi_wall_hi0	0	0
census/T/reacting/eqf/hi_wall_literal	0	0
census/T/reacting/eqf/hi_wall_map	212	212
census/T/reacting/eqf/illinois_calls	343	343
census/T/reacting/eqf/illinois_evals	2466	2466
census/T/reacting/eqf/illinois_exhausted	0	0
census/T/reacting/eqf/instant_calls	212	212
census/T/reacting/eqf/interp_high	0	0
census/T/reacting/eqf/interp_low	0	0
census/T/reacting/eqf/interp_mid	0	0
census/T/reacting/eqf/lo_floor_hits	0	0
census/T/reacting/eqf/march_calls	0	0
census/T/reacting/eqf/march_points	0	0
census/T/reacting/eqf/rw_calls	0	0
census/T/reacting/eqf/rw_interior	0	0
census/T/reacting/eqf/rw_one	0	0
census/T/reacting/eqf/rw_zero	0	0
census/T/reacting/eqf/sched_calls	0	0
census/T/reacting/eqf/sched_dormant	0	0
census/T/reacting/eqf/surge_calls	0	0
census/T/reacting/eqf/surge_dormant	0	0
census/T/reacting/eqf/topping_calls	0	0
T/reacting/npts	51	51
T/reacting/at/0/Tt4	4653432275910787067	1299.9999999999989
T/reacting/at/0/branch_choked	1	1
T/reacting/at/0/f	4581131601081822394	0.018993069871709102
T/reacting/at/0/mdot_air	4605517687603361868	0.815177709566123
T/reacting/at/0/mf	4580078806347965952	0.015482727195649026
T/reacting/at/0/mf_sched	4580078806347965952	0.015482727195649026
T/reacting/at/0/nu_hp	4606466504353981894	0.9205175298349608
T/reacting/at/0/nu_lp	4606273358088229686	0.8990739866991138
T/reacting/at/0/phi_hp	4606954169612714469	0.9746592496904297
T/reacting/at/0/phi_lp	4606341920135783697	0.9066859030801045
T/reacting/at/0/pi_hpc	4617517322023143986	5.179238012470295
T/reacting/at/0/pi_lpc	4613072025137759689	2.6155106248558906
T/reacting/at/0/s	0	0.0
T/reacting/at/0/sp_thrust	4648619445781615380	614.8445621231535
T/reacting/at/10/Tt4	4653875297175236642	1400.7313731974068
T/reacting/at/10/branch_choked	1	1
T/reacting/at/10/f	4582011423424335289	0.022045566816201154
T/reacting/at/10/mdot_air	4605509655234278697	0.8142859374562806
T/reacting/at/10/mf	4580831358753736900	0.017951395041685428
T/reacting/at/10/mf_sched	4580831358753736900	0.017951395041685428
T/reacting/at/10/nu_hp	4606506787463930036	0.9249898534517542
T/reacting/at/10/nu_lp	4606322590026052077	0.904539829790847
T/reacting/at/10/phi_hp	4606820511198216016	0.9598201847693222
T/reacting/at/10/phi_lp	4606283691331088426	0.9002212071131954
T/reacting/at/10/pi_hpc	4617679578632076262	5.323350830977665
T/reacting/at/10/pi_lpc	4613152960623977356	2.651453200979125
T/reacting/at/10/s	4596373779694328217	0.19999999999999998
T/reacting/at/10/sp_thrust	4649024974735011342	660.9478664392971
T/reacting/at/20/Tt4	4654240457389665883	1483.759193277822
T/reacting/at/20/branch_choked	1	1
T/reacting/at/20/f	4582724512212523079	0.02451959053885158
T/reacting/at/20/mdot_air	4605676469410465589	0.8328060313799371
T/reacting/at/20/mf	4581542903815593609	0.020420062887721833
T/reacting/at/20/mf_sched	4581542903815593609	0.020420062887721833
T/reacting/at/20/nu_hp	4606608561281614090	0.9362890170214382
T/reacting/at/20/nu_lp	4606446664494556870	0.918314862961062
T/reacting/at/20/phi_hp	4606772253353540932	0.9544624877416159
T/reacting/at/20/phi_lp	4606343713999348170	0.906885061943336
T/reacting/at/20/pi_hpc	4617876295610316094	5.498070605838903
T/reacting/at/20/pi_lpc	4613290914472556394	2.712717016590365
T/reacting/at/20/s	4600877379321698715	0.4000000000000001
T/reacting/at/20/sp_thrust	4649378674580676000	701.1588833955357
T/reacting/at/30/Tt4	4654334010933833013	1505.0308064658432
T/reacting/at/30/branch_choked	1	1
T/reacting/at/30/f	4582859159122053540	0.02498674084871201
T/reacting/at/30/mdot_air	4605981178233386711	0.8666355064812831
T/reacting/at/30/mf	4581898676346521963	0.021654396810740034
T/reacting/at/30/mf_sched	4581898676346521963	0.021654396810740034
T/reacting/at/30/nu_hp	4606738474911625674	0.9507123273465876
T/reacting/at/30/nu_lp	4606605414508687326	0.9359396550457821
T/reacting/at/30/phi_hp	4606841625447169394	0.962164337302893
T/reacting/at/30/phi_lp	4606515456702690629	0.9259523322995525
T/reacting/at/30/pi_hpc	4618028323095768019	5.633098137618577
T/reacting/at/30/pi_lpc	4613435848573689820	2.7770806870430373
T/reacting/at/30/s	4603579539098121013	0.6000000000000002
T/reacting/at/30/sp_thrust	4649505433126607736	715.569661636705
T/reacting/at/40/Tt4	4654246407989361432	1485.1122030016904
T/reacting/at/40/branch_choked	1	1
T/reacting/at/40/f	4582627949104050066	0.024184569956488718
T/reacting/at/40/mdot_air	4606240091782677237	0.8953806848622593
T/reacting/at/40/mf	4581898676346521963	0.021654396810740034
T/reacting/at/40/mf_sched	4581898676346521963	0.021654396810740034
T/reacting/at/40/nu_hp	4606831871809188765	0.9610814659568977
T/reacting/at/40/nu_lp	4606720963256770883	0.9487681431046798
T/reacting/at/40/phi_hp	4606942463018534611	0.9733595566505876
T/reacting/at/40/phi_lp	4606675581088835309	0.9437297103297319
T/reacting/at/40/pi_hpc	4618094170228665964	5.691582140057658
T/reacting/at/40/pi_lpc	4613527082502725884	2.8175966905001797
T/reacting/at/40/s	4605380978949069213	0.8000000000000004
T/reacting/at/40/sp_thrust	4649461931040476218	710.6240470301193
T/reacting/at/50/Tt4	4654191317490314160	1472.5860737513103
T/reacting/at/50/branch_choked	1	1
T/reacting/at/50/f	4582481985680422478	0.023678157601287268
T/reacting/at/50/mdot_air	4606412577793325139	0.9145304789069634
T/reacting/at/50/mf	4581898676346521963	0.021654396810740034
T/reacting/at/50/mf_sched	4581898676346521963	0.021654396810740034
T/reacting/at/50/nu_hp	4606893112232951941	0.9678805188068657
T/reacting/at/50/nu_lp	4606798107991961729	0.9573329292284286
T/reacting/at/50/phi_hp	4607007355792831397	0.9805641018661971
T/reacting/at/50/phi_lp	4606779706026993689	0.9552899007078423
T/reacting/at/50/pi_hpc	4618136663507900206	5.7293237536558035
T/reacting/at/50/pi_lpc	4613588189204433099	2.8447335173778803
T/reacting/at/50/s	4607182418800017410	1.0000000000000004
T/reacting/at/50/sp_thrust	4649434474286670285	707.5025755158218
T/reacting/last/Tt4	4654191317490314160	1472.5860737513103
T/reacting/last/branch_choked	1	1
T/reacting/last/f	4582481985680422478	0.023678157601287268
T/reacting/last/mdot_air	4606412577793325139	0.9145304789069634
T/reacting/last/mf	4581898676346521963	0.021654396810740034
T/reacting/last/mf_sched	4581898676346521963	0.021654396810740034
T/reacting/last/nu_hp	4606893112232951941	0.9678805188068657
T/reacting/last/nu_lp	4606798107991961729	0.9573329292284286
T/reacting/last/phi_hp	4607007355792831397	0.9805641018661971
T/reacting/last/phi_lp	4606779706026993689	0.9552899007078423
T/reacting/last/pi_hpc	4618136663507900206	5.7293237536558035
T/reacting/last/pi_lpc	4613588189204433099	2.8447335173778803
T/reacting/last/s	4607182418800017410	1.0000000000000004
T/reacting/last/sp_thrust	4649434474286670285	707.5025755158218
census/T/reacting/march/close_calls	204	204
census/T/reacting/march/eq_calls	0	0
census/T/reacting/march/eq_passes	0	0
census/T/reacting/march/hi_wall_hi0	0	0
census/T/reacting/march/hi_wall_literal	0	0
census/T/reacting/march/hi_wall_map	204	204
census/T/reacting/march/illinois_calls	288	288
census/T/reacting/march/illinois_evals	2049	2049
census/T/reacting/march/illinois_exhausted	0	0
census/T/reacting/march/instant_calls	204	204
census/T/reacting/march/interp_high	0	0
census/T/reacting/march/interp_low	0	0
census/T/reacting/march/interp_mid	0	0
census/T/reacting/march/lo_floor_hits	0	0
census/T/reacting/march/march_calls	1	1
census/T/reacting/march/march_points	51	51
census/T/reacting/march/rw_calls	204	204
census/T/reacting/march/rw_interior	0	0
census/T/reacting/march/rw_one	204	204
census/T/reacting/march/rw_zero	0	0
census/T/reacting/march/sched_calls	0	0
census/T/reacting/march/sched_dormant	0	0
census/T/reacting/march/surge_calls	0	0
census/T/reacting/march/surge_dormant	0	0
census/T/reacting/march/topping_calls	0	0
T/forkb/equilibrium_flag	0	0
T/forkb/0/mf	4580078806347965952	0.015482727195649026
T/forkb/0/eqf/M9	4607182418800017272	0.9999999999999849
T/forkb/0/eqf/Pc_hp	4688278067109841341	263939.99837603775
T/forkb/0/eqf/Pc_lp	4681699833963081592	101331.10848992865
T/forkb/0/eqf/Phi_hp	13642611370712834849	-2.8836710854903997e-13
T/forkb/0/eqf/Phi_lp	4412740625774564249	1.0375338699467109e-13
T/forkb/0/eqf/Pt_hp	4688278067109839630	263939.99837593816
T/forkb/0/eqf/Pt_lp	4681699833963082519	101331.10848994214
T/forkb/0/eqf/Tt2	4643745586963694955	286.3754828060834
T/forkb/0/eqf/Tt25	4645514570985501892	386.9305825157319
T/forkb/0/eqf/Tt3	4648858689195994171	642.0433893496005
T/forkb/0/eqf/Tt4	4653432275910805870	1300.0000000042742
T/forkb/0/eqf/Tt45	4652483237200079276	1084.2135802084622
T/forkb/0/eqf/Tt5	4652003636573160737	999.5825114605578
T/forkb/0/eqf/branch_choked	1	1
T/forkb/0/eqf/eta_hpc	4606096182669315152	0.8794035637514614
T/forkb/0/eqf/eta_hpt	4606461842859638129	0.92
T/forkb/0/eqf/eta_lpc	4606261425406107327	0.8977491928553362
T/forkb/0/eqf/eta_lpt	4606281698874543309	0.9
T/forkb/0/eqf/f	4581131601081783189	0.018993069871573082
T/forkb/0/eqf/m_hp	4606424968580917953	0.9159061326748416
T/forkb/0/eqf/m_imp	4605517687603391918	0.8151777095694592
T/forkb/0/eqf/m_lp	4605517687603414387	0.8151777095719538
T/forkb/0/eqf/mdot4	4605657143612249499	0.8306604367650609
T/forkb/0/eqf/mdot_air	4605517687603391918	0.8151777095694592
T/forkb/0/eqf/mdot_air_face	4605517687603414387	0.8151777095719538
T/forkb/0/eqf/n_hp	4606639458753226023	0.9397193254600652
T/forkb/0/eqf/n_lp	4606273358088252767	0.8990739867016763
T/forkb/0/eqf/nu_hp	4606466504354003259	0.9205175298373328
T/forkb/0/eqf/nu_hpt	4607081488109901505	0.9887944423942018
T/forkb/0/eqf/nu_lp	4606273358088252767	0.8990739867016763
T/forkb/0/eqf/nu_lpt	4606901207641938557	0.9687792897519355
T/forkb/0/eqf/phi_hp	4606954169612736876	0.9746592496929174
T/forkb/0/eqf/phi_lp	4606341920135818907	0.9066859030840136
T/forkb/0/eqf/pi_hpc	4617517322023160186	5.179238012484683
T/forkb/0/eqf/pi_hpt	4601452978454641009	0.43195217051734064
T/forkb/0/eqf/pi_lpc	4613072025137776554	2.61551062486338
T/forkb/0/eqf/pi_lpt	4604367028551976502	0.6874288923319856
T/forkb/0/eqf/pt4	4696944611345385222	1012510.5330602832
T/forkb/0/eqf/slip	4606972595239368190	0.9767049051858405
T/forkb/0/eqf/sp_thrust	4648619445781635658	614.8445621254589
T/forkb/0/eqf/tau_hpc	4610151752302488071	1.6593244844467578
T/forkb/0/eqf/tau_hpt	4605687317815739197	0.8340104463114596
T/forkb/0/eqf/tau_lpc	4608763768939160520	1.3511302668941756
T/forkb/0/eqf/tau_lpt	4606479338785831004	0.9219424380096473
T/forkb/0/eqf/passes	14	14
T/forkb/1/mf	4581257965340778111	0.01943148396477889
T/forkb/1/eqf/M9	4607182418800016769	0.9999999999999291
T/forkb/1/eqf/Pc_hp	4688637006290247550	284833.00847768027
T/forkb/1/eqf/Pc_lp	4682265465281325700	109562.1274835263
T/forkb/1/eqf/Phi_hp	4421353810343698126	3.951208899589467e-13
T/forkb/1/eqf/Phi_lp	4413609988935554040	1.1576574779234076e-13
T/forkb/1/eqf/Pt_hp	4688637006290249755	284833.0084778086
T/forkb/1/eqf/Pt_lp	4682265465281326684	109562.12748354062
T/forkb/1/eqf/Tt2	4643745586963694955	286.3754828060834
T/forkb/1/eqf/Tt25	4645657334204942009	395.0457319962839
T/forkb/1/eqf/Tt3	4649099752593604372	669.4491247143328
T/forkb/1/eqf/Tt4	4653872080561898351	1400.0000000001999
T/forkb/1/eqf/Tt45	4652866687241450674	1171.4000254639363
T/forkb/1/eqf/Tt5	4652471880382598320	1081.6313388764793
T/forkb/1/eqf/branch_choked	1	1
T/forkb/1/eqf/eta_hpc	4606100255269041248	0.8798557131500608
T/forkb/1/eqf/eta_hpt	4606461842859638129	0.92
T/forkb/1/eqf/eta_lpc	4606276554964911506	0.8994289113090181
T/forkb/1/eqf/eta_lpt	4606281698874543309	0.9
T/forkb/1/eqf/f	4581850056782075197	0.02148571381106489
T/forkb/1/eqf/m_hp	4606803777805276898	0.9579624049572113
T/forkb/1/eqf/m_imp	4606321248549718049	0.9043908959995443
T/forkb/1/eqf/m_lp	4606321248549718105	0.9043908959995505
T/forkb/1/eqf/mdot4	4606496271797604115	0.9238223799643229
T/forkb/1/eqf/mdot_air	4606321248549718048	0.9043908959995441
T/forkb/1/eqf/mdot_air_face	4606321248549718105	0.9043908959995505
T/forkb/1/eqf/n_hp	4606916176306034217	0.9704411453046237
T/forkb/1/eqf/n_lp	4606722474417233490	0.9489359156186288
T/forkb/1/eqf/nu_hp	4606826891331444533	0.9605285218503697
T/forkb/1/eqf/nu_hpt	4607130550640828626	0.9942414775423691
T/forkb/1/eqf/nu_lp	4606722474417233490	0.9489359156186288
T/forkb/1/eqf/nu_lpt	4607035773511454738	0.9837191024184924
T/forkb/1/eqf/phi_hp	4607066596731568283	0.987141167284807
T/forkb/1/eqf/phi_lp	4606759602189420666	0.9530579263721528
T/forkb/1/eqf/pi_hpc	4617976357626030255	5.5869435288279155
T/forkb/1/eqf/pi_hpt	4601467073491879281	0.43273460226108457
T/forkb/1/eqf/pi_lpc	4613494895868379860	2.803302953485721
T/forkb/1/eqf/pi_lpt	4604373094667333030	0.6881023664258705
T/forkb/1/eqf/pt4	4697778650799207877	1170635.008986817
T/forkb/1/eqf/slip	4607073711029414310	0.9879310130120771
T/forkb/1/eqf/sp_thrust	4649136117548636234	673.583341455794
T/forkb/1/eqf/tau_hpc	4610310671853023002	1.6946117132601501
T/forkb/1/eqf/tau_hpt	4605711671999819873	0.8367143039026922
T/forkb/1/eqf/tau_lpc	4608891389445701639	1.3794677118494307
T/forkb/1/eqf/tau_lpt	4606492164037038906	0.9233663269284087
T/forkb/1/eqf/passes	3	3
T/forkb/2/mf	4581898676346521963	0.021654396810740034
T/forkb/2/eqf/M9	4607182418800016925	0.9999999999999464
T/forkb/2/eqf/Pc_hp	4688817273356487936	295325.9327432662
T/forkb/2/eqf/Pc_lp	4682550617176445788	113711.63368852198
T/forkb/2/eqf/Phi_hp	4403708058034642824	2.5858297923933683e-14
T/forkb/2/eqf/Phi_lp	13648672241843022977	-7.339784548436931e-13
T/forkb/2/eqf/Pt_hp	4688817273356488076	295325.9327432744
T/forkb/2/eqf/Pt_lp	4682550617176439699	113711.63368843337
T/forkb/2/eqf/Tt2	4643745586963694955	286.3754828060834
T/forkb/2/eqf/Tt25	4645729247740659943	399.1335432288601
T/forkb/2/eqf/Tt3	4649220409138200273	683.1661857198579
T/forkb/2/eqf/Tt4	4654091982887451712	1449.9999999997817
T/forkb/2/eqf/Tt45	4653058847086078708	1215.0921156096128
T/forkb/2/eqf/Tt5	4652652886209025424	1122.7872989078496
T/forkb/2/eqf/branch_choked	1	1
T/forkb/2/eqf/eta_hpc	4606101235435778498	0.8799645335180275
T/forkb/2/eqf/eta_hpt	4606461842859638129	0.92
T/forkb/2/eqf/eta_lpc	4606280406744396143	0.8998565447359804
T/forkb/2/eqf/eta_lpt	4606281698874543309	0.9
T/forkb/2/eqf/f	4582217404563743807	0.02276020745248197
T/forkb/2/eqf/m_hp	4606993270282434971	0.9790002960706262
T/forkb/2/eqf/m_imp	4606744801664541932	0.951414738022462
T/forkb/2/eqf/m_lp	4606744801664541938	0.9514147380224627
T/forkb/2/eqf/mdot4	4606939847131357494	0.9730691348332019
T/forkb/2/eqf/mdot_air	4606744801664541931	0.9514147380224619
T/forkb/2/eqf/mdot_air_face	4606744801664541937	0.9514147380224626
T/forkb/2/eqf/n_hp	4607050595046823127	0.9853646234011205
T/forkb/2/eqf/n_lp	4606951045314998123	0.9743123829643826
T/forkb/2/eqf/nu_hp	4607005270843384386	0.980332625978072
T/forkb/2/eqf/nu_hpt	4607156222825796955	0.9970916626267966
T/forkb/2/eqf/nu_lp	4606951045314998123	0.9743123829643826
T/forkb/2/eqf/nu_lpt	4607107661981594917	0.9917003258939628
T/forkb/2/eqf/phi_hp	4607124242605107658	0.9935411448926115
T/forkb/2/eqf/phi_lp	4606970737563011387	0.9764986616794781
T/forkb/2/eqf/pi_hpc	4618208258992831773	5.792913318319987
T/forkb/2/eqf/pi_hpt	4601473660874200239	0.4331002754373214
T/forkb/2/eqf/pi_lpc	4613713943527016781	2.9005796551292975
T/forkb/2/eqf/pi_lpt	4604375713299195158	0.6883930929645057
T/forkb/2/eqf/pt4	4698144910304089782	1255911.4452528185
T/forkb/2/eqf/slip	4607127105402350812	0.9938589792340298
T/forkb/2/eqf/sp_thrust	4649384791524965760	701.8542994483578
T/forkb/2/eqf/tau_hpc	4610387284250651932	1.7116230828240253
T/forkb/2/eqf/tau_hpt	4605723203544008973	0.8379945624895143
T/forkb/2/eqf/tau_lpc	4608955675204256806	1.3937420177101187
T/forkb/2/eqf/tau_lpt	4606498184357603956	0.924034716779103
T/forkb/2/eqf/passes	32	32
T/forkb/3/mf	4582590203545869955	0.024053613744710944
T/forkb/3/eqf/M9	4607182418800017599	1.0000000000000424
T/forkb/3/eqf/Pc_hp	4688998029257809551	305847.31095550297
T/forkb/3/eqf/Pc_lp	4682837332674528720	117883.89331128378
T/forkb/3/eqf/Phi_hp	13632104184074464350	-5.5001346756873444e-14
T/forkb/3/eqf/Phi_lp	4409508309236637709	6.295581659355785e-14
T/forkb/3/eqf/Pt_hp	4688998029257809262	305847.31095548614
T/forkb/3/eqf/Pt_lp	4682837332674529230	117883.8933112912
T/forkb/3/eqf/Tt2	4643745586963694955	286.3754828060834
T/forkb/3/eqf/Tt25	4645801516094756434	403.24152355114813
T/forkb/3/eqf/Tt3	4649341121304789379	696.8895702138983
T/forkb/3/eqf/Tt4	4654311885213007776	1499.9999999999782
T/forkb/3/eqf/Tt45	4653251292294928268	1258.8490900671777
T/forkb/3/eqf/Tt5	4652834268025883549	1164.0287492654527
T/forkb/3/eqf/branch_choked	1	1
T/forkb/3/eqf/eta_hpc	4606101554889448489	0.88
T/forkb/3/eqf/eta_hpt	4606461842859638129	0.92
T/forkb/3/eqf/eta_lpc	4606281698874543309	0.9
T/forkb/3/eqf/eta_lpt	4606281698874543309	0.9
T/forkb/3/eqf/f	4582590203545651961	0.024053613743954625
T/forkb/3/eqf/m_hp	4607182418800017491	1.0000000000000184
T/forkb/3/eqf/m_imp	4607182418800159010	1.000000000031442
T/forkb/3/eqf/m_lp	4607182418800159015	1.000000000031443
T/forkb/3/eqf/mdot4	4607290746646056605	1.0240536137761531
T/forkb/3/eqf/mdot_air	4607182418800159011	1.0000000000314422
T/forkb/3/eqf/mdot_air_face	4607182418800159015	1.000000000031443
T/forkb/3/eqf/n_hp	4607182418800017454	1.0000000000000102
T/forkb/3/eqf/n_lp	4607182418800054045	1.000000000008135
T/forkb/3/eqf/nu_hp	4607182418800017424	1.0000000000000036
T/forkb/3/eqf/nu_hpt	4607182418800017457	1.0000000000000109
T/forkb/3/eqf/nu_lp	4607182418800054045	1.000000000008135
T/forkb/3/eqf/nu_lpt	4607182418800054061	1.0000000000081386
T/forkb/3/eqf/phi_hp	4607182418800017445	1.0000000000000082
T/forkb/3/eqf/phi_lp	4607182418800122378	1.000000000023308
T/forkb/3/eqf/pi_hpc	4618441417868443765	6.000000000000104
T/forkb/3/eqf/pi_hpt	4601480050219862392	0.43345495537064194
T/forkb/3/eqf/pi_lpc	4613937818241285392	3.0000000000942535
T/forkb/3/eqf/pi_lpt	4604378095750895345	0.6886575982377662
T/forkb/3/eqf/pt4	4698529237748393239	1345394.6514838391
T/forkb/3/eqf/slip	4607182418800054029	1.0000000000081315
T/forkb/3/eqf/sp_thrust	4649627635067397457	729.4624138485325
T/forkb/3/eqf/tau_hpc	4610462024585359328	1.7282187709160937
T/forkb/3/eqf/tau_hpt	4605734355935866165	0.839232726711464
T/forkb/3/eqf/tau_lpc	4609020278146056922	1.4080867523991203
T/forkb/3/eqf/tau_lpt	4606503969167140438	0.9246769596531503
T/forkb/3/eqf/passes	19	19
census/T/forkb/eqf/close_calls	212	212
census/T/forkb/eqf/eq_calls	4	4
census/T/forkb/eqf/eq_passes	68	68
census/T/forkb/eqf/hi_wall_hi0	0	0
census/T/forkb/eqf/hi_wall_literal	0	0
census/T/forkb/eqf/hi_wall_map	212	212
census/T/forkb/eqf/illinois_calls	343	343
census/T/forkb/eqf/illinois_evals	2466	2466
census/T/forkb/eqf/illinois_exhausted	0	0
census/T/forkb/eqf/instant_calls	212	212
census/T/forkb/eqf/interp_high	0	0
census/T/forkb/eqf/interp_low	0	0
census/T/forkb/eqf/interp_mid	0	0
census/T/forkb/eqf/lo_floor_hits	0	0
census/T/forkb/eqf/march_calls	0	0
census/T/forkb/eqf/march_points	0	0
census/T/forkb/eqf/rw_calls	0	0
census/T/forkb/eqf/rw_interior	0	0
census/T/forkb/eqf/rw_one	0	0
census/T/forkb/eqf/rw_zero	0	0
census/T/forkb/eqf/sched_calls	0	0
census/T/forkb/eqf/sched_dormant	0	0
census/T/forkb/eqf/surge_calls	0	0
census/T/forkb/eqf/surge_dormant	0	0
census/T/forkb/eqf/topping_calls	0	0
T/forkb/npts	51	51
T/forkb/at/0/Tt4	4653432275910787067	1299.9999999999989
T/forkb/at/0/branch_choked	1	1
T/forkb/at/0/f	4581131601081822394	0.018993069871709102
T/forkb/at/0/mdot_air	4605517687603361868	0.815177709566123
