# slice R oracle (equil) — rungs 40+44 TwoSpoolTransient — key	u64 bits (or an integer)	repr
P/shaped/1300/slip	4606972583589328663	0.9767036117716285
P/shaped/1300/sp_thrust	4648619464610102502	614.8467026743135
P/shaped/1300/tau_hpc	4610151732763364389	1.6593201458897593
P/shaped/1300/tau_hpt	4605687334554633296	0.8340123047020231
P/shaped/1300/tau_lpc	4608763754180542356	1.3511269898226361
P/shaped/1300/tau_lpt	4606479348420970742	0.9219435077250455
P/shaped/1300/exit_noise	1	1
P/shaped/1300/passes	80	80
P/shaped/1300/powers_calls	240	240
P/shaped/1200/M9	4607182418800017535	1.0000000000000282
P/shaped/1200/Pc_hp	4687596136799750716	243195.21505983348
P/shaped/1200/Pc_lp	4681137646469284876	93150.20373775082
P/shaped/1200/Phi_hp	13670749697290479916	-2.206384035316239e-11
P/shaped/1200/Phi_lp	4431691661813470311	1.879423865698249e-12
P/shaped/1200/Pt_hp	4687596136799472155	243195.2150517263
P/shaped/1200/Pt_lp	4681137646469302546	93150.20373800796
P/shaped/1200/Tt2	4643745586963694955	286.3754828060834
P/shaped/1200/Tt25	4645372528454742380	378.85639944371974
P/shaped/1200/Tt3	4648617868672074320	614.6652655266898
P/shaped/1200/Tt4	4652992471259676672	1200.0
P/shaped/1200/Tt45	4651983457407953308	997.2884059802632
P/shaped/1200/Tt5	4651284855008123604	917.8665083188921
P/shaped/1200/branch_choked	1	1
P/shaped/1200/eta_hpc	4606089105271478200	0.8786178147481598
P/shaped/1200/eta_hpt	4606461842859638129	0.92
P/shaped/1200/eta_lpc	4606237094431368852	0.8950479120187134
P/shaped/1200/eta_lpt	4606281698874543309	0.9
P/shaped/1200/f	4580434892317798204	0.016575875773966006
P/shaped/1200/m_hp	4606049814425785482	0.8742556545936548
P/shaped/1200/m_imp	4604773011074778198	0.7325020067729706
P/shaped/1200/m_lp	4604773011074778207	0.7325020067729716
P/shaped/1200/mdot4	4604882375247553745	0.7446438690414202
P/shaped/1200/mdot_air	4604773011074778198	0.7325020067729706
P/shaped/1200/n_hp	4606352870890235437	0.9079016810530384
P/shaped/1200/n_lp	4605832527023876820	0.8501319069376572
P/shaped/1200/nu_hp	4606101752703597553	0.8800219617822888
P/shaped/1200/nu_hpt	4607037353029232499	0.9838944641189599
P/shaped/1200/nu_lp	4605832527023876820	0.8501319069376572
P/shaped/1200/nu_lpt	4606778280846280389	0.9551316738636265
P/shaped/1200/phi_hp	4606848620029980489	0.9629408919913455
P/shaped/1200/phi_lp	4605936122854115085	0.8616333545362252
P/shaped/1200/pi_hpc	4617067384932070613	4.779613597956275
P/shaped/1200/pi_hpt	4601436634401037409	0.4310448932860194
P/shaped/1200/pi_lpc	4612668675102164460	2.4363872262554107
P/shaped/1200/pi_lpt	4604360585359157476	0.6867135542300074
P/shaped/1200/pt4	4695723846594877170	870394.8117549105
P/shaped/1200/slip	4606876488162587092	0.9660348762386612
P/shaped/1200/sp_thrust	4648073919530032699	552.8254076865918
P/shaped/1200/tau_hpc	4609985561951304430	1.622422813575834
P/shaped/1200/tau_hpt	4605660865701199131	0.8310736716502193
P/shaped/1200/tau_lpc	4608636792678769340	1.3229358733207581
P/shaped/1200/tau_lpt	4606465104878451800	0.9203621568393698
P/shaped/1200/exit_noise	1	1
P/shaped/1200/passes	80	80
P/shaped/1200/powers_calls	240	240
P/shaped/1100/M9	4607182418800017081	0.9999999999999637
P/shaped/1100/Pc_hp	4686888044412765146	222587.01428130158
P/shaped/1100/Pc_lp	4680576874659764440	84989.89990315156
P/shaped/1100/Phi_hp	13670914536243690257	-2.2596463737104303e-11
P/shaped/1100/Phi_lp	4437553632130000564	4.8561308356281835e-12
P/shaped/1100/Pt_hp	4686888044412461600	222587.01427246723
