# slice R oracle (equil) — rungs 40+44 TwoSpoolTransient — key	u64 bits (or an integer)	repr
P/flat/1300/pi_hpt	4601453057049160503	0.4319565333895982
P/flat/1300/pi_lpc	4613084408007473718	2.62100972368287
P/flat/1300/pi_lpt	4604367060390327668	0.6874324270990386
P/flat/1300/pt4	4696970629268927069	1015539.4180026759
P/flat/1300/slip	4607139078446625639	0.9951882541769067
P/flat/1300/sp_thrust	4648623100920391686	615.2601032920654
P/flat/1300/tau_hpc	4610151732761116119	1.659320145390543
P/flat/1300/tau_hpt	4605687334554646430	0.8340123047034813
P/flat/1300/tau_lpc	4608763754179012709	1.3511269894829863
P/flat/1300/tau_lpt	4606479348420944674	0.9219435077221514
P/flat/1300/exit_noise	1	1
P/flat/1300/passes	80	80
P/flat/1300/powers_calls	240	240
P/flat/1200/M9	4607182418800017047	0.9999999999999599
P/flat/1200/Pc_hp	4687596136794637890	243195.21491103066
P/flat/1200/Pc_lp	4681137646465337576	93150.20368031005
P/flat/1200/Phi_hp	13647754763845422454	-6.413368518091318e-13
P/flat/1200/Phi_lp	4414462172320050771	1.3727788078780946e-13
P/flat/1200/Pt_hp	4687596136794629697	243195.21491079222
P/flat/1200/Pt_lp	4681137646465338918	93150.20368032958
P/flat/1200/Tt2	4643745586963694955	286.3754828060834
P/flat/1200/Tt25	4645372528453744541	378.85639938699916
P/flat/1200/Tt3	4648617868670352334	614.6652653309227
P/flat/1200/Tt4	4652992471259676672	1200.0
P/flat/1200/Tt45	4651983457407851640	997.2884059687049
P/flat/1200/Tt5	4651284855008009265	917.8665083058933
P/flat/1200/branch_choked	1	1
P/flat/1200/eta_hpc	4606101554889448489	0.88
P/flat/1200/eta_hpt	4606461842859638129	0.92
P/flat/1200/eta_lpc	4606281698874543309	0.9
P/flat/1200/eta_lpt	4606281698874543309	0.9
P/flat/1200/f	4580434892253828818	0.016575875552027615
P/flat/1200/m_hp	4606065543672941017	0.8760019518288643
P/flat/1200/m_imp	4604815004781589870	0.7371642447921383
P/flat/1200/m_lp	4604815004781589870	0.7371642447921383
P/flat/1200/mdot4	4604925065035359191	0.749383387575217
P/flat/1200/mdot_air	4604815004781589869	0.7371642447921382
P/flat/1200/n_hp	4606502469227569263	0.9245104329084038
P/flat/1200/n_lp	4606187786422271868	0.8895736233189235
P/flat/1200/nu_hp	4606246757195271826	0.8961206943153732
P/flat/1200/nu_hpt	4607190945889731573	1.001893394266742
P/flat/1200/nu_lp	4606187786422271868	0.8895736233189235
P/flat/1200/nu_lpt	4607177418322618022	0.9994448354857084
P/flat/1200/phi_hp	4606709816718877308	0.9475306288032495
P/flat/1200/phi_lp	4605639228214441965	0.8286714280509365
P/flat/1200/pi_hpc	4617078134034780092	4.789160719013974
P/flat/1200/pi_hpt	4601436634401007334	0.4310448932843499
P/flat/1200/pi_lpc	4612692587711931369	2.44700655823225
P/flat/1200/pi_lpt	4604360585359135924	0.6867135542276146
P/flat/1200/pt4	4695771433969381073	875934.7112726812
P/flat/1200/slip	4607116612069546786	0.9926939852656214
P/flat/1200/sp_thrust	4648082450887684624	553.7953107595113
P/flat/1200/tau_hpc	4609985561950071208	1.6224228133020038
P/flat/1200/tau_hpt	4605660865701112375	0.8310736716405874
P/flat/1200/tau_lpc	4608636792677877341	1.3229358731226946
P/flat/1200/tau_lpt	4606465104878430476	0.9203621568370024
P/flat/1200/exit_noise	0	0
P/flat/1200/passes	6	6
P/flat/1200/powers_calls	19	19
P/flat/1100/M9	4607182418800017620	1.000000000000047
P/flat/1100/Pc_hp	4686888044411068664	222587.01423192746
P/flat/1100/Pc_lp	4680576874658466156	84989.89988425904
P/flat/1100/Phi_hp	4417750724858201403	2.202926178154051e-13
P/flat/1100/Phi_lp	13650415496750255168	-9.105097328168982e-13
P/flat/1100/Pt_hp	4686888044411071661	222587.01423201468
P/flat/1100/Pt_lp	4680576874658456704	84989.89988412149
P/flat/1100/Tt2	4643745586963694955	286.3754828060834
P/flat/1100/Tt25	4645230698881453149	370.7943216023903
P/flat/1100/Tt3	4648377002628721361	587.2819667433743
P/flat/1100/Tt4	4652552666608566272	1100.0
P/flat/1100/Tt45	4651220836875647257	910.5884892808127
P/flat/1100/Tt5	4650568294335070452	836.4029913638064
P/flat/1100/branch_choked	1	1
P/flat/1100/eta_hpc	4606101554889448489	0.88
P/flat/1100/eta_hpt	4606461842859638129	0.92
P/flat/1100/eta_lpc	4606281698874543309	0.9
P/flat/1100/eta_lpt	4606281698874543309	0.9
P/flat/1100/f	4579359393454657364	0.01423474476070622
P/flat/1100/m_hp	4605706754008602559	0.8361682971942556
P/flat/1100/m_imp	4604149154448324161	0.6632400076975459
P/flat/1100/m_lp	4604149154448324161	0.6632400076975459
P/flat/1100/mdot4	4604234191886886120	0.6726810599222093
P/flat/1100/mdot_air	4604149154448324161	0.6632400076975459
P/flat/1100/n_hp	4606240302827451120	0.8954041155389785
P/flat/1100/n_lp	4605830573783052461	0.849915053644073
P/flat/1100/nu_hp	4605909016579280791	0.8586239534929402
P/flat/1100/nu_hpt	4607194383791645855	1.0026567618390698
P/flat/1100/nu_lp	4605830573783052461	0.849915053644073
P/flat/1100/nu_lpt	4607176235462300534	0.9993135116097693
P/flat/1100/phi_hp	4606586543921189766	0.9338445989729827
P/flat/1100/phi_lp	4605204080697263384	0.7803603487829234
P/flat/1100/pi_hpc	4616645344308049630	4.404766223464064
P/flat/1100/pi_hpt	4601417637463404633	0.4299903514081556
P/flat/1100/pi_lpc	4612320630167375459	2.2818242261726467
P/flat/1100/pi_lpt	4604354216031598606	0.6860064168192836
P/flat/1100/pt4	4694700367130164656	751246.1204871442
P/flat/1100/slip	4607091060067350774	0.9898571431492929
P/flat/1100/sp_thrust	4647307835651355206	488.86587704511874
P/flat/1100/tau_hpc	4609811837917801887	1.583848329190779
P/flat/1100/tau_hpt	4605631448601663563	0.8278077175280115
P/flat/1100/tau_lpc	4608510006787720737	1.294783750232803
P/flat/1100/tau_lpt	4606448603723924805	0.9185301606704931
P/flat/1100/exit_noise	0	0
P/flat/1100/passes	5	5
P/flat/1100/powers_calls	16	16
census/P/flat/close_bracket_fails	0	0
census/P/flat/close_calls	559	559
census/P/flat/close_nonreal_propagated	0	0
census/P/flat/eig_complex	0	0
census/P/flat/eig_real	0	0
census/P/flat/hi_wall_literal	559	559
census/P/flat/hi_wall_map	0	0
census/P/flat/illinois_calls	559	559
census/P/flat/illinois_evals	1133	1133
census/P/flat/illinois_exhausted	0	0
census/P/flat/instant_calls	6	6
census/P/flat/integrate_calls	0	0
census/P/flat/match_calls	0	0
census/P/flat/powers_calls	553	553
Q/1500/nu_lp	4607182418799968240	0.9999999999945413
Q/1500/nu_hp	4607182418799682644	0.9999999999628337
Q/1500/pi_lpc	4613937818241328640	3.0000000001134595
Q/1500/pi_hpc	4618441417867983948	5.999999999591704
Q/1500/mdot_air	4607182418799741607	0.9999999999693799
Q/1500/slip	4607182418800160206	1.0000000000317075
Q/1200/nu_lp	4605832527023816362	0.850131906930945
Q/1200/nu_hp	4606101752703400047	0.8800219617603612
Q/1200/pi_lpc	4612668675102171379	2.4363872262584834
Q/1200/pi_hpc	4617067384931832760	4.779613597745019
Q/1200/mdot_air	4604773011074493350	0.7325020067413461
Q/1200/slip	4606876488162735201	0.9660348762551046
census/Q/close_bracket_fails	0	0
census/Q/close_calls	0	0
census/Q/close_nonreal_propagated	0	0
census/Q/eig_complex	0	0
census/Q/eig_real	0	0
census/Q/hi_wall_literal	0	0
census/Q/hi_wall_map	0	0
census/Q/illinois_calls	0	0
census/Q/illinois_evals	0	0
census/Q/illinois_exhausted	0	0
census/Q/instant_calls	0	0
census/Q/integrate_calls	0	0
census/Q/match_calls	2	2
census/Q/powers_calls	0	0
R/flat/1500/J/00	13835108640650157243	-2.022464416102222
R/flat/1500/J/01	13804831430607340429	-0.020130329154088456
R/flat/1500/J/10	13810675314005613422	-0.04956074519559804
R/flat/1500/J/11	13835227608474198608	-2.075296743078333
R/flat/1500/bc	4562243782661004388	0.0009976741139092965
R/flat/1500/eig/0/lo	13854261658587339498	-40.44980828911305
R/flat/1500/eig/0/hi	13835226437612450376	-2.074776776009717
R/flat/1500/eig/1/lo	13845254735535012392	-10.112942706325228
R/flat/1500/eig/1/hi	13835226210949106006	-2.0746761172642136
R/flat/1500/eig/2/lo	13835260845350281825	-2.090056881116013
R/flat/1500/eig/2/hi	13835075403774074027	-2.007704278064542
R/flat/1500/eig/3/lo	13835227877374921507	-2.0754161589878932
R/flat/1500/eig/3/hi	13824328201559480974	-0.40437346731088375
R/flat/1500/eig/4/lo	13835227665372277846	-2.0753220109013837
R/flat/1500/eig/4/hi	13815321332771987552	-0.10109795298206015
R/flat/1500/eig/5/lo	13835227619405966296	-2.0753015977584077
R/flat/1500/eig/5/hi	13804857215791001600	-0.02021978948094727
R/flat/1200/J/00	13832737046572438878	-1.4846325380215926
R/flat/1200/J/01	13801058135904900836	-0.011332041674943345
R/flat/1200/J/10	13806645454961757281	-0.026423990421289626
R/flat/1200/J/11	13832808084055981454	-1.5004060279896723
R/flat/1200/bc	4554159275381328635	0.0002994377606723578
R/flat/1200/eig/0/lo	13852423052510222287	-29.69286318445648
R/flat/1200/eig/0/hi	13832807127383223280	-1.500193603965041
R/flat/1200/eig/1/lo	13843416078062800518	-7.423415465123645
R/flat/1200/eig/1/hi	13832806945658515016	-1.5001532529739894
R/flat/1200/eig/2/lo	13832858209346867257	-1.5115360784011627
R/flat/1200/eig/2/hi	13832686921281553075	-1.4735024876101022
R/flat/1200/eig/3/lo	13832808308154856226	-1.5004557879357852
R/flat/1200/eig/3/hi	13822391712813195568	-0.2968767476582057
R/flat/1200/eig/4/lo	13832808131334135514	-1.500416525848712
R/flat/1200/eig/4/hi	13813384653503488712	-0.07422112904203992
R/flat/1200/eig/5/lo	13832808093133677594	-1.5004080436431253
R/flat/1200/eig/5/hi	13803082820588344128	-0.014844309726763094
R/flat/950/J/00	13831146272743557576	-1.1314097916625645
R/flat/950/J/01	13797711795206723892	-0.006669782953599591
R/flat/950/J/10	13802885963701074872	-0.014502817463009396
R/flat/950/J/11	13831140684832398749	-1.1301690261369466
R/flat/950/bc	4546765886176476618	9.673064469394653e-05
R/flat/950/eig/0/lo	13850434550761971906	-22.628285823128643
R/flat/950/eig/0/hi	13831140279554020632	-1.130079036259593
R/flat/950/eig/1/lo	13841427446465980542	-5.657155796094342
R/flat/950/eig/1/hi	13831140203677805710	-1.1300621883554274
R/flat/950/eig/2/lo	13831187860504311366	-1.1406441295688565
R/flat/950/eig/2/hi	13831099097071644958	-1.1209346882306543
R/flat/950/eig/3/lo	13831140781221825242	-1.1301904288890712
R/flat/950/eig/3/hi	13820691952775715052	-0.22626055558038816
R/flat/950/eig/4/lo	13831140705120907563	-1.1301735310908707
R/flat/950/eig/4/hi	13811684875404103968	-0.05656598462920415
R/flat/950/eig/5/lo	13831140688725984484	-1.1301698906866529
R/flat/950/eig/5/hi	13801047293653507840	-0.011313233366919473
R/flow_press/1500/J/00	13834589693857387369	-1.8960028724734121
R/flow_press/1500/J/01	4605961825491227385	0.8644869204877913
R/flow_press/1500/J/10	13815768265829597831	-0.10730039511987331
R/flow_press/1500/J/11	13831511453496098739	-1.2124962075867927
R/flow_press/1500/bc	13814720504675087087	-0.09275978814430251
R/flow_press/1500/eig/0/lo	13853898505131926928	-37.86944779201724
R/flow_press/1500/eig/0/hi	13831739379130536432	-1.2631058650377973
R/flow_press/1500/eig/1/lo	13844866630412612378	-9.423529517743692
R/flow_press/1500/eig/1/hi	13831765838621296620	-1.2689810522101608
R/flow_press/1500/eig/2/lo	13833748784900210488	-1.7092835752991515
R/flow_press/1500/eig/2/hi	13832352362453275620	-1.3992155047610533
R/flow_press/1500/eig/3/lo	13831408355963055440	-1.189603956593448
R/flow_press/1500/eig/3/hi	13824287117168826646	-0.4020928254880273
R/flow_press/1500/eig/4/lo	13831492695465646860	-1.2083310881259335
R/flow_press/1500/eig/4/hi	13815167656269142512	-0.09896526308452969
R/flow_press/1500/eig/5/lo	13831507951085915346	-1.2117185163013358
R/flow_press/1500/eig/5/hi	13804718268726114272	-0.01973772001019103
R/flow_press/1200/J/00	13833224190911025063	-1.5928003102244277
R/flow_press/1200/J/01	4603362675352642587	0.5759232876563404
R/flow_press/1200/J/10	13811578757286853227	-0.05582964227231887
R/flow_press/1200/J/11	13830479112243555122	-0.9916352010089666
R/flow_press/1200/bc	13808166678723029702	-0.03215359112615128
R/flow_press/1200/eig/0/lo	13853026054530515928	-31.835156710298037
R/flow_press/1200/eig/0/hi	13830610681723441448	-1.0124846951994844
R/flow_press/1200/eig/1/lo	13843998676600614016	-7.940866913758441
R/flow_press/1200/eig/1/hi	13830620973093384662	-1.0147698383726627
R/flow_press/1200/eig/2/lo	13832956931542247467	-1.5334568092716931
R/flow_press/1200/eig/2/hi	13830784043317951765	-1.0509787019617012
R/flow_press/1200/eig/3/lo	13830391797811712003	-0.9819413517475372
R/flow_press/1200/eig/3/hi	13822956953543249842	-0.3282539113063151
R/flow_press/1200/eig/4/lo	13830463203399833180	-0.9898689645494403
R/flow_press/1200/eig/4/hi	13813902396174598144	-0.08140625197074769
R/flow_press/1200/eig/5/lo	13830476142995355044	-0.9913055482372113
R/flow_press/1200/eig/5/hi	13803715208531107696	-0.016257655873999466
R/flow_press/950/J/00	13832000655534261729	-1.3211208808792139
R/flow_press/950/J/01	4600464246948891098	0.37706654637454806
R/flow_press/950/J/10	13805675356345967822	-0.023058284735644467
R/flow_press/950/J/11	13828966184485920353	-0.8236664778969037
R/flow_press/950/bc	13799537701137700977	-0.008694507790590418
R/flow_press/950/eig/0/lo	13851500591377045177	-26.415622898456352
R/flow_press/950/eig/0/hi	13829027385874985568	-0.8304611970248281
R/flow_press/950/eig/1/lo	13842486828348258744	-6.5980759221551395
R/flow_press/950/eig/1/hi	13829033995025550180	-0.8311949601378328
R/flow_press/950/eig/2/lo	13831918962731903927	-1.302981434854457
R/flow_press/950/eig/2/hi	13829129570090635958	-0.8418059239216606
R/flow_press/950/eig/3/lo	13828938030312688694	-0.8205407367607964
R/flow_press/950/eig/3/hi	13821859804724616253	-0.26734991731195007
R/flow_press/950/eig/4/lo	13828961012133171487	-0.8230922313855763
R/flow_press/950/eig/4/hi	13812837675945402872	-0.06663029055528813
R/flow_press/950/eig/5/lo	13828965218071904994	-0.8235591843877865
R/flow_press/950/eig/5/hi	13802203252501566176	-0.013318502317909375
R/press_flow/1500/J/00	13834473581272035279	-1.8702206993320833
R/press_flow/1500/J/01	4608103437924154834	1.2045073275474931
R/press_flow/1500/J/10	13815023118488883001	-0.09695939843987568
R/press_flow/1500/J/11	13831992676508233720	-1.319349181197138
R/press_flow/1500/bc	13816451941852530777	-0.11678830589542723
R/press_flow/1500/eig/0/lo	13853823931182866177	-37.33956801419664
R/press_flow/1500/eig/0/hi	13832284716805573632	-1.3841951536421675
R/press_flow/1500/eig/1/lo	13844784552059631583	-9.277729074059549
R/press_flow/1500/eig/1/hi	13832323125530517512	-1.3927236037980055
R/press_flow/1500/eig/2/lo	13833233128890134500	-1.5947849402646108
R/press_flow/1500/eig/2/hi	13833233128890134500	-1.5947849402646108
R/press_flow/1500/eig/3/lo	13831878324987030135	-1.2939580428489117
R/press_flow/1500/eig/3/hi	13824239243053186116	-0.3994352782146431
R/press_flow/1500/eig/4/lo	13831971139092138398	-1.3145669141491463
R/press_flow/1500/eig/4/hi	13815119236371155936	-0.09829330201459596
R/press_flow/1500/eig/5/lo	13831988629819203112	-1.3184506357300823
R/press_flow/1500/eig/5/hi	13804678790517710688	-0.019600752460376625
R/press_flow/1200/J/00	13833330724783267396	-1.6164555817976103
R/press_flow/1200/J/01	4605412771122325564	0.8035296402752077
R/press_flow/1200/J/10	13810689274040493032	-0.0496576123965225
R/press_flow/1200/J/11	13830856811169896666	-1.06713641089805
R/press_flow/1200/bc	13809283250385177388	-0.03990136342590342
R/press_flow/1200/eig/0/lo	13853115176579718651	-32.303563667166564
R/press_flow/1200/eig/0/hi	13830971868992599752	-1.092684379683691
R/press_flow/1200/eig/1/lo	13844095497454455869	-8.05372221343543
R/press_flow/1200/eig/1/hi	13830985414589746754	-1.0956921064506706
R/press_flow/1200/eig/2/lo	13832942747566947383	-1.5303073340799196
R/press_flow/1200/eig/2/hi	13831244788386216679	-1.1532846586157406
R/press_flow/1200/eig/3/lo	13830807777014614411	-1.056248641260569
R/press_flow/1200/eig/3/hi	13823063688398486487	-0.3341788859970029
R/press_flow/1200/eig/4/lo	13830847682744058830	-1.0651094931893001
R/press_flow/1200/eig/4/hi	13814006407336021852	-0.08284969679863025
R/press_flow/1200/eig/5/lo	13830855100708025310	-1.0667566120675853
R/press_flow/1200/eig/5/hi	13803797843826707136	-0.01654435464844073
R/press_flow/950/J/00	13832262613068856362	-1.3792871381554144
R/press_flow/950/J/01	4602950652106352353	0.5301795181851184
R/press_flow/950/J/10	13804965576968773797	-0.020595742838879123
R/press_flow/950/J/11	13829421731434740313	-0.8742423490346695
R/press_flow/950/bc	13800820287818058363	-0.010919441014981537
R/press_flow/950/eig/0/lo	13851827648840917796	-27.577564424110406
R/press_flow/950/eig/0/hi	13829495395363667056	-0.8824206880325516
R/press_flow/950/eig/1/lo	13842812528762358986	-6.887356001246369
R/press_flow/950/eig/1/hi	13829503514007514532	-0.8833220385653715
R/press_flow/950/eig/2/lo	13832160673156450996	-1.3566519305792726
R/press_flow/950/eig/2/hi	13829625611259551044	-0.8968775566108111
R/press_flow/950/eig/3/lo	13829388655439222854	-0.8705701758560813
R/press_flow/950/eig/3/hi	13822079214396863561	-0.2795296008096711
R/press_flow/950/eig/4/lo	13829415619475328557	-0.8735637852282189
R/press_flow/950/eig/4/hi	13813054758826381696	-0.06964292071422129
R/press_flow/950/eig/5/lo	13829420588217229634	-0.8741154263944184
R/press_flow/950/eig/5/hi	13802549873569547808	-0.013919794021805265
R/tilted/1500/J/00	13834523696802990024	-1.8813485826035379
R/tilted/1500/J/01	4607322167483905410	1.0310304413027045
R/tilted/1500/J/10	13815418267302656379	-0.10244318982993221
R/tilted/1500/J/11	13831723600774194733	-1.2596023661375384
R/tilted/1500/bc	13815647328117888727	-0.10562204721881173
R/tilted/1500/eig/0/lo	13853856191649426606	-37.56879241586408
R/tilted/1500/eig/0/hi	13831985616760695824	-1.3177816023442155
R/tilted/1500/eig/1/lo	13844820394056941235	-9.341397251118314
R/tilted/1500/eig/1/hi	13832017891472775040	-1.3249480280369141
R/tilted/1500/eig/2/lo	13833123648788592378	-1.570475474370538
R/tilted/1500/eig/2/hi	13833123648788592378	-1.570475474370538
R/tilted/1500/eig/3/lo	13831612814457183394	-1.2350028621456564
R/tilted/1500/eig/3/hi	13824265074661180927	-0.4008692205125896
R/tilted/1500/eig/4/lo	13831703114766636656	-1.255053558682814
R/tilted/1500/eig/4/hi	13815142506259323808	-0.09861623658490126
R/tilted/1500/eig/5/lo	13831719764455134078	-1.258750532187349
R/tilted/1500/eig/5/hi	13804697400779444704	-0.019665319776224766
R/tilted/1200/J/00	13833278097506864552	-1.6047699790004604
R/tilted/1200/J/01	4604293648537073666	0.679282074122739
R/tilted/1200/J/10	13811183173458532297	-0.05308472805749848
R/tilted/1200/J/11	13830667226451494451	-1.0250401470006067
R/tilted/1200/bc	13808729580117268986	-0.036059504179139126
R/tilted/1200/eig/0/lo	13853082610914636040	-32.07217069957011
R/tilted/1200/eig/0/hi	13830771840028784216	-1.0482690274397068
R/tilted/1200/eig/1/lo	13844062995080884310	-7.9979931999224245
R/tilted/1200/eig/1/hi	13830783674653821216	-1.0508968420804834
R/tilted/1200/eig/2/lo	13832958962279836692	-1.533907723597399
R/tilted/1200/eig/2/hi	13830986361678522312	-1.0959024024036683
R/tilted/1200/eig/3/lo	13830620405065487782	-1.0146437108427135
R/tilted/1200/eig/3/hi	13823012735500261872	-0.3313504319579854
R/tilted/1200/eig/4/lo	13830658614754405965	-1.0231279661228598
R/tilted/1200/eig/4/hi	13813956037854909984	-0.08215067982777002
R/tilted/1200/eig/5/lo	13830665616378679518	-1.0246826390185144
R/tilted/1200/eig/5/hi	13803757737470198240	-0.016405207772096975
R/tilted/950/J/00	13832110747335924914	-1.3455661714850007
R/tilted/950/J/01	4601557287061278274	0.43774246135510364
R/tilted/950/J/10	13805338232014099679	-0.02188864975001514
R/tilted/950/J/11	13829160403645486600	-0.8452291361742832
R/tilted/950/bc	13800049070032516604	-0.009581591417311401
R/tilted/950/eig/0/lo	13851638048750368764	-26.903969588915047
R/tilted/950/eig/0/hi	13829226641154724432	-0.8525829769592495
R/tilted/950/eig/1/lo	13842623737350123355	-6.719675543073971
R/tilted/950/eig/1/hi	13829233860186831392	-0.853384450525315
R/tilted/950/eig/2/lo	13832020921356365325	-1.3256207973416878
R/tilted/950/eig/2/hi	13829340055604605778	-0.8651745103175961
R/tilted/950/eig/3/lo	13829130268242820740	-0.8418834343846844
R/tilted/950/eig/3/hi	13821951840624815203	-0.27245893608659894
R/tilted/950/eig/4/lo	13829154852412317637	-0.8446128254863586
R/tilted/950/eig/4/hi	13812928780430094192	-0.06789461926217455
R/tilted/950/eig/5/lo	13829159365919934748	-0.8451139254941924
R/tilted/950/eig/5/hi	13802348733946030560	-0.013570872394940758
R/steep/1500/J/00	13834337799708408674	-1.8400711356805108
R/steep/1500/J/01	4607910362019939674	1.1616358646754947
R/steep/1500/J/10	13815851409909229098	-0.10845425101447206
R/steep/1500/J/11	13831158165749080377	-1.134050569375246
R/steep/1500/bc	13817079121634537273	-0.1259843476549294
R/steep/1500/eig/0/lo	13853738231930978294	-36.73063820530653
R/steep/1500/eig/0/hi	13831476950834300464	-1.2048350776789327
R/steep/1500/eig/1/lo	13844696598212022216	-9.121491655307082
R/steep/1500/eig/1/hi	13831513337734106080	-1.2129145924707174
R/steep/1500/eig/2/lo	13832747982728744526	-1.4870608525278786
R/steep/1500/eig/2/hi	13832747982728744526	-1.4870608525278786
R/steep/1500/eig/3/lo	13831003057310819897	-1.0996095774811592
R/steep/1500/eig/3/hi	13824293645470512413	-0.40245521903018916
R/steep/1500/eig/4/lo	13831130781510956364	-1.1279700470398266
R/steep/1500/eig/4/hi	13815104160272713704	-0.09808407911944494
R/steep/1500/eig/5/lo	13831153074917755628	-1.1329201777450022
R/steep/1500/eig/5/hi	13804658715423814752	-0.019531102987049187
R/steep/1200/J/00	13833425177173482986	-1.6374282254672559
R/steep/1200/J/01	4605527572198589875	0.8162751200872463
R/steep/1200/J/10	13811911796792332538	-0.05814056806664954
R/steep/1200/J/11	13830043407203963655	-0.9432622243190004
R/steep/1200/bc	13810372377248809960	-0.04745869918054507
R/steep/1200/eig/0/lo	13853173600866379654	-32.71869319195598
R/steep/1200/eig/0/hi	13830312464111689216	-0.9731335417081368
R/steep/1200/eig/1/lo	13844152080471441010	-8.154233842650886
R/steep/1200/eig/1/hi	13830339809674057468	-0.9761695090043925
R/steep/1200/eig/2/lo	13833078925838240023	-1.5605449845284676
R/steep/1200/eig/2/hi	13830645182764621399	-1.0201454652577888
R/steep/1200/eig/3/lo	13829900906731354319	-0.9274414937479153
R/steep/1200/eig/3/hi	13823228114634748614	-0.34330637566453637
R/steep/1200/eig/4/lo	13830018514562985663	-0.940498586003251
R/steep/1200/eig/4/hi	13814135055562612888	-0.08463504958911228
R/steep/1200/eig/5/lo	13830038792769571738	-0.9427499191882476
R/steep/1200/eig/5/hi	13803896485697219648	-0.016886587385425367
R/steep/950/J/00	13832436648689358949	-1.417930808752794
R/steep/950/J/01	4603140789540425166	0.5512890139001969
R/steep/950/J/10	13805947591825913249	-0.024002791291754758
R/steep/950/J/11	13828694778518809072	-0.7935343625261435
R/steep/950/bc	13802153661211071177	-0.013232475142083715
R/steep/950/eig/0/lo	13852044792010247352	-28.349011932045613
R/steep/950/eig/0/hi	13828781285849293520	-0.8031386055364127
R/steep/950/eig/1/lo	13843028444848297364	-7.079128009242954
R/steep/950/eig/1/hi	13828789588609102144	-0.8040603970471594
R/steep/950/eig/2/lo	13832337726592656755	-1.3959656908721996
R/steep/950/eig/2/hi	13828892622712213458	-0.8154994804067377
R/steep/950/eig/3/lo	13828647547900209381	-0.7882907105024769
R/steep/950/eig/3/hi	13822246752139430094	-0.28882981377422545
R/steep/950/eig/4/lo	13828686521344283356	-0.7926176319984637
R/steep/950/eig/4/hi	13813211149043695444	-0.07181327096531948
R/steep/950/eig/5/lo	13828693248875591254	-0.7933645380141552
R/steep/950/eig/5/hi	13802797370409047968	-0.014349132599516257
R/lp_only/1500/J/00	13834781419093791491	-1.9385744268449236
R/lp_only/1500/J/01	4609226521011613887	1.453881868000323
R/lp_only/1500/J/10	13810375500961701501	-0.04748037429288574
R/lp_only/1500/J/11	13835146245855645083	-2.039164482093566
R/lp_only/1500/bc	13813010654863098628	-0.06903085527029523
R/lp_only/1500/eig/0/lo	13854020160913176320	-38.73386410831699
R/lp_only/1500/eig/0/hi	13835230968536914888	-2.0767889106750523
R/lp_only/1500/eig/1/lo	13844992718466506226	-9.647506894644696
R/lp_only/1500/eig/1/hi	13835248399293678941	-2.0845297216734893
R/lp_only/1500/eig/2/lo	13835007927761458972	-1.9888694544692447
R/lp_only/1500/eig/2/hi	13835007927761458972	-1.9888694544692447
R/lp_only/1500/eig/3/lo	13835127324463261150	-2.030761695900522
R/lp_only/1500/eig/3/hi	13824179478364848208	-0.3961176715620285
R/lp_only/1500/eig/4/lo	13835142240519162245	-2.0373857553797188
R/lp_only/1500/eig/4/hi	13815149078738486560	-0.09870744805609322
R/lp_only/1500/eig/5/lo	13835145476117969184	-2.038822649897284
R/lp_only/1500/eig/5/hi	13804715345048190784	-0.01972757646473089
R/lp_only/1200/J/00	13833290529112313267	-1.6075303499209042
R/lp_only/1200/J/01	4605863211920052006	0.8535386147618496
R/lp_only/1200/J/10	13806920176021902324	-0.02737712056604731
R/lp_only/1200/J/11	13832712829029784520	-1.4792551633306505
R/lp_only/1200/bc	13805764461276162423	-0.023367429564112165
R/lp_only/1200/eig/0/lo	13853091504316580130	-32.13536212104579
R/lp_only/1200/eig/0/hi	13832781485853837680	-1.4945000407029418
R/lp_only/1200/eig/1/lo	13844076394302182194	-8.019788198239983
R/lp_only/1200/eig/1/hi	13832793279313053368	-1.4971187146951888
R/lp_only/1200/eig/2/lo	13833001679071048894	-1.5433927566257775
R/lp_only/1200/eig/2/hi	13833001679071048894	-1.5433927566257775
R/lp_only/1200/eig/3/lo	13832694585515961526	-1.4752042895113795
R/lp_only/1200/eig/3/hi	13822908369295886142	-0.3255569438034519
R/lp_only/1200/eig/4/lo	13832709065284584664	-1.47841944401471
R/lp_only/1200/eig/4/hi	13813888415909050864	-0.08121223681198564
R/lp_only/1200/eig/5/lo	13832712109712638790	-1.4790954428392111
R/lp_only/1200/eig/5/hi	13803708685334856384	-0.016235023990648356
R/lp_only/950/J/00	13832029583346965193	-1.3275441456222998
R/lp_only/950/J/01	4602748874507255518	0.5077777045480294
R/lp_only/950/J/10	13803583090549541971	-0.015799279545557997
R/lp_only/950/J/11	13831058908368127175	-1.112011003435599
R/lp_only/950/bc	13799150327646340369	-0.008022521901156073
R/lp_only/950/eig/0/lo	13851536887900572790	-26.544574054085807
R/lp_only/950/eig/0/hi	13831087320940287248	-1.1183198617957864
R/lp_only/950/eig/1/lo	13842523280456413144	-6.6304518979704525
R/lp_only/950/eig/1/hi	13831091644268841812	-1.1192798335766456
R/lp_only/950/eig/2/lo	13831814128060334789	-1.2797034616234424
R/lp_only/950/eig/2/hi	13831274363654757579	-1.1598516874344564
R/lp_only/950/eig/3/lo	13831050352810120544	-1.1101112879381034
R/lp_only/950/eig/3/hi	13821860860860342231	-0.26740854462195557
R/lp_only/950/eig/4/lo	13831057180062677472	-1.11162724253483
