# phase-5K two-spool matcher oracle — key	u64 bits	repr
# pypy 3.11.15
r38/eq/1.20/1500/tau_lpt	4606502817982108384	0.9245491524403313
r38/eq/1.20/1500/pi_lpt	4604377694458222669	0.6886130458012844
r38/eq/1.20/1500/mdot_air	4608094704600197668	1.2025681400797419
r38/eq/1.20/1500/mdot_ratio	4608094704600197668	1.2025681400797419
r38/eq/1.20/1500/thrust	4649937846697310016	764.7293930777596
r38/eq/1.20/1500/V0	4645407900701383239	380.8670788755739
r38/eq/1.20/1500/V9	4648640143371059283	617.1976056154912
r38/eq/1.20/1500/M9	4607182418800017469	1.0000000000000135
r38/eq/1.20/1500/T9	4652052268542386319	1005.1113262539892
r38/eq/1.20/1500/p9	4688044472186178499	256243.49213418187
r38/eq/1.20/1500/F_over_mdot	4648804770690543664	635.9135649702566
r38/eq/1.20/1500/tsfc	4540492336869131263	3.637167679560598e-05
r38/eq/1.20/1500/eta_th	4593569747652650981	0.12358623831929057
r38/eq/1.20/1500/eta_p	4611594530609886050	1.9796856237073475
r38/eq/1.20/1500/s2/Tt	4644378775611910871	322.36809035452956
r38/eq/1.20/1500/s2/pt	4682761841319323207	116785.34950985863
r38/eq/1.20/1500/s25/Tt	4646423450198507028	438.5943843144644
r38/eq/1.20/1500/s25/pt	4689149914647049863	314688.20419011306
r38/eq/1.20/1500/s3/Tt	4649633069737092684	730.0802642602443
r38/eq/1.20/1500/s3/pt	4699981389513048085	1683500.0815315295
r38/eq/1.20/1500/s4/Tt	4654311885213007872	1500.0
r38/eq/1.20/1500/s4/pt	4699692166401328435	1616160.0782702684
r38/eq/1.20/1500/s45/Tt	4653249546563705171	1258.4521567426461
r38/eq/1.20/1500/s45/pt	4694263844269312790	700428.17115626
r38/eq/1.20/1500/s5/Tt	4652831946409883994	1163.500874902666
r38/eq/1.20/1500/s5/pt	4692029875282987097	482323.97633088153
r38/eq/1.20/1500/s9/Tt	4652831946409883994	1163.500874902666
r38/eq/1.20/1500/s9/pt	4691864150026633672	472677.4968042639
r38/eq/1.20/1500/s4/far	4582323771718990262	0.02312924265503976
r38/eq/1.60/400/abort	4616189618054758400	4.0
r38/eq/1.60/500/abort	4613937818241073152	3.0
r38/eq/1.60/600/abort	4611686018427387904	2.0
r38/eq/1.60/650/abort	0	0.0
r38/eq/1.60/650/n_pass	4624070917402656768	14.0
r38/eq/1.60/650/pi_lpc	4609277977732386032	1.4653075552349115
r38/eq/1.60/650/pi_hpc	4612345873377294260	2.2930344633195663
r38/eq/1.60/650/tau_lpc	4607753064921225920	1.1267088925357456
r38/eq/1.60/650/tau_hpc	4608515981369494289	1.2961103738823037
r38/eq/1.60/650/tau_hpt	4605457666276686229	0.8085140036817388
r38/eq/1.60/650/pi_hpt	4601337256162687008	0.4255282928678543
r38/eq/1.60/650/tau_lpt	4606369785459454592	0.9097795754729106
r38/eq/1.60/650/pi_lpt	4604331033527501158	0.6834326418375383
r38/eq/1.60/650/mdot_air	4604977951725280222	0.755254989659871
r38/eq/1.60/650/mdot_ratio	4604977951725280222	0.755254989659871
r38/eq/1.60/650/thrust	4627557588923847614	24.38714560681887
r38/eq/1.60/650/V0	4647641328871307359	507.82277183409855
r38/eq/1.60/650/V9	4645743653679803354	399.9524260616723
r38/eq/1.60/650/M9	4607182418800017613	1.0000000000000455
r38/eq/1.60/650/T9	4645745034281299524	400.030904170799
r38/eq/1.60/650/p9	4681387256955067421	96782.51436696989
r38/eq/1.60/650/F_over_mdot	4629741223725675528	32.28994967355544
r38/eq/1.60/650/tsfc	4545320397701125237	7.714062287796245e-05
r38/eq/1.60/650/eta_th	13825283237816794058	-0.4573886294219248
r38/eq/1.60/650/eta_p	13823101522783120361	-0.33627911624415546
r38/eq/1.60/650/s2/Tt	4645362121196066384	378.2648152796073
r38/eq/1.60/650/s2/pt	4686072667236213351	198856.41517664792
r38/eq/1.60/650/s25/Tt	4646205306155554517	426.1943311089247
r38/eq/1.60/650/s25/pt	4688749582521361419	291385.8075652725
r38/eq/1.60/650/s3/Tt	4648070132690191668	552.3948938401068
r38/eq/1.60/650/s3/pt	4693986643023115483	668157.6988693731
r38/eq/1.60/650/s4/Tt	4648928676283416576	650.0
r38/eq/1.60/650/s4/pt	4693757065785898317	641431.3909145981
r38/eq/1.60/650/s45/Tt	4647833862669973935	525.5341023931304
r38/eq/1.60/650/s45/pt	4688432809737507326	272947.20477607835
r38/eq/1.60/650/s5/Tt	4647118795570925268	478.12019257175893
r38/eq/1.60/650/s5/pt	4685649513797607788	186541.02924228774
r38/eq/1.60/650/s9/Tt	4647118795570925268	478.12019257175893
r38/eq/1.60/650/s9/pt	4685521323778414539	182810.20865744198
r38/eq/1.60/650/s4/far	4567889970394340330	0.002490866830516127
r38/eq/1.60/900/abort	0	0.0
r38/eq/1.60/900/n_pass	4621819117588971520	10.0
r38/eq/1.60/900/pi_lpc	4610304892683161272	1.6933284797714077
r38/eq/1.60/900/pi_hpc	4613739953859422378	2.9121305630952365
r38/eq/1.60/900/tau_lpc	4607984564041860627	1.1781120233175713
r38/eq/1.60/900/tau_hpc	4608945919251532020	1.3915757610416764
r38/eq/1.60/900/tau_hpt	4605553711732826198	0.8191771913634607
r38/eq/1.60/900/pi_hpt	4601375937887839225	0.427675559962665
r38/eq/1.60/900/tau_lpt	4606409846231329128	0.9142272146048471
r38/eq/1.60/900/pi_lpt	4604341661050110300	0.6846125338670777
r38/eq/1.60/900/mdot_air	4606554313230108518	0.9302662734391844
r38/eq/1.60/900/mdot_ratio	4606554313230108518	0.9302662734391844
r38/eq/1.60/900/thrust	4640623067418633112	182.4403982025367
r38/eq/1.60/900/V0	4647641328871307359	507.82277183409855
r38/eq/1.60/900/V9	4647042228884509007	473.76788034501527
r38/eq/1.60/900/M9	4607182418800017651	1.000000000000054
r38/eq/1.60/900/T9	4648214292887616760	568.7840108106893
r38/eq/1.60/900/p9	4684181993507499972	143830.5675271732
r38/eq/1.60/900/F_over_mdot	4641104246141156642	196.11632003819346
r38/eq/1.60/900/tsfc	4540785085775607725	3.835542054807183e-05
r38/eq/1.60/900/eta_th	13810636754660929791	-0.049293185993834136
r38/eq/1.60/900/eta_p	13842123744770617002	-6.275592923946229
r38/eq/1.60/900/s2/Tt	4645362121196066384	378.2648152796073
r38/eq/1.60/900/s2/pt	4686072667236213351	198856.41517664792
r38/eq/1.60/900/s25/Tt	4646547368546586857	445.6383268789055
r38/eq/1.60/900/s25/pt	4689528576607827133	336729.2312038651
r38/eq/1.60/900/s3/Tt	4648666020493858361	620.1394938758523
r38/eq/1.60/900/s3/pt	4696670497535594918	980599.4856763377
r38/eq/1.60/900/s4/Tt	4651127699538968576	900.0
r38/eq/1.60/900/s4/pt	4696333566117878574	941375.5062492841
r38/eq/1.60/900/s45/Tt	4649696218718195046	737.259472227114
r38/eq/1.60/900/s45/pt	4690660284436876682	402603.2967702976
r38/eq/1.60/900/s5/Tt	4649139981956233849	674.0226737352342
r38/eq/1.60/900/s5/pt	4688478852789693494	275627.2631451519
r38/eq/1.60/900/s9/Tt	4649139981956233849	674.0226737352342
r38/eq/1.60/900/s9/pt	4688384147983205941	270114.71788224886
r38/eq/1.60/900/s4/far	4575322440594517748	0.0075221239314051565
r38/eq/1.60/1100/abort	0	0.0
r38/eq/1.60/1100/n_pass	4620693217682128896	8.0
r38/eq/1.60/1100/pi_lpc	4611225401319707228	1.8977224563033337
r38/eq/1.60/1100/pi_hpc	4614936408906985682	3.4434633397887433
r38/eq/1.60/1100/tau_lpc	4608173219648268007	1.2200019829091902
r38/eq/1.60/1100/tau_hpc	4609257526437812603	1.460766455611149
r38/eq/1.60/1100/tau_hpt	4605625557393505988	0.8271536620340716
r38/eq/1.60/1100/pi_hpt	4601414517013615011	0.42981713164797436
r38/eq/1.60/1100/tau_lpt	4606445704900311971	0.9182083265985636
r38/eq/1.60/1100/pi_lpt	4604353114739995247	0.6858841488897961
r38/eq/1.60/1100/mdot_air	4607652476102870813	1.10437368810421
r38/eq/1.60/1100/mdot_ratio	4607652476102870813	1.10437368810421
r38/eq/1.60/1100/thrust	4644838456809730777	348.4979412246444
r38/eq/1.60/1100/V0	4647641328871307359	507.82277183409855
r38/eq/1.60/1100/V9	4647838893123873817	526.1059987893124
r38/eq/1.60/1100/M9	4607182418800017252	0.9999999999999827
r38/eq/1.60/1100/T9	4649464189751355643	710.8808327273285
r38/eq/1.60/1100/p9	4685872996632192554	193045.23577003303
r38/eq/1.60/1100/F_over_mdot	4644259034777691304	315.56161196024414
r38/eq/1.60/1100/tsfc	4540704771255092810	3.7811188187919316e-05
r38/eq/1.60/1100/eta_th	4581923852183595329	0.021741743041937104
r38/eq/1.60/1100/eta_p	4624314620616011323	14.432903869826182
r38/eq/1.60/1100/s2/Tt	4645362121196066384	378.2648152796073
r38/eq/1.60/1100/s2/pt	4686072667236213351	198856.41517664792
r38/eq/1.60/1100/s25/Tt	4646826125492325724	461.48382470589945
r38/eq/1.60/1100/s25/pt	4690226853309192309	377374.2846607038
r38/eq/1.60/1100/s3/Tt	4649140838847007061	674.1200909375135
r38/eq/1.60/1100/s3/pt	4698332012262284246	1299474.514608135
r38/eq/1.60/1100/s4/Tt	4652552666608566272	1100.0
r38/eq/1.60/1100/s4/pt	4698108764240595149	1247495.5340238095
r38/eq/1.60/1100/s45/Tt	4651214508429384254	909.8690282374807
r38/eq/1.60/1100/s45/pt	4692853091660454017	536194.952177778
r38/eq/1.60/1100/s5/Tt	4650559905734058055	835.4493178417987
r38/eq/1.60/1100/s5/pt	4690061812039770355	367767.6184134625
r38/eq/1.60/1100/s9/Tt	4650559905734058055	835.4493178417987
r38/eq/1.60/1100/s9/pt	4689935448048281265	360412.26604519325
r38/eq/1.60/1100/s4/far	4578031812835678614	0.011931759494711962
r38/eq/1.60/1500/abort	0	0.0
r38/eq/1.60/1500/n_pass	4641240890982006784	200.0
r38/eq/1.60/1500/pi_lpc	4612506713486084829	2.364461820144568
r38/eq/1.60/1500/pi_hpc	4616864541976489801	4.599452862221207
r38/eq/1.60/1500/tau_lpc	4608553306862333968	1.3043982981935223
r38/eq/1.60/1500/tau_hpc	4609811038615282790	1.5836708483787105
r38/eq/1.60/1500/tau_hpt	4605728201517528435	0.8385494490172917
r38/eq/1.60/1500/pi_hpt	4601476934464751510	0.4332819962174822
r38/eq/1.60/1500/tau_lpt	4606500994601360937	0.9243467165114839
r38/eq/1.60/1500/pi_lpt	4604377014436158600	0.6885375481860061
r38/eq/1.60/1500/mdot_air	4609647930544021268	1.547453581135362
r38/eq/1.60/1500/mdot_ratio	4609647930544021268	1.547453581135362
r38/eq/1.60/1500/thrust	4650392614695338516	816.4305286706099
r38/eq/1.60/1500/V0	4647641328871307359	507.82277183409855
r38/eq/1.60/1500/V9	4648638978533421025	617.0651789079385
r38/eq/1.60/1500/M9	4607182418800017412	1.0000000000000009
r38/eq/1.60/1500/T9	4652042031427501640	1003.9475010353572
r38/eq/1.60/1500/p9	4689394743855130663	328939.139715793
r38/eq/1.60/1500/F_over_mdot	4647852000501574678	527.5961351109461
r38/eq/1.60/1500/tsfc	4541188956199446937	4.10921529913788e-05
r38/eq/1.60/1500/eta_th	4589756352301534031	0.07066474680918343
r38/eq/1.60/1500/eta_p	4616286533757549154	4.086078435748819
r38/eq/1.60/1500/s2/Tt	4645362121196066384	378.2648152796073
r38/eq/1.60/1500/s2/pt	4686072667236213351	198856.41517664792
r38/eq/1.60/1500/s25/Tt	4647387741194742916	493.4079813172068
r38/eq/1.60/1500/s25/pt	4691821387692789621	470188.4013760009
r38/eq/1.60/1500/s3/Tt	4650084446282853060	781.3958363694478
r38/eq/1.60/1500/s3/pt	4701898579646225308	2162609.388492061
r38/eq/1.60/1500/s4/Tt	4654311885213007872	1500.0
r38/eq/1.60/1500/s4/pt	4701667614853748953	2076105.0129523783
r38/eq/1.60/1500/s45/Tt	4653246784664269582	1257.8241735167717
r38/eq/1.60/1500/s45/pt	4695974192615997186	899538.9243716898
r38/eq/1.60/1500/s5/Tt	4652828273028804664	1162.6656447453552
r38/eq/1.60/1500/s5/pt	4693567528317071024	619366.3254828062
r38/eq/1.60/1500/s9/Tt	4652828273028804664	1162.6656447453552
r38/eq/1.60/1500/s9/pt	4693461121992583330	606978.99897315
r38/eq/1.60/1500/s4/far	4581906073574741484	0.021680061101639156
r38/eq/2.00/400/abort	4616189618054758400	4.0
r38/eq/2.00/500/abort	4613937818241073152	3.0
r38/eq/2.00/600/abort	4616189618054758400	4.0
r38/eq/2.00/650/abort	4611686018427387904	2.0
r38/eq/2.00/900/abort	0	0.0
r38/eq/2.00/900/n_pass	4621256167635550208	9.0
r38/eq/2.00/900/pi_lpc	4609724758733690847	1.564512866157649
r38/eq/2.00/900/pi_hpc	4612949330960455195	2.5610234646035344
r38/eq/2.00/900/tau_lpc	4607848716070091147	1.1479477140961503
r38/eq/2.00/900/tau_hpc	4608682627653911477	1.3331132822679426
r38/eq/2.00/900/tau_hpt	4605549180963581979	0.8186741749300411
r38/eq/2.00/900/pi_hpt	4601373557657479203	0.4275434306351846
r38/eq/2.00/900/tau_lpt	4606407622859425531	0.9139803707368793
r38/eq/2.00/900/pi_lpt	4604340852024643428	0.6845227139969947
r38/eq/2.00/900/mdot_air	4608724190378126497	1.3423420609458747
r38/eq/2.00/900/mdot_ratio	4608724190378126497	1.3423420609458747
r38/eq/2.00/900/thrust	4639126264222324726	139.89869268255978
r38/eq/2.00/900/V0	4648794786243791675	634.7784647926231
r38/eq/2.00/900/V9	4647039929067287953	473.6371508714156
r38/eq/2.00/900/M9	4607182418800016795	0.9999999999999319
r38/eq/2.00/900/T9	4648207115704046850	567.9680595068787
r38/eq/2.00/900/p9	4686349867700020257	206924.01047781206
r38/eq/2.00/900/F_over_mdot	4637034237132619256	104.21985330920859
r38/eq/2.00/900/tsfc	4543255537545589245	5.509585289828823e-05
r38/eq/2.00/900/eta_th	13823542599655857411	-0.3607638012312721
r38/eq/2.00/900/eta_p	13828268139183853708	-0.7461678812383226
r38/eq/2.00/900/s2/Tt	4646616148371619680	449.54800728241935
r38/eq/2.00/900/s2/pt	4689797715477858930	352395.1752893097
r38/eq/2.00/900/s25/Tt	4647750506537929849	516.0576073363328
r38/eq/2.00/900/s25/pt	4692983073120770060	551326.7857120051
r38/eq/2.00/900/s3/Tt	4649262604568487184	687.9632507554797
r38/eq/2.00/900/s3/pt	4698815137329068749	1411960.8348728896
r38/eq/2.00/900/s4/Tt	4651127699538968576	900.0
r38/eq/2.00/900/s4/pt	4698572564304708272	1355482.401477974
r38/eq/2.00/900/s45/Tt	4649692236596774773	736.8067574354196
r38/eq/2.00/900/s45/pt	4693225316237491871	579527.5961055345
r38/eq/2.00/900/s5/Tt	4649134741592179397	673.4269133173735
r38/eq/2.00/900/s5/pt	4690558863184633145	396699.8029102865
r38/eq/2.00/900/s9/Tt	4649134741592179397	673.4269133173735
r38/eq/2.00/900/s9/pt	4690422558170246799	388765.8068520808
r38/eq/2.00/900/s4/far	4573270191634898986	0.005742081707005334
r38/eq/2.00/1100/abort	0	0.0
r38/eq/2.00/1100/n_pass	4641240890982006784	200.0
r38/eq/2.00/1100/pi_lpc	4610451757377918819	1.7259389928962825
r38/eq/2.00/1100/pi_hpc	4613918941081875345	2.991616857287632
r38/eq/2.00/1100/tau_lpc	4608005266908069888	1.1827089830658224
r38/eq/2.00/1100/tau_hpc	4608955796703878438	1.3937689960456026
r38/eq/2.00/1100/tau_hpt	4605620891404595224	0.826635633201934
r38/eq/2.00/1100/pi_hpt	4601412046190788173	0.4296799734283681
r38/eq/2.00/1100/tau_lpt	4606443408995718539	0.9179534299843665
r38/eq/2.00/1100/pi_lpt	4604352243088189221	0.6857873760993455
r38/eq/2.00/1100/mdot_air	4609657995596747399	1.5496884717914854
r38/eq/2.00/1100/mdot_ratio	4609657995596747399	1.5496884717914854
r38/eq/2.00/1100/thrust	4644583922896243305	334.0293633659954
r38/eq/2.00/1100/V0	4648794786243791675	634.7784647926231
r38/eq/2.00/1100/V9	4647837652925375578	525.9650045439005
r38/eq/2.00/1100/M9	4607182418800017196	0.9999999999999765
r38/eq/2.00/1100/T9	4649454953745647500	709.830820445191
r38/eq/2.00/1100/p9	4688383225028178474	270060.9948289717
r38/eq/2.00/1100/F_over_mdot	4641787872044354064	215.5461368179681
r38/eq/2.00/1100/tsfc	4542058274681198221	4.698288415698219e-05
r38/eq/2.00/1100/eta_th	13817673084352353580	-0.14247012478214438
r38/eq/2.00/1100/eta_p	13835543814223375160	-2.215720304380195
r38/eq/2.00/1100/s2/Tt	4646616148371619680	449.54800728241935
r38/eq/2.00/1100/s2/pt	4689797715477858930	352395.1752893097
r38/eq/2.00/1100/s25/Tt	4647887961845062146	531.6844665322571
r38/eq/2.00/1100/s25/pt	4693471718320865821	608212.5739403401
r38/eq/2.00/1100/s3/Tt	4649729519432512232	741.0453251317058
r38/eq/2.00/1100/s3/pt	4700565672171669818	1819538.9890142218
r38/eq/2.00/1100/s4/Tt	4652552666608566272	1100.0
r38/eq/2.00/1100/s4/pt	4700253077753605298	1746757.4294536528
r38/eq/2.00/1100/s45/Tt	4651209496136609037	909.2991965221314
r38/eq/2.00/1100/s45/pt	4694694359032581652	750546.6858734512
r38/eq/2.00/1100/s5/Tt	4650553264670524157	834.6943163295215
r38/eq/2.00/1100/s5/pt	4692586356431984601	514715.442356465
r38/eq/2.00/1100/s9/Tt	4650553264670524157	834.6943163295215
r38/eq/2.00/1100/s9/pt	4692409501552651226	504421.1335093357
r38/eq/2.00/1100/s4/far	4576991427815759472	0.010126979176603629
r38/eq/2.00/1500/abort	0	0.0
r38/eq/2.00/1500/n_pass	4641240890982006784	200.0
r38/eq/2.00/1500/pi_lpc	4611885600385525413	2.0886321940896146
r38/eq/2.00/1500/pi_hpc	4616037475154917312	3.932434979825274
r38/eq/2.00/1500/tau_lpc	4608320444726611534	1.2526925172650354
r38/eq/2.00/1500/tau_hpc	4609448520105359293	1.5031755690647366
r38/eq/2.00/1500/tau_hpt	4605723309382441873	0.8380063129160239
r38/eq/2.00/1500/pi_hpt	4601474403289468001	0.4331414877635265
r38/eq/2.00/1500/tau_lpt	4606498629307528385	0.9240841161441936
r38/eq/2.00/1500/pi_lpt	4604376132840816803	0.6884396714413196
r38/eq/2.00/1500/mdot_air	4611856334023641081	2.0756353185652157
r38/eq/2.00/1500/mdot_ratio	4611856334023641081	2.0756353185652157
r38/eq/2.00/1500/thrust	4650811904827940011	864.0982979339509
r38/eq/2.00/1500/V0	4648794786243791675	634.7784647926231
r38/eq/2.00/1500/V9	4648637466598286711	616.8932917836781
r38/eq/2.00/1500/M9	4607182418800017375	0.9999999999999963
r38/eq/2.00/1500/T9	4652028762483004162	1002.4389966955353
r38/eq/2.00/1500/p9	4691300078065882005	439844.1873820362
r38/eq/2.00/1500/F_over_mdot	4646031339141375116	416.3054512539609
r38/eq/2.00/1500/tsfc	4542149611361039208	4.760180557392726e-05
r38/eq/2.00/1500/eta_th	13799570387273110225	-0.008751209197023798
r38/eq/2.00/1500/eta_p	13853579534763255720	-35.60302700819676
r38/eq/2.00/1500/s2/Tt	4646616148371619680	449.54800728241935
r38/eq/2.00/1500/s2/pt	4689797715477858930	352395.1752893097
r38/eq/2.00/1500/s25/Tt	4648164695361204757	563.1454248740944
r38/eq/2.00/1500/s25/pt	4694569609321852546	736023.9081511053
r38/eq/2.00/1500/s3/Tt	4650657165248713538	846.5064445013197
r38/eq/2.00/1500/s3/pt	4703470015352508226	2894366.162401111
r38/eq/2.00/1500/s4/Tt	4654311885213007872	1500.0
r38/eq/2.00/1500/s4/pt	4703221391192304990	2778591.5159050664
r38/eq/2.00/1500/s45/Tt	4653243201557556392	1257.0094693738884
r38/eq/2.00/1500/s45/pt	4697919904774986199	1203523.2630859518
r38/eq/2.00/1500/s5/Tt	4652823509239627840	1161.582484491184
r38/eq/2.00/1500/s5/pt	4695364429541455823	828553.1598107758
r38/eq/2.00/1500/s9/Tt	4652823509239627840	1161.582484491184
r38/eq/2.00/1500/s9/pt	4695222085192480433	811982.0966145602
r38/eq/2.00/1500/s4/far	4581369051398733598	0.0198168911499571
census/r38/abort_code/0	4634485491540951040	68.0
census/r38/abort_code/1	0	0.0
census/r38/abort_code/2	4622945017495814144	12.0
census/r38/abort_code/3	4625759767262920704	18.0
census/r38/abort_code/4	4619567317775286272	7.0
census/r38/abort_code/5	4611686018427387904	2.0
census/r38/abort_code/6	4613937818241073152	3.0
census/r38/abort_code/7	4624070917402656768	14.0
census/r38/abort_code/8	4627167142146473984	23.0
census/r38/abort_code/9	0	0.0
census/r38/abort_code/10	0	0.0
census/r38/abort_code/11	0	0.0
census/r38/abort_code/12	0	0.0
census/r38/abort_code/13	0	0.0
census/r38/abort_code/14	0	0.0
r39/cpg/flat/0.00/400/abort	4618441417868443648	6.0
r39/cpg/flat/0.00/500/abort	4620693217682128896	8.0
r39/cpg/flat/0.00/600/abort	4620693217682128896	8.0
r39/cpg/flat/0.00/650/abort	4620693217682128896	8.0
r39/cpg/flat/0.00/900/abort	4611686018427387904	2.0
r39/cpg/flat/0.00/1100/abort	4611686018427387904	2.0
r39/cpg/flat/0.00/1500/abort	4611686018427387904	2.0
r39/cpg/flat/0.30/400/abort	4618441417868443648	6.0
r39/cpg/flat/0.30/500/abort	4620693217682128896	8.0
r39/cpg/flat/0.30/600/abort	4620693217682128896	8.0
r39/cpg/flat/0.30/650/abort	4620693217682128896	8.0
r39/cpg/flat/0.30/900/abort	0	0.0
r39/cpg/flat/0.30/900/n_pass	4620693217682128896	8.0
r39/cpg/flat/0.30/900/pi_lpc	4612037315756575285	2.1560073533412614
r39/cpg/flat/0.30/900/pi_hpc	4616263291349880277	4.06543503083545
r39/cpg/flat/0.30/900/eta_lpc	4606281698874543309	0.9
r39/cpg/flat/0.30/900/eta_hpc	4606101554889448489	0.88
r39/cpg/flat/0.30/900/eta_hpt	4606461842859638129	0.92
r39/cpg/flat/0.30/900/eta_lpt	4606281698874543309	0.9
r39/cpg/flat/0.30/900/n_lp	4605524049874199848	0.8158840635234457
r39/cpg/flat/0.30/900/n_hp	4605909410149430268	0.8586676485571156
r39/cpg/flat/0.30/900/N_lp_ratio	4605106033017677893	0.7694748696442352
r39/cpg/flat/0.30/900/N_hp_ratio	4605106033017677980	0.7694748696442448
r39/cpg/flat/0.30/900/slip	4607182418800017295	0.9999999999999875
r39/cpg/flat/0.30/900/phi_lp	4604808048711766685	0.7363919659042782
r39/cpg/flat/0.30/900/phi_hp	4606507742680453677	0.9250959037895591
r39/cpg/flat/0.30/900/nu_hpt	4607122861263370168	0.9933877851524278
r39/cpg/flat/0.30/900/nu_lpt	4607122861263370058	0.9933877851524155
r39/cpg/flat/0.30/900/tau_hpt	4605717804202370307	0.8373951151490079
r39/cpg/flat/0.30/900/tau_lpt	4606513284257310084	0.9257111424114304
r39/cpg/flat/0.30/900/mdot_air	4601288080533949657	0.42279849710412304
r39/cpg/flat/0.30/900/thrust	4641467963606845385	206.45379216276186
r39/cpg/flat/0.30/900/V9	4647061556763753479	474.8665430805999
r39/cpg/flat/0.30/900/T9	4648547517783730003	606.6672954999179
r39/cpg/flat/0.30/900/p9	4679468188052171444	68856.38637463265
r39/cpg/flat/0.30/900/F_over_mdot	4647297934147277715	488.3030417014899
r39/cpg/flat/0.30/900/tsfc	4539524987626678356	3.016712074086659e-05
r39/cpg/flat/0.30/900/s25/Tt	4644405895984950978	323.9097050789097
r39/cpg/flat/0.30/900/s25/pt	4682385138149555823	111303.59691714657
r39/cpg/flat/0.30/900/s3/Tt	4647597577096965621	505.3357713992876
r39/cpg/flat/0.30/900/s3/pt	4691517461042355338	452497.5419649562
r39/cpg/flat/0.30/900/s4/Tt	4651127699538968576	900.0
r39/cpg/flat/0.30/900/s4/pt	4691206507099273758	434397.64028635796
r39/cpg/flat/0.30/900/s45/Tt	4649840440615255303	753.655603634107
r39/cpg/flat/0.30/900/s45/pt	4685665719358800865	187012.67314770728
r39/cpg/flat/0.30/900/s5/Tt	4649347963078442296	697.6673898249055
r39/cpg/flat/0.30/900/s5/pt	4683583941704964380	128748.48463091668
r39/cpg/flat/0.30/1100/abort	0	0.0
r39/cpg/flat/0.30/1100/n_pass	4620693217682128896	8.0
r39/cpg/flat/0.30/1100/pi_lpc	4612844413881660250	2.5144309219817105
r39/cpg/flat/0.30/1100/pi_hpc	4617231850314979303	4.925688201843491
r39/cpg/flat/0.30/1100/eta_lpc	4606281698874543309	0.9
r39/cpg/flat/0.30/1100/eta_hpc	4606101554889448489	0.88
r39/cpg/flat/0.30/1100/eta_hpt	4606461842859638129	0.92
r39/cpg/flat/0.30/1100/eta_lpt	4606281698874543309	0.9
r39/cpg/flat/0.30/1100/n_lp	4606318578070979894	0.9040944133013571
r39/cpg/flat/0.30/1100/n_hp	4606543677528631312	0.929085473372881
r39/cpg/flat/0.30/1100/N_lp_ratio	4605855366786995262	0.852667630026765
r39/cpg/flat/0.30/1100/N_hp_ratio	4605855366786995287	0.8526676300267678
r39/cpg/flat/0.30/1100/slip	4607182418800017379	0.9999999999999968
r39/cpg/flat/0.30/1100/phi_lp	4605790173069727555	0.845429673429614
r39/cpg/flat/0.30/1100/phi_hp	4606778518900041633	0.9551581031403097
r39/cpg/flat/0.30/1100/nu_hpt	4607143699323301177	0.9957012745448203
r39/cpg/flat/0.30/1100/nu_lpt	4607143699323301153	0.9957012745448176
r39/cpg/flat/0.30/1100/tau_hpt	4605717804202370306	0.8373951151490078
r39/cpg/flat/0.30/1100/tau_lpt	4606513284257310083	0.9257111424114303
r39/cpg/flat/0.30/1100/mdot_air	4603020032175455281	0.537882253201934
r39/cpg/flat/0.30/1100/thrust	4644766119269940793	344.386028151002
r39/cpg/flat/0.30/1100/V9	4647829030218768694	524.9847162971625
r39/cpg/flat/0.30/1100/T9	4649733362664785251	741.482250055455
r39/cpg/flat/0.30/1100/p9	4681422521932195979	97295.68732467496
r39/cpg/flat/0.30/1100/F_over_mdot	4648843027467594558	640.2628569745937
r39/cpg/flat/0.30/1100/tsfc	4539593075569497266	3.0397811664380124e-05
r39/cpg/flat/0.30/1100/s25/Tt	4644684203968280151	339.7296823475967
r39/cpg/flat/0.30/1100/s25/pt	4683656693779424229	129807.16665114423
r39/cpg/flat/0.30/1100/s3/Tt	4648159076939467288	562.5066842737751
r39/cpg/flat/0.30/1100/s3/pt	4693739527187075729	639389.629288273
r39/cpg/flat/0.30/1100/s4/Tt	4652552666608566272	1100.0
r39/cpg/flat/0.30/1100/s4/pt	4693519834583300153	613814.0441167421
r39/cpg/flat/0.30/1100/s45/Tt	4651313601681093953	921.1346266639085
r39/cpg/flat/0.30/1100/s45/pt	4688283449402820388	264253.28906069905
r39/cpg/flat/0.30/1100/s5/Tt	4650711684691655831	852.7045875637731
r39/cpg/flat/0.30/1100/s5/pt	4685490895372665556	181924.62549545488
r39/cpg/flat/0.30/1500/abort	0	0.0
r39/cpg/flat/0.30/1500/n_pass	4620693217682128896	8.0
r39/cpg/flat/0.30/1500/pi_lpc	4614768880140522252	3.369065622262843
r39/cpg/flat/0.30/1500/pi_hpc	4619288061004601157	6.751970162722334
r39/cpg/flat/0.30/1500/eta_lpc	4606281698874543309	0.9
r39/cpg/flat/0.30/1500/eta_hpc	4606101554889448489	0.88
r39/cpg/flat/0.30/1500/eta_hpt	4606461842859638129	0.92
r39/cpg/flat/0.30/1500/eta_lpt	4606281698874543309	0.9
r39/cpg/flat/0.30/1500/n_lp	4607455844594604055	1.0607127225353048
r39/cpg/flat/0.30/1500/n_hp	4607371293360258534	1.0419385771091298
r39/cpg/flat/0.30/1500/N_lp_ratio	4607184117386186587	1.0003771618948665
r39/cpg/flat/0.30/1500/N_hp_ratio	4607184117386186606	1.0003771618948707
