# slice S smoke — rungs 43+45 TwoSpoolFuelTransient — key	u64 bits (or an integer)	repr
I/all/12/Tt4	4652984606350620995	1198.211726720984
I/all/12/f	4581937358226933286	0.021788601542828932
I/all/12/pi_lpc	4612242256919079238	2.247019512263395
I/all/12/pi_hpc	4616609039285971499	4.372520886327531
I/all/12/phi_lp	4605193429091941560	0.7791777830351725
I/all/12/phi_hp	4606461972400362599	0.9200143819094934
I/all/12/mdot_air	4603711103298690676	0.6146065604688844
I/all/12/sp_thrust	4647926013600679537	536.0104502981541
I/all/12/branch_choked	1	1
I/all/12/mf	4578873248359649510	0.013391417451665121
I/all/12/mf_sched	4582403389825004051	0.02340547345026962
I/all/13/s	4604029899060858061	0.65
I/all/13/nu_lp	4605307666043644421	0.7918606324395233
I/all/13/nu_hp	4605568402614125153	0.8208082068304742
I/all/13/Tt4	4653017381779830556	1205.6639965245913
I/all/13/f	4581990591984986435	0.021973293242447466
I/all/13/pi_lpc	4612266531612164869	2.257799641535146
I/all/13/pi_hpc	4616637439683578085	4.397745506592604
I/all/13/phi_lp	4605217123705247394	0.7818084135603451
I/all/13/phi_hp	4606466977722034354	0.9205700842460571
I/all/13/mdot_air	4603751426226969543	0.6190833048084351
I/all/13/sp_thrust	4647966422865951359	540.6044518815614
I/all/13/branch_choked	1	1
I/all/13/mf	4578995389755283075	0.013603298998059237
I/all/13/mf_sched	4582403389825004051	0.02340547345026962
I/all/14/s	4604480259023595111	0.7000000000000001
I/all/14/nu_lp	4605335642412693148	0.794966633345854
I/all/14/nu_hp	4605593035785651179	0.8235430382502477
I/all/14/Tt4	4653050698505721030	1213.239342944043
I/all/14/f	4582044765112437839	0.022161244034361535
I/all/14/pi_lpc	4612291144985507613	2.2687301750546696
I/all/14/pi_hpc	4616666351914797250	4.4234247264268465
I/all/14/phi_lp	4605241258007617556	0.7844878593778071
I/all/14/phi_hp	4606472100039256684	0.9211387756980236
I/all/14/mdot_air	4603792484352776064	0.6236416724702707
I/all/14/sp_thrust	4648007272225402675	545.2484863805352
I/all/14/branch_choked	1	1
I/all/14/mf	4579120698658149800	0.013820675293611043
I/all/14/mf_sched	4582403389825004051	0.02340547345026962
I/all/15/s	4604930618986332161	0.7500000000000001
I/all/15/nu_lp	4605363942253616027	0.798108546844435
I/all/15/nu_hp	4605618009358695695	0.8263156618303656
I/all/15/Tt4	4653084572359889065	1220.9413656676572
I/all/15/f	4582099904279855096	0.022352546450690597
I/all/15/pi_lpc	4612316114400294547	2.2798188227378176
I/all/15/pi_hpc	4616695789795927597	4.449570817168518
I/all/15/phi_lp	4605265843793587120	0.7872174299439987
I/all/15/phi_hp	4606477342643013000	0.9217208216379484
I/all/15/mdot_air	4603834307360315586	0.6282849590632156
I/all/15/sp_thrust	4648048575388313490	549.9441123597665
I/all/15/branch_choked	1	1
I/all/15/mf	4579249303269322254	0.014043768731730768
I/all/15/mf_sched	4582403389825004051	0.02340547345026962
I/all/16/s	4605380978949069211	0.8000000000000002
I/all/16/nu_lp	4605392583162514178	0.8012883264949269
I/all/16/nu_hp	4605643333542323237	0.8291272110046789
I/all/16/Tt4	4653119019870548355	1228.77382277613
I/all/16/f	4582156037455493853	0.02254729752581396
I/all/16/pi_lpc	4612341457507812082	2.291073423330425
I/all/16/pi_hpc	4616725767854347197	4.476196681721317
I/all/16/phi_lp	4605290893398962868	0.7899984948085916
I/all/16/phi_hp	4606482708925410186	0.9223165986653481
I/all/16/mdot_air	4603876925939380540	0.6330165718386875
I/all/16/sp_thrust	4648090346443377282	554.6929315182645
I/all/16/branch_choked	1	1
I/all/16/mf	4579381338291306339	0.014272812984017674
I/all/16/mf_sched	4582403389825004051	0.02340547345026962
I/all/17/s	4605831338911806261	0.8500000000000002
I/all/17/nu_lp	4605421582956177012	0.8045079503583126
I/all/17/nu_hp	4605669018938593490	0.8319788628382645
I/all/17/Tt4	4653154058298456647	1236.740638911391
I/all/17/f	4582213193968130149	0.022745599014364255
I/all/17/pi_lpc	4612367192288739796	2.302501961858278
I/all/17/pi_hpc	4616756301360501474	4.503315882965326
I/all/17/phi_lp	4605316419718234105	0.7928324855474777
I/all/17/phi_hp	4606488202386467662	0.9229264953604372
I/all/17/mdot_air	4603920371859521037	0.6378400379252881
I/all/17/sp_thrust	4648132599887798411	559.4965919973487
I/all/17/branch_choked	1	1
I/all/17/mf	4579516945353293754	0.014508053737955485
I/all/17/mf_sched	4582403389825004051	0.02340547345026962
I/all/18/s	4606281698874543311	0.9000000000000002
I/all/18/nu_lp	4605450959718094394	0.8077694261052735
I/all/18/nu_hp	4605695076564315228	0.8348718404425983
I/all/18/Tt4	4653189705675361385	1244.8459140181315
I/all/18/f	4582271404574687493	0.022947557625856003
I/all/18/pi_lpc	4612393337093748859	2.3141125876564366
I/all/18/pi_hpc	4616787406362447943	4.5309426744389105
I/all/18/phi_lp	4605342436223741068	0.7957208978908894
I/all/18/phi_hp	4606493826641188465	0.9235509130691765
I/all/18/mdot_air	4603964678048411951	0.6427590130292965
I/all/18/sp_thrust	4648175350657615786	564.3567918280507
I/all/18/branch_choked	1	1
I/all/18/mf	4579656273468938544	0.014749749491028114
I/all/18/mf_sched	4582403389825004051	0.02340547345026962
I/all/19/s	4606732058837280361	0.9500000000000003
I/all/19/nu_lp	4605480718508859344	0.8110733155744985
I/all/19/nu_hp	4605721506490671615	0.8378061517205991
I/all/19/Tt4	4653225362933217503	1252.953435793104
I/all/19/f	4582329498007497804	0.02314910970924826
I/all/19/pi_lpc	4612419860687163049	2.3258914292981285
I/all/19/pi_hpc	4616818949312334298	4.5589584418216536
I/all/19/phi_lp	4605369123313813272	0.79868376007673
I/all/19/phi_hp	4606499826673140630	0.9242170504313545
I/all/19/mdot_air	4604010002926747486	0.647791085380941
I/all/19/sp_thrust	4648218110481373349	569.2180209725817
I/all/19/branch_choked	1	1
I/all/19/mf	4579798104381205265	0.014995786904156401
I/all/19/mf_sched	4582403389825004051	0.02340547345026962
I/all/20/s	4607182418800017409	1.0000000000000002
I/all/20/nu_lp	4605510856432837865	0.8144192972860341
I/all/20/nu_hp	4605748302046763232	0.8407810560536539
I/all/20/Tt4	4653261512346561182	1261.172860770173
I/all/20/f	4582388419970737803	0.023353536335014396
I/all/20/pi_lpc	4612446792637190401	2.3378516177054967
I/all/20/pi_hpc	4616851036096006669	4.58745723063704
I/all/20/phi_lp	4605396329784800229	0.8017042851275816
I/all/20/phi_hp	4606506000576014115	0.9249024913435487
I/all/20/mdot_air	4604056231072174386	0.6529234405248074
I/all/20/sp_thrust	4648261259619905860	574.1235100827548
I/all/20/branch_choked	1	1
I/all/20/mf	4579943536429376654	0.0152480712922787
I/all/20/mf_sched	4582403389825004051	0.02340547345026962
I/all/point_keys	14	14
I/all/extra_keys	0	0
I/all/lagged_route	1	1
I/all/clipped	19	19
census/I/all/close_calls	2517	2517
census/I/all/eq_calls	0	0
census/I/all/eq_passes	0	0
census/I/all/hi_wall_hi0	0	0
census/I/all/hi_wall_literal	0	0
census/I/all/hi_wall_map	2517	2517
census/I/all/illinois_calls	2740	2740
census/I/all/illinois_evals	18889	18889
census/I/all/illinois_exhausted	0	0
census/I/all/instant_calls	2517	2517
census/I/all/march_calls	1	1
census/I/all/rw_calls	84	84
census/I/all/rw_interior	0	0
census/I/all/rw_one	84	84
census/I/all/rw_zero	0	0
census/I/all/sched_calls	84	84
census/I/all/sched_dormant	5	5
census/I/all/surge_calls	84	84
census/I/all/surge_dormant	7	7
census/I/all/topping_calls	67	67
I/contest/npts	21	21
I/contest/0/s	0	0.0
I/contest/0/nu_lp	4604982328959340258	0.7557409602636336
I/contest/0/nu_hp	4605289037695390238	0.7897924703252703
I/contest/0/Tt4	4652007308841189373	999.9999999999997
I/contest/0/f	4580362397098397465	0.016324357455984904
I/contest/0/pi_lpc	4611954934909333047	2.119422907982677
I/contest/0/pi_hpc	4616194662411773451	4.004480289042031
I/contest/0/phi_lp	4605138831325119760	0.7731162132533047
I/contest/0/phi_hp	4606672101246745290	0.943343370248692
I/contest/0/mdot_air	4603437906198678369	0.5842755893994359
I/contest/0/sp_thrust	4646376594930248244	435.9309706749948
I/contest/0/branch_choked	1	1
I/contest/0/mf	4576651860380027810	0.009537923574162669
I/contest/0/mf_sched	4576651860380027810	0.009537923574162669
I/contest/1/s	4587366580439587226	0.05
I/contest/1/nu_lp	4604991955252730359	0.7568096935199823
I/contest/1/nu_hp	4605296991546221727	0.7906755251580256
I/contest/1/Tt4	4652520155013988381	1092.6077192463047
I/contest/1/f	4581143747905326633	0.019035212631491803
I/contest/1/pi_lpc	4611986205475632698	2.133309829062253
I/contest/1/pi_hpc	4616297408025510439	4.095736725882069
I/contest/1/phi_lp	4605005743507701404	0.7583404973338079
I/contest/1/phi_hp	4606477658144309085	0.9217558493182697
I/contest/1/mdot_air	4603344626291860171	0.5739194393709907
I/contest/1/sp_thrust	4647075850782837354	475.679063994589
I/contest/1/branch_choked	1	1
I/contest/1/mf	4577451270203446396	0.010924678561773364
I/contest/1/mf_sched	4577451270203446396	0.010924678561773364
I/contest/2/s	4591870180066957722	0.1
I/contest/2/nu_lp	4605016330682407671	0.7595159098462706
I/contest/2/nu_hp	4605317321818779161	0.7929326388270425
I/contest/2/Tt4	4652683577333320596	1129.765652642328
I/contest/2/f	4581451641042106292	0.020103431536419428
I/contest/2/pi_lpc	4612014451961199829	2.1458537885188016
I/contest/2/pi_hpc	4616350601985742202	4.142982453418307
I/contest/2/phi_lp	4604978431717801888	0.7553082795347912
I/contest/2/phi_hp	4606417689768337218	0.9150980221429352
I/contest/2/mdot_air	4603342367428369325	0.5736686551452884
I/contest/2/sp_thrust	4647371840428785762	492.5041274176966
I/contest/2/branch_choked	1	1
I/contest/2/mf	4577801775618257461	0.011532708533303107
I/contest/2/mf_sched	4578250680026864982	0.01231143354938406
I/contest/3/s	4594572339843380020	0.15000000000000002
I/contest/3/nu_lp	4605041891268268043	0.7623537049407799
I/contest/3/nu_hp	4605338790309885238	0.7953161201400352
I/contest/3/Tt4	4652711678723442065	1136.1551689993105
I/contest/3/f	4581496699312143170	0.020259758814059177
I/contest/3/pi_lpc	4612036256923407882	2.1555371369565863
I/contest/3/pi_hpc	4616374506021246719	4.164213501897165
I/contest/3/phi_lp	4604998268109624446	0.7575105614274802
I/contest/3/phi_hp	4606421688301195291	0.9155419484673105
I/contest/3/mdot_air	4603376795897298003	0.5774909830360094
I/contest/3/sp_thrust	4647445235992809141	496.6761822060028
I/contest/3/branch_choked	1	1
I/contest/3/mf	4577898113451125197	0.011699828033603499
I/contest/3/mf_sched	4579050089850283568	0.013698188536994754
I/contest/4/s	4596373779694328218	0.2
I/contest/4/nu_lp	4605067583748428896	0.7652061432442103
I/contest/4/nu_hp	4605360507740874889	0.797727239332077
I/contest/4/Tt4	4652740194990428357	1142.6390174339042
I/contest/4/f	4581542490638078548	0.02041862939025159
I/contest/4/pi_lpc	4612058234983944013	2.1652973564941136
I/contest/4/pi_hpc	4616398817327862199	4.185806279787747
I/contest/4/phi_lp	4605018453397927026	0.7597515786107023
I/contest/4/phi_hp	4606425775142127663	0.9159956789574205
I/contest/4/mdot_air	4603411704128981407	0.5813665752923959
I/contest/4/sp_thrust	4647519267795783941	500.8844029915202
I/contest/4/branch_choked	1	1
I/contest/4/mf	4577996619414489479	0.01187070864077523
I/contest/4/mf_sched	4579849499673702154	0.01508494352460545
I/contest/5/s	4598175219545276416	0.25
I/contest/5/nu_lp	4605093426186201021	0.7680752301869159
I/contest/5/nu_hp	4605382481123409475	0.8001667748539564
I/contest/5/Tt4	4652769136531343991	1149.2195619648826
I/contest/5/f	4581589031318758275	0.020580099812977714
I/contest/5/pi_lpc	4612080402551314238	2.175141733971855
I/contest/5/pi_hpc	4616423543912359773	4.207767898531384
I/contest/5/phi_lp	4605038994548806736	0.7620321044765976
I/contest/5/phi_hp	4606429952898907013	0.9164595031341923
I/contest/5/mdot_air	4603447115111064166	0.5852979840556827
I/contest/5/sp_thrust	4647593958487168282	505.1300772468836
I/contest/5/branch_choked	1	1
I/contest/5/mf	4578097374545693857	0.012045490932200588
I/contest/5/mf_sched	4580404865266457586	0.016471698512216144
I/contest/6/s	4599075939470750515	0.3
I/contest/6/nu_lp	4605119436384018579	0.7709629422361267
I/contest/6/nu_hp	4605404717690638166	0.8026355297465482
I/contest/6/Tt4	4652798514186529236	1155.8992674002557
I/contest/6/f	4581636338525490246	0.02074422965717939
I/contest/6/pi_lpc	4612102775981101401	2.185077532727672
I/contest/6/pi_hpc	4616448694282359853	4.2301059144129285
I/contest/6/phi_lp	4605059898989097235	0.764352963569339
I/contest/6/phi_hp	4606434224223049312	0.9169337153750341
I/contest/6/mdot_air	4603483052265637089	0.5892878097003199
I/contest/6/sp_thrust	4647669330980769730	509.4145074712543
I/contest/6/branch_choked	1	1
I/contest/6/mf	4578200463440768844	0.012224321658599678
I/contest/6/mf_sched	4580804570178166879	0.01785845349982684
I/contest/7/s	4599976659396224614	0.35
I/contest/7/nu_lp	4605145631927997109	0.7738712318428812
I/contest/7/nu_hp	4605427224908834796	0.8051343329327643
I/contest/7/Tt4	4652828339258022986	1162.6807035261468
I/contest/7/f	4581684430331199691	0.02091108162591197
I/contest/7/pi_lpc	4612125371607266981	2.1951120064976117
I/contest/7/pi_hpc	4616474277460036391	4.2528283407325835
I/contest/7/phi_lp	4605081174606546616	0.766715031604881
I/contest/7/phi_hp	4606438591814981681	0.9174186154875824
I/contest/7/mdot_air	4603519539495593164	0.5933387059805226
I/contest/7/sp_thrust	4647730111973073933	513.7390137511553
I/contest/7/branch_choked	1	1
I/contest/7/mf	4578305974466881495	0.012407354112571696
I/contest/7/mf_sched	4581204275089876172	0.019245208487437535
I/contest/8/s	4600877379321698713	0.39999999999999997
I/contest/8/nu_lp	4605172030231942350	0.7768020323279872
I/contest/8/nu_hp	4605450010489669312	0.807664040579958
I/contest/8/Tt4	4652858623529265618	1169.5665495867038
I/contest/8/f	4581733325742082673	0.02108072166016445
I/contest/8/pi_lpc	4612148205773984366	2.20525241355272
I/contest/8/pi_hpc	4616500302997208817	4.275943661210236
I/contest/8/phi_lp	4605102829751852231	0.7691192356968707
I/contest/8/phi_hp	4606443058429291782	0.9179145092925018
I/contest/8/mdot_air	4603556601232920615	0.5974533853918772
I/contest/8/sp_thrust	4647768515034399498	518.1049363520881
I/contest/8/branch_choked	1	1
I/contest/8/mf	4578413999989330778	0.012594748522369126
I/contest/8/mf_sched	4581603980001585464	0.020631963475048226
I/contest/9/s	4601778099247172812	0.44999999999999996
I/contest/9/nu_lp	4605198648580932955	0.7797572627206749
I/contest/9/nu_hp	4605473082403157600	0.8102255375376437
I/contest/9/Tt4	4652889379286163836	1176.5595990736902
I/contest/9/f	4581783044731909084	0.021253219057871905
I/contest/9/pi_lpc	4612171294868037645	2.2155060310869943
I/contest/9/pi_hpc	4616526780991897556	4.299460844689708
I/contest/9/phi_lp	4605124873242490899	0.7715665547818865
I/contest/9/phi_hp	4606447626880073849	0.9184217092170136
I/contest/9/mdot_air	4603594262489072998	0.6016346247635453
I/contest/9/sp_thrust	4647807294387275724	522.5136383494769
I/contest/9/branch_choked	1	1
I/contest/9/mf	4578524636614238965	0.012786672472900199
I/contest/9/mf_sched	4582003684913294758	0.022018718462658925
I/contest/10/s	4602678819172646911	0.49999999999999994
I/contest/10/nu_lp	4605225504174603424	0.7827388325639681
I/contest/10/nu_hp	4605496448891337143	0.8128197388557997
I/contest/10/Tt4	4652920619339606276	1183.6627648459407
I/contest/10/f	4581833608279138821	0.02142864660268808
I/contest/10/pi_lpc	4612194655351829490	2.22588016987583
I/contest/10/pi_hpc	4616553722106425730	4.323389361216302
I/contest/10/phi_lp	4605147314368296176	0.7740580202386393
I/contest/10/phi_hp	4606452300046387790	0.9189405349009776
I/contest/10/mdot_air	4603632548907572189	0.605885271098369
I/contest/10/sp_thrust	4647846462245645106	526.96650830782
I/contest/10/branch_choked	1	1
I/contest/10/mf	4578637985448196430	0.01298330135614081
I/contest/10/mf_sched	4582403389825004050	0.023405473450269616
I/contest/11/s	4603129179135383961	0.5499999999999999
I/contest/11/nu_lp	4605252614170257272	0.7857486467012071
I/contest/11/nu_hp	4605520118482719939	0.8154475913894647
I/contest/11/Tt4	4652952357049526810	1190.8790846007237
I/contest/11/f	4581885038407029915	0.02160708070313842
I/contest/11/pi_lpc	4612218303797051465	2.2363821892286393
I/contest/11/pi_hpc	4616581137587157468	4.347739199567936
I/contest/11/phi_lp	4605170162898746794	0.7765947166971519
I/contest/11/phi_hp	4606457080877848368	0.9194713138174162
I/contest/11/mdot_air	4603671486819017372	0.6102082476800947
I/contest/11/sp_thrust	4647886031071726534	531.4649630173742
I/contest/11/branch_choked	1	1
I/contest/11/mf	4578754152376236759	0.013184818853344478
I/contest/11/mf_sched	4582403389825004051	0.02340547345026962
I/contest/12/s	4603579539098121011	0.6
I/contest/12/nu_lp	4605279995725944761	0.7887886100586378
I/contest/12/nu_hp	4605544100007578459	0.8181100754958196
I/contest/12/Tt4	4652984606350620995	1198.211726720984
I/contest/12/f	4581937358226933286	0.021788601542828932
I/contest/12/pi_lpc	4612242256919079238	2.247019512263395
I/contest/12/pi_hpc	4616609039285971499	4.372520886327531
I/contest/12/phi_lp	4605193429091941560	0.7791777830351725
I/contest/12/phi_hp	4606461972400362599	0.9200143819094934
I/contest/12/mdot_air	4603711103298690676	0.6146065604688844
I/contest/12/sp_thrust	4647926013600679537	536.0104502981541
I/contest/12/branch_choked	1	1
I/contest/12/mf	4578873248359649510	0.013391417451665121
I/contest/12/mf_sched	4582403389825004051	0.02340547345026962
I/contest/13/s	4604029899060858061	0.65
I/contest/13/nu_lp	4605307666043644421	0.7918606324395233
I/contest/13/nu_hp	4605568402614125153	0.8208082068304742
I/contest/13/Tt4	4653017381779830556	1205.6639965245913
I/contest/13/f	4581990591984986435	0.021973293242447466
I/contest/13/pi_lpc	4612266531612164869	2.257799641535146
I/contest/13/pi_hpc	4616637439683578085	4.397745506592604
I/contest/13/phi_lp	4605217123705247394	0.7818084135603451
I/contest/13/phi_hp	4606466977722034354	0.9205700842460571
I/contest/13/mdot_air	4603751426226969543	0.6190833048084351
I/contest/13/sp_thrust	4647966422865951359	540.6044518815614
I/contest/13/branch_choked	1	1
I/contest/13/mf	4578995389755283075	0.013603298998059237
I/contest/13/mf_sched	4582403389825004051	0.02340547345026962
I/contest/14/s	4604480259023595111	0.7000000000000001
I/contest/14/nu_lp	4605335642412693148	0.794966633345854
I/contest/14/nu_hp	4605593035785651179	0.8235430382502477
I/contest/14/Tt4	4653050698505721030	1213.239342944043
I/contest/14/f	4582044765112437839	0.022161244034361535
I/contest/14/pi_lpc	4612291144985507613	2.2687301750546696
I/contest/14/pi_hpc	4616666351914797250	4.4234247264268465
I/contest/14/phi_lp	4605241258007617556	0.7844878593778071
I/contest/14/phi_hp	4606472100039256684	0.9211387756980236
I/contest/14/mdot_air	4603792484352776064	0.6236416724702707
I/contest/14/sp_thrust	4648007272225402675	545.2484863805352
I/contest/14/branch_choked	1	1
I/contest/14/mf	4579120698658149800	0.013820675293611043
I/contest/14/mf_sched	4582403389825004051	0.02340547345026962
I/contest/15/s	4604930618986332161	0.7500000000000001
I/contest/15/nu_lp	4605363942253616027	0.798108546844435
I/contest/15/nu_hp	4605618009358695695	0.8263156618303656
I/contest/15/Tt4	4653084572359889065	1220.9413656676572
I/contest/15/f	4582099904279855096	0.022352546450690597
I/contest/15/pi_lpc	4612316114400294547	2.2798188227378176
I/contest/15/pi_hpc	4616695789795927597	4.449570817168518
I/contest/15/phi_lp	4605265843793587120	0.7872174299439987
I/contest/15/phi_hp	4606477342643013000	0.9217208216379484
I/contest/15/mdot_air	4603834307360315586	0.6282849590632156
I/contest/15/sp_thrust	4648048575388313490	549.9441123597665
I/contest/15/branch_choked	1	1
I/contest/15/mf	4579249303269322254	0.014043768731730768
I/contest/15/mf_sched	4582403389825004051	0.02340547345026962
I/contest/16/s	4605380978949069211	0.8000000000000002
I/contest/16/nu_lp	4605392583162514178	0.8012883264949269
I/contest/16/nu_hp	4605643333542323237	0.8291272110046789
I/contest/16/Tt4	4653119019870548355	1228.77382277613
I/contest/16/f	4582156037455493853	0.02254729752581396
I/contest/16/pi_lpc	4612341457507812082	2.291073423330425
I/contest/16/pi_hpc	4616725767854347197	4.476196681721317
I/contest/16/phi_lp	4605290893398962868	0.7899984948085916
I/contest/16/phi_hp	4606482708925410186	0.9223165986653481
I/contest/16/mdot_air	4603876925939380540	0.6330165718386875
I/contest/16/sp_thrust	4648090346443377282	554.6929315182645
I/contest/16/branch_choked	1	1
I/contest/16/mf	4579381338291306339	0.014272812984017674
I/contest/16/mf_sched	4582403389825004051	0.02340547345026962
I/contest/17/s	4605831338911806261	0.8500000000000002
I/contest/17/nu_lp	4605421582956177012	0.8045079503583126
I/contest/17/nu_hp	4605669018938593490	0.8319788628382645
I/contest/17/Tt4	4653154058298456647	1236.740638911391
I/contest/17/f	4582213193968130149	0.022745599014364255
I/contest/17/pi_lpc	4612367192288739796	2.302501961858278
I/contest/17/pi_hpc	4616756301360501474	4.503315882965326
I/contest/17/phi_lp	4605316419718234105	0.7928324855474777
I/contest/17/phi_hp	4606488202386467662	0.9229264953604372
I/contest/17/mdot_air	4603920371859521037	0.6378400379252881
I/contest/17/sp_thrust	4648132599887798411	559.4965919973487
I/contest/17/branch_choked	1	1
I/contest/17/mf	4579516945353293754	0.014508053737955485
I/contest/17/mf_sched	4582403389825004051	0.02340547345026962
I/contest/18/s	4606281698874543311	0.9000000000000002
I/contest/18/nu_lp	4605450959718094394	0.8077694261052735
I/contest/18/nu_hp	4605695076564315228	0.8348718404425983
I/contest/18/Tt4	4653189705675361385	1244.8459140181315
I/contest/18/f	4582271404574687493	0.022947557625856003
I/contest/18/pi_lpc	4612393337093748859	2.3141125876564366
I/contest/18/pi_hpc	4616787406362447943	4.5309426744389105
I/contest/18/phi_lp	4605342436223741068	0.7957208978908894
I/contest/18/phi_hp	4606493826641188465	0.9235509130691765
I/contest/18/mdot_air	4603964678048411951	0.6427590130292965
I/contest/18/sp_thrust	4648175350657615786	564.3567918280507
I/contest/18/branch_choked	1	1
I/contest/18/mf	4579656273468938544	0.014749749491028114
I/contest/18/mf_sched	4582403389825004051	0.02340547345026962
I/contest/19/s	4606732058837280361	0.9500000000000003
I/contest/19/nu_lp	4605480718508859344	0.8110733155744985
I/contest/19/nu_hp	4605721506490671615	0.8378061517205991
I/contest/19/Tt4	4653225362933217503	1252.953435793104
I/contest/19/f	4582329498007497804	0.02314910970924826
I/contest/19/pi_lpc	4612419860687163049	2.3258914292981285
I/contest/19/pi_hpc	4616818949312334298	4.5589584418216536
I/contest/19/phi_lp	4605369123313813272	0.79868376007673
I/contest/19/phi_hp	4606499826673140630	0.9242170504313545
I/contest/19/mdot_air	4604010002926747486	0.647791085380941
I/contest/19/sp_thrust	4648218110481373349	569.2180209725817
I/contest/19/branch_choked	1	1
I/contest/19/mf	4579798104381205265	0.014995786904156401
I/contest/19/mf_sched	4582403389825004051	0.02340547345026962
I/contest/20/s	4607182418800017409	1.0000000000000002
I/contest/20/nu_lp	4605510856432837865	0.8144192972860341
I/contest/20/nu_hp	4605748302046763232	0.8407810560536539
I/contest/20/Tt4	4653261512346561182	1261.172860770173
I/contest/20/f	4582388419970737803	0.023353536335014396
I/contest/20/pi_lpc	4612446792637190401	2.3378516177054967
I/contest/20/pi_hpc	4616851036096006669	4.58745723063704
I/contest/20/phi_lp	4605396329784800229	0.8017042851275816
I/contest/20/phi_hp	4606506000576014115	0.9249024913435487
I/contest/20/mdot_air	4604056231072174386	0.6529234405248074
I/contest/20/sp_thrust	4648261259619905860	574.1235100827548
I/contest/20/branch_choked	1	1
I/contest/20/mf	4579943536429376654	0.0152480712922787
I/contest/20/mf_sched	4582403389825004051	0.02340547345026962
I/contest/point_keys	14	14
I/contest/extra_keys	0	0
I/contest/lagged_route	0	0
I/contest/clipped	19	19
census/I/contest/close_calls	2512	2512
census/I/contest/eq_calls	0	0
census/I/contest/eq_passes	0	0
census/I/contest/hi_wall_hi0	0	0
census/I/contest/hi_wall_literal	0	0
census/I/contest/hi_wall_map	2512	2512
census/I/contest/illinois_calls	2735	2735
census/I/contest/illinois_evals	18853	18853
census/I/contest/illinois_exhausted	0	0
census/I/contest/instant_calls	2512	2512
census/I/contest/march_calls	1	1
census/I/contest/rw_calls	84	84
census/I/contest/rw_interior	0	0
census/I/contest/rw_one	84	84
census/I/contest/rw_zero	0	0
census/I/contest/sched_calls	84	84
census/I/contest/sched_dormant	5	5
census/I/contest/surge_calls	84	84
census/I/contest/surge_dormant	7	7
census/I/contest/topping_calls	67	67
I/falsy/0/npts	13	13
I/falsy/0/0/s	0	0.0
I/falsy/0/0/nu_lp	4604982328959340258	0.7557409602636336
I/falsy/0/0/nu_hp	4605289037695390238	0.7897924703252703
I/falsy/0/0/Tt4	4652007308841189373	999.9999999999997
I/falsy/0/0/f	4580362397098397465	0.016324357455984904
I/falsy/0/0/pi_lpc	4611954934909333047	2.119422907982677
I/falsy/0/0/pi_hpc	4616194662411773451	4.004480289042031
I/falsy/0/0/phi_lp	4605138831325119760	0.7731162132533047
I/falsy/0/0/phi_hp	4606672101246745290	0.943343370248692
I/falsy/0/0/mdot_air	4603437906198678369	0.5842755893994359
I/falsy/0/0/sp_thrust	4646376594930248244	435.9309706749948
I/falsy/0/0/branch_choked	1	1
I/falsy/0/0/mf	4576651860380027810	0.009537923574162669
I/falsy/0/0/mf_sched	4576651860380027810	0.009537923574162669
I/falsy/0/1/s	4587366580439587226	0.05
I/falsy/0/1/nu_lp	4604991955252730359	0.7568096935199823
I/falsy/0/1/nu_hp	4605296991546221727	0.7906755251580256
I/falsy/0/1/Tt4	4652520155013988381	1092.6077192463047
I/falsy/0/1/f	4581143747905326633	0.019035212631491803
I/falsy/0/1/pi_lpc	4611986205475632698	2.133309829062253
I/falsy/0/1/pi_hpc	4616297408025510439	4.095736725882069
I/falsy/0/1/phi_lp	4605005743507701404	0.7583404973338079
I/falsy/0/1/phi_hp	4606477658144309085	0.9217558493182697
I/falsy/0/1/mdot_air	4603344626291860171	0.5739194393709907
I/falsy/0/1/sp_thrust	4647075850782837354	475.679063994589
I/falsy/0/1/branch_choked	1	1
I/falsy/0/1/mf	4577451270203446396	0.010924678561773364
I/falsy/0/1/mf_sched	4577451270203446396	0.010924678561773364
I/falsy/0/2/s	4591870180066957722	0.1
I/falsy/0/2/nu_lp	4605019119059387486	0.7598254818787031
I/falsy/0/2/nu_hp	4605319669644545629	0.7931932998494166
I/falsy/0/2/Tt4	4652840129207353986	1165.3614276388257
I/falsy/0/2/f	4581755211544001692	0.021156653288923452
I/falsy/0/2/pi_lpc	4612025047450535583	2.1505591310058914
I/falsy/0/2/pi_hpc	4616386690029459287	4.175035075057017
I/falsy/0/2/phi_lp	4604930618986332163	0.7500000000000003
I/falsy/0/2/phi_hp	4606349166912199138	0.9074904568831779
I/falsy/0/2/mdot_air	4603308144180859721	0.5698691114090276
I/falsy/0/2/sp_thrust	4647630339776893367	507.19811413742303
I/falsy/0/2/branch_choked	1	1
I/falsy/0/2/mf	4578103734220938864	0.01205652321014769
I/falsy/0/2/mf_sched	4578250680026864982	0.01231143354938406
I/falsy/0/3/s	4594572339843380020	0.15000000000000002
I/falsy/0/3/nu_lp	4605053864208851005	0.7636829683715473
I/falsy/0/3/nu_hp	4605348916210587461	0.7964403209505028
I/falsy/0/3/Tt4	4652965179125707110	1193.7944871886516
I/falsy/0/3/f	4581986105873184993	0.02195772891553183
I/falsy/0/3/pi_lpc	4612059386401266468	2.1658086885030503
I/falsy/0/3/pi_hpc	4616437898651050125	4.220517467656589
