# slice S smoke — rungs 43+45 TwoSpoolFuelTransient — key	u64 bits (or an integer)	repr
E/freeze_hp/point_keys	14	14
E/freeze_hp/extra_keys	0	0
census/E/freeze_hp/close_calls	84	84
census/E/freeze_hp/eq_calls	0	0
census/E/freeze_hp/eq_passes	0	0
census/E/freeze_hp/hi_wall_hi0	0	0
census/E/freeze_hp/hi_wall_literal	0	0
census/E/freeze_hp/hi_wall_map	84	84
census/E/freeze_hp/illinois_calls	84	84
census/E/freeze_hp/illinois_evals	588	588
census/E/freeze_hp/illinois_exhausted	0	0
census/E/freeze_hp/instant_calls	84	84
census/E/freeze_hp/march_calls	1	1
census/E/freeze_hp/rw_calls	84	84
census/E/freeze_hp/rw_interior	0	0
census/E/freeze_hp/rw_one	84	84
census/E/freeze_hp/rw_zero	0	0
census/E/freeze_hp/sched_calls	0	0
census/E/freeze_hp/sched_dormant	0	0
census/E/freeze_hp/surge_calls	0	0
census/E/freeze_hp/surge_dormant	0	0
census/E/freeze_hp/topping_calls	0	0
F/tie/steps_python	412	412
F/tie/r	4598175219545276416	0.25
F/tie/rho	4607182418800017408	1.0
F/tie/Tt4_peak	4654804179232892743	1611.9347006999467
F/tie/X	4639901587327760952	161.9347006999467
F/tie/E_temp_H	4597758395599606680	0.23843081145755884
F/tie/E_temp_L	4597766318070030152	0.2386507041844601
F/tie/complete	1	1
F/tie/npts	413	413
F/tie/s_last	4620828325670949962	8.239999999999913
F/tie/Tt4_last	4654091982853019346	1449.999992170768
census/F/tie/close_calls	1652	1652
census/F/tie/eq_calls	0	0
census/F/tie/eq_passes	0	0
census/F/tie/hi_wall_hi0	0	0
census/F/tie/hi_wall_literal	0	0
census/F/tie/hi_wall_map	1652	1652
census/F/tie/illinois_calls	1814	1814
census/F/tie/illinois_evals	12197	12197
census/F/tie/illinois_exhausted	0	0
census/F/tie/instant_calls	1652	1652
census/F/tie/march_calls	1	1
census/F/tie/rw_calls	1652	1652
census/F/tie/rw_interior	0	0
census/F/tie/rw_one	1652	1652
census/F/tie/rw_zero	0	0
census/F/tie/sched_calls	0	0
census/F/tie/sched_dormant	0	0
census/F/tie/surge_calls	0	0
census/F/tie/surge_dormant	0	0
census/F/tie/topping_calls	0	0
F/ctl/r	4599075939470750515	0.3
F/ctl/rho	4607182418800017408	1.0
F/ctl/Tt4_peak	4654779369743410993	1606.293675890611
F/ctl/X	4639703111411906952	156.29367589061098
F/ctl/E_temp_H	4597412299009004600	0.22882470136679145
F/ctl/E_temp_L	4597425790486867072	0.22919916510076987
F/ctl/complete	1	1
F/ctl/npts	416	416
F/ctl/s_last	4620862102668155240	8.299999999999912
F/ctl/Tt4_last	4654091982855020103	1449.9999926256876
census/F/ctl/close_calls	1664	1664
census/F/ctl/eq_calls	0	0
census/F/ctl/eq_passes	0	0
census/F/ctl/hi_wall_hi0	0	0
census/F/ctl/hi_wall_literal	0	0
census/F/ctl/hi_wall_map	1664	1664
census/F/ctl/illinois_calls	1826	1826
census/F/ctl/illinois_evals	12290	12290
census/F/ctl/illinois_exhausted	0	0
census/F/ctl/instant_calls	1664	1664
census/F/ctl/march_calls	1	1
census/F/ctl/rw_calls	1664	1664
census/F/ctl/rw_interior	0	0
census/F/ctl/rw_one	1664	1664
census/F/ctl/rw_zero	0	0
census/F/ctl/sched_calls	0	0
census/F/ctl/sched_dormant	0	0
census/F/ctl/surge_calls	0	0
census/F/ctl/surge_dormant	0	0
census/F/ctl/topping_calls	0	0
G/freeze/both	4654632905424270071	1572.991545326249
G/freeze/lp	4654830854811574894	1618.0000250694825
G/freeze/hp	4654889124270354577	1631.248966078307
G/freeze/d_lp	4631531197703253728	45.008479743233465
G/freeze/d_hp	4633395820384203584	58.2574207520579
G/freeze/r	4602678819172646912	0.5
G/freeze/rho	4607182418800017408	1.0
census/G/freeze/close_calls	1512	1512
census/G/freeze/eq_calls	0	0
census/G/freeze/eq_passes	0	0
census/G/freeze/hi_wall_hi0	0	0
census/G/freeze/hi_wall_literal	0	0
census/G/freeze/hi_wall_map	1512	1512
census/G/freeze/illinois_calls	1998	1998
census/G/freeze/illinois_evals	14306	14306
census/G/freeze/illinois_exhausted	0	0
census/G/freeze/instant_calls	1512	1512
census/G/freeze/march_calls	3	3
census/G/freeze/rw_calls	1512	1512
census/G/freeze/rw_interior	0	0
census/G/freeze/rw_one	1512	1512
census/G/freeze/rw_zero	0	0
census/G/freeze/sched_calls	0	0
census/G/freeze/sched_dormant	0	0
census/G/freeze/surge_calls	0	0
census/G/freeze/surge_dormant	0	0
census/G/freeze/topping_calls	0	0
G/const/Tt4_peak	4655134271166823809	1686.9889169520177
G/const/E_temp	4599969293913266380	0.3495911335616142
G/const/E_lp	4582691175672499456	0.02440393118167794
G/const/E_hp	4590370809582586352	0.07919205457259415
G/const/f	4585275140408808649	0.03548771952004299
census/G/const/close_calls	1	1
census/G/const/eq_calls	0	0
census/G/const/eq_passes	0	0
census/G/const/hi_wall_hi0	0	0
census/G/const/hi_wall_literal	0	0
census/G/const/hi_wall_map	1	1
census/G/const/illinois_calls	26	26
census/G/const/illinois_evals	230	230
census/G/const/illinois_exhausted	0	0
census/G/const/instant_calls	1	1
census/G/const/march_calls	0	0
census/G/const/rw_calls	0	0
census/G/const/rw_interior	0	0
census/G/const/rw_one	0	0
census/G/const/rw_zero	0	0
census/G/const/sched_calls	0	0
census/G/const/sched_dormant	0	0
census/G/const/surge_calls	0	0
census/G/const/surge_dormant	0	0
census/G/const/topping_calls	0	0
G/pts/n	16	16
G/pts/0/r	4598175219545276416	0.25
G/pts/0/rho	4598175219545276416	0.25
G/pts/0/X	4637951408502976752	117.2536424023017
G/pts/0/E_temp_H	4596737586658872248	0.21009767171389426
G/pts/0/E_temp_L	4594359888033507264	0.14410327772639953
G/pts/1/r	4602678819172646912	0.5
G/pts/1/rho	4598175219545276416	0.25
G/pts/1/X	4635659511789447888	84.68383118409406
G/pts/1/E_temp_H	4594858807680500432	0.15795107971464128
G/pts/1/E_temp_L	4591138864773271856	0.08985096153361805
G/pts/2/r	4607182418800017408	1.0
G/pts/2/rho	4598175219545276416	0.25
G/pts/2/X	4632556791311879424	52.29576062774322
G/pts/2/E_temp_H	4591997132547200016	0.10176181958247832
G/pts/2/E_temp_L	4587792377422719072	0.05295456009055566
G/pts/3/r	4611686018427387904	2.0
G/pts/3/rho	4598175219545276416	0.25
G/pts/3/X	4628572744600223424	27.993703064391184
G/pts/3/E_temp_H	4588805657546776896	0.05998560336633085
G/pts/3/E_temp_L	4584428318566472960	0.030430856300282194
G/pts/4/r	4598175219545276416	0.25
G/pts/4/rho	4607182418800017408	1.0
G/pts/4/X	4639901587327760952	161.9347006999467
G/pts/4/E_temp_H	4597758395599606680	0.23843081145755884
G/pts/4/E_temp_L	4597766318070030152	0.2386507041844601
G/pts/5/r	4602678819172646912	0.5
G/pts/5/rho	4607182418800017408	1.0
G/pts/5/X	4638355177525948272	122.99154532624902
G/pts/5/E_temp_H	4595631765957838768	0.17940498162903173
G/pts/5/E_temp_L	4595657310401097432	0.18011398235545673
G/pts/6/r	4607182418800017408	1.0
G/pts/6/rho	4607182418800017408	1.0
G/pts/6/X	4634966910816817200	74.84137938643175
G/pts/6/E_temp_H	4592578512343471872	0.10983008503088953
G/pts/6/E_temp_L	4592630518234941856	0.1105518117574662
G/pts/7/r	4611686018427387904	2.0
G/pts/7/rho	4607182418800017408	1.0
G/pts/7/X	4630502249933260224	37.69736610877908
G/pts/7/E_temp_H	4589185912212478096	0.06274830029619438
G/pts/7/E_temp_L	4589196721235779760	0.0628983056279846
G/pts/8/r	4598175219545276416	0.25
G/pts/8/rho	4616189618054758400	4.0
G/pts/8/X	4640683116104014872	184.14708449013483
G/pts/8/E_temp_H	4598222552420149396	0.2526275023752842
G/pts/8/E_temp_L	4598926126896951336	0.2916837315594898
G/pts/9/r	4602678819172646912	0.5
G/pts/9/rho	4616189618054758400	4.0
G/pts/9/X	4639593395549291128	153.1753635234379
G/pts/9/E_temp_H	4596291597871401800	0.1977189961995356
G/pts/9/E_temp_L	4598275533138720660	0.25556852305623434
G/pts/10/r	4607182418800017408	1.0
G/pts/10/rho	4616189618054758400	4.0
G/pts/10/X	4637385732328710912	109.21490047395855
G/pts/10/E_temp_H	4593602726865095808	0.12404391683166871
G/pts/10/E_temp_L	4596374431763972040	0.20001809856830577
G/pts/11/r	4611686018427387904	2.0
G/pts/11/rho	4616189618054758400	4.0
G/pts/11/X	4634357435112026896	66.1802086932114
G/pts/11/E_temp_H	4589720396709199072	0.07016576272825459
G/pts/11/E_temp_L	4594086426357261208	0.13651319149337549
G/pts/12/r	4598175219545276416	0.25
G/pts/12/rho	4620693217682128896	8.0
G/pts/12/X	4640839364692361312	188.58793646702816
G/pts/12/E_temp_H	4598278342870081112	0.2557244944787036
G/pts/12/E_temp_L	4599126255127233980	0.30279308001635363
G/pts/13/r	4602678819172646912	0.5
G/pts/13/rho	4620693217682128896	8.0
G/pts/13/X	4639840717882443536	160.20468701194523
G/pts/13/E_temp_H	4596448148148583096	0.20206413925548872
G/pts/13/E_temp_L	4598604620398921424	0.27383653572551925
G/pts/14/r	4607182418800017408	1.0
G/pts/14/rho	4620693217682128896	8.0
G/pts/14/X	4638134248196078320	119.8519507171402
G/pts/14/E_temp_H	4593804962485144720	0.1287009997077786
G/pts/14/E_temp_L	4597430206180112968	0.22932172520855176
G/pts/15/r	4611686018427387904	2.0
G/pts/15/rho	4620693217682128896	8.0
G/pts/15/X	4635322640162504528	79.89659743592824
G/pts/15/E_temp_H	4589912785692594256	0.07283569621637409
G/pts/15/E_temp_L	4595544611395107976	0.17698595657291016
G/collapse/X/q	4599976659396224614	0.35
G/collapse/X/spread	4594270172893880957	0.14161318238463486
G/collapse/X/spread_next	4594270172893880957	0.14161318238463486
G/collapse/X/tied	1	1
G/collapse/X/at/0	4604382159488938158	0.6891087637918838
G/collapse/X/at/1	4602790243924238587	0.5123706324730216
G/collapse/E_temp_H/q	4587366580439587226	0.05
G/collapse/E_temp_H/spread	4594134411386792228	0.1378450436089419
G/collapse/E_temp_H/spread_next	4594134411386792228	0.1378450436089419
G/collapse/E_temp_H/tied	1	1
G/collapse/E_temp_H/at/0	4596874568188497064	0.21389967291734036
G/collapse/E_temp_H/at/1	4604409465123977603	0.6921402982641641
G/collapse/E_temp_L/q	4604029899060858061	0.65
G/collapse/E_temp_L/spread	4598075206983607139	0.24722409378207563
G/collapse/E_temp_L/spread_next	4598075206983607139	0.24722409378207563
G/collapse/E_temp_L/tied	1	1
G/collapse/E_temp_L/at/0	4607408863997079842	1.050280934318899
G/collapse/E_temp_L/at/1	4599343087995797057	0.31482972217506605
census/G/close_calls	28656	28656
census/G/eq_calls	0	0
census/G/eq_passes	0	0
census/G/hi_wall_hi0	0	0
census/G/hi_wall_literal	0	0
census/G/hi_wall_map	28656	28656
census/G/illinois_calls	31248	31248
census/G/illinois_evals	210000	210000
census/G/illinois_exhausted	0	0
census/G/instant_calls	28656	28656
census/G/march_calls	16	16
census/G/rw_calls	28656	28656
census/G/rw_interior	0	0
census/G/rw_one	28656	28656
census/G/rw_zero	0	0
census/G/sched_calls	0	0
census/G/sched_dormant	0	0
census/G/surge_calls	0	0
census/G/surge_dormant	0	0
census/G/topping_calls	0	0
H/exc/ext_lp	13814029369789123096	-0.0831683648503162
H/exc/ext_hp	13811270928370937216	-0.05369365008422289
H/exc/s_lp	4602678819172646913	0.5000000000000001
H/exc/s_hp	4602678819172646913	0.5000000000000001
H/exc/min_phi_lp	4606032569978743789	0.8723411363783932
H/exc/min_phi_hp	4606636916778453318	0.9394371095679979
H/exc/Tt4_peak	4654632905424270071	1572.991545326249
H/exc/ratio	4609654635053321333	1.5489422812541112
H/exc/npts	76	76
census/H/exc/close_calls	304	304
census/H/exc/eq_calls	0	0
census/H/exc/eq_passes	0	0
census/H/exc/hi_wall_hi0	0	0
census/H/exc/hi_wall_literal	0	0
census/H/exc/hi_wall_map	304	304
census/H/exc/illinois_calls	466	466
census/H/exc/illinois_evals	3429	3429
census/H/exc/illinois_exhausted	0	0
census/H/exc/instant_calls	304	304
census/H/exc/march_calls	1	1
census/H/exc/rw_calls	304	304
census/H/exc/rw_interior	0	0
census/H/exc/rw_one	304	304
census/H/exc/rw_zero	0	0
census/H/exc/sched_calls	0	0
census/H/exc/sched_dormant	0	0
census/H/exc/surge_calls	0	0
census/H/exc/surge_dormant	0	0
census/H/exc/topping_calls	0	0
H/sm/margin_min_lp	4578267802542021120	0.01234113637839318
H/sm/margin_min_hp	4585844307498354576	0.03943710956799784
H/sm/steady_min_lp	4582202503901365440	0.022708510394811254
H/sm/steady_min_hp	4589674591378962336	0.0695300860747623
H/sm/min_phi_lp	4606032569978743789	0.8723411363783932
H/sm/min_phi_hp	4606636916778453318	0.9394371095679979
H/sm/phi_surge_lp	4605921410904353669	0.86
H/sm/phi_surge_hp	4606281698874543309	0.9
H/sm/crossed_lp	0	0
H/sm/crossed_hp	0	0
H/sm/npts	76	76
census/H/sm/close_calls	304	304
census/H/sm/eq_calls	0	0
census/H/sm/eq_passes	0	0
census/H/sm/hi_wall_hi0	0	0
census/H/sm/hi_wall_literal	0	0
census/H/sm/hi_wall_map	304	304
census/H/sm/illinois_calls	466	466
census/H/sm/illinois_evals	3429	3429
census/H/sm/illinois_exhausted	0	0
census/H/sm/instant_calls	304	304
census/H/sm/march_calls	1	1
census/H/sm/rw_calls	304	304
census/H/sm/rw_interior	0	0
census/H/sm/rw_one	304	304
census/H/sm/rw_zero	0	0
census/H/sm/sched_calls	0	0
census/H/sm/sched_dormant	0	0
census/H/sm/surge_calls	0	0
census/H/sm/surge_dormant	0	0
census/H/sm/topping_calls	0	0
I/mf0	4576651860380027810	0.009537923574162669
I/mf1	4582403389825004051	0.02340547345026962
I/nu0_lp	4604982328959340258	0.7557409602636336
I/nu0_hp	4605289037695390238	0.7897924703252703
census/I/setup/close_calls	0	0
census/I/setup/eq_calls	0	0
census/I/setup/eq_passes	0	0
census/I/setup/hi_wall_hi0	0	0
census/I/setup/hi_wall_literal	0	0
census/I/setup/hi_wall_map	0	0
census/I/setup/illinois_calls	124	124
census/I/setup/illinois_evals	1105	1105
census/I/setup/illinois_exhausted	0	0
census/I/setup/instant_calls	0	0
census/I/setup/march_calls	0	0
census/I/setup/rw_calls	0	0
census/I/setup/rw_interior	0	0
census/I/setup/rw_one	0	0
census/I/setup/rw_zero	0	0
census/I/setup/sched_calls	0	0
census/I/setup/sched_dormant	0	0
census/I/setup/surge_calls	0	0
census/I/setup/surge_dormant	0	0
census/I/setup/topping_calls	0	0
I/bare/npts	21	21
I/bare/0/s	0	0.0
I/bare/0/nu_lp	4604982328959340258	0.7557409602636336
I/bare/0/nu_hp	4605289037695390238	0.7897924703252703
I/bare/0/Tt4	4652007308841189373	999.9999999999997
I/bare/0/f	4580362397098397465	0.016324357455984904
I/bare/0/pi_lpc	4611954934909333047	2.119422907982677
I/bare/0/pi_hpc	4616194662411773451	4.004480289042031
I/bare/0/phi_lp	4605138831325119760	0.7731162132533047
I/bare/0/phi_hp	4606672101246745290	0.943343370248692
I/bare/0/mdot_air	4603437906198678369	0.5842755893994359
I/bare/0/sp_thrust	4646376594930248244	435.9309706749948
I/bare/0/branch_choked	1	1
I/bare/0/mf	4576651860380027810	0.009537923574162669
I/bare/0/mf_sched	4576651860380027810	0.009537923574162669
I/bare/1/s	4587366580439587226	0.05
I/bare/1/nu_lp	4604991955252730359	0.7568096935199823
I/bare/1/nu_hp	4605296991546221727	0.7906755251580256
I/bare/1/Tt4	4652520155013988381	1092.6077192463047
I/bare/1/f	4581143747905326633	0.019035212631491803
I/bare/1/pi_lpc	4611986205475632698	2.133309829062253
I/bare/1/pi_hpc	4616297408025510439	4.095736725882069
I/bare/1/phi_lp	4605005743507701404	0.7583404973338079
I/bare/1/phi_hp	4606477658144309085	0.9217558493182697
I/bare/1/mdot_air	4603344626291860171	0.5739194393709907
I/bare/1/sp_thrust	4647075850782837354	475.679063994589
I/bare/1/branch_choked	1	1
I/bare/1/mf	4577451270203446396	0.010924678561773364
I/bare/1/mf_sched	4577451270203446396	0.010924678561773364
I/bare/2/s	4591870180066957722	0.1
I/bare/2/nu_lp	4605019705268395773	0.7598905641525274
I/bare/2/nu_hp	4605320165015053226	0.793248297023742
I/bare/2/Tt4	4652917458611740840	1182.9440985341007
I/bare/2/f	4581905833749389832	0.021679229040303866
I/bare/2/pi_lpc	4612029554178783418	2.1525605203924814
I/bare/2/pi_hpc	4616403601836557049	4.1900557771593805
I/bare/2/phi_lp	4604906590277055208	0.7473322773708704
I/bare/2/phi_hp	4606315568489728166	0.9037602826613422
I/bare/2/mdot_air	4603290324648167616	0.5678907458607441
I/bare/2/sp_thrust	4647735423450336327	514.3428588047472
I/bare/2/branch_choked	1	1
I/bare/2/mf	4578250680026864982	0.01231143354938406
I/bare/2/mf_sched	4578250680026864982	0.01231143354938406
I/bare/3/s	4594572339843380020	0.15000000000000002
I/bare/3/nu_lp	4605063874161904519	0.7647942964070901
I/bare/3/nu_hp	4605357437477826833	0.7973863716593163
I/bare/3/Tt4	4653297453222821777	1269.3448699041949
I/bare/3/f	4582633612489272357	0.024204218771085934
I/bare/3/pi_lpc	4612084294909354491	2.1768702881784043
I/bare/3/pi_hpc	4616513597386501589	4.287751450883168
I/bare/3/phi_lp	4604840481146309543	0.7399926894616912
I/bare/3/phi_hp	4606184952610793441	0.8892590070438439
I/bare/3/mdot_air	4603272773601807742	0.5659421882832445
I/bare/3/sp_thrust	4648062059029956072	551.4770249390831
I/bare/3/branch_choked	1	1
I/bare/3/mf	4579050089850283568	0.013698188536994754
I/bare/3/mf_sched	4579050089850283568	0.013698188536994754
I/bare/4/s	4596373779694328218	0.2
I/bare/4/nu_lp	4605122757185456119	0.7713316252577432
I/bare/4/nu_hp	4605407595680197761	0.8029550507739175
I/bare/4/Tt4	4653654111738028782	1350.4396273849375
I/bare/4/f	4583314455618394359	0.026566367890176825
I/bare/4/pi_lpc	4612149669566039054	2.205902467809671
I/bare/4/pi_hpc	4616627569742046128	4.388979237520218
I/bare/4/phi_lp	4604805931134506177	0.7361568676011744
I/bare/4/phi_hp	4606084210811682141	0.8780744205522911
I/bare/4/mdot_air	4603289697092012363	0.5678210731314633
I/bare/4/sp_thrust	4648371983160299450	586.7113192514437
I/bare/4/branch_choked	1	1
I/bare/4/mf	4579849499673702154	0.01508494352460545
I/bare/4/mf_sched	4579849499673702154	0.01508494352460545
I/bare/5/s	4598175219545276416	0.25
I/bare/5/nu_lp	4605194670997742012	0.7793156622765802
I/bare/5/nu_hp	4605469365818911706	0.8098129137973686
I/bare/5/Tt4	4653983024668699136	1425.2257693322608
I/bare/5/f	4583938908774694731	0.028732874989940965
I/bare/5/pi_lpc	4612224841865812525	2.239285675018684
I/bare/5/pi_hpc	4616745520085329287	4.493740187020541
I/bare/5/phi_lp	4604800979029871733	0.7356070735426231
I/bare/5/phi_hp	4606011194640457373	0.8699679971059201
I/bare/5/mdot_air	4603338777686099146	0.5732701136932061
I/bare/5/sp_thrust	4648662735117869020	619.7659898688976
I/bare/5/branch_choked	1	1
I/bare/5/mf	4580404865266457586	0.016471698512216144
I/bare/5/mf_sched	4580404865266457586	0.016471698512216144
I/bare/6/s	4599075939470750515	0.3
I/bare/6/nu_lp	4605277975272916290	0.7885642947113995
I/bare/6/nu_hp	4605541444408059932	0.8178152447228544
I/bare/6/Tt4	4654281521311326177	1493.096048073836
I/bare/6/f	4584501040717776133	0.030683161946460497
I/bare/6/pi_lpc	4612308899964866959	2.2766149698092657
I/bare/6/pi_hpc	4616867294022297240	4.6018971699174
I/bare/6/phi_lp	4604823301986288539	0.7380854195617873
I/bare/6/phi_hp	4605963374804711440	0.8646589288380273
I/bare/6/mdot_air	4603417659986556380	0.5820278083135082
I/bare/6/sp_thrust	4648932713262495138	650.45895138539
I/bare/6/branch_choked	1	1
I/bare/6/mf	4580804570178166879	0.01785845349982684
I/bare/6/mf_sched	4580804570178166879	0.01785845349982684
I/bare/7/s	4599976659396224614	0.35
I/bare/7/nu_lp	4605371093207788957	0.7989024622415176
I/bare/7/nu_hp	4605622526818810476	0.8268172006535912
I/bare/7/Tt4	4654548600937571480	1553.8229243292353
I/bare/7/f	4584831404594887033	0.032408683785876975
I/bare/7/pi_lpc	4612400867047757389	2.317456558982292
I/bare/7/pi_hpc	4616992608342396678	4.713198644709115
I/bare/7/phi_lp	4604870322154430152	0.7433057068910438
I/bare/7/phi_hp	4605937995849537964	0.861841298800575
I/bare/7/mdot_air	4603523953504688942	0.5938287594334264
I/bare/7/sp_thrust	4649181163880953024	678.7045165278469
I/bare/7/branch_choked	1	1
I/bare/7/mf	4581204275089876172	0.019245208487437535
I/bare/7/mf_sched	4581204275089876172	0.019245208487437535
I/bare/8/s	4600877379321698713	0.39999999999999997
I/bare/8/nu_lp	4605472529815063921	0.8101641879351701
I/bare/8/nu_hp	4605711332687348225	0.8366766326508356
I/bare/8/Tt4	4654784717377456750	1607.5095870985201
I/bare/8/f	4585047997676949766	0.03391160020263055
I/bare/8/pi_lpc	4612499718709157768	2.361355515185952
I/bare/8/pi_hpc	4617121081452720873	4.827305688810818
I/bare/8/phi_lp	4604939303743954489	0.7509642017875598
I/bare/8/phi_hp	4605932211411245243	0.8611990971428648
I/bare/8/mdot_air	4603655238327223553	0.6084043027096017
I/bare/8/sp_thrust	4649408105447872428	704.5047856185024
I/bare/8/branch_choked	1	1
I/bare/8/mf	4581603980001585464	0.020631963475048226
I/bare/8/mf_sched	4581603980001585464	0.020631963475048226
I/bare/9/s	4601778099247172812	0.44999999999999996
I/bare/9/nu_lp	4605580887184428240	0.822194272570778
I/bare/9/nu_hp	4605806627657360652	0.8472564996347116
I/bare/9/Tt4	4654991474335104569	1654.5206764823654
I/bare/9/f	4585234065295847639	0.035202703669115536
I/bare/9/pi_lpc	4612604405510400412	2.4078457940315285
I/bare/9/pi_hpc	4617252263672460328	4.943818905431762
I/bare/9/phi_lp	4605027440232586713	0.7607493176864707
I/bare/9/phi_hp	4605943196822185023	0.8624187227588961
I/bare/9/mdot_air	4603809076148773939	0.6254837318639431
I/bare/9/sp_thrust	4649614205981918068	727.9357035868875
I/bare/9/branch_choked	1	1
I/bare/9/mf	4582003684913294758	0.022018718462658925
I/bare/9/mf_sched	4582003684913294758	0.022018718462658925
I/bare/10/s	4602678819172646911	0.49999999999999994
I/bare/10/nu_lp	4605694876179635127	0.8348495932740353
I/bare/10/nu_hp	4605907241160855307	0.8584268424515086
I/bare/10/Tt4	4655171288246931729	1695.405626510332
I/bare/10/f	4585392061443734175	0.036299022176526245
I/bare/10/pi_lpc	4612713878664331712	2.456461640460674
I/bare/10/pi_hpc	4617385664750380405	5.062302864005109
I/bare/10/phi_lp	4605131931708953225	0.7723502019803884
I/bare/10/phi_hp	4605968238035554854	0.8651988559236699
I/bare/10/mdot_air	4603983027865646536	0.6447962519884465
I/bare/10/sp_thrust	4649800634527664216	749.1301754138067
I/bare/10/branch_choked	1	1
I/bare/10/mf	4582403389825004050	0.023405473450269616
I/bare/10/mf_sched	4582403389825004050	0.023405473450269616
I/bare/11/s	4603129179135383961	0.5499999999999999
I/bare/11/nu_lp	4605804913277505853	0.8470661652359365
I/bare/11/nu_hp	4606004576226065530	0.8692332055014866
I/bare/11/Tt4	4654987858643479507	1653.6985633883057
I/bare/11/f	4585183429978814440	0.03485135057643146
I/bare/11/pi_lpc	4612800954203819198	2.4951309479889394
I/bare/11/pi_hpc	4617450020277741864	5.119462054595978
I/bare/11/phi_lp	4605316404036246230	0.7928307444970766
I/bare/11/phi_hp	4606101020782836002	0.8799407022541212
I/bare/11/mdot_air	4604224275307284567	0.671580098422292
I/bare/11/sp_thrust	4649717954183036115	739.7305084913045
I/bare/11/branch_choked	1	1
I/bare/11/mf	4582403389825004051	0.02340547345026962
I/bare/11/mf_sched	4582403389825004051	0.02340547345026962
I/bare/12/s	4603579539098121011	0.6
I/bare/12/nu_lp	4605903142025315937	0.8579717469858218
I/bare/12/nu_hp	4606091561728430818	0.8788905362549395
I/bare/12/Tt4	4654834945322064960	1618.930099474048
I/bare/12/f	4585008945995790071	0.033640624730294215
I/bare/12/pi_lpc	4612878130129918534	2.5294039440298404
I/bare/12/pi_hpc	4617507483509142159	5.1704996566519545
I/bare/12/phi_lp	4605479377587915946	0.8109244434439422
I/bare/12/phi_hp	4606216526483138530	0.8927644110492532
I/bare/12/mdot_air	4604441980781380400	0.695750261415105
I/bare/12/sp_thrust	4649648178764133519	731.7979617655673
I/bare/12/branch_choked	1	1
I/bare/12/mf	4582403389825004051	0.02340547345026962
I/bare/12/mf_sched	4582403389825004051	0.02340547345026962
I/bare/13/s	4604029899060858061	0.65
I/bare/13/nu_lp	4605990838755037624	0.8677080398379564
I/bare/13/nu_hp	4606169282480050579	0.8875192730488827
I/bare/13/Tt4	4654706444576204650	1589.7124125905925
I/bare/13/f	4584861838706784851	0.032619862859395575
I/bare/13/pi_lpc	4612946549314293130	2.5597881655573405
I/bare/13/pi_hpc	4617558809101329937	5.216085940011468
I/bare/13/phi_lp	4605623421578554570	0.8269165389405313
I/bare/13/phi_hp	4606317271715210231	0.9039493786759739
I/bare/13/mdot_air	4604638084331889286	0.7175221291136757
I/bare/13/sp_thrust	4649588939727640974	725.0632630370544
I/bare/13/branch_choked	1	1
I/bare/13/mf	4582403389825004051	0.02340547345026962
I/bare/13/mf_sched	4582403389825004051	0.02340547345026962
I/bare/14/s	4604480259023595111	0.7000000000000001
I/bare/14/nu_lp	4606069142888434044	0.8764015450199589
I/bare/14/nu_hp	4606238712974208068	0.8952276063713573
I/bare/14/Tt4	4654597697210035650	1564.986124249976
I/bare/14/f	4584736942970901129	0.03175322459904801
I/bare/14/pi_lpc	4613007234003767001	2.5867375813557882
I/bare/14/pi_hpc	4617604656648438861	5.2568067419497995
I/bare/14/phi_lp	4605750805513150715	0.8410589966561298
I/bare/14/phi_hp	4606405355739723644	0.9137286698876177
I/bare/14/mdot_air	4604814474791952972	0.7371054041223686
I/bare/14/sp_thrust	4649538374782371228	719.3146943097704
I/bare/14/branch_choked	1	1
I/bare/14/mf	4582403389825004051	0.02340547345026962
I/bare/14/mf_sched	4582403389825004051	0.02340547345026962
I/bare/15/s	4604930618986332161	0.7500000000000001
I/bare/15/nu_lp	4606139070508081444	0.8841650703589363
I/bare/15/nu_hp	4606300727706141951	0.9021126246972527
I/bare/15/Tt4	4654505096974167350	1543.9312682736904
I/bare/15/f	4584596097858101785	0.031012957652224758
I/bare/15/pi_lpc	4613061091379089391	2.6106550606073067
I/bare/15/pi_hpc	4617645607940767820	5.293178796055212
I/bare/15/phi_lp	4605863525556128726	0.8535734353612223
I/bare/15/phi_hp	4606482537881766360	0.922297609006189
I/bare/15/mdot_air	4604972951170302683	0.7546998165326743
I/bare/15/sp_thrust	4649495005332799416	714.384158734224
I/bare/15/branch_choked	1	1
I/bare/15/mf	4582403389825004051	0.02340547345026962
I/bare/15/mf_sched	4582403389825004051	0.02340547345026962
I/bare/16/s	4605380978949069211	0.8000000000000002
I/bare/16/nu_lp	4606201527086740065	0.8910991435255476
I/bare/16/nu_hp	4606356110786957602	0.9082613818468739
I/bare/16/Tt4	4654425817110544893	1525.9051142932142
I/bare/16/f	4584412876516995557	0.0303772809287909
I/bare/16/pi_lpc	4613108922456988532	2.631896326197813
I/bare/16/pi_hpc	4617682179422936354	5.325660797293752
I/bare/16/phi_lp	4605963333132204695	0.8646543022603791
I/bare/16/phi_hp	4606550299689096965	0.9298206808750541
I/bare/16/mdot_air	4605115200892267886	0.7704927081899038
I/bare/16/sp_thrust	4649457646620625488	710.1369648858181
I/bare/16/branch_choked	1	1
