# phase-4G NO-march oracle — key	u64 bits	repr
# cpython 3.14.3
exact/vhot/2/ratio	4611836931942881103	2.06701906385107
exact/vhot/3/tau	4609488409736829492	1.512032846525142
exact/vhot/3/beta	4601182394947249818	0.41693176851786407
exact/vhot/3/a	4604239309053723725	0.673249179566605
exact/vhot/3/surrogate	4604934383678183224	0.750417964757367
exact/vhot/3/ratio	4611719617324032174	2.014920907462588
exact/vhot/4/tau	4614211682204602144	3.1216200311699964
exact/vhot/4/beta	4600463896812512246	0.37704710990107004
exact/vhot/4/a	4606165694861651786	0.8871209673938918
exact/vhot/4/surrogate	4609965368361630397	1.6179389359346452
exact/vhot/4/ratio	4611367977024607618	1.9293806223698486
exact/vhot/5/tau	4619051732856100208	6.542068601256105
exact/vhot/5/beta	4599770144450824362	0.33853611763437164
exact/vhot/5/a	4608021432826345285	1.1862985380025333
exact/vhot/5/surrogate	4615274431554340316	3.593575550163889
exact/vhot/5/ratio	4610877577569003858	1.8204900689948613
exact/vhot/6/tau	4624071500906921211	14.001036511790963
exact/vhot/6/beta	4599104568400224661	0.3015892248336283
exact/vhot/6/a	4609936380409245164	1.6115023174996805
exact/vhot/6/surrogate	4620826832101328158	8.237346887387101
exact/vhot/6/ratio	4610333597304408175	1.699702186055699
exact/vhot/7/tau	4629362848939391644	30.80071755783375
exact/vhot/7/beta	4598470509273623987	0.26639187276733906
exact/vhot/7/a	4612195193771658367	2.2261192763122035
exact/vhot/7/surrogate	4626188969886940814	19.524834033333313
exact/vhot/7/ratio	4609783314907636904	1.5775149486674227
exact/vhot/8/tau	4634634089371271884	70.11170217768375
exact/vhot/8/beta	4597567074159251934	0.23312057475290165
exact/vhot/8/a	4614232053652254285	3.1306667712613376
exact/vhot/8/surrogate	4631945777522564025	47.95424653327013
exact/vhot/8/ratio	4609263325418254595	1.4620540879323591
exact/vhot/9/tau	4640050905215138233	166.17857030774556
exact/vhot/9/beta	4596443618846412525	0.2019384258666074
exact/vhot/9/a	4616738730913924247	4.487710191490939
exact/vhot/9/surrogate	4638307328315553241	122.3115671490881
exact/vhot/9/ratio	4608797633318840315	1.358649669701207
exact/vhot/10/tau	4645963518757833955	412.45030878503
exact/vhot/10/beta	4595400645701780485	0.17299010588570254
exact/vhot/10/a	4619078357551013649	6.565716080709323
exact/vhot/10/surrogate	4644420491002683772	324.73933578517585
exact/vhot/10/ratio	4608398825504685180	1.2700965461661147
traj/vhot/T_exit	4653538520191151364	1324.1571525212503
traj/vhot/T_mid	4655069780305437782	1672.3253927661767
traj/vhot/p_mid	4684334013683145973	148254.9369451773
traj/vhot/x_no_frozen	4562781938487608103	0.0011143680571771926
r27/cold/anchored/Da_entry	4444711248898664121	1.400005761785994e-11
r27/cold/anchored/Da_exit	4366219697479170462	8.301846669290356e-17
r27/cold/anchored/x_no_relaxed	4556072932954867609	0.0004031773456035725
r27/cold/anchored/max_a	4655770347503161195	1831.6159314075146
r27/cold/anchored/relaxed_fraction	4428902026257386098	1.2858442205396686e-12
r27/cold/T9_frozen	4649287324828129836	690.7736189019101
r27/cold/x_no_frozen	4556072932954877167	0.00040317734560409065
r27/cold/x_no_e_entry	4542372842981541352	4.911448187340154e-05
r27/cold/x_no_e_exit	4507411968441752475	2.2012111747343714e-07
