# phase-5J component-map matcher oracle — key	u64 bits	repr
# pypy 3.11.15
cell/cpg/tilt/0.30/1500/tsfc	4540456032293257345	3.6125667420395566e-05
cell/cpg/tilt/0.30/1500/eta_th	4594566328989215373	0.14983316528271864
cell/cpg/tilt/0.30/1500/eta_p	4601063802994617926	0.41034859270050494
cell/cpg/tilt/0.30/1500/s2/Tt	4643158439260848128	254.5
cell/cpg/tilt/0.30/1500/s2/pt	4677328081534983276	51624.8688784175
cell/cpg/tilt/0.30/1500/s3/Tt	4648113605888038843	557.3372242289983
cell/cpg/tilt/0.30/1500/s3/pt	4693671122879482723	631426.3198054846
cell/cpg/tilt/0.30/1500/s4/Tt	4654311885213007872	1500.0
cell/cpg/tilt/0.30/1500/s4/pt	4693454166448010867	606169.2670132652
cell/cpg/tilt/0.30/1500/s5/Tt	4653255577120845779	1259.8233466846766
cell/cpg/tilt/0.30/1500/s5/pt	4688151785231868879	259366.7128217504
cell/cpg/tilt/0.30/1500/s9/Tt	4653255577120845779	1259.8233466846766
cell/cpg/tilt/0.30/1500/s9/pt	4687973549783990408	254179.3785653154
cell/cpg/tilt/0.30/1500/s4/far	4584781405164837217	0.03206174304550547
cell/cpg/tilt/0.85/500/abort	0	0.0
cell/cpg/tilt/0.85/500/n_outer	4617315517961601024	5.0
cell/cpg/tilt/0.85/500/n_solve_turbine	4630122629401935872	35.0
cell/cpg/tilt/0.85/500/branch	0	0.0
cell/cpg/tilt/0.85/500/nozzle_choked	0	0.0
cell/cpg/tilt/0.85/500/eta_c	4605764247270165919	0.8425513314690994
cell/cpg/tilt/0.85/500/eta_t	4606281688735824226	0.8999988743760634
cell/cpg/tilt/0.85/500/n_corr	4603414541590548324	0.5816815968087039
cell/cpg/tilt/0.85/500/N_ratio	4603414541590548324	0.5816815968087039
cell/cpg/tilt/0.85/500/flowcoef	4604874834362702138	0.7438066626425901
cell/cpg/tilt/0.85/500/nu_t	4607216205162460227	1.0075020795004697
cell/cpg/tilt/0.85/500/pi_c	4612667186164794710	2.435726005235362
cell/cpg/tilt/0.85/500/tau_c	4608730549309083335	1.3437540272579314
cell/cpg/tilt/0.85/500/tau_t	4605740207932831904	0.839882428888604
cell/cpg/tilt/0.85/500/pi_t	4601379592144839305	0.4278784119756343
cell/cpg/tilt/0.85/500/mdot_air	4601465705207912814	0.4326586472428947
cell/cpg/tilt/0.85/500/mdot_ratio	4601465705207912814	0.4326586472428947
cell/cpg/tilt/0.85/500/thrust	4625955756803734887	18.696294722552377
cell/cpg/tilt/0.85/500/V0	4643446085055202208	269.3507703720188
cell/cpg/tilt/0.85/500/V9	4644175711085023551	310.8252083969018
cell/cpg/tilt/0.85/500/M9	4605615236282342816	0.8260077885087647
cell/cpg/tilt/0.85/500/T9	4645409415686521079	380.95319581033203
cell/cpg/tilt/0.85/500/p9	4677104761256804352	50000.0
cell/cpg/tilt/0.85/500/F_over_mdot	4631278446736232656	43.21257610750183
cell/cpg/tilt/0.85/500/tsfc	4548906300900710664	0.00012940703423875593
cell/cpg/tilt/0.85/500/eta_th	4587567972813059173	0.051397440312577904
cell/cpg/tilt/0.85/500/eta_p	4606697677124647748	0.946182863100923
cell/cpg/tilt/0.85/500/s2/Tt	4643741180423569407	286.12499999999994
cell/cpg/tilt/0.85/500/s2/pt	4680081772134739219	77785.20992963416
cell/cpg/tilt/0.85/500/s3/Tt	4645471488399766627	384.48162104917554
cell/cpg/tilt/0.85/500/s3/pt	4685749927707397382	189463.45864830184
cell/cpg/tilt/0.85/500/s4/Tt	4647503709213818880	500.0
cell/cpg/tilt/0.85/500/s4/pt	4685489531112619300	181884.92030236975
cell/cpg/tilt/0.85/500/s5/Tt	4646095300163833036	419.941214444302
cell/cpg/tilt/0.85/500/s5/pt	4680084481120533914	77824.63086127341
cell/cpg/tilt/0.85/500/s9/Tt	4646095300163833036	419.941214444302
cell/cpg/tilt/0.85/500/s9/pt	4679977519762334733	76268.13824404795
cell/cpg/tilt/0.85/500/s4/far	4573097172253775439	0.005592011315888336
cell/cpg/tilt/0.85/600/abort	0	0.0
cell/cpg/tilt/0.85/600/n_outer	4618441417868443648	6.0
cell/cpg/tilt/0.85/600/n_solve_turbine	4631107791820423168	42.0
cell/cpg/tilt/0.85/600/branch	0	0.0
cell/cpg/tilt/0.85/600/nozzle_choked	0	0.0
cell/cpg/tilt/0.85/600/eta_c	4605806860042750275	0.8472822995957262
cell/cpg/tilt/0.85/600/eta_t	4606281671708075296	0.8999969839161714
cell/cpg/tilt/0.85/600/n_corr	4603941828784166804	0.6402222351032258
cell/cpg/tilt/0.85/600/N_ratio	4603941828784166804	0.6402222351032258
cell/cpg/tilt/0.85/600/flowcoef	4604686976429458487	0.7229502423580304
cell/cpg/tilt/0.85/600/nu_t	4607237724065412826	1.0122802358049996
cell/cpg/tilt/0.85/600/pi_c	4613625978978090332	2.8615155481017336
cell/cpg/tilt/0.85/600/tau_c	4609044810730352177	1.4135340803867502
cell/cpg/tilt/0.85/600/tau_t	4605740211304981441	0.8398828032724098
cell/cpg/tilt/0.85/600/pi_t	4601379593862781610	0.4278785073405894
cell/cpg/tilt/0.85/600/mdot_air	4602009563011585647	0.4628488200308771
cell/cpg/tilt/0.85/600/mdot_ratio	4602009563011585647	0.4628488200308771
cell/cpg/tilt/0.85/600/thrust	4633694034041482781	60.37635623089975
cell/cpg/tilt/0.85/600/V0	4643446085055202208	269.3507703720188
cell/cpg/tilt/0.85/600/V9	4645684363716665087	396.58218185276195
cell/cpg/tilt/0.85/600/M9	4607003443903296497	0.9801297948830535
cell/cpg/tilt/0.85/600/T9	4646456273615535039	440.4601795570306
cell/cpg/tilt/0.85/600/p9	4677104761256804352	50000.0
cell/cpg/tilt/0.85/600/F_over_mdot	4638793645166629676	130.4450905305797
cell/cpg/tilt/0.85/600/tsfc	4544212178148624491	6.212144729780967e-05
cell/cpg/tilt/0.85/600/eta_th	4593598414120624152	0.12398406547902174
cell/cpg/tilt/0.85/600/eta_p	4605534863168595424	0.8170845803644475
cell/cpg/tilt/0.85/600/s2/Tt	4643741180423569407	286.12499999999994
cell/cpg/tilt/0.85/600/s2/pt	4680081772134739219	77785.20992963416
cell/cpg/tilt/0.85/600/s3/Tt	4645822730779300015	404.4474387506588
cell/cpg/tilt/0.85/600/s3/pt	4686887926673785696	222583.58762600552
cell/cpg/tilt/0.85/600/s4/Tt	4648488871632306176	600.0
cell/cpg/tilt/0.85/600/s4/pt	4686582010120352082	213680.2441209653
cell/cpg/tilt/0.85/600/s5/Tt	4647572840910015206	503.9296819634459
cell/cpg/tilt/0.85/600/s5/pt	4681019378886764584	91429.18390265165
cell/cpg/tilt/0.85/600/s9/Tt	4647572840910015206	503.9296819634459
cell/cpg/tilt/0.85/600/s9/pt	4680893719573240789	89600.60022459862
cell/cpg/tilt/0.85/600/s4/far	4575824935641085481	0.008103437816653418
cell/cpg/tilt/0.85/650/abort	0	0.0
cell/cpg/tilt/0.85/650/n_outer	4618441417868443648	6.0
cell/cpg/tilt/0.85/650/n_solve_turbine	4631107791820423168	42.0
cell/cpg/tilt/0.85/650/branch	0	0.0
cell/cpg/tilt/0.85/650/nozzle_choked	4607182418800017408	1.0
cell/cpg/tilt/0.85/650/eta_c	4605830307721628301	0.8498855148921663
cell/cpg/tilt/0.85/650/eta_t	4606281666841834305	0.8999964436548923
cell/cpg/tilt/0.85/650/n_corr	4604183549608649712	0.6670586375904559
cell/cpg/tilt/0.85/650/N_ratio	4604183549608649712	0.6670586375904559
cell/cpg/tilt/0.85/650/flowcoef	4604665532148925656	0.7205694489586234
cell/cpg/tilt/0.85/650/nu_t	4607242473461854740	1.0133348136615767
cell/cpg/tilt/0.85/650/pi_c	4614155910578953162	3.0968524540034865
cell/cpg/tilt/0.85/650/tau_c	4609202531284012109	1.448555078412727
cell/cpg/tilt/0.85/650/tau_t	4605740212268683973	0.8398829102648838
cell/cpg/tilt/0.85/650/pi_t	4601379594353739992	0.4278785345942544
cell/cpg/tilt/0.85/650/mdot_air	4602330458083758774	0.4806620749116449
cell/cpg/tilt/0.85/650/mdot_ratio	4602330458083758774	0.4806620749116449
cell/cpg/tilt/0.85/650/thrust	4635539546546800883	82.97902254996352
cell/cpg/tilt/0.85/650/V0	4643446085055202208	269.3507703720188
cell/cpg/tilt/0.85/650/V9	4646097425302796764	420.0620146085546
cell/cpg/tilt/0.85/650/M9	4607182418800017404	0.9999999999999996
cell/cpg/tilt/0.85/650/T9	4647058915903253055	474.71642754102135
cell/cpg/tilt/0.85/650/p9	4677505941330548295	52918.96921221591
cell/cpg/tilt/0.85/650/F_over_mdot	4640278065167933884	172.63484448032784
cell/cpg/tilt/0.85/650/tsfc	4543129361107910004	5.424084809923626e-05
cell/cpg/tilt/0.85/650/eta_th	4593912602211028506	0.1316886022587916
cell/cpg/tilt/0.85/650/eta_p	4606110998523352771	0.8810484539796665
cell/cpg/tilt/0.85/650/s2/Tt	4643741180423569407	286.12499999999994
cell/cpg/tilt/0.85/650/s2/pt	4680081772134739219	77785.20992963416
cell/cpg/tilt/0.85/650/s3/Tt	4645999011222331062	414.46782181084143
cell/cpg/tilt/0.85/650/s3/pt	4687516906788859278	240889.3182557639
cell/cpg/tilt/0.85/650/s4/Tt	4648928676283416576	650.0
cell/cpg/tilt/0.85/650/s4/pt	4687185831030822720	231253.74552553333
cell/cpg/tilt/0.85/650/s5/Tt	4648013213153175626	545.9238916721745
cell/cpg/tilt/0.85/650/s5/pt	4681536103299616361	98948.51375489835
cell/cpg/tilt/0.85/650/s9/Tt	4648013213153175626	545.9238916721745
cell/cpg/tilt/0.85/650/s9/pt	4681400109497835531	96969.54347980038
cell/cpg/tilt/0.85/650/s4/far	4576551519777920078	0.009363860376092738
cell/cpg/tilt/0.85/900/abort	0	0.0
cell/cpg/tilt/0.85/900/n_outer	4618441417868443648	6.0
cell/cpg/tilt/0.85/900/n_solve_turbine	4631107791820423168	42.0
cell/cpg/tilt/0.85/900/branch	0	0.0
cell/cpg/tilt/0.85/900/nozzle_choked	4607182418800017408	1.0
cell/cpg/tilt/0.85/900/eta_c	4605949352696963130	0.8631021621504325
cell/cpg/tilt/0.85/900/eta_t	4606281679736812003	0.8999978752850065
cell/cpg/tilt/0.85/900/n_corr	4605224077983112710	0.7825804935009166
cell/cpg/tilt/0.85/900/N_ratio	4605224077983112710	0.7825804935009166
cell/cpg/tilt/0.85/900/flowcoef	4605004065209091872	0.758154168757958
cell/cpg/tilt/0.85/900/nu_t	4607228837729232511	1.0103070727986105
cell/cpg/tilt/0.85/900/pi_c	4616782319180526578	4.5264243492392655
cell/cpg/tilt/0.85/900/tau_c	4609997098370396616	1.624984413195408
cell/cpg/tilt/0.85/900/tau_t	4605740209714983075	0.8398826267471303
cell/cpg/tilt/0.85/900/pi_t	4601379593052756824	0.427878462375181
cell/cpg/tilt/0.85/900/mdot_air	4603519340954906711	0.5933166635363801
cell/cpg/tilt/0.85/900/mdot_ratio	4603519340954906711	0.5933166635363801
cell/cpg/tilt/0.85/900/thrust	4641912223715665381	219.08042388716345
cell/cpg/tilt/0.85/900/V0	4643446085055202208	269.3507703720188
cell/cpg/tilt/0.85/900/V9	4647403179537706005	494.2855495127745
cell/cpg/tilt/0.85/900/M9	4607182418800017404	0.9999999999999996
cell/cpg/tilt/0.85/900/T9	4648992882898410718	657.2994470194933
cell/cpg/tilt/0.85/900/p9	4680051690167273545	77347.45968917118
cell/cpg/tilt/0.85/900/F_over_mdot	4645203478877719608	369.2470435287719
cell/cpg/tilt/0.85/900/tsfc	4541404923105737511	4.255560167253639e-05
cell/cpg/tilt/0.85/900/eta_th	4593871780966763800	0.13055558512687848
cell/cpg/tilt/0.85/900/eta_p	4607780132942864466	1.1327192007065787
cell/cpg/tilt/0.85/900/s2/Tt	4643741180423569407	286.12499999999994
cell/cpg/tilt/0.85/900/s2/pt	4680081772134739219	77785.20992963416
cell/cpg/tilt/0.85/900/s3/Tt	4646887079611361402	464.94866522553605
cell/cpg/tilt/0.85/900/s3/pt	4689792453162756093	352088.86823618395
cell/cpg/tilt/0.85/900/s4/Tt	4651127699538968576	900.0
cell/cpg/tilt/0.85/900/s4/pt	4689550499534858483	338005.3135067366
cell/cpg/tilt/0.85/900/s5/Tt	4649860132960325119	755.8943640724173
cell/cpg/tilt/0.85/900/s5/pt	4684209296658949805	144625.19381790367
cell/cpg/tilt/0.85/900/s9/Tt	4649860132960325119	755.8943640724173
cell/cpg/tilt/0.85/900/s9/pt	4684109910982529716	141732.6899415456
cell/cpg/tilt/0.85/900/s4/far	4580186338100732482	0.01571353010317212
cell/cpg/tilt/0.85/1100/abort	0	0.0
cell/cpg/tilt/0.85/1100/n_outer	4617315517961601024	5.0
cell/cpg/tilt/0.85/1100/n_solve_turbine	4630122629401935872	35.0
cell/cpg/tilt/0.85/1100/branch	0	0.0
cell/cpg/tilt/0.85/1100/nozzle_choked	4607182418800017408	1.0
cell/cpg/tilt/0.85/1100/eta_c	4606029460965398719	0.8719959665584368
cell/cpg/tilt/0.85/1100/eta_t	4606281695652362748	0.8999996422660952
cell/cpg/tilt/0.85/1100/n_corr	4605921145786850108	0.8599705660443315
cell/cpg/tilt/0.85/1100/N_ratio	4605921145786850108	0.8599705660443315
cell/cpg/tilt/0.85/1100/flowcoef	4605603514124886448	0.8247063675981305
cell/cpg/tilt/0.85/1100/nu_t	4607201465723110527	1.004229266513249
cell/cpg/tilt/0.85/1100/pi_c	4618454911860582503	6.011985072613334
cell/cpg/tilt/0.85/1100/tau_c	4610639990828824214	1.7677352151362462
cell/cpg/tilt/0.85/1100/tau_t	4605740206563091045	0.83988227681682
cell/cpg/tilt/0.85/1100/pi_t	4601379591447023894	0.4278783732390975
cell/cpg/tilt/0.85/1100/mdot_air	4604563334239647695	0.7092232017637289
cell/cpg/tilt/0.85/1100/mdot_ratio	4604563334239647695	0.7092232017637289
cell/cpg/tilt/0.85/1100/thrust	4645055309766072395	360.8246046531755
cell/cpg/tilt/0.85/1100/V0	4643446085055202208	269.3507703720188
cell/cpg/tilt/0.85/1100/V9	4648017868310948743	546.4531218384953
cell/cpg/tilt/0.85/1100/M9	4607182418800017406	0.9999999999999998
cell/cpg/tilt/0.85/1100/T9	4650277694860757949	803.365656085654
cell/cpg/tilt/0.85/1100/p9	4681796148798307103	102732.67380736441
cell/cpg/tilt/0.85/1100/F_over_mdot	4647657821935974261	508.76029401725765
cell/cpg/tilt/0.85/1100/tsfc	4541173006504667462	4.098407365556388e-05
cell/cpg/tilt/0.85/1100/eta_th	4593856948362759706	0.13014389766486617
cell/cpg/tilt/0.85/1100/eta_p	4607992497926001332	1.179873699487115
cell/cpg/tilt/0.85/1100/s2/Tt	4643741180423569407	286.12499999999994
cell/cpg/tilt/0.85/1100/s2/pt	4680081772134739219	77785.20992963416
cell/cpg/tilt/0.85/1100/s3/Tt	4647605624942094201	505.79323843085837
cell/cpg/tilt/0.85/1100/s3/pt	4691777666980275007	467643.52096705505
cell/cpg/tilt/0.85/1100/s4/Tt	4652552666608566272	1100.0
cell/cpg/tilt/0.85/1100/s4/pt	4691456304799676640	448937.78012837283
cell/cpg/tilt/0.85/1100/s5/Tt	4651337666717024435	923.8705044985021
cell/cpg/tilt/0.85/1100/s5/pt	4685840201336585036	192090.76704689336
cell/cpg/tilt/0.85/1100/s9/Tt	4651337666717024435	923.8705044985021
cell/cpg/tilt/0.85/1100/s9/pt	4685708197566612242	188248.9517059555
cell/cpg/tilt/0.85/1100/s4/far	4581667132974095397	0.020851069363029624
cell/cpg/tilt/0.85/1500/abort	0	0.0
cell/cpg/tilt/0.85/1500/n_outer	4607182418800017408	1.0
cell/cpg/tilt/0.85/1500/n_solve_turbine	4607182418800017408	1.0
cell/cpg/tilt/0.85/1500/branch	0	0.0
cell/cpg/tilt/0.85/1500/nozzle_choked	4607182418800017408	1.0
cell/cpg/tilt/0.85/1500/eta_c	4606101554889448489	0.88
cell/cpg/tilt/0.85/1500/eta_t	4606281698874543309	0.9
cell/cpg/tilt/0.85/1500/n_corr	4607182418800017418	1.0000000000000022
cell/cpg/tilt/0.85/1500/N_ratio	4607182418800017418	1.0000000000000022
cell/cpg/tilt/0.85/1500/flowcoef	4607182418800017445	1.0000000000000082
cell/cpg/tilt/0.85/1500/nu_t	4607182418800017418	1.0000000000000022
cell/cpg/tilt/0.85/1500/pi_c	4621819117588971577	10.000000000000101
cell/cpg/tilt/0.85/1500/tau_c	4611815746991539699	2.057611055549154
cell/cpg/tilt/0.85/1500/tau_t	4605740205924975101	0.8398822059717187
cell/cpg/tilt/0.85/1500/pi_t	4601379591121935493	0.4278783551930661
cell/cpg/tilt/0.85/1500/mdot_air	4607182418800017455	1.0000000000000104
cell/cpg/tilt/0.85/1500/mdot_ratio	4607182418800017455	1.0000000000000104
cell/cpg/tilt/0.85/1500/thrust	4649780385265186447	746.8281007965141
cell/cpg/tilt/0.85/1500/V0	4643446085055202208	269.3507703720188
cell/cpg/tilt/0.85/1500/V9	4648824176417173227	638.1197406644618
cell/cpg/tilt/0.85/1500/M9	4607182418800017409	1.0000000000000002
cell/cpg/tilt/0.85/1500/T9	4652532868932063501	1095.4985295283288
cell/cpg/tilt/0.85/1500/p9	4685111397417843452	170879.78135963518
cell/cpg/tilt/0.85/1500/F_over_mdot	4649780385265186378	746.8281007965063
cell/cpg/tilt/0.85/1500/tsfc	4541306508773566647	4.188872021789038e-05
cell/cpg/tilt/0.85/1500/eta_th	4593841819363922599	0.12972398359365409
cell/cpg/tilt/0.85/1500/eta_p	4607894570279413602	1.1581293938893045
cell/cpg/tilt/0.85/1500/s2/Tt	4643741180423569407	286.12499999999994
cell/cpg/tilt/0.85/1500/s2/pt	4680081772134739219	77785.20992963416
cell/cpg/tilt/0.85/1500/s3/Tt	4648389774525228701	588.7339632690015
cell/cpg/tilt/0.85/1500/s3/pt	4694928910747891867	777852.0992963495
cell/cpg/tilt/0.85/1500/s4/Tt	4654311885213007872	1500.0
cell/cpg/tilt/0.85/1500/s4/pt	4694661642801683646	746738.0153244955
cell/cpg/tilt/0.85/1500/s5/Tt	4653255576954920245	1259.823308957578
cell/cpg/tilt/0.85/1500/s5/pt	4689232804587847161	319513.03375717957
cell/cpg/tilt/0.85/1500/s9/Tt	4653255576954920245	1259.823308957578
cell/cpg/tilt/0.85/1500/s9/pt	4689123020745396534	313122.77308203594
cell/cpg/tilt/0.85/1500/s4/far	4584669273506512818	0.03128367336512329
cell/cpg/tilt/1.60/500/abort	4611686018427387904	2.0
cell/cpg/tilt/1.60/600/abort	0	0.0
cell/cpg/tilt/1.60/600/n_outer	4617315517961601024	5.0
cell/cpg/tilt/1.60/600/n_solve_turbine	4630122629401935872	35.0
cell/cpg/tilt/1.60/600/branch	0	0.0
cell/cpg/tilt/1.60/600/nozzle_choked	4607182418800017408	1.0
cell/cpg/tilt/1.60/600/eta_c	4605747703165439856	0.8407145668702309
cell/cpg/tilt/1.60/600/eta_t	4606281694694791438	0.8999995359543236
cell/cpg/tilt/1.60/600/n_corr	4603155326716027254	0.5529029646068426
cell/cpg/tilt/1.60/600/N_ratio	4603899312606912609	0.6355019912125607
cell/cpg/tilt/1.60/600/flowcoef	4605039875549691650	0.7621299152233123
cell/cpg/tilt/1.60/600/nu_t	4607204112076031151	1.0048168749020012
cell/cpg/tilt/1.60/600/pi_c	4612275067407660620	2.2615902962122956
cell/cpg/tilt/1.60/600/tau_c	4608589060572592022	1.312337216662376
cell/cpg/tilt/1.60/600/tau_t	4605740206752727099	0.8398822978706514
cell/cpg/tilt/1.60/600/pi_t	4601379591543634433	0.42787837860205974
cell/cpg/tilt/1.60/600/mdot_air	4606597244717809227	0.9350326260518583
cell/cpg/tilt/1.60/600/mdot_ratio	4606597244717809227	0.9350326260518583
cell/cpg/tilt/1.60/600/thrust	4632146699326821602	49.38188181798047
cell/cpg/tilt/1.60/600/V0	4647627086993665144	507.01321481791774
cell/cpg/tilt/1.60/600/V9	4645807512542869013	403.58238216288856
cell/cpg/tilt/1.60/600/M9	4607182418800017407	0.9999999999999999
cell/cpg/tilt/1.60/600/T9	4646416502612246766	438.1994597586007
cell/cpg/tilt/1.60/600/p9	4681509728842330586	98564.71488828157
cell/cpg/tilt/1.60/600/F_over_mdot	4632629586844684316	52.81300399804624
cell/cpg/tilt/1.60/600/tsfc	4547862922467360283	0.0001115982588173404
cell/cpg/tilt/1.60/600/eta_th	13819197446367820583	-0.18477966996803127
cell/cpg/tilt/1.60/600/eta_p	13826721581054871409	-0.5744654368665875
cell/cpg/tilt/1.60/600/s2/Tt	4645357462516400128	378.0
cell/cpg/tilt/1.60/600/s2/pt	4686056548495755892	198387.29808719794
cell/cpg/tilt/1.60/600/s3/Tt	4647434457008717332	496.0634678983781
cell/cpg/tilt/1.60/600/s3/pt	4691451717914060556	448670.78824578295
cell/cpg/tilt/1.60/600/s4/Tt	4648488871632306176	600.0
cell/cpg/tilt/1.60/600/s4/pt	4691143393696110767	430723.9567159516
cell/cpg/tilt/1.60/600/s5/Tt	4647572835575342149	503.9293787223908
cell/cpg/tilt/1.60/600/s5/pt	4685572425628029875	184297.46822467222
cell/cpg/tilt/1.60/600/s9/Tt	4647572835575342149	503.9293787223908
cell/cpg/tilt/1.60/600/s9/pt	4685445777372228184	180611.51886017877
cell/cpg/tilt/1.60/600/s4/far	4573445156214777529	0.005893839289095198
cell/cpg/tilt/1.60/650/abort	0	0.0
cell/cpg/tilt/1.60/650/n_outer	4617315517961601024	5.0
cell/cpg/tilt/1.60/650/n_solve_turbine	4630122629401935872	35.0
cell/cpg/tilt/1.60/650/branch	0	0.0
cell/cpg/tilt/1.60/650/nozzle_choked	4607182418800017408	1.0
cell/cpg/tilt/1.60/650/eta_c	4605760954910339220	0.8421858061006042
cell/cpg/tilt/1.60/650/eta_t	4606281687338535923	0.8999987192458988
cell/cpg/tilt/1.60/650/n_corr	4603375112091355194	0.5773040430233387
cell/cpg/tilt/1.60/650/N_ratio	4604151932058428165	0.6635483843666355
cell/cpg/tilt/1.60/650/flowcoef	4604890556500087905	0.74555217053479
cell/cpg/tilt/1.60/650/nu_t	4607218458208504661	1.008002356219284
cell/cpg/tilt/1.60/650/pi_c	4612603327961381474	2.4073672661391337
cell/cpg/tilt/1.60/650/tau_c	4608708184450228668	1.3387880310093427
cell/cpg/tilt/1.60/650/tau_t	4605740208209548657	0.839882459610335
cell/cpg/tilt/1.60/650/pi_t	4601379592285812296	0.42787841980120733
cell/cpg/tilt/1.60/650/mdot_air	4606777651489872028	0.9550618012661007
cell/cpg/tilt/1.60/650/mdot_ratio	4606777651489872028	0.9550618012661007
cell/cpg/tilt/1.60/650/thrust	4635506907891841919	82.51519936624207
cell/cpg/tilt/1.60/650/V0	4647627086993665144	507.01321481791774
cell/cpg/tilt/1.60/650/V9	4646097423320227827	420.0619019125581
cell/cpg/tilt/1.60/650/M9	4607182418800017406	0.9999999999999998
cell/cpg/tilt/1.60/650/T9	4647058911422210331	474.71617282323285
cell/cpg/tilt/1.60/650/p9	4681946322066509566	104917.98247581345
cell/cpg/tilt/1.60/650/F_over_mdot	4635780118739700360	86.39775903177554
cell/cpg/tilt/1.60/650/tsfc	4545736077297840628	8.277413190067151e-05
cell/cpg/tilt/1.60/650/eta_th	13817210065066650591	-0.12961875798632058
cell/cpg/tilt/1.60/650/eta_p	13831023333153588019	-1.1041117189781289
cell/cpg/tilt/1.60/650/s2/Tt	4645357462516400128	378.0
cell/cpg/tilt/1.60/650/s2/pt	4686056548495755892	198387.29808719794
cell/cpg/tilt/1.60/650/s3/Tt	4647610350859290192	506.0618757215316
cell/cpg/tilt/1.60/650/s3/pt	4691948564870857490	477591.0874329071
cell/cpg/tilt/1.60/650/s4/Tt	4648928676283416576	650.0
cell/cpg/tilt/1.60/650/s4/pt	4691620366774635824	458487.4439355908
cell/cpg/tilt/1.60/650/s5/Tt	4648013210576576060	545.9235987467177
cell/cpg/tilt/1.60/650/s5/pt	4685980599212011897	196176.88300980235
cell/cpg/tilt/1.60/650/s9/Tt	4648013210576576060	545.9235987467177
cell/cpg/tilt/1.60/650/s9/pt	4685845787484530566	192253.3453496063
cell/cpg/tilt/1.60/650/s4/far	4574895139719745370	0.0071514995020186215
cell/cpg/tilt/1.60/900/abort	0	0.0
cell/cpg/tilt/1.60/900/n_outer	4618441417868443648	6.0
cell/cpg/tilt/1.60/900/n_solve_turbine	4631107791820423168	42.0
cell/cpg/tilt/1.60/900/branch	0	0.0
cell/cpg/tilt/1.60/900/nozzle_choked	4607182418800017408	1.0
cell/cpg/tilt/1.60/900/eta_c	4605845332975359015	0.8515536531564337
cell/cpg/tilt/1.60/900/eta_t	4606281655410341047	0.8999951745041902
cell/cpg/tilt/1.60/900/n_corr	4604339628582192622	0.6843868845991758
cell/cpg/tilt/1.60/900/N_ratio	4605260539155372191	0.7866284967956466
cell/cpg/tilt/1.60/900/flowcoef	4604658920807337087	0.7198354425930943
cell/cpg/tilt/1.60/900/nu_t	4607252373314723206	1.0155330225805712
cell/cpg/tilt/1.60/900/pi_c	4614529459899964357	3.2627416768113755
cell/cpg/tilt/1.60/900/tau_c	4609308297979755100	1.4720400025832054
cell/cpg/tilt/1.60/900/tau_t	4605740214532558085	0.8398831616054002
cell/cpg/tilt/1.60/900/pi_t	4601379595507071540	0.4278785986170164
cell/cpg/tilt/1.60/900/mdot_air	4607601974253963540	1.093160025015611
cell/cpg/tilt/1.60/900/mdot_ratio	4607601974253963540	1.093160025015611
cell/cpg/tilt/1.60/900/thrust	4643395941893401219	266.50046162275993
cell/cpg/tilt/1.60/900/V0	4647627086993665144	507.01321481791774
cell/cpg/tilt/1.60/900/V9	4647403182306481714	494.28570689945184
cell/cpg/tilt/1.60/900/M9	4607182418800017406	0.9999999999999998
cell/cpg/tilt/1.60/900/T9	4648992886580320967	657.2998656042263
cell/cpg/tilt/1.60/900/p9	4684125864754302530	142197.005810367
cell/cpg/tilt/1.60/900/F_over_mdot	4642781581777939790	243.78906612410577
cell/cpg/tilt/1.60/900/tsfc	4543289138724245801	5.532354334139768e-05
cell/cpg/tilt/1.60/900/eta_th	13799243580792742195	-0.008184290323428023
cell/cpg/tilt/1.60/900/eta_p	13851429432703431345	-26.16281650534319
cell/cpg/tilt/1.60/900/s2/Tt	4645357462516400128	378.0
cell/cpg/tilt/1.60/900/s2/pt	4686056548495755892	198387.29808719794
cell/cpg/tilt/1.60/900/s3/Tt	4648105635719541718	556.4311209764517
cell/cpg/tilt/1.60/900/s3/pt	4693807360838238666	647286.5056191024
cell/cpg/tilt/1.60/900/s4/Tt	4651127699538968576	900.0
cell/cpg/tilt/1.60/900/s4/pt	4693584954888416573	621395.0453943383
cell/cpg/tilt/1.60/900/s5/Tt	4649860137194521905	755.8948454448602
cell/cpg/tilt/1.60/900/s5/pt	4688311424279746133	265881.6412108888
cell/cpg/tilt/1.60/900/s9/Tt	4649860137194521905	755.8948454448602
cell/cpg/tilt/1.60/900/s9/pt	4688192923994228718	260564.00838667102
cell/cpg/tilt/1.60/900/s4/far	4578928506454405351	0.01348727496587583
cell/cpg/tilt/1.60/1100/abort	0	0.0
cell/cpg/tilt/1.60/1100/n_outer	4618441417868443648	6.0
cell/cpg/tilt/1.60/1100/n_solve_turbine	4631107791820423168	42.0
cell/cpg/tilt/1.60/1100/branch	0	0.0
cell/cpg/tilt/1.60/1100/nozzle_choked	4607182418800017408	1.0
cell/cpg/tilt/1.60/1100/eta_c	4605918720345394140	0.8597012879494019
cell/cpg/tilt/1.60/1100/eta_t	4606281660792140112	0.8999957720039138
cell/cpg/tilt/1.60/1100/n_corr	4604983563484899822	0.7558780201337052
cell/cpg/tilt/1.60/1100/N_ratio	4606000672486313328	0.8687998033259827
