# phase-5J component-map matcher oracle — key	u64 bits	repr
# pypy 3.11.15
cell/cpg/flat/0.30/1500/T9	4652532868932063502	1095.498529528329
cell/cpg/flat/0.30/1500/p9	4684023205786757808	139209.23662408208
cell/cpg/flat/0.30/1500/F_over_mdot	4651023528895941012	888.1571690107689
cell/cpg/flat/0.30/1500/tsfc	4540452122835577079	3.609917590470691e-05
cell/cpg/flat/0.30/1500/eta_th	4594566329014802779	0.14983316599291183
cell/cpg/flat/0.30/1500/eta_p	4601069227740841781	0.41064972660852855
cell/cpg/flat/0.30/1500/s2/Tt	4643158439260848128	254.5
cell/cpg/flat/0.30/1500/s2/pt	4677328081534983276	51624.8688784175
cell/cpg/flat/0.30/1500/s3/Tt	4648113606303447022	557.3372714554405
cell/cpg/flat/0.30/1500/s3/pt	4693690536994803957	633686.4202885913
cell/cpg/flat/0.30/1500/s4/Tt	4654311885213007872	1500.0
cell/cpg/flat/0.30/1500/s4/pt	4693472803998719252	608338.9634770476
cell/cpg/flat/0.30/1500/s5/Tt	4653255576954920246	1259.8233089575783
cell/cpg/flat/0.30/1500/s5/pt	4688183683516599603	260295.07509241402
cell/cpg/flat/0.30/1500/s9/Tt	4653255576954920246	1259.8233089575783
cell/cpg/flat/0.30/1500/s9/pt	4688004810103026518	255089.17359056574
cell/cpg/flat/0.30/1500/s4/far	4584781404996170678	0.03206174187514625
cell/cpg/flat/0.85/500/abort	0	0.0
cell/cpg/flat/0.85/500/n_outer	4607182418800017408	1.0
cell/cpg/flat/0.85/500/n_solve_turbine	4619567317775286272	7.0
cell/cpg/flat/0.85/500/branch	0	0.0
cell/cpg/flat/0.85/500/nozzle_choked	0	0.0
cell/cpg/flat/0.85/500/eta_c	4606101554889448489	0.88
cell/cpg/flat/0.85/500/eta_t	4606281698874543309	0.9
cell/cpg/flat/0.85/500/n_corr	4603310344054640186	0.5701133464612618
cell/cpg/flat/0.85/500/N_ratio	4603310344054640186	0.5701133464612618
cell/cpg/flat/0.85/500/flowcoef	4605252594531815728	0.7857464663962102
cell/cpg/flat/0.85/500/nu_t	4607069516098686668	0.9874652821440235
cell/cpg/flat/0.85/500/pi_c	4612861217404730217	2.5218931852645494
cell/cpg/flat/0.85/500/tau_c	4608730551459344886	1.343754504711908
cell/cpg/flat/0.85/500/tau_t	4605740205924975101	0.8398822059717187
cell/cpg/flat/0.85/500/pi_t	4601379591121935493	0.4278783551930661
cell/cpg/flat/0.85/500/mdot_air	4601741431793380230	0.4479645474272548
cell/cpg/flat/0.85/500/mdot_ratio	4601741431793380230	0.4479645474272548
cell/cpg/flat/0.85/500/thrust	4627651551319743161	24.720967096009847
cell/cpg/flat/0.85/500/V0	4643446085055202208	269.3507703720188
cell/cpg/flat/0.85/500/V9	4644385162666699823	322.7311523851849
cell/cpg/flat/0.85/500/M9	4605931271777302941	0.8610947768191185
cell/cpg/flat/0.85/500/T9	4645355862724171011	377.90906234023004
cell/cpg/flat/0.85/500/p9	4677104761256804352	50000.0
cell/cpg/flat/0.85/500/F_over_mdot	4632963429285354728	55.185097209114076
cell/cpg/flat/0.85/500/tsfc	4547105395254445324	0.0001013318506928493
cell/cpg/flat/0.85/500/eta_th	4589509848820453617	0.06724382380486184
cell/cpg/flat/0.85/500/eta_p	4606494118460512061	0.9235833115223852
cell/cpg/flat/0.85/500/s2/Tt	4643741180423569407	286.12499999999994
cell/cpg/flat/0.85/500/s2/pt	4680081772134739219	77785.20992963416
cell/cpg/flat/0.85/500/s3/Tt	4645471490803061886	384.4817576606946
cell/cpg/flat/0.85/500/s3/pt	4685980224959766929	196165.99083591675
cell/cpg/flat/0.85/500/s4/Tt	4647503709213818880	500.0
cell/cpg/flat/0.85/500/s4/pt	4685710616474894065	188319.35120248006
cell/cpg/flat/0.85/500/s5/Tt	4646095298203035377	419.94110298585935
cell/cpg/flat/0.85/500/s5/pt	4680273675693142628	80577.77424354252
cell/cpg/flat/0.85/500/s9/Tt	4646095298203035377	419.94110298585935
cell/cpg/flat/0.85/500/s9/pt	4680162930443491272	78966.21875867166
cell/cpg/flat/0.85/500/s4/far	4573097168466400610	0.005592008030864322
cell/cpg/flat/0.85/600/abort	0	0.0
cell/cpg/flat/0.85/600/n_outer	4607182418800017408	1.0
cell/cpg/flat/0.85/600/n_solve_turbine	4619567317775286272	7.0
cell/cpg/flat/0.85/600/branch	0	0.0
cell/cpg/flat/0.85/600/nozzle_choked	4607182418800017408	1.0
cell/cpg/flat/0.85/600/eta_c	4606101554889448489	0.88
cell/cpg/flat/0.85/600/eta_t	4606281698874543309	0.9
cell/cpg/flat/0.85/600/n_corr	4603807486619892380	0.6253072587076818
cell/cpg/flat/0.85/600/N_ratio	4603807486619892380	0.6253072587076818
cell/cpg/flat/0.85/600/flowcoef	4605079061668954117	0.7664804484084021
cell/cpg/flat/0.85/600/nu_t	4607080615718356403	0.9886975874762157
cell/cpg/flat/0.85/600/pi_c	4613854806524915833	2.9631353925633985
cell/cpg/flat/0.85/600/tau_c	4609044817658202032	1.4135356186784342
cell/cpg/flat/0.85/600/tau_t	4605740205924975101	0.8398822059717187
cell/cpg/flat/0.85/600/pi_t	4601379591121935493	0.4278783551930661
cell/cpg/flat/0.85/600/mdot_air	4602305665103720967	0.47928578804729266
cell/cpg/flat/0.85/600/mdot_ratio	4602305665103720967	0.47928578804729266
cell/cpg/flat/0.85/600/thrust	4634470073827320459	67.78090111155522
cell/cpg/flat/0.85/600/V0	4643446085055202208	269.3507703720188
cell/cpg/flat/0.85/600/V9	4645807512154437851	403.5823600831333
cell/cpg/flat/0.85/600/M9	4607182418800017407	0.9999999999999999
cell/cpg/flat/0.85/600/T9	4646416501768749486	438.1994118113315
cell/cpg/flat/0.85/600/p9	4677191896564023109	50633.99280202253
cell/cpg/flat/0.85/600/F_over_mdot	4639179812852591765	141.4206362924057
cell/cpg/flat/0.85/600/tsfc	4543580838063705011	5.7300174951111815e-05
cell/cpg/flat/0.85/600/eta_th	4593928315146298930	0.13212472382183332
cell/cpg/flat/0.85/600/eta_p	4605662501408257835	0.8312552716140308
cell/cpg/flat/0.85/600/s2/Tt	4643741180423569407	286.12499999999994
cell/cpg/flat/0.85/600/s2/pt	4680081772134739219	77785.20992963416
cell/cpg/flat/0.85/600/s3/Tt	4645822738522390014	404.4478788943669
cell/cpg/flat/0.85/600/s3/pt	4687159523945018374	230488.1085604729
cell/cpg/flat/0.85/600/s4/Tt	4648488871632306176	600.0
cell/cpg/flat/0.85/600/s4/pt	4686842743500735453	221268.584218054
cell/cpg/flat/0.85/600/s5/Tt	4647572834605320276	503.9293235830312
cell/cpg/flat/0.85/600/s5/pt	4681242500992515886	94676.0378711193
cell/cpg/flat/0.85/600/s9/Tt	4647572834605320276	503.9293235830312
cell/cpg/flat/0.85/600/s9/pt	4681112379236877065	92782.51711369691
cell/cpg/flat/0.85/600/s4/far	4575824929521723424	0.0081034272012524
cell/cpg/flat/0.85/650/abort	0	0.0
cell/cpg/flat/0.85/650/n_outer	4607182418800017408	1.0
cell/cpg/flat/0.85/650/n_solve_turbine	4619567317775286272	7.0
cell/cpg/flat/0.85/650/branch	0	0.0
cell/cpg/flat/0.85/650/nozzle_choked	4607182418800017408	1.0
cell/cpg/flat/0.85/650/eta_c	4606101554889448489	0.88
cell/cpg/flat/0.85/650/eta_t	4606281698874543309	0.9
cell/cpg/flat/0.85/650/n_corr	4604041132585017424	0.6512471717169408
cell/cpg/flat/0.85/650/N_ratio	4604041132585017424	0.6512471717169408
cell/cpg/flat/0.85/650/flowcoef	4605053485827254830	0.7636409595755305
cell/cpg/flat/0.85/650/nu_t	4607086181134129119	0.9893154727494639
cell/cpg/flat/0.85/650/pi_c	4614397570978298563	3.2041712298008362
cell/cpg/flat/0.85/650/tau_c	4609202540142499225	1.448557045391999
cell/cpg/flat/0.85/650/tau_t	4605740205924975101	0.8398822059717187
cell/cpg/flat/0.85/650/pi_t	4601379591121935493	0.4278783551930661
cell/cpg/flat/0.85/650/mdot_air	4602630522842814800	0.4973190151307749
cell/cpg/flat/0.85/650/mdot_ratio	4602630522842814800	0.4973190151307749
cell/cpg/flat/0.85/650/thrust	4636103088412386088	90.98743412772876
cell/cpg/flat/0.85/650/V0	4643446085055202208	269.3507703720188
cell/cpg/flat/0.85/650/V9	4646097422204392764	420.0618384846782
cell/cpg/flat/0.85/650/M9	4607182418800017407	0.9999999999999999
cell/cpg/flat/0.85/650/T9	4647058908900177704	474.71602946227586
cell/cpg/flat/0.85/650/p9	4677757982203206593	54752.80791871949
cell/cpg/flat/0.85/650/F_over_mdot	4640641204044224992	182.95587210515714
cell/cpg/flat/0.85/650/tsfc	4542677792946117494	5.118090321148173e-05
cell/cpg/flat/0.85/650/eta_th	4593912602277905722	0.1316886041150072
cell/cpg/flat/0.85/650/eta_p	4606585453617407382	0.9337235509366788
cell/cpg/flat/0.85/650/s2/Tt	4643741180423569407	286.12499999999994
cell/cpg/flat/0.85/650/s2/pt	4680081772134739219	77785.20992963416
cell/cpg/flat/0.85/650/s3/Tt	4645999021123247570	414.4683846127856
cell/cpg/flat/0.85/650/s3/pt	4687803735476828658	249237.13176055212
cell/cpg/flat/0.85/650/s4/Tt	4648928676283416576	650.0
cell/cpg/flat/0.85/650/s4/pt	4687461186571273325	239267.64649013002
cell/cpg/flat/0.85/650/s5/Tt	4648013209126407299	545.9234338816171
cell/cpg/flat/0.85/650/s5/pt	4681771737800120475	102377.44703111278
cell/cpg/flat/0.85/650/s9/Tt	4648013209126407299	545.9234338816171
cell/cpg/flat/0.85/650/s9/pt	4681631031308329562	100329.89809049052
cell/cpg/flat/0.85/650/s4/far	4576551511941566533	0.009363846782186278
cell/cpg/flat/0.85/900/abort	0	0.0
cell/cpg/flat/0.85/900/n_outer	4607182418800017408	1.0
cell/cpg/flat/0.85/900/n_solve_turbine	4619567317775286272	7.0
cell/cpg/flat/0.85/900/branch	0	0.0
cell/cpg/flat/0.85/900/nozzle_choked	4607182418800017408	1.0
cell/cpg/flat/0.85/900/eta_c	4606101554889448489	0.88
cell/cpg/flat/0.85/900/eta_t	4606281698874543309	0.9
cell/cpg/flat/0.85/900/n_corr	4605099297370340762	0.7687270625682914
cell/cpg/flat/0.85/900/N_ratio	4605099297370340762	0.7687270625682914
cell/cpg/flat/0.85/900/flowcoef	4605295511276696586	0.7905111822270794
cell/cpg/flat/0.85/900/nu_t	4607114165580049177	0.9924223703686464
cell/cpg/flat/0.85/900/pi_c	4616905756215380263	4.636058459788081
cell/cpg/flat/0.85/900/tau_c	4609997105735589627	1.6249860485967804
cell/cpg/flat/0.85/900/tau_t	4605740205924975101	0.8398822059717187
cell/cpg/flat/0.85/900/pi_t	4601379591121935493	0.4278783551930661
cell/cpg/flat/0.85/900/mdot_air	4603648780492600336	0.60768733904081
cell/cpg/flat/0.85/900/mdot_ratio	4603648780492600336	0.60768733904081
cell/cpg/flat/0.85/900/thrust	4642225146915942545	227.97423615947312
cell/cpg/flat/0.85/900/V0	4643446085055202208	269.3507703720188
cell/cpg/flat/0.85/900/V9	4647403177359497061	494.2854256959311
cell/cpg/flat/0.85/900/M9	4607182418800017407	0.9999999999999999
cell/cpg/flat/0.85/900/T9	4648992880001835330	657.2991177169972
cell/cpg/flat/0.85/900/p9	4680180429641035975	79220.86559790662
cell/cpg/flat/0.85/900/F_over_mdot	4645307334366061354	375.1505445535755
cell/cpg/flat/0.85/900/tsfc	4541306092788145608	4.18859013910328e-05
cell/cpg/flat/0.85/900/eta_th	4593871780970814098	0.13055558523929683
cell/cpg/flat/0.85/900/eta_p	4607861696212785011	1.1508298847524798
cell/cpg/flat/0.85/900/s2/Tt	4643741180423569407	286.12499999999994
cell/cpg/flat/0.85/900/s2/pt	4680081772134739219	77785.20992963416
cell/cpg/flat/0.85/900/s3/Tt	4646887087843259255	464.9491331547537
cell/cpg/flat/0.85/900/s3/pt	4689938961580559827	360616.7805406723
cell/cpg/flat/0.85/900/s4/Tt	4651127699538968576	900.0
cell/cpg/flat/0.85/900/s4/pt	4689691147615950067	346192.1093190454
cell/cpg/flat/0.85/900/s5/Tt	4649860129629263423	755.8939853745468
cell/cpg/flat/0.85/900/s5/pt	4684329655953357978	148128.11031625123
cell/cpg/flat/0.85/900/s9/Tt	4649860129629263423	755.8939853745468
cell/cpg/flat/0.85/900/s9/pt	4684227863091049725	145165.5481099262
cell/cpg/flat/0.85/900/s4/far	4580186334818593007	0.015713518715963323
cell/cpg/flat/0.85/1100/abort	0	0.0
cell/cpg/flat/0.85/1100/n_outer	4607182418800017408	1.0
cell/cpg/flat/0.85/1100/n_solve_turbine	4619567317775286272	7.0
cell/cpg/flat/0.85/1100/branch	0	0.0
cell/cpg/flat/0.85/1100/nozzle_choked	4607182418800017408	1.0
cell/cpg/flat/0.85/1100/eta_c	4606101554889448489	0.88
cell/cpg/flat/0.85/1100/eta_t	4606281698874543309	0.9
cell/cpg/flat/0.85/1100/n_corr	4605849410573806742	0.852006357524618
cell/cpg/flat/0.85/1100/N_ratio	4605849410573806742	0.852006357524618
cell/cpg/flat/0.85/1100/flowcoef	4605769992900152600	0.8431892245393184
cell/cpg/flat/0.85/1100/nu_t	4607136743964783452	0.9949290746277302
cell/cpg/flat/0.85/1100/pi_c	4618542520699355520	6.0897973525865154
cell/cpg/flat/0.85/1100/tau_c	4610639992350631751	1.7677355530453995
cell/cpg/flat/0.85/1100/tau_t	4605740205924975101	0.8398822059717187
cell/cpg/flat/0.85/1100/pi_t	4601379591121935493	0.4278783551930661
cell/cpg/flat/0.85/1100/mdot_air	4604646014727589497	0.718402579903752
cell/cpg/flat/0.85/1100/mdot_ratio	4604646014727589497	0.718402579903752
cell/cpg/flat/0.85/1100/thrust	4645171192657833752	367.411784408368
cell/cpg/flat/0.85/1100/V0	4643446085055202208	269.3507703720188
cell/cpg/flat/0.85/1100/V9	4648017868108225219	546.453098791499
cell/cpg/flat/0.85/1100/M9	4607182418800017406	0.9999999999999998
cell/cpg/flat/0.85/1100/T9	4650277694264691766	803.3655883207746
cell/cpg/flat/0.85/1100/p9	4681887521664710942	104062.32401344596
cell/cpg/flat/0.85/1100/F_over_mdot	4647704767158258062	511.4288209510495
cell/cpg/flat/0.85/1100/tsfc	4541141447694260768	4.0770222838038906e-05
cell/cpg/flat/0.85/1100/eta_th	4593856948361741564	0.13014389763660705
cell/cpg/flat/0.85/1100/eta_p	4608020369605714036	1.1860624555975194
cell/cpg/flat/0.85/1100/s2/Tt	4643741180423569407	286.12499999999994
cell/cpg/flat/0.85/1100/s2/pt	4680081772134739219	77785.20992963416
cell/cpg/flat/0.85/1100/s3/Tt	4647605626642981629	505.79333511511487
cell/cpg/flat/0.85/1100/s3/pt	4691881650621566063	473696.16549987247
cell/cpg/flat/0.85/1100/s4/Tt	4652552666608566272	1100.0
cell/cpg/flat/0.85/1100/s4/pt	4691556129095316054	454748.31887987757
cell/cpg/flat/0.85/1100/s5/Tt	4651337666031548323	923.8704265688906
cell/cpg/flat/0.85/1100/s5/pt	4685925626369071279	194576.96270913395
cell/cpg/flat/0.85/1100/s9/Tt	4651337666031548323	923.8704265688906
cell/cpg/flat/0.85/1100/s9/pt	4685791914098448760	190685.42345495126
cell/cpg/flat/0.85/1100/s4/far	4581667132291836850	0.020851066995969787
cell/cpg/flat/0.85/1500/abort	0	0.0
cell/cpg/flat/0.85/1500/n_outer	4607182418800017408	1.0
cell/cpg/flat/0.85/1500/n_solve_turbine	4607182418800017408	1.0
cell/cpg/flat/0.85/1500/branch	0	0.0
cell/cpg/flat/0.85/1500/nozzle_choked	4607182418800017408	1.0
cell/cpg/flat/0.85/1500/eta_c	4606101554889448489	0.88
cell/cpg/flat/0.85/1500/eta_t	4606281698874543309	0.9
cell/cpg/flat/0.85/1500/n_corr	4607182418800017418	1.0000000000000022
cell/cpg/flat/0.85/1500/N_ratio	4607182418800017418	1.0000000000000022
cell/cpg/flat/0.85/1500/flowcoef	4607182418800017445	1.0000000000000082
cell/cpg/flat/0.85/1500/nu_t	4607182418800017418	1.0000000000000022
cell/cpg/flat/0.85/1500/pi_c	4621819117588971577	10.000000000000101
cell/cpg/flat/0.85/1500/tau_c	4611815746991539699	2.057611055549154
cell/cpg/flat/0.85/1500/tau_t	4605740205924975101	0.8398822059717187
cell/cpg/flat/0.85/1500/pi_t	4601379591121935493	0.4278783551930661
cell/cpg/flat/0.85/1500/mdot_air	4607182418800017455	1.0000000000000104
cell/cpg/flat/0.85/1500/mdot_ratio	4607182418800017455	1.0000000000000104
cell/cpg/flat/0.85/1500/thrust	4649780385265186447	746.8281007965141
cell/cpg/flat/0.85/1500/V0	4643446085055202208	269.3507703720188
cell/cpg/flat/0.85/1500/V9	4648824176417173227	638.1197406644618
cell/cpg/flat/0.85/1500/M9	4607182418800017409	1.0000000000000002
cell/cpg/flat/0.85/1500/T9	4652532868932063501	1095.4985295283288
cell/cpg/flat/0.85/1500/p9	4685111397417843452	170879.78135963518
cell/cpg/flat/0.85/1500/F_over_mdot	4649780385265186378	746.8281007965063
cell/cpg/flat/0.85/1500/tsfc	4541306508773566647	4.188872021789038e-05
cell/cpg/flat/0.85/1500/eta_th	4593841819363922599	0.12972398359365409
cell/cpg/flat/0.85/1500/eta_p	4607894570279413602	1.1581293938893045
cell/cpg/flat/0.85/1500/s2/Tt	4643741180423569407	286.12499999999994
cell/cpg/flat/0.85/1500/s2/pt	4680081772134739219	77785.20992963416
cell/cpg/flat/0.85/1500/s3/Tt	4648389774525228701	588.7339632690015
cell/cpg/flat/0.85/1500/s3/pt	4694928910747891867	777852.0992963495
cell/cpg/flat/0.85/1500/s4/Tt	4654311885213007872	1500.0
cell/cpg/flat/0.85/1500/s4/pt	4694661642801683646	746738.0153244955
cell/cpg/flat/0.85/1500/s5/Tt	4653255576954920245	1259.823308957578
cell/cpg/flat/0.85/1500/s5/pt	4689232804587847161	319513.03375717957
cell/cpg/flat/0.85/1500/s9/Tt	4653255576954920245	1259.823308957578
cell/cpg/flat/0.85/1500/s9/pt	4689123020745396534	313122.77308203594
cell/cpg/flat/0.85/1500/s4/far	4584669273506512818	0.03128367336512329
cell/cpg/flat/1.60/500/abort	4611686018427387904	2.0
cell/cpg/flat/1.60/600/abort	0	0.0
cell/cpg/flat/1.60/600/n_outer	4607182418800017408	1.0
cell/cpg/flat/1.60/600/n_solve_turbine	4619567317775286272	7.0
cell/cpg/flat/1.60/600/branch	0	0.0
cell/cpg/flat/1.60/600/nozzle_choked	4607182418800017408	1.0
cell/cpg/flat/1.60/600/eta_c	4606101554889448489	0.88
cell/cpg/flat/1.60/600/eta_t	4606281698874543309	0.9
cell/cpg/flat/1.60/600/n_corr	4603070062599888348	0.5434367461156699
cell/cpg/flat/1.60/600/N_ratio	4603801310752963817	0.6246215997415706
cell/cpg/flat/1.60/600/flowcoef	4605399919422581516	0.8021028149790665
cell/cpg/flat/1.60/600/nu_t	4607070850815346219	0.987613465460702
cell/cpg/flat/1.60/600/pi_c	4612450407374838083	2.339456883691271
cell/cpg/flat/1.60/600/tau_c	4608589061377649661	1.3123373954210813
cell/cpg/flat/1.60/600/tau_t	4605740205924975101	0.8398822059717187
cell/cpg/flat/1.60/600/pi_t	4601379591121935493	0.4278783551930661
cell/cpg/flat/1.60/600/mdot_air	4606887215183665385	0.9672258148173373
cell/cpg/flat/1.60/600/mdot_ratio	4606887215183665385	0.9672258148173373
cell/cpg/flat/1.60/600/thrust	4633103712045331855	56.18186616965533
cell/cpg/flat/1.60/600/V0	4647627086993665144	507.01321481791774
cell/cpg/flat/1.60/600/V9	4645807512154437851	403.5823600831333
cell/cpg/flat/1.60/600/M9	4607182418800017407	0.9999999999999999
cell/cpg/flat/1.60/600/T9	4646416501768749486	438.1994118113315
cell/cpg/flat/1.60/600/p9	4681742933816780541	101958.29390731077
cell/cpg/flat/1.60/600/F_over_mdot	4633371635035312156	58.08557351239162
cell/cpg/flat/1.60/600/tsfc	4547115454875067773	0.00010146818397451479
cell/cpg/flat/1.60/600/eta_th	13819197449507802095	-0.18477975712002556
cell/cpg/flat/1.60/600/eta_p	13827238157006140926	-0.6318168883732935
cell/cpg/flat/1.60/600/s2/Tt	4645357462516400128	378.0
cell/cpg/flat/1.60/600/s2/pt	4686056548495755892	198387.29808719794
cell/cpg/flat/1.60/600/s3/Tt	4647434458197435252	496.06353546916876
cell/cpg/flat/1.60/600/s3/pt	4691717108099111786	464118.5301470073
cell/cpg/flat/1.60/600/s4/Tt	4648488871632306176	600.0
cell/cpg/flat/1.60/600/s4/pt	4691398168273759948	445553.788941127
cell/cpg/flat/1.60/600/s5/Tt	4647572834605320276	503.9293235830312
cell/cpg/flat/1.60/600/s5/pt	4685790450336046531	190642.82236216785
cell/cpg/flat/1.60/600/s9/Tt	4647572834605320276	503.9293235830312
cell/cpg/flat/1.60/600/s9/pt	4685659441586084507	186829.96591492448
cell/cpg/flat/1.60/600/s4/far	4573445154335890589	0.005893837659420556
cell/cpg/flat/1.60/650/abort	0	0.0
cell/cpg/flat/1.60/650/n_outer	4607182418800017408	1.0
cell/cpg/flat/1.60/650/n_solve_turbine	4619567317775286272	7.0
cell/cpg/flat/1.60/650/branch	0	0.0
cell/cpg/flat/1.60/650/nozzle_choked	4607182418800017408	1.0
cell/cpg/flat/1.60/650/eta_c	4606101554889448489	0.88
cell/cpg/flat/1.60/650/eta_t	4606281698874543309	0.9
cell/cpg/flat/1.60/650/n_corr	4603273117660040778	0.5659803864204573
cell/cpg/flat/1.60/650/N_ratio	4604034700521717208	0.6505330692397662
cell/cpg/flat/1.60/650/flowcoef	4605266863815293423	0.7873306751023942
cell/cpg/flat/1.60/650/nu_t	4607076410128555564	0.9882306732133137
cell/cpg/flat/1.60/650/pi_c	4612794811401148984	2.4924029956048592
cell/cpg/flat/1.60/650/tau_c	4608708186859759666	1.3387885660327012
cell/cpg/flat/1.60/650/tau_t	4605740205924975101	0.8398822059717187
cell/cpg/flat/1.60/650/pi_t	4601379591121935493	0.4278783551930661
cell/cpg/flat/1.60/650/mdot_air	4607081516292666599	0.9887975713096723
cell/cpg/flat/1.60/650/mdot_ratio	4607081516292666599	0.9887975713096723
cell/cpg/flat/1.60/650/thrust	4636080179004303834	90.66187185786058
cell/cpg/flat/1.60/650/V0	4647627086993665144	507.01321481791774
cell/cpg/flat/1.60/650/V9	4646097422204392764	420.0618384846782
cell/cpg/flat/1.60/650/M9	4607182418800017407	0.9999999999999999
cell/cpg/flat/1.60/650/T9	4647058908900177704	474.71602946227586
cell/cpg/flat/1.60/650/p9	4682200997434978438	108623.99684852557
cell/cpg/flat/1.60/650/F_over_mdot	4636152457528943640	91.689011470546
cell/cpg/flat/1.60/650/tsfc	4545383608738432235	7.799729217762882e-05
cell/cpg/flat/1.60/650/eta_th	13817210071465877994	-0.12961893560056065
cell/cpg/flat/1.60/650/eta_p	13831327858626179286	-1.1717299572292652
cell/cpg/flat/1.60/650/s2/Tt	4645357462516400128	378.0
cell/cpg/flat/1.60/650/s2/pt	4686056548495755892	198387.29808719794
cell/cpg/flat/1.60/650/s3/Tt	4647610354417113306	506.0620779603611
cell/cpg/flat/1.60/650/s3/pt	4692238389411903015	494461.0960424863
cell/cpg/flat/1.60/650/s4/Tt	4648928676283416576	650.0
cell/cpg/flat/1.60/650/s4/pt	4691898598334039528	474682.65220078686
cell/cpg/flat/1.60/650/s5/Tt	4648013209126407299	545.9234338816171
cell/cpg/flat/1.60/650/s5/pt	4686218696718209718	203106.43246235483
cell/cpg/flat/1.60/650/s9/Tt	4648013209126407299	545.9234338816171
cell/cpg/flat/1.60/650/s9/pt	4686079123040604430	199044.30381310772
cell/cpg/flat/1.60/650/s4/far	4574895134087870835	0.007151494617146137
cell/cpg/flat/1.60/900/abort	0	0.0
cell/cpg/flat/1.60/900/n_outer	4607182418800017408	1.0
cell/cpg/flat/1.60/900/n_solve_turbine	4619567317775286272	7.0
cell/cpg/flat/1.60/900/branch	0	0.0
cell/cpg/flat/1.60/900/nozzle_choked	4607182418800017408	1.0
cell/cpg/flat/1.60/900/eta_c	4606101554889448489	0.88
cell/cpg/flat/1.60/900/eta_t	4606281698874543309	0.9
cell/cpg/flat/1.60/900/n_corr	4604192738566055416	0.6680788167988672
cell/cpg/flat/1.60/900/N_ratio	4605091705013180861	0.7678841415952814
cell/cpg/flat/1.60/900/flowcoef	4605042566063489269	0.7624286222599311
cell/cpg/flat/1.60/900/nu_t	4607104363889102925	0.9913341640717676
cell/cpg/flat/1.60/900/pi_c	4614778759713536931	3.373453034036588
cell/cpg/flat/1.60/900/tau_c	4609308310613621947	1.4720428078651782
cell/cpg/flat/1.60/900/tau_t	4605740205924975101	0.8398822059717187
cell/cpg/flat/1.60/900/pi_t	4601379591121935493	0.4278783551930661
cell/cpg/flat/1.60/900/mdot_air	4607769026891818686	1.1302531619898413
cell/cpg/flat/1.60/900/mdot_ratio	4607769026891818686	1.1302531619898413
cell/cpg/flat/1.60/900/thrust	4643643434886044401	280.5688094686912
cell/cpg/flat/1.60/900/V0	4647627086993665144	507.01321481791774
cell/cpg/flat/1.60/900/V9	4647403177359497061	494.2854256959311
cell/cpg/flat/1.60/900/M9	4607182418800017407	0.9999999999999999
cell/cpg/flat/1.60/900/T9	4648992880001835330	657.2991177169972
cell/cpg/flat/1.60/900/p9	4684291648617560685	147021.95125909467
cell/cpg/flat/1.60/900/F_over_mdot	4642938022113481898	248.23536788407847
cell/cpg/flat/1.60/900/tsfc	4543142887156598359	5.433250417031788e-05
cell/cpg/flat/1.60/900/eta_th	13799243733643373388	-0.008184555477006271
cell/cpg/flat/1.60/900/eta_p	13851563514323072143	-26.63917010951678
cell/cpg/flat/1.60/900/s2/Tt	4645357462516400128	378.0
cell/cpg/flat/1.60/900/s2/pt	4686056548495755892	198387.29808719794
cell/cpg/flat/1.60/900/s3/Tt	4648105645046888726	556.4321813730373
cell/cpg/flat/1.60/900/s3/pt	4693996027816801231	669250.2326465788
cell/cpg/flat/1.60/900/s4/Tt	4651127699538968576	900.0
cell/cpg/flat/1.60/900/s4/pt	4693766075187836635	642480.2233407156
cell/cpg/flat/1.60/900/s5/Tt	4649860129629263423	755.8939853745468
cell/cpg/flat/1.60/900/s5/pt	4688466416592693086	274903.38120709907
cell/cpg/flat/1.60/900/s9/Tt	4649860129629263423	755.8939853745468
cell/cpg/flat/1.60/900/s9/pt	4688371960510145541	269405.3135829571
cell/cpg/flat/1.60/900/s4/far	4578928491578781599	0.013487249160782087
cell/cpg/flat/1.60/1100/abort	0	0.0
cell/cpg/flat/1.60/1100/n_outer	4607182418800017408	1.0
cell/cpg/flat/1.60/1100/n_solve_turbine	4619567317775286272	7.0
cell/cpg/flat/1.60/1100/branch	0	0.0
cell/cpg/flat/1.60/1100/nozzle_choked	4607182418800017408	1.0
cell/cpg/flat/1.60/1100/eta_c	4606101554889448489	0.88
cell/cpg/flat/1.60/1100/eta_t	4606281698874543309	0.9
cell/cpg/flat/1.60/1100/n_corr	4604844640607545272	0.7404544824250854
cell/cpg/flat/1.60/1100/N_ratio	4605840995706054837	0.8510721195318839
cell/cpg/flat/1.60/1100/flowcoef	4605173233425199683	0.7769356136137237
cell/cpg/flat/1.60/1100/nu_t	4607126917516293277	0.9938381196913216
cell/cpg/flat/1.60/1100/pi_c	4616452492073212378	4.233479030290676
cell/cpg/flat/1.60/1100/tau_c	4609793873457120256	1.579859417616035
cell/cpg/flat/1.60/1100/tau_t	4605740205924975101	0.8398822059717187
cell/cpg/flat/1.60/1100/pi_t	4601379591121935493	0.4278783551930661
cell/cpg/flat/1.60/1100/mdot_air	4608427815190305036	1.2765335494564765
cell/cpg/flat/1.60/1100/mdot_ratio	4608427815190305036	1.2765335494564765
cell/cpg/flat/1.60/1100/thrust	4646831449267812220	461.78644630579925
