# phase-3E nozzle-strand oracle — key	u64 bits	repr
# pypy 3.11.15
nz/warm0/dV9_frac	4557532130086283736	0.00048228058060187156
nz/warm0/co_frac_entry	4553169451320304112	0.00024577929080529717
nz/warm0/exit_eq/CO2	4590378476468222604	0.07929845398460084
nz/warm0/exit_eq/H2O	4590378474736032668	0.07929842994563646
nz/warm0/exit_eq/CO	4439038722371901654	6.055777179370632e-12
nz/warm0/exit_eq/H2	4442395769298884935	1.0259198567665826e-11
nz/warm0/exit_eq/OH	4497352888707901965	4.806951825602022e-08
nz/warm0/exit_eq/O	4446926701763224800	2.0606714294812647e-11
nz/warm0/exit_eq/H	4391145106826647873	3.659580776398122e-15
nz/warm0/exit_eq/O2	4591195442882489212	0.09063614052790386
nz/warm0/exit_eq/N2	4605210854977551093	0.7811124449779913
nz/warm0/exit_eq/Ar	4576516852069590693	0.009303721488595438
clamp/warm0/x_no_e_entry	4563827254915734511	0.0013410349256390804
clamp/warm0/x_no_e_exit	4534534124408939986	1.425810374035527e-05
clamp/warm0/collapse	4636318894774741039	94.05422698977121
dp/hot0/far	4588030975683916218	0.0546101681106594
dp/hot0/Tt9	4656594157056376306	2018.9285373872813
dp/hot0/pt9	4692789657374150667	528810.2293229116
dp/hot0/p9	4677104761256804352	50000.0
dp/hot0/V9_cycle	4654177776346744721	1469.5071741682225
dp/hot0/T9_cycle	4653069662893919109	1217.5513455911725
nz/hot0/T9_frozen	4653069662893918986	1217.5513455911446
nz/hot0/T9_eq	4653128317629924400	1230.887888498848
nz/hot0/V9_frozen	4654177776346744829	1469.507174168247
nz/hot0/V9_eq	4654206084221345633	1475.943639660218
nz/hot0/dV9	4618932834325193728	6.436465491970921
nz/hot0/dV9_frac	4571699837227606188	0.0043800163790381035
nz/hot0/co_frac_entry	4577339705500285715	0.010731144652110147
nz/hot0/exit_eq/CO2	4592788657868784595	0.1127464400399412
nz/hot0/exit_eq/H2O	4592788516522203205	0.11274447846207732
nz/hot0/exit_eq/CO	4494305608258492599	2.8853315086804547e-08
nz/hot0/exit_eq/H2	4491434194419720314	1.935260365460895e-08
nz/hot0/exit_eq/OH	4526268020960798033	3.942087169814022e-06
nz/hot0/exit_eq/O	4489449303959964347	1.38431566115251e-08
nz/hot0/exit_eq/H	4454970936738499786	6.998083557682284e-11
nz/hot0/exit_eq/O2	4585992177218921583	0.04046316187061271
nz/hot0/exit_eq/N2	4605210854977551093	0.7811124449779913
nz/hot0/exit_eq/Ar	4576516852069590693	0.009303721488595438
clamp/hot0/x_no_e_entry	4570294357902444659	0.0035336036944296156
clamp/hot0/x_no_e_exit	4547136156285870904	0.00010174874040659316
clamp/hot0/collapse	4630084450382988595	34.72872175428565
iters/cool/shipped	4631248529308778496	43.0
iters/cool/converged	4641240890982006784	200.0
resid/cool/shipped	13664484219395506176	-8.185452315956354e-12
resid/cool/converged	13654914070187343872	-1.8189894035458565e-12
conv/cool/T9	4649287324828129892	690.7736189019165
iters/dp/shipped	4631389266797133824	44.0
iters/dp/converged	4641240890982006784	200.0
resid/dp/shipped	13663991638186262528	-7.389644451905042e-12
resid/dp/converged	4432104983285989376	2.0463630789890885e-12
conv/dp/T9	4650351087250161926	811.7094047498256
iters/warm/shipped	4631389266797133824	44.0
iters/warm/converged	4641240890982006784	200.0
resid/warm/shipped	13659699144791425024	-3.865352482534945e-12
resid/warm/converged	4436749320401715200	4.206412995699793e-12
conv/warm/T9	4651997398599473840	998.8733359583039
iters/hot/shipped	4631389266797133824	44.0
iters/hot/converged	4641240890982006784	200.0
resid/hot/shipped	13669269293999587328	-1.7280399333685637e-11
resid/hot/converged	4432667933239410688	2.2737367544323206e-12
conv/hot/T9	4653247435782818660	1257.9722207344248
iters/cool0/shipped	4631389266797133824	44.0
iters/cool0/converged	4641240890982006784	200.0
resid/cool0/shipped	4439986282633887744	6.821210263296962e-12
resid/cool0/converged	4418031234450456576	2.2737367544323206e-13
conv/cool0/T9	4648976905827319414	655.4830643310695
iters/dp0/shipped	4631389266797133824	44.0
iters/dp0/converged	4641240890982006784	200.0
resid/dp0/shipped	4446213916493611008	1.830358087318018e-11
resid/dp0/converged	4429853183472304128	1.4779288903810084e-12
conv/dp0/T9	4650032830652080106	775.5278185298641
iters/warm0/shipped	4631389266797133824	44.0
iters/warm0/converged	4641240890982006784	200.0
resid/warm0/shipped	13666173069255770112	-1.0913936421275139e-11
resid/warm0/converged	13641403271305232384	-2.2737367544323206e-13
conv/warm0/T9	4651665178042562078	961.1042314168915
iters/hot0/shipped	4631389266797133824	44.0
iters/hot0/converged	4641240890982006784	200.0
resid/hot0/shipped	13672576624975937536	-2.7966962079517543e-11
resid/hot0/converged	13651536370466816000	-1.1368683772161603e-12
conv/hot0/T9	4653069662893919104	1217.5513455911714
resid/bit_equal_count	0	0.0
bp/dp/r999/T9	4653266904024651214	1262.3987864343103
bp/dp/r999/V9	4628277145827149697	26.94352525985551
bp/dp/r900/T9	4653134091741883182	1232.200769557337
bp/dp/r900/V9	4643542465143197164	274.82934408375763
bp/dp/r500/T9	4652434705950865812	1073.1788517009454
bp/dp/r500/V9	4649205462354812502	681.4669331823923
bp/dp/r250/T9	4651197353383204966	907.9187252863892
bp/dp/r250/V9	4651360002922764016	926.4098370957345
bp/dp/r159/T9	4650349995702235445	811.5853101178424
bp/dp/r159/V9	4652288906128376887	1040.0278101826677
bp/dp/r100/T9	4649558351562316894	721.5857912496538
bp/dp/r100/V9	4652701839057406531	1133.9178879676772
bp/dp/r050/T9	4648511608718795143	602.5849074619335
bp/dp/r050/V9	4653188422057377718	1244.55405307932
bp/dp/r030/T9	4647838526351735090	526.0643016246961
bp/dp/r030/V9	4653473339841288243	1309.3368568061967
guard/dp/fires	4616189618054758400	4.0
guard/dp/ladder	4622945017495814144	12.0
bp/hot/r999/T9	4656473035663520441	1991.3887211188396
bp/hot/r999/V9	4629964452893223593	33.87608830766596
bp/hot/r900/T9	4656285319800814939	1948.7070754764925
bp/hot/r900/V9	4644790316557190210	345.7614846854159
bp/hot/r500/T9	4655291982718058246	1722.8483720160452
bp/hot/r500/V9	4650779558853620127	860.4209864004987
bp/hot/r250/T9	4654248805764315548	1485.6573939058935
bp/hot/r250/V9	4652880892530251000	1174.629934189199
bp/hot/r159/T9	4653635211535825192	1346.142218943287
bp/hot/r159/V9	4653530466988742140	1322.3260662903767
bp/hot/r100/T9	4653056896168362534	1214.648528277999
bp/hot/r100/V9	4654073396481099199	1445.7739404741294
bp/hot/r050/T9	4652279678182477192	1037.9296182066628
bp/hot/r050/V9	4654722938598351396	1593.4627190289402
bp/hot/r030/T9	4651317555231404161	921.5840932964494
bp/hot/r030/V9	4655109675866134625	1681.3965930356865
bp/hot/r020/T9	4650571873606335712	836.8099073953017
bp/hot/r020/V9	4655373326408164824	1741.3437858096931
bp/hot/r010/T9	4649423896626277052	706.300034755222
bp/hot/r010/V9	4655752172661740820	1827.483450913166
bp/hot/r005/T9	4648426708126077334	592.932827555155
bp/hot/r005/V9	4656057752682834932	1896.9643034513547
guard/hot/fires	4607182418800017408	1.0
guard/hot/ladder	4622945017495814144	12.0
r17/dp/far	4583491089772941734	0.02717919071928212
r17/dp/Tt3	4648343779432381832	583.5049266125288
r17/dp/Tt4	4654311885213007872	1500.0
r17/dp/p	4694667685457302737	747441.4730230813
r17/dp/Tt9	4653268190414211658	1262.6912775567203
r17/dp/pt9	4689142792485382618	314273.63981881517
r17/dp/p9	4677104761256804352	50000.0
r17/nozzle/T9	4650351087250161843	811.7094047498161
r17/nozzle/x_no_e_exit	4522103537436887460	2.1146648411945373e-06
r17/nozzle/collapse	4638131543132711127	119.8135094546336
r17/J225/T9	4650351087250161843	811.7094047498161
r17/J225/x_no_e_exit	4522103537436887460	2.1146648411945373e-06
r17/J225/collapse	4638131543132711127	119.8135094546336
r17/J225/x_no_mixed	4495143006116862340	3.344574197340879e-08
r17/J225/x_no_bulk	4529782715630518973	6.919149354606729e-06
r17/J225/x_no_pocket	4537525888694006520	2.3393910097690784e-05
r17/J225/a_mixed	4580215900685572742	0.01581609592303803
r17/J225/a_bulk	4614550271579355557	3.2719839190678663
r17/J225/a_pocket	4622417366463531352	11.06270347998786
r17/J225/ei_bulk	4598556709089794682	0.27117692379889713
r17/J225/ei_pocket	4606433556737425663	0.916859609584236
r17/J225/gap	4614795840580583046	3.381038462786651
r17/J225/max_a_quench	4604662429096596122	0.7202249409443369
r17/J225/hides	4607182418800017408	1.0
r17/J225/monotone	4607182418800017408	1.0
r17/J225/ce15/T9	4650351087250161843	811.7094047498161
r17/J225/ce15/x_no_e_exit	4522103537436887460	2.1146648411945373e-06
r17/J225/ce15/collapse	4638131543132711127	119.8135094546336
r17/J225/ce15/x_no_mixed	4495143006116862340	3.344574197340879e-08
r17/J225/ce15/x_no_bulk	4531555304638938010	9.211786762106968e-06
r17/J225/ce15/x_no_pocket	4538202555822166039	2.5686547505191027e-05
r17/J225/ce15/a_mixed	4580215900685572742	0.01581609592303803
r17/J225/ce15/a_bulk	4616590601723647582	4.356145041359552
r17/J225/ce15/a_pocket	4623027694916826655	12.146864602279548
r17/J225/ce15/ei_bulk	4600175367338151443	0.3610305066151522
r17/J225/ce15/ei_pocket	4607212652330810726	1.006713192400491
r17/J225/ce15/gap	4613461435496793043	2.788443563506442
r17/J225/ce15/max_a_quench	4604662429096596122	0.7202249409443369
r17/J225/ce15/hides	4607182418800017408	1.0
r17/J225/ce15/monotone	4607182418800017408	1.0
r17/J225/su/T9	4650351087250161843	811.7094047498161
r17/J225/su/x_no_e_exit	4522103537436887460	2.1146648411945373e-06
r17/J225/su/collapse	4638131543132711127	119.8135094546336
r17/J225/su/x_no_mixed	4496537452976146597	4.2673417231291966e-08
r17/J225/su/x_no_bulk	4530901374278262555	8.103985640702972e-06
r17/J225/su/x_no_pocket	4538656498629711889	2.722456556183284e-05
r17/J225/su/a_mixed	4581473639623097753	0.020179754446187557
r17/J225/su/a_bulk	4615811943914519518	3.832278989480513
r17/J225/su/a_pocket	4623437134359182236	12.874175156028109
r17/J225/su/ei_bulk	4599393232571950188	0.31761330532532983
r17/J225/su/ei_pocket	4607484121949748347	1.066991556686644
r17/J225/su/gap	4614747125152887899	3.3594044669940053
r17/J225/su/max_a_quench	4605428960453904539	0.8053270171424346
r17/J225/su/hides	4607182418800017408	1.0
