# phase-4F recombination-march oracle — key	u64 bits	repr
# cpython 3.14.3
red/hot/da2/fz_s_freeze	4607182418800017408	1.0
red/hot/da300/fr_T9	4653311250843044601	1272.4820855266282
red/hot/da300/fz_T9	4653311250843044601	1272.4820855266282
red/hot/da300/fr_V9	4653927068710096347	1412.5028573617953
red/hot/da300/fz_V9	4653927068710096347	1412.5028573617953
red/hot/da300/fr_dS	4580648447345868800	0.017316793615179904
red/hot/da300/fz_dS	4580648447345868800	0.017316793615179904
red/hot/da300/fz_s_freeze	4607182418800017408	1.0
state/dp/V9_frozen	4652288304451292378	1039.891004652533
state/dp/V9_finite	4652288559619206985	1039.9490231191323
state/dp/V9_irrev_fast	4652288567244054416	1039.9507568087174
state/dp/V9_reversible	4652288616425223280	1039.9619393118446
state/dp/T_star_entry	4653268780935720304	1262.8255466025694
state/dp/dS_finite	4555828636130213888	0.0003899339882025288
state/dp/attainable_gap	4588772014262255616	0.05975215618445873
state/dp/unreachable_gap	4577599895946395648	0.011182503127201926
state/dp/finite_filled	4606921077811911784	0.9709853217726847
state/dp/co_entry	4527661933814733633	5.122777282698746e-06
state/dp/co_exit	4508459055570018818	2.572559868632794e-07
state/hot/V9_frozen	4653900841345945306	1406.539445177585
state/hot/V9_finite	4653919487682107301	1410.779131164288
state/hot/V9_irrev_fast	4653927388322135643	1412.575528725886
state/hot/V9_reversible	4653929315186485835	1413.0136469552697
state/hot/T_star_entry	4656527696657059076	2003.8171921230978
state/hot/dS_finite	4589441022682669056	0.0662886692690563
state/hot/attainable_gap	4618482044332114176	6.036083548300894
state/hot/unreachable_gap	4601564056296292352	0.43811822938369005
state/hot/finite_filled	4604501788114811089	0.7023902092767235
state/hot/co_entry	4577478271393319923	0.010971518159726279
state/hot/co_exit	4559253680174691579	0.0006629307457931827
roots/march_distinct	4632092954238910464	49.0
roots/reference_distinct	4624633867356078080	15.0
roots/clock_free_distinct	4629137466983448576	30.0
roots/clock_killT_distinct	4629137466983448576	30.0
roots/clock_killM_distinct	4618441417868443648	6.0
