# slice R oracle (cpython) — rungs 40+44 TwoSpoolTransient — key	u64 bits (or an integer)	repr
A/cpg40/R_c	4643754814367753830	286.9
A/cpg44/R_c	4643754060416923354	286.8571428571428
A/cpg40/R_t	4643737628155233517	285.92307692307696
A/cpg44/R_t	4643737628155233517	285.92307692307696
A/cpg40/tt2	4643741180423569407	286.12499999999994
A/cpg40/pt2	4680081772134739219	77785.20992963416
A/cpg40/v0	4643446085055202208	269.3507703720188
A/cpg44/tt2	4643741180423569407	286.12499999999994
A/cpg44/pt2	4680081772134739219	77785.20992963416
A/cpg44/v0	4643445731125572543	269.3306518018325
census/A/close_bracket_fails	0	0
census/A/close_calls	0	0
census/A/close_nonreal_propagated	0	0
census/A/eig_complex	0	0
census/A/eig_real	0	0
census/A/hi_wall_literal	0	0
census/A/hi_wall_map	0	0
census/A/illinois_calls	0	0
census/A/illinois_evals	0	0
census/A/illinois_exhausted	0	0
census/A/instant_calls	0	0
census/A/integrate_calls	0	0
census/A/match_calls	0	0
census/A/powers_calls	0	0
B/flat/0/1500/Tt2	4643741180423569407	286.12499999999994
B/flat/0/1500/Tt25	4645803477028629735	403.35298973666653
B/flat/0/1500/Tt3	4649454405929320605	709.768540939334
B/flat/0/1500/eta_hpc	4606101554889448489	0.88
B/flat/0/1500/eta_lpc	4606281698874543309	0.9
B/flat/0/1500/f	4583809590202238789	0.028284211062902704
B/flat/0/1500/m_hp	4607182418800017407	0.9999999999999999
B/flat/0/1500/m_imp	4607182418800017409	1.0000000000000002
B/flat/0/1500/m_lp	4607182418800017409	1.0000000000000002
B/flat/0/1500/mdot4	4607309799562420766	1.028284211062903
B/flat/0/1500/mdot_air	4607182418800017409	1.0000000000000002
B/flat/0/1500/n_hp	4607182418800017408	1.0
B/flat/0/1500/n_lp	4607182418800017408	1.0
B/flat/0/1500/phi_hp	4607182418800017407	0.9999999999999999
B/flat/0/1500/phi_lp	4607182418800017409	1.0000000000000002
B/flat/0/1500/pi_hpc	4618441417868443649	6.000000000000001
B/flat/0/1500/pi_lpc	4613937818241073153	3.0000000000000004
B/flat/0/1500/pt4	4698523799358154354	1344128.4275840786
B/flat/0/1500/tau_hpc	4610603672633087516	1.7596709557123011
B/flat/0/1500/tau_lpc	4609027584132985321	1.409709007380224
B/flat/0/1200/Tt2	4643741180423569407	286.12499999999994
B/flat/0/1200/Tt25	4645803477028629735	403.35298973666653
B/flat/0/1200/Tt3	4649454405929320605	709.768540939334
B/flat/0/1200/eta_hpc	4606101554889448489	0.88
B/flat/0/1200/eta_lpc	4606281698874543309	0.9
B/flat/0/1200/f	4581115082989451466	0.018935761226480698
B/flat/0/1200/m_hp	4607760192968742943	1.1282916370305498
B/flat/0/1200/m_imp	4607760192968742944	1.12829163703055
B/flat/0/1200/m_lp	4607760192968742944	1.12829163703055
B/flat/0/1200/mdot4	4607856412649648314	1.1496566980631955
B/flat/0/1200/mdot_air	4607760192968742944	1.12829163703055
B/flat/0/1200/n_hp	4607182418800017408	1.0
B/flat/0/1200/n_lp	4607182418800017408	1.0
B/flat/0/1200/phi_hp	4607760192968742943	1.1282916370305498
B/flat/0/1200/phi_lp	4607760192968742944	1.12829163703055
B/flat/0/1200/pi_hpc	4618441417868443649	6.000000000000001
B/flat/0/1200/pi_lpc	4613937818241073153	3.0000000000000004
B/flat/0/1200/pt4	4698523799358154354	1344128.4275840786
B/flat/0/1200/tau_hpc	4610603672633087516	1.7596709557123011
B/flat/0/1200/tau_lpc	4609027584132985321	1.409709007380224
B/flat/1/1500/Tt2	4643741180423569407	286.12499999999994
B/flat/1/1500/Tt25	4645486708270092469	385.34677051311456
B/flat/1/1500/Tt3	4649084713190212515	667.7393425014928
B/flat/1/1500/eta_hpc	4606101554889448489	0.88
B/flat/1/1500/eta_lpc	4606281698874543309	0.9
B/flat/1/1500/f	4584109799960511816	0.02932577289368979
B/flat/1/1500/m_hp	4606542014337628935	0.9289008220783622
B/flat/1/1500/m_imp	4605558321032274330	0.8196889264009315
B/flat/1/1500/m_lp	4605558321032274331	0.8196889264009316
B/flat/1/1500/mdot4	4605774836189733093	0.8437269377000375
B/flat/1/1500/mdot_air	4605558321032274329	0.8196889264009314
B/flat/1/1500/n_hp	4607021847871058719	0.9821730457584613
B/flat/1/1500/n_lp	4606461842859638129	0.92
B/flat/1/1500/phi_hp	4606693876037108207	0.9457608576104216
B/flat/1/1500/phi_lp	4606200329857230671	0.8909662243488387
B/flat/1/1500/pi_hpc	4618112552860392331	5.707909196854312
B/flat/1/1500/pi_lpc	4613009002318132166	2.587522870684981
B/flat/1/1500/pt4	4697487658915480931	1102883.1814006201
B/flat/1/1500/tau_hpc	4610482778837511932	1.732827140635833
B/flat/1/1500/tau_lpc	4608744166737841450	1.3467777038466218
B/flat/1/1200/Tt2	4643741180423569407	286.12499999999994
B/flat/1/1200/Tt25	4645486708270092469	385.34677051311456
B/flat/1/1200/Tt3	4649084713190212515	667.7393425014928
B/flat/1/1200/eta_hpc	4606101554889448489	0.88
B/flat/1/1200/eta_lpc	4606281698874543309	0.9
B/flat/1/1200/f	4581412563447949756	0.019967853896483354
B/flat/1/1200/m_hp	4607398911469127960	1.048071029181818
B/flat/1/1200/m_imp	4606505511208403975	0.9248481606247204
B/flat/1/1200/m_lp	4606505511208403975	0.9248481606247204
B/flat/1/1200/mdot4	4606671849255248400	0.9433153935725063
B/flat/1/1200/mdot_air	4606505511208403975	0.9248481606247204
B/flat/1/1200/n_hp	4607021847871058719	0.9821730457584613
B/flat/1/1200/n_lp	4606461842859638129	0.92
B/flat/1/1200/phi_hp	4607484583611881814	1.0670940662726784
B/flat/1/1200/phi_lp	4607206151598259716	1.0052697398094788
B/flat/1/1200/pi_hpc	4618112552860392331	5.707909196854312
B/flat/1/1200/pi_lpc	4613009002318132166	2.587522870684981
B/flat/1/1200/pt4	4697487658915480931	1102883.1814006201
B/flat/1/1200/tau_hpc	4610482778837511932	1.732827140635833
B/flat/1/1200/tau_lpc	4608744166737841450	1.3467777038466218
B/flow_press/0/1500/Tt2	4643741180423569407	286.12499999999994
B/flow_press/0/1500/Tt25	4645803477028629735	403.35298973666653
B/flow_press/0/1500/Tt3	4649454405929320605	709.768540939334
B/flow_press/0/1500/eta_hpc	4606101554889448489	0.88
B/flow_press/0/1500/eta_lpc	4606281698874543309	0.9
B/flow_press/0/1500/f	4583809590202238789	0.028284211062902704
B/flow_press/0/1500/m_hp	4607182418800017407	0.9999999999999999
B/flow_press/0/1500/m_imp	4607182418800017409	1.0000000000000002
B/flow_press/0/1500/m_lp	4607182418800017409	1.0000000000000002
B/flow_press/0/1500/mdot4	4607309799562420766	1.028284211062903
B/flow_press/0/1500/mdot_air	4607182418800017409	1.0000000000000002
B/flow_press/0/1500/n_hp	4607182418800017408	1.0
B/flow_press/0/1500/n_lp	4607182418800017408	1.0
B/flow_press/0/1500/phi_hp	4607182418800017407	0.9999999999999999
B/flow_press/0/1500/phi_lp	4607182418800017409	1.0000000000000002
B/flow_press/0/1500/pi_hpc	4618441417868443649	6.000000000000001
B/flow_press/0/1500/pi_lpc	4613937818241073153	3.0000000000000004
B/flow_press/0/1500/pt4	4698523799358154354	1344128.4275840786
B/flow_press/0/1500/tau_hpc	4610603672633087516	1.7596709557123011
B/flow_press/0/1500/tau_lpc	4609027584132985321	1.409709007380224
B/flow_press/0/1200/Tt2	4643741180423569407	286.12499999999994
B/flow_press/0/1200/Tt25	4645753690277895470	400.52294061096006
B/flow_press/0/1200/Tt3	4649291238038176506	691.2184993774565
B/flow_press/0/1200/eta_hpc	4606099660755042844	0.8797897088371118
B/flow_press/0/1200/eta_lpc	4606279577091849970	0.8997644348000604
B/flow_press/0/1200/f	4581246379209081990	0.01939128649548085
B/flow_press/0/1200/m_hp	4607428986639508524	1.0547490585070234
B/flow_press/0/1200/m_imp	4607336979950917988	1.0343194696884774
B/flow_press/0/1200/m_lp	4607336979950917986	1.034319469688477
B/flow_press/0/1200/mdot4	4607427307681111454	1.0543762548530604
B/flow_press/0/1200/mdot_air	4607336979950917988	1.0343194696884774
B/flow_press/0/1200/n_hp	4607198301751644681	1.0035267237191212
B/flow_press/0/1200/n_lp	4607182418800017408	1.0
B/flow_press/0/1200/phi_hp	4607412292985140165	1.051042322618046
B/flow_press/0/1200/phi_lp	4607336979950917986	1.034319469688477
B/flow_press/0/1200/pi_hpc	4618026202477091600	5.631214649873769
B/flow_press/0/1200/pi_lpc	4613783691057572301	2.9315537808626915
B/flow_press/0/1200/pt4	4698045349729033568	1232730.6924799308
B/flow_press/0/1200/tau_hpc	4610451086527618793	1.7257900342064494
B/flow_press/0/1200/tau_lpc	4608983039237614515	1.3998180536861866
B/flow_press/1/1500/Tt2	4643741180423569407	286.12499999999994
B/flow_press/1/1500/Tt25	4645559812191450476	389.5022473352353
B/flow_press/1/1500/Tt3	4649183724388136276	678.9956124924743
B/flow_press/1/1500/eta_hpc	4606100377262796868	0.8798692571776958
B/flow_press/1/1500/eta_lpc	4606272255535120854	0.898951578714384
B/flow_press/1/1500/f	4584029397711155428	0.029046821554730054
B/flow_press/1/1500/m_hp	4606752711540855519	0.9522929107029902
B/flow_press/1/1500/m_imp	4605961746246030576	0.8644781225035825
B/flow_press/1/1500/m_lp	4605961746246030580	0.8644781225035829
B/flow_press/1/1500/mdot4	4606187920097638524	0.8895884642659122
B/flow_press/1/1500/mdot_air	4605961746246030576	0.8644781225035825
B/flow_press/1/1500/n_hp	4606974530382901356	0.9769197492764881
B/flow_press/1/1500/n_lp	4606461842859638129	0.92
B/flow_press/1/1500/phi_hp	4606955359369383400	0.9747913392151846
B/flow_press/1/1500/phi_lp	4606638835524357029	0.9396501331560684
B/flow_press/1/1500/pi_hpc	4618237374573740971	5.818773148960569
B/flow_press/1/1500/pi_lpc	4613208664478028246	2.676190681510188
B/flow_press/1/1500/pt4	4697745134449074318	1162831.375612292
B/flow_press/1/1500/tau_hpc	4610529670890006648	1.7432392679061461
B/flow_press/1/1500/tau_lpc	4608809573828685136	1.3613009954923037
B/flow_press/1/1200/Tt2	4643741180423569407	286.12499999999994
B/flow_press/1/1200/Tt25	4645515848492184734	387.00320036320215
B/flow_press/1/1200/Tt3	4649032945174615078	661.8540005130969
B/flow_press/1/1200/eta_hpc	4606100506951066771	0.8798836554680228
B/flow_press/1/1200/eta_lpc	4606277784925623159	0.8995654643791643
B/flow_press/1/1200/f	4581454219589351466	0.020112377669299665
B/flow_press/1/1200/m_hp	4607210222838737410	1.0061737367929031
B/flow_press/1/1200/m_imp	4606263538214738180	0.8979837617341961
B/flow_press/1/1200/m_lp	4606263538214738177	0.8979837617341958
B/flow_press/1/1200/mdot4	4606426213534528043	0.9160443502910928
B/flow_press/1/1200/mdot_air	4606263538214738180	0.8979837617341961
B/flow_press/1/1200/n_hp	4607002895142783547	0.9800688702274053
B/flow_press/1/1200/n_lp	4606461842859638129	0.92
B/flow_press/1/1200/phi_hp	4607302375540720389	1.0266357470974878
B/flow_press/1/1200/phi_lp	4606966870272952243	0.9760693062328215
B/flow_press/1/1200/pi_hpc	4617843302858083349	5.468767155299266
B/flow_press/1/1200/pi_lpc	4613087980045498635	2.6225960272269098
B/flow_press/1/1200/pt4	4697350717691194714	1070999.0680073113
B/flow_press/1/1200/tau_hpc	4610380888373333230	1.7102029127716452
B/flow_press/1/1200/tau_lpc	4608770238898105739	1.352566886372048
B/press_flow/0/1500/Tt2	4643741180423569407	286.12499999999994
B/press_flow/0/1500/Tt25	4645803477028629734	403.3529897366665
B/press_flow/0/1500/Tt3	4649454405929320604	709.7685409393339
B/press_flow/0/1500/eta_hpc	4606101554889448489	0.88
B/press_flow/0/1500/eta_lpc	4606281698874543309	0.9
B/press_flow/0/1500/f	4583809590202238790	0.028284211062902707
B/press_flow/0/1500/m_hp	4607182418800017407	0.9999999999999999
B/press_flow/0/1500/m_imp	4607182418800017409	1.0000000000000002
B/press_flow/0/1500/m_lp	4607182418800017409	1.0000000000000002
B/press_flow/0/1500/mdot4	4607309799562420766	1.028284211062903
B/press_flow/0/1500/mdot_air	4607182418800017409	1.0000000000000002
B/press_flow/0/1500/n_hp	4607182418800017408	1.0
B/press_flow/0/1500/n_lp	4607182418800017408	1.0
B/press_flow/0/1500/phi_hp	4607182418800017407	0.9999999999999999
B/press_flow/0/1500/phi_lp	4607182418800017409	1.0000000000000002
B/press_flow/0/1500/pi_hpc	4618441417868443649	6.000000000000001
B/press_flow/0/1500/pi_lpc	4613937818241073153	3.0000000000000004
B/press_flow/0/1500/pt4	4698523799358154354	1344128.4275840786
B/press_flow/0/1500/tau_hpc	4610603672633087516	1.7596709557123011
B/press_flow/0/1500/tau_lpc	4609027584132985320	1.4097090073802239
B/press_flow/0/1200/Tt2	4643741180423569407	286.12499999999994
B/press_flow/0/1200/Tt25	4645727057391672904	399.0090363039385
B/press_flow/0/1200/Tt3	4649297253807420992	691.9024131593251
B/press_flow/0/1200/eta_hpc	4606094508042341243	0.8792176428090522
B/press_flow/0/1200/eta_lpc	4606281085018413523	0.8999318482790905
B/press_flow/0/1200/f	4581241538503263998	0.019374491923435315
B/press_flow/0/1200/m_hp	4607489804112442246	1.0682532502571305
B/press_flow/0/1200/m_imp	4607348688527790191	1.0369192960143
B/press_flow/0/1200/m_lp	4607348688527790195	1.036919296014301
B/press_flow/0/1200/mdot4	4607439164873894913	1.0570090805401835
B/press_flow/0/1200/mdot_air	4607348688527790191	1.0369192960143
B/press_flow/0/1200/n_hp	4607206867455464012	1.0054286920395894
B/press_flow/0/1200/n_lp	4607182418800017408	1.0
B/press_flow/0/1200/phi_hp	4607463827774336885	1.0624853445251266
B/press_flow/0/1200/phi_lp	4607348688527790195	1.036919296014301
B/press_flow/0/1200/pi_hpc	4618119441600283710	5.7140276269647625
B/press_flow/0/1200/pi_lpc	4613704264091830666	2.896281122405701
B/press_flow/0/1200/pt4	4698058570432371037	1235808.8773475506
B/press_flow/0/1200/tau_hpc	4610488295065587550	1.73405198931956
B/press_flow/0/1200/tau_lpc	4608959210425476544	1.394526994509178
B/press_flow/1/1500/Tt2	4643741180423569407	286.12499999999994
B/press_flow/1/1500/Tt25	4645587508445271030	391.07659709203233
B/press_flow/1/1500/Tt3	4649189205398473215	679.6187312252003
B/press_flow/1/1500/eta_hpc	4606099513213804374	0.8797733284691087
B/press_flow/1/1500/eta_lpc	4606268650201500385	0.898551306274694
B/press_flow/1/1500/f	4584024946845303114	0.02903137951176519
B/press_flow/1/1500/m_hp	4606682385367066749	0.9444851369655819
B/press_flow/1/1500/m_imp	4605980513825047820	0.8665617423377241
B/press_flow/1/1500/m_lp	4605980513825047816	0.8665617423377237
B/press_flow/1/1500/mdot4	4606207112285484873	0.891719225149907
B/press_flow/1/1500/mdot_air	4605980513825047820	0.8665617423377241
B/press_flow/1/1500/n_hp	4606956800910913763	0.9749513824749808
B/press_flow/1/1500/n_lp	4606461842859638129	0.92
B/press_flow/1/1500/phi_hp	4606900952925123840	0.9687510105046897
B/press_flow/1/1500/phi_lp	4606659235066767068	0.9419149373236126
B/press_flow/1/1500/pi_hpc	4618170471310713330	5.759351114531897
B/press_flow/1/1500/pi_lpc	4613285423308023588	2.7102784496718346
B/press_flow/1/1500/pt4	4697757096955267357	1165616.6136289306
B/press_flow/1/1500/tau_hpc	4610505241636836294	1.7378148840373213
B/press_flow/1/1500/tau_lpc	4608834354050539437	1.3668033100638965
B/press_flow/1/1200/Tt2	4643741180423569407	286.12499999999994
B/press_flow/1/1200/Tt25	4645518920300254799	387.17781243598887
B/press_flow/1/1200/Tt3	4649044651181456624	663.1848194132599
B/press_flow/1/1200/eta_hpc	4606099509328293859	0.8797728970907851
B/press_flow/1/1200/eta_lpc	4606270015720108438	0.8987029092946155
B/press_flow/1/1200/f	4581444800123091976	0.020079697330796648
B/press_flow/1/1200/m_hp	4607233559479144149	1.011355511892295
B/press_flow/1/1200/m_imp	4606308637983084575	0.902990841856539
B/press_flow/1/1200/m_lp	4606308637983084567	0.9029908418565381
B/press_flow/1/1200/mdot4	4606471954563580485	0.9211226246534997
B/press_flow/1/1200/mdot_air	4606308637983084576	0.9029908418565391
B/press_flow/1/1200/n_hp	4607000904335829326	0.9798478462555893
B/press_flow/1/1200/n_lp	4606461842859638129	0.92
B/press_flow/1/1200/phi_hp	4607327235070995635	1.0321556716760767
B/press_flow/1/1200/phi_lp	4607015891760285275	0.9815117846266718
B/press_flow/1/1200/pi_hpc	4617873418791987045	5.495515477881644
B/press_flow/1/1200/pi_lpc	4613091815213635603	2.624299184014498
B/press_flow/1/1200/pt4	4697376218186400311	1076936.364719523
B/press_flow/1/1200/tau_hpc	4610392894746337266	1.712868863121909
B/press_flow/1/1200/tau_lpc	4608772987287327012	1.3531771513708657
B/tilted/0/1500/Tt2	4643741180423569407	286.12499999999994
B/tilted/0/1500/Tt25	4645803477028629734	403.3529897366665
B/tilted/0/1500/Tt3	4649454405929320604	709.7685409393339
B/tilted/0/1500/eta_hpc	4606101554889448489	0.88
B/tilted/0/1500/eta_lpc	4606281698874543309	0.9
B/tilted/0/1500/f	4583809590202238790	0.028284211062902707
B/tilted/0/1500/m_hp	4607182418800017407	0.9999999999999999
B/tilted/0/1500/m_imp	4607182418800017409	1.0000000000000002
B/tilted/0/1500/m_lp	4607182418800017409	1.0000000000000002
B/tilted/0/1500/mdot4	4607309799562420766	1.028284211062903
B/tilted/0/1500/mdot_air	4607182418800017409	1.0000000000000002
B/tilted/0/1500/n_hp	4607182418800017408	1.0
B/tilted/0/1500/n_lp	4607182418800017408	1.0
B/tilted/0/1500/phi_hp	4607182418800017407	0.9999999999999999
B/tilted/0/1500/phi_lp	4607182418800017409	1.0000000000000002
B/tilted/0/1500/pi_hpc	4618441417868443649	6.000000000000001
B/tilted/0/1500/pi_lpc	4613937818241073153	3.0000000000000004
B/tilted/0/1500/pt4	4698523799358154354	1344128.4275840786
B/tilted/0/1500/tau_hpc	4610603672633087516	1.7596709557123011
B/tilted/0/1500/tau_lpc	4609027584132985320	1.4097090073802239
B/tilted/0/1200/Tt2	4643741180423569407	286.12499999999994
B/tilted/0/1200/Tt25	4645741315563446465	399.8195195342524
B/tilted/0/1200/Tt3	4649293358232094915	691.459537519397
B/tilted/0/1200/eta_hpc	4606097450511274873	0.8795443224849883
B/tilted/0/1200/eta_lpc	4606280139099600835	0.8998268301945632
B/tilted/0/1200/f	4581244673153776508	0.019385367427101383
B/tilted/0/1200/m_hp	4607455554870931537	1.060648390956903
B/tilted/0/1200/m_imp	4607340810288895305	1.0351699755713801
B/tilted/0/1200/m_lp	4607340810288895288	1.0351699755713764
B/tilted/0/1200/mdot4	4607431184699625663	1.055237125897335
B/tilted/0/1200/mdot_air	4607340810288895305	1.0351699755713801
B/tilted/0/1200/n_hp	4607202275672490201	1.004409111403268
B/tilted/0/1200/n_lp	4607182418800017408	1.0
B/tilted/0/1200/phi_hp	4607434586164456663	1.0559924028119008
B/tilted/0/1200/phi_lp	4607340810288895288	1.0351699755713764
B/tilted/0/1200/pi_hpc	4618067232821167918	5.6676569160352255
B/tilted/0/1200/pi_lpc	4613746600884466162	2.915082435194784
B/tilted/0/1200/pt4	4698049672582895044	1233737.18532692
B/tilted/0/1200/tau_hpc	4610467475712331818	1.7294291642510964
B/tilted/0/1200/tau_lpc	4608971967409221521	1.3973596139248665
B/tilted/1/1500/Tt2	4643741180423569407	286.12499999999994
B/tilted/1/1500/Tt25	4645573374841899993	390.27319475559995
B/tilted/1/1500/Tt3	4649186802385147973	679.3455402392507
B/tilted/1/1500/eta_hpc	4606099680511154311	0.8797919022060946
B/tilted/1/1500/eta_lpc	4606268948045501128	0.8985843736014312
B/tilted/1/1500/f	4584026898217275519	0.029038149693306977
B/tilted/1/1500/m_hp	4606719582359109546	0.9486148326668531
B/tilted/1/1500/m_imp	4605970958198376702	0.8655008546632244
B/tilted/1/1500/m_lp	4605970958198376704	0.8655008546632246
B/tilted/1/1500/mdot4	4606197332024355327	0.8906333980406201
B/tilted/1/1500/mdot_air	4605970958198376702	0.8655008546632244
B/tilted/1/1500/n_hp	4606965834987488940	0.9759543664569796
B/tilted/1/1500/n_lp	4606461842859638129	0.92
B/tilted/1/1500/phi_hp	4606930098981752371	0.9719868728192921
B/tilted/1/1500/phi_lp	4606648848516037598	0.9407617985469832
B/tilted/1/1500/pi_hpc	4618205567091050889	5.790522429250253
B/tilted/1/1500/pi_lpc	4613245178361019025	2.6924061029561206
B/tilted/1/1500/pt4	4697751000910602288	1164197.26762582
B/tilted/1/1500/tau_hpc	4610518200311270186	1.740692287782347
B/tilted/1/1500/tau_lpc	4608821708519869326	1.3639954382021844
B/tilted/1/1200/Tt2	4643741180423569407	286.12499999999994
B/tilted/1/1200/Tt25	4645518047332907685	387.12818998742506
B/tilted/1/1200/Tt3	4649038535438718574	662.4895399610521
B/tilted/1/1200/eta_hpc	4606100439884693909	0.8798762096048899
B/tilted/1/1200/eta_lpc	4606274448210463834	0.8991950145795145
B/tilted/1/1200/f	4581449721274527522	0.020096771004644805
B/tilted/1/1200/m_hp	4607220337579388556	1.008419660384706
B/tilted/1/1200/m_imp	4606285932026826631	0.9004699743131689
B/tilted/1/1200/m_lp	4606285932026826635	0.9004699743131693
B/tilted/1/1200/mdot4	4606448931158252861	0.9185665131834991
B/tilted/1/1200/mdot_air	4606285932026826631	0.9004699743131689
B/tilted/1/1200/n_hp	4607001469959913943	0.9799106431437917
B/tilted/1/1200/n_lp	4606461842859638129	0.92
B/tilted/1/1200/phi_hp	4607313444215774669	1.029093486676959
B/tilted/1/1200/phi_lp	4606991211373048393	0.9787717112099666
B/tilted/1/1200/pi_hpc	4617855956121050599	5.480005510405568
B/tilted/1/1200/pi_lpc	4613092095515841728	2.6244236631997353
B/tilted/1/1200/pt4	4697363382702605216	1073947.870765902
B/tilted/1/1200/tau_hpc	4610385795111036622	1.7112924274064656
B/tilted/1/1200/tau_lpc	4608772206231351962	1.3530037221054614
B/steep/0/1500/Tt2	4643741180423569407	286.12499999999994
B/steep/0/1500/Tt25	4645803477028629734	403.3529897366665
B/steep/0/1500/Tt3	4649454405929320603	709.7685409393338
B/steep/0/1500/eta_hpc	4606101554889448489	0.88
B/steep/0/1500/eta_lpc	4606281698874543309	0.9
B/steep/0/1500/f	4583809590202238790	0.028284211062902707
B/steep/0/1500/m_hp	4607182418800017409	1.0000000000000002
B/steep/0/1500/m_imp	4607182418800017406	0.9999999999999998
B/steep/0/1500/m_lp	4607182418800017410	1.0000000000000004
B/steep/0/1500/mdot4	4607309799562420764	1.0282842110629025
B/steep/0/1500/mdot_air	4607182418800017406	0.9999999999999998
B/steep/0/1500/n_hp	4607182418800017408	1.0
B/steep/0/1500/n_lp	4607182418800017408	1.0
B/steep/0/1500/phi_hp	4607182418800017409	1.0000000000000002
B/steep/0/1500/phi_lp	4607182418800017410	1.0000000000000004
B/steep/0/1500/pi_hpc	4618441417868443645	5.999999999999997
B/steep/0/1500/pi_lpc	4613937818241073153	3.0000000000000004
B/steep/0/1500/pt4	4698523799358154351	1344128.427584078
B/steep/0/1500/tau_hpc	4610603672633087515	1.759670955712301
B/steep/0/1500/tau_lpc	4609027584132985320	1.4097090073802239
B/steep/0/1200/Tt2	4643741180423569407	286.12499999999994
B/steep/0/1200/Tt25	4645741518822598012	399.83107347934106
B/steep/0/1200/Tt3	4649274891524581236	689.3601159390369
B/steep/0/1200/eta_hpc	4606096890782521368	0.8794821801100197
B/steep/0/1200/eta_lpc	4606280304830396817	0.8998452300091221
B/steep/0/1200/f	4581259532749427145	0.01943692200593875
B/steep/0/1200/m_hp	4607407614590771570	1.050003510388788
B/steep/0/1200/m_imp	4607294474292508248	1.0248813175598084
B/steep/0/1200/m_lp	4607294474292508240	1.0248813175598066
B/steep/0/1200/mdot4	4607384188421079305	1.0448018557945622
B/steep/0/1200/mdot_air	4607294474292508248	1.0248813175598084
B/steep/0/1200/n_hp	4607202210314706565	1.0043945990600218
B/steep/0/1200/n_lp	4607182418800017408	1.0
B/steep/0/1200/phi_hp	4607386924356157630	1.0454093554181294
B/steep/0/1200/phi_lp	4607294474292508240	1.0248813175598066
B/steep/0/1200/pi_hpc	4618003417876749000	5.61097785954798
B/steep/0/1200/pi_lpc	4613747339589185601	2.9154104859899523
B/steep/0/1200/pt4	4697997271996350377	1221536.7230338848
B/steep/0/1200/tau_hpc	4610443603270718120	1.724128417384387
B/steep/0/1200/tau_lpc	4608972149267999314	1.3973999946853337
B/steep/1/1500/Tt2	4643741180423569407	286.12499999999994
B/steep/1/1500/Tt25	4645589543251894812	391.1922624572487
B/steep/1/1500/Tt3	4649205301769711342	681.4486767700562
B/steep/1/1500/eta_hpc	4606099641978528151	0.8797876242252184
B/steep/1/1500/eta_lpc	4606269216437232922	0.8986141710694568
B/steep/1/1500/f	4584011875753536125	0.028986030052275503
B/steep/1/1500/m_hp	4606750551323290711	0.9520530783751252
B/steep/1/1500/m_imp	4606049895509503954	0.8742646566947718
B/steep/1/1500/m_lp	4606049895509503953	0.8742646566947717
B/steep/1/1500/mdot4	4606278151103654985	0.8996061183073688
B/steep/1/1500/mdot_air	4606049895509503954	0.8742646566947718
B/steep/1/1500/n_hp	4606955502572468366	0.9748072379513972
B/steep/1/1500/n_lp	4606461842859638129	0.92
B/steep/1/1500/phi_hp	4606972170823598635	0.9766577855699031
B/steep/1/1500/phi_lp	4606734649941175912	0.950287670320404
B/steep/1/1500/pi_hpc	4618221175322916424	5.804385323962897
B/steep/1/1500/pi_lpc	4613291632002771640	2.7130356640166973
B/steep/1/1500/pt4	4697801375508036302	1175926.017570186
B/steep/1/1500/tau_hpc	4610523994809547793	1.741978924863137
B/steep/1/1500/tau_lpc	4608836174620205451	1.3672075577361251
B/steep/1/1200/Tt2	4643741180423569407	286.12499999999994
B/steep/1/1200/Tt25	4645532614362894729	387.95622977453655
B/steep/1/1200/Tt3	4649037414629729956	662.3621187314461
B/steep/1/1200/eta_hpc	4606099835759885930	0.8798091382777333
B/steep/1/1200/eta_lpc	4606273687759395529	0.8991105875510012
B/steep/1/1200/f	4581450623155296474	0.02009990003212967
B/steep/1/1200/m_hp	4607190526857963026	1.001800350523244
B/steep/1/1200/m_imp	4606279226701095071	0.8997255336116899
B/steep/1/1200/m_lp	4606279226701095078	0.8997255336116907
B/steep/1/1200/mdot4	4606442116434786689	0.9178099268936394
B/steep/1/1200/mdot_air	4606279226701095071	0.8997255336116899
B/steep/1/1200/n_hp	4606992045713229735	0.9788643415779362
B/steep/1/1200/n_lp	4606461842859638129	0.92
B/steep/1/1200/phi_hp	4607287943740452916	1.0234312437087398
B/steep/1/1200/phi_lp	4606983922975514092	0.9779625365344464
B/steep/1/1200/pi_hpc	4617808930447162664	5.438238321686448
B/steep/1/1200/pi_lpc	4613132578535806191	2.642401735548098
B/steep/1/1200/pt4	4697359583513416067	1073063.3031016297
B/steep/1/1200/tau_hpc	4610367866446966678	1.7073114642762213
B/steep/1/1200/tau_lpc	4608785239554817871	1.3558977012653093
B/lp_only/0/1500/Tt2	4643741180423569407	286.12499999999994
B/lp_only/0/1500/Tt25	4645803477028629735	403.35298973666653
B/lp_only/0/1500/Tt3	4649454405929320605	709.768540939334
B/lp_only/0/1500/eta_hpc	4606101554889448489	0.88
B/lp_only/0/1500/eta_lpc	4606281698874543309	0.9
B/lp_only/0/1500/f	4583809590202238789	0.028284211062902704
B/lp_only/0/1500/m_hp	4607182418800017407	0.9999999999999999
B/lp_only/0/1500/m_imp	4607182418800017409	1.0000000000000002
B/lp_only/0/1500/m_lp	4607182418800017409	1.0000000000000002
B/lp_only/0/1500/mdot4	4607309799562420766	1.028284211062903
B/lp_only/0/1500/mdot_air	4607182418800017409	1.0000000000000002
B/lp_only/0/1500/n_hp	4607182418800017408	1.0
