# slice R oracle (cpython) — rungs 40+44 TwoSpoolTransient — key	u64 bits (or an integer)	repr
C/lp_only/1500/i/phi_hp	4607182418800017421	1.0000000000000029
C/lp_only/1500/i/phi_lp	4607182418800017415	1.0000000000000016
C/lp_only/1500/i/pi_hpc	4618441417868443683	6.000000000000031
C/lp_only/1500/i/pi_hpt	4601427004634511389	0.4305103338600718
C/lp_only/1500/i/pi_lpc	4613937818241073091	2.999999999999973
C/lp_only/1500/i/pi_lpt	4604376207078889679	0.6884479135231006
C/lp_only/1500/i/pt4	4698523799358154331	1344128.4275840733
C/lp_only/1500/i/slip	4607182418800017364	0.9999999999999951
C/lp_only/1500/i/sp_thrust	4649651320669411050	732.1551550409906
C/lp_only/1500/i/tau_hpc	4610603672633087528	1.7596709557123038
C/lp_only/1500/i/tau_hpt	4605717804202370306	0.8373951151490078
C/lp_only/1500/i/tau_lpc	4609027584132985302	1.4097090073802199
C/lp_only/1500/i/tau_lpt	4606513284257310085	0.9257111424114305
C/lp_only/1200/nu_lp	4605846603658398746	0.8516947273132047
C/lp_only/1200/nu_hp	4606203211896495932	0.8912861949838553
C/lp_only/1200/slip	4606782313603612290	0.9555793998678868
C/lp_only/1200/phi_lp	4605933579807916762	0.8613510196920189
C/lp_only/1200/phi_hp	4606721709769791187	0.9488510226990122
C/lp_only/1200/i/M9	4607182418800017401	0.9999999999999992
C/lp_only/1200/i/Pc_hp	4687637101205941678	244387.43619237602
C/lp_only/1200/i/Pc_lp	4681161503485255776	93497.36901176115
C/lp_only/1200/i/Phi_hp	13615307011426686091	-4.282676560930706e-15
C/lp_only/1200/i/Phi_lp	13640386404710461141	-2.0170435376514404e-13
C/lp_only/1200/i/Pt_hp	4687637101205941623	244387.4361923744
C/lp_only/1200/i/Pt_lp	4681161503485253882	93497.3690117336
C/lp_only/1200/i/Tt2	4643741180423569407	286.12499999999994
C/lp_only/1200/i/Tt25	4645379450453766934	379.24986953362657
C/lp_only/1200/i/Tt3	4648688223211221815	622.6636506017302
C/lp_only/1200/i/Tt4	4652992471259676672	1200.0
C/lp_only/1200/i/Tt45	4652050182214013278	1004.8741381788093
C/lp_only/1200/i/Tt5	4651393545498262600	930.223186433207
C/lp_only/1200/i/branch_choked	1	1
C/lp_only/1200/i/eta_hpc	4606101554889448489	0.88
C/lp_only/1200/i/eta_hpt	4606461842859638129	0.92
C/lp_only/1200/i/eta_lpc	4606237163402536513	0.8950555693565506
C/lp_only/1200/i/eta_lpt	4606281698874543309	0.9
C/lp_only/1200/i/f	4581731606827121034	0.021074757975890125
C/lp_only/1200/i/m_hp	4606030919731998025	0.8721579221850472
C/lp_only/1200/i/m_imp	4604782974073559942	0.7336081218371511
C/lp_only/1200/i/m_lp	4604782974073559942	0.7336081218371511
C/lp_only/1200/i/mdot4	4604922230901007609	0.7490687354540163
C/lp_only/1200/i/mdot_air	4604782974073559942	0.7336081218371511
C/lp_only/1200/i/n_hp	4606454390878597122	0.9191726639069204
C/lp_only/1200/i/n_lp	4605846603658398746	0.8516947273132047
C/lp_only/1200/i/nu_hp	4606203211896495932	0.8912861949838553
C/lp_only/1200/i/nu_hpt	4607150787855364019	0.9964882596955164
C/lp_only/1200/i/nu_lp	4605846603658398746	0.8516947273132047
C/lp_only/1200/i/nu_lpt	4606752087724503153	0.9522236531752367
C/lp_only/1200/i/phi_hp	4606721709769791092	0.9488510226990017
C/lp_only/1200/i/phi_lp	4605933579807912598	0.8613510196915566
C/lp_only/1200/i/pi_hpc	4617082559042415440	4.793090915302699
C/lp_only/1200/i/pi_hpt	4601427004634511389	0.4305103338600718
C/lp_only/1200/i/pi_lpc	4612692273093306617	2.44686683949578
C/lp_only/1200/i/pi_lpt	4604376207078889679	0.6884479135231006
C/lp_only/1200/i/pt4	4695770091848263027	875778.4678107932
C/lp_only/1200/i/slip	4606782313603612290	0.9555793998678868
C/lp_only/1200/i/sp_thrust	4648190613227066972	566.0919450844626
C/lp_only/1200/i/tau_hpc	4610072962216850293	1.641829571009308
C/lp_only/1200/i/tau_hpt	4605717804202370306	0.8373951151490078
C/lp_only/1200/i/tau_lpc	4608648201684178411	1.3254691814194028
C/lp_only/1200/i/tau_lpt	4606513284257310084	0.9257111424114304
C/lp_only/950/nu_lp	4604777503044943308	0.733000715643294
C/lp_only/950/nu_hp	4605297402276090731	0.7907211253337726
C/lp_only/950/slip	4606524918684628474	0.9270028233201508
C/lp_only/950/phi_lp	4605000631161027960	0.7577729128351356
C/lp_only/950/phi_hp	4606449886941142444	0.9186726264005549
C/lp_only/950/i/M9	4607182418800017406	0.9999999999999998
C/lp_only/950/i/Pc_hp	4685849093425895640	192349.56090659532
C/lp_only/950/i/Pc_lp	4679793396958900188	73588.7988168592
C/lp_only/950/i/Phi_hp	13611608334450831386	-2.458824286219175e-15
C/lp_only/950/i/Phi_lp	4388890891432280061	2.7170160293172453e-15
C/lp_only/950/i/Pt_hp	4685849093425895603	192349.56090659424
C/lp_only/950/i/Pt_lp	4679793396958900217	73588.79881685962
C/lp_only/950/i/Tt2	4643741180423569407	286.12499999999994
C/lp_only/950/i/Tt25	4645030610542664314	359.4206163514533
C/lp_only/950/i/Tt3	4648057896889443627	551.0038443460702
C/lp_only/950/i/Tt4	4651567504190078976	950.0
C/lp_only/950/i/Tt45	4650208730881714967	795.5253593915576
C/lp_only/950/i/Tt5	4649688893481745681	736.4266892596225
C/lp_only/950/i/branch_choked	1	1
C/lp_only/950/i/eta_hpc	4606101554889448489	0.88
C/lp_only/950/i/eta_hpt	4606461842859638129	0.92
C/lp_only/950/i/eta_lpc	4606143895722345219	0.8847007767563756
C/lp_only/950/i/eta_lpt	4606281698874543309	0.9
C/lp_only/950/i/f	4579883344951063242	0.015143655721794675
C/lp_only/950/i/m_hp	4605106524963006638	0.7695294865473181
C/lp_only/950/i/m_imp	4603178251144182369	0.55544808740326
C/lp_only/950/i/m_lp	4603178251144182369	0.55544808740326
C/lp_only/950/i/mdot4	4603254015332281461	0.5638596020102243
C/lp_only/950/i/mdot_air	4603178251144182369	0.55544808740326
C/lp_only/950/i/n_hp	4605720132954624069	0.8376536585860853
C/lp_only/950/i/n_lp	4604777503044943308	0.733000715643294
C/lp_only/950/i/nu_hp	4605297402276090731	0.7907211253337726
C/lp_only/950/i/nu_hpt	4607124681762384005	0.9935899011445747
C/lp_only/950/i/nu_lp	4604777503044943308	0.733000715643294
C/lp_only/950/i/nu_lpt	4606471396287732171	0.9210606435834107
C/lp_only/950/i/phi_hp	4606449886941142502	0.9186726264005614
C/lp_only/950/i/phi_lp	4605000631161027986	0.7577729128351385
C/lp_only/950/i/pi_hpc	4615835642941406648	3.842803471605034
C/lp_only/950/i/pi_hpt	4601427004634511389	0.4305103338600718
C/lp_only/950/i/pi_lpc	4611785282298672157	2.0440820141652822
C/lp_only/950/i/pi_lpt	4604376207078889679	0.6884479135231006
C/lp_only/950/i/pt4	4693285750917062287	586563.1187772321
C/lp_only/950/i/slip	4606524918684628474	0.9270028233201508
C/lp_only/950/i/sp_thrust	4645779913974799834	402.0135851981737
C/lp_only/950/i/tau_hpc	4609582988258067932	1.5330334969079251
C/lp_only/950/i/tau_hpt	4605717804202370308	0.837395115149008
C/lp_only/950/i/tau_lpc	4608336089784685984	1.2561664180042058
C/lp_only/950/i/tau_lpt	4606513284257310085	0.9257111424114305
C/hp_only/1500/nu_lp	4607182418800017368	0.9999999999999956
C/hp_only/1500/nu_hp	4607182418800017441	1.0000000000000073
C/hp_only/1500/slip	4607182418800017302	0.9999999999999882
C/hp_only/1500/phi_lp	4607182418800017435	1.000000000000006
C/hp_only/1500/phi_hp	4607182418800017410	1.0000000000000004
C/hp_only/1500/i/M9	4607182418800017406	0.9999999999999998
C/hp_only/1500/i/Pc_hp	4689028848267263386	307641.21340748074
C/hp_only/1500/i/Pc_lp	4682824482708545748	117696.90169561218
C/hp_only/1500/i/Phi_hp	13613529289326285796	-3.216507387189016e-15
C/hp_only/1500/i/Phi_lp	13610703325678874860	-2.1018612666798844e-15
C/hp_only/1500/i/Pt_hp	4689028848267263369	307641.21340747975
C/hp_only/1500/i/Pt_lp	4682824482708545731	117696.90169561193
C/hp_only/1500/i/Tt2	4643741180423569407	286.12499999999994
C/hp_only/1500/i/Tt25	4645803477028629716	403.35298973666545
C/hp_only/1500/i/Tt3	4649454405929320618	709.7685409393355
C/hp_only/1500/i/Tt4	4654311885213007872	1500.0
C/hp_only/1500/i/Tt45	4653239169443246811	1256.0926727235117
C/hp_only/1500/i/Tt5	4652828771495902638	1162.778983041509
C/hp_only/1500/i/branch_choked	1	1
C/hp_only/1500/i/eta_hpc	4606101554889448489	0.88
C/hp_only/1500/i/eta_hpt	4606461842859638129	0.92
C/hp_only/1500/i/eta_lpc	4606281698874543309	0.9
C/hp_only/1500/i/eta_lpt	4606281698874543309	0.9
C/hp_only/1500/i/f	4583809590202238777	0.028284211062902662
C/hp_only/1500/i/m_hp	4607182418800017474	1.0000000000000147
C/hp_only/1500/i/m_imp	4607182418800017442	1.0000000000000075
C/hp_only/1500/i/m_lp	4607182418800017444	1.000000000000008
C/hp_only/1500/i/mdot4	4607309799562420800	1.0282842110629105
C/hp_only/1500/i/mdot_air	4607182418800017442	1.0000000000000075
C/hp_only/1500/i/n_hp	4607182418800017447	1.0000000000000087
C/hp_only/1500/i/n_lp	4607182418800017368	0.9999999999999956
C/hp_only/1500/i/nu_hp	4607182418800017441	1.0000000000000073
C/hp_only/1500/i/nu_hpt	4607182418800017441	1.0000000000000073
C/hp_only/1500/i/nu_lp	4607182418800017368	0.9999999999999956
C/hp_only/1500/i/nu_lpt	4607182418800017372	0.999999999999996
C/hp_only/1500/i/phi_hp	4607182418800017435	1.000000000000006
C/hp_only/1500/i/phi_lp	4607182418800017464	1.0000000000000124
C/hp_only/1500/i/pi_hpc	4618441417868443753	6.000000000000093
C/hp_only/1500/i/pi_hpt	4601427004634511389	0.4305103338600718
C/hp_only/1500/i/pi_lpc	4613937818241073097	2.9999999999999756
C/hp_only/1500/i/pi_lpt	4604376207078889679	0.6884479135231006
C/hp_only/1500/i/pt4	4698523799358154395	1344128.4275840882
C/hp_only/1500/i/slip	4607182418800017302	0.9999999999999882
C/hp_only/1500/i/sp_thrust	4649651320669411061	732.1551550409919
C/hp_only/1500/i/tau_hpc	4610603672633087554	1.7596709557123096
C/hp_only/1500/i/tau_hpt	4605717804202370306	0.8373951151490078
C/hp_only/1500/i/tau_lpc	4609027584132985304	1.4097090073802203
C/hp_only/1500/i/tau_lpt	4606513284257310085	0.9257111424114305
C/hp_only/1200/nu_lp	4606203211896495880	0.8912861949838495
C/hp_only/1200/nu_hp	4606062002654540419	0.8756088198129678
C/hp_only/1200/slip	4607263053690141986	1.0179045423208852
C/hp_only/1200/phi_lp	4605605139256276048	0.824886793426808
C/hp_only/1200/phi_hp	4606855807447774903	0.9637388556636414
C/hp_only/1200/i/M9	4607182418800017401	0.9999999999999992
C/hp_only/1200/i/Pc_hp	4687637101205941682	244387.43619237613
C/hp_only/1200/i/Pc_lp	4681161503485253928	93497.36901173426
C/hp_only/1200/i/Phi_hp	13615214892928554120	-4.2100078791067195e-15
C/hp_only/1200/i/Phi_lp	13615178769932865299	-4.1815118600283414e-15
C/hp_only/1200/i/Pt_hp	4687637101205941629	244387.4361923746
C/hp_only/1200/i/Pt_lp	4681161503485253887	93497.36901173367
C/hp_only/1200/i/Tt2	4643741180423569407	286.12499999999994
C/hp_only/1200/i/Tt25	4645379450453766463	379.2498695335998
C/hp_only/1200/i/Tt3	4648688223211221580	622.6636506017035
C/hp_only/1200/i/Tt4	4652992471259676672	1200.0
C/hp_only/1200/i/Tt45	4652050182214013278	1004.8741381788093
C/hp_only/1200/i/Tt5	4651393545498262600	930.223186433207
C/hp_only/1200/i/branch_choked	1	1
C/hp_only/1200/i/eta_hpc	4606087896366648468	0.8784835993505049
C/hp_only/1200/i/eta_hpt	4606461842859638129	0.92
C/hp_only/1200/i/eta_lpc	4606281698874543309	0.9
C/hp_only/1200/i/eta_lpt	4606281698874543309	0.9
C/hp_only/1200/i/f	4581731606827121222	0.021074757975890777
C/hp_only/1200/i/m_hp	4606013831885511574	0.8702607901239954
C/hp_only/1200/i/m_imp	4604797404413528773	0.7352102114058076
C/hp_only/1200/i/m_lp	4604797404413528778	0.7352102114058081
C/hp_only/1200/i/mdot4	4604936965356898798	0.7507045886725885
C/hp_only/1200/i/mdot_air	4604797404413528774	0.7352102114058077
C/hp_only/1200/i/n_hp	4606308763496700310	0.9030047766671483
C/hp_only/1200/i/n_lp	4606203211896495880	0.8912861949838495
C/hp_only/1200/i/nu_hp	4606062002654540419	0.8756088198129678
C/hp_only/1200/i/nu_hpt	4606992911123332147	0.9789604214000803
C/hp_only/1200/i/nu_lp	4606203211896495880	0.8912861949838495
C/hp_only/1200/i/nu_lpt	4607150787855363964	0.9964882596955102
C/hp_only/1200/i/phi_hp	4606855807447774862	0.9637388556636368
C/hp_only/1200/i/phi_lp	4605605139256276045	0.8248867934268077
C/hp_only/1200/i/pi_hpc	4617070820399723620	4.782664906187254
C/hp_only/1200/i/pi_hpt	4601427004634511389	0.4305103338600718
C/hp_only/1200/i/pi_lpc	4612716343266912907	2.457556143873551
C/hp_only/1200/i/pi_lpt	4604376207078889679	0.6884479135231006
C/hp_only/1200/i/pt4	4695786520683800574	877691.0359871385
C/hp_only/1200/i/slip	4607263053690141986	1.0179045423208852
C/hp_only/1200/i/sp_thrust	4648193586530113310	566.4299705053888
C/hp_only/1200/i/tau_hpc	4610072962216850498	1.6418295710093536
C/hp_only/1200/i/tau_hpt	4605717804202370306	0.8373951151490078
C/hp_only/1200/i/tau_lpc	4608648201684177990	1.3254691814193094
C/hp_only/1200/i/tau_lpt	4606513284257310084	0.9257111424114304
C/hp_only/950/nu_lp	4605297402276090630	0.7907211253337614
C/hp_only/950/nu_hp	4605091979468363825	0.7679146122416168
C/hp_only/950/slip	4607316172478129585	1.0296992826136881
C/hp_only/950/phi_lp	4604528758750306701	0.7053845513283236
C/hp_only/950/phi_hp	4606636146253442672	0.939351564107211
C/hp_only/950/i/M9	4607182418800017406	0.9999999999999998
C/hp_only/950/i/Pc_hp	4685849093425897030	192349.56090663577
C/hp_only/950/i/Pc_lp	4679793396958900176	73588.79881685902
C/hp_only/950/i/Phi_hp	13635699230572575307	-9.853514080992188e-14
C/hp_only/950/i/Phi_lp	4389741327472867925	3.052453901722603e-15
C/hp_only/950/i/Pt_hp	4685849093425895596	192349.56090659404
C/hp_only/950/i/Pt_lp	4679793396958900211	73588.79881685953
C/hp_only/950/i/Tt2	4643741180423569407	286.12499999999994
C/hp_only/950/i/Tt25	4645030610542664311	359.42061635145313
C/hp_only/950/i/Tt3	4648057896889443980	551.0038443461103
C/hp_only/950/i/Tt4	4651567504190078976	950.0
C/hp_only/950/i/Tt45	4650208730881714967	795.5253593915576
C/hp_only/950/i/Tt5	4649688893481745681	736.4266892596225
C/hp_only/950/i/branch_choked	1	1
C/hp_only/950/i/eta_hpc	4606051907561983480	0.8744880393937242
C/hp_only/950/i/eta_hpt	4606461842859638129	0.92
C/hp_only/950/i/eta_lpc	4606281698874543309	0.9
C/hp_only/950/i/eta_lpt	4606281698874543309	0.9
C/hp_only/950/i/f	4579883344951062678	0.015143655721793697
C/hp_only/950/i/m_hp	4605058128304941219	0.7641563781374042
C/hp_only/950/i/m_imp	4603199097215328861	0.557762466219241
C/hp_only/950/i/m_lp	4603199097215328860	0.5577624662192409
C/hp_only/950/i/mdot4	4603275177089152542	0.5662090289822037
C/hp_only/950/i/mdot_air	4603199097215328861	0.557762466219241
C/hp_only/950/i/n_hp	4605502517462971644	0.8134934856513207
C/hp_only/950/i/n_lp	4605297402276090630	0.7907211253337614
C/hp_only/950/i/nu_hp	4605091979468363825	0.7679146122416168
C/hp_only/950/i/nu_hpt	4606866555324778001	0.9649321097151092
C/hp_only/950/i/nu_lp	4605297402276090630	0.7907211253337614
C/hp_only/950/i/nu_lpt	4607124681762383881	0.9935899011445609
C/hp_only/950/i/phi_hp	4606636146253440558	0.9393515641069763
C/hp_only/950/i/phi_lp	4604528758750305089	0.7053845513281446
C/hp_only/950/i/pi_hpc	4615775223279496640	3.8159717516880107
C/hp_only/950/i/pi_hpt	4601427004634511389	0.4305103338600718
C/hp_only/950/i/pi_lpc	4611836960538179138	2.0670317627143797
C/hp_only/950/i/pi_lpt	4604376207078889679	0.6884479135231006
C/hp_only/950/i/pt4	4693306744935734935	589007.1442174491
C/hp_only/950/i/slip	4607316172478129585	1.0296992826136881
C/hp_only/950/i/sp_thrust	4645794869433023431	402.86370457423294
C/hp_only/950/i/tau_hpc	4609582988258068438	1.5330334969080375
C/hp_only/950/i/tau_hpt	4605717804202370308	0.837395115149008
C/hp_only/950/i/tau_lpc	4608336089784685981	1.2561664180042051
C/hp_only/950/i/tau_lpt	4606513284257310085	0.9257111424114305
census/C/close_bracket_fails	0	0
census/C/close_calls	21	21
census/C/close_nonreal_propagated	0	0
census/C/eig_complex	0	0
census/C/eig_real	0	0
census/C/hi_wall_literal	6	6
census/C/hi_wall_map	15	15
census/C/illinois_calls	21	21
census/C/illinois_evals	163	163
census/C/illinois_exhausted	0	0
census/C/instant_calls	21	21
census/C/integrate_calls	0	0
census/C/match_calls	21	21
census/C/powers_calls	0	0
D/flat/1500/M9	4607182418800017406	0.9999999999999998
D/flat/1500/Pc_hp	4689028848267263342	307641.2134074782
D/flat/1500/Pc_lp	4682824482708545820	117696.90169561323
D/flat/1500/Phi_hp	4392981919590641612	5.1085705561237316e-15
D/flat/1500/Phi_lp	13621356199628391289	-1.1003861925559265e-14
D/flat/1500/Pt_hp	4689028848267263369	307641.21340747975
D/flat/1500/Pt_lp	4682824482708545731	117696.90169561193
D/flat/1500/Tt2	4643741180423569407	286.12499999999994
D/flat/1500/Tt25	4645803477028629735	403.35298973666653
D/flat/1500/Tt3	4649454405929320605	709.768540939334
D/flat/1500/Tt4	4654311885213007872	1500.0
D/flat/1500/Tt45	4653239169443246811	1256.0926727235117
D/flat/1500/Tt5	4652828771495902638	1162.778983041509
D/flat/1500/branch_choked	1	1
D/flat/1500/eta_hpc	4606101554889448489	0.88
D/flat/1500/eta_hpt	4606461842859638129	0.92
D/flat/1500/eta_lpc	4606281698874543309	0.9
D/flat/1500/eta_lpt	4606281698874543309	0.9
D/flat/1500/f	4583809590202238789	0.028284211062902704
D/flat/1500/m_hp	4607182418800017407	0.9999999999999999
D/flat/1500/m_imp	4607182418800017409	1.0000000000000002
D/flat/1500/m_lp	4607182418800017409	1.0000000000000002
D/flat/1500/mdot4	4607309799562420766	1.028284211062903
D/flat/1500/mdot_air	4607182418800017409	1.0000000000000002
D/flat/1500/n_hp	4607182418800017408	1.0
D/flat/1500/n_lp	4607182418800017408	1.0
D/flat/1500/nu_hp	4607182418800017408	1.0
D/flat/1500/nu_hpt	4607182418800017408	1.0
D/flat/1500/nu_lp	4607182418800017408	1.0
D/flat/1500/nu_lpt	4607182418800017410	1.0000000000000004
D/flat/1500/phi_hp	4607182418800017407	0.9999999999999999
D/flat/1500/phi_lp	4607182418800017409	1.0000000000000002
D/flat/1500/pi_hpc	4618441417868443649	6.000000000000001
D/flat/1500/pi_hpt	4601427004634511389	0.4305103338600718
D/flat/1500/pi_lpc	4613937818241073153	3.0000000000000004
D/flat/1500/pi_lpt	4604376207078889679	0.6884479135231006
D/flat/1500/pt4	4698523799358154354	1344128.4275840786
D/flat/1500/slip	4607182418800017408	1.0
D/flat/1500/sp_thrust	4649651320669411054	732.1551550409911
D/flat/1500/tau_hpc	4610603672633087516	1.7596709557123011
D/flat/1500/tau_hpt	4605717804202370306	0.8373951151490078
D/flat/1500/tau_lpc	4609027584132985321	1.409709007380224
D/flat/1500/tau_lpt	4606513284257310085	0.9257111424114305
D/flat/1500/exit_noise	0	0
D/flat/1500/passes	0	0
D/flat/1500/powers_calls	1	1
D/flat/1300/M9	4607182418800017404	0.9999999999999996
D/flat/1300/Pc_hp	4688302690121149209	265373.2462689146
D/flat/1300/Pc_lp	4681713232847163072	101526.08791523706
D/flat/1300/Phi_hp	4370746448954631318	1.6660767050587277e-16
D/flat/1300/Phi_lp	4375116171884117402	3.2661471019417696e-16
D/flat/1300/Pt_hp	4688302690121149210	265373.24626891466
D/flat/1300/Pt_lp	4681713232847163075	101526.0879152371
D/flat/1300/Tt2	4643741180423569407	286.12499999999994
D/flat/1300/Tt25	4645520130450428556	387.2466015092002
D/flat/1300/Tt3	4648942420916305239	651.5625838487566
D/flat/1300/Tt4	4653432275910787072	1300.0
D/flat/1300/Tt45	4652502588910327487	1088.6136496937104
D/flat/1300/Tt5	4652075406304869372	1007.7417853026413
D/flat/1300/branch_choked	1	1
D/flat/1300/eta_hpc	4606101554889448489	0.88
D/flat/1300/eta_hpt	4606461842859638129	0.92
D/flat/1300/eta_lpc	4606281698874543309	0.9
D/flat/1300/eta_lpt	4606281698874543309	0.9
D/flat/1300/f	4582421022801508488	0.02346665012685681
D/flat/1300/m_hp	4606411601880658112	0.9144221308356677
D/flat/1300/m_imp	4605541621982643088	0.8178349594619352
D/flat/1300/m_lp	4605541621982643088	0.8178349594619352
D/flat/1300/mdot4	4605714486771334397	0.8370268063171405
D/flat/1300/mdot_air	4605541621982643088	0.8178349594619352
D/flat/1300/n_hp	4606712998637020393	0.947883892681742
D/flat/1300/n_lp	4606540800011633765	0.9287660048104384
D/flat/1300/nu_hp	4606540800011633817	0.9287660048104441
D/flat/1300/nu_hpt	4607161294448174821	0.9976547258204077
D/flat/1300/nu_lp	4606540800011633765	0.9287660048104384
D/flat/1300/nu_lpt	4607161294448174769	0.9976547258204019
D/flat/1300/phi_hp	4606864450788650981	0.9646984592686719
D/flat/1300/phi_lp	4606106606352301247	0.8805608250367171
D/flat/1300/pi_hpc	4617527636637042053	5.188399229942097
D/flat/1300/pi_hpt	4601427004634511389	0.4305103338600718
D/flat/1300/pi_lpc	4613102411125874308	2.629004714308225
D/flat/1300/pi_lpt	4604376207078889679	0.6884479135231006
D/flat/1300/pt4	4696996704712798333	1018574.9991927292
D/flat/1300/slip	4607182418800017352	0.9999999999999938
D/flat/1300/sp_thrust	4648708162808594946	624.9305203725237
D/flat/1300/tau_hpc	4610256360197910378	1.682552103257843
D/flat/1300/tau_hpt	4605717804202370308	0.837395115149008
D/flat/1300/tau_lpc	4608774070025446651	1.3534175675288782
D/flat/1300/tau_lpt	4606513284257310084	0.9257111424114304
D/flat/1300/exit_noise	0	0
D/flat/1300/passes	5	5
D/flat/1300/powers_calls	16	16
D/flat/1200/M9	4607182418800017401	0.9999999999999992
D/flat/1200/Pc_hp	4687637101205941714	244387.43619237706
D/flat/1200/Pc_lp	4681161503485253904	93497.36901173391
D/flat/1200/Phi_hp	13618304903125933219	-6.647596120553353e-15
D/flat/1200/Phi_lp	13609681437814595525	-1.7375772066276268e-15
D/flat/1200/Pt_hp	4687637101205941629	244387.4361923746
D/flat/1200/Pt_lp	4681161503485253887	93497.36901173367
D/flat/1200/Tt2	4643741180423569407	286.12499999999994
D/flat/1200/Tt25	4645379450453766457	379.24986953359945
D/flat/1200/Tt3	4648688223211221586	622.6636506017041
D/flat/1200/Tt4	4652992471259676672	1200.0
D/flat/1200/Tt45	4652050182214013278	1004.8741381788093
D/flat/1200/Tt5	4651393545498262600	930.223186433207
D/flat/1200/branch_choked	1	1
D/flat/1200/eta_hpc	4606101554889448489	0.88
D/flat/1200/eta_hpt	4606461842859638129	0.92
D/flat/1200/eta_lpc	4606281698874543309	0.9
D/flat/1200/eta_lpt	4606281698874543309	0.9
D/flat/1200/f	4581731606827121218	0.021074757975890764
D/flat/1200/m_hp	4606030919731998491	0.8721579221850989
D/flat/1200/m_imp	4604811840499091489	0.7368129388635262
D/flat/1200/m_lp	4604811840499091489	0.7368129388635262
D/flat/1200/mdot4	4604951705679470866	0.7523410932235797
D/flat/1200/mdot_air	4604811840499091488	0.7368129388635261
D/flat/1200/n_hp	4606454390878597437	0.9191726639069554
D/flat/1200/n_lp	4606203211896495865	0.8912861949838479
D/flat/1200/nu_hp	4606203211896495951	0.8912861949838574
D/flat/1200/nu_hpt	4607150787855364040	0.9964882596955187
D/flat/1200/nu_lp	4606203211896495865	0.8912861949838479
D/flat/1200/nu_lpt	4607150787855363947	0.9964882596955084
D/flat/1200/phi_hp	4606721709769791274	0.9488510226990219
D/flat/1200/phi_lp	4605621336169954243	0.8266850120761479
D/flat/1200/pi_hpc	4617082559042415955	4.793090915303156
D/flat/1200/pi_hpt	4601427004634511389	0.4305103338600718
D/flat/1200/pi_lpc	4612716343266912892	2.4575561438735445
D/flat/1200/pi_lpt	4604376207078889679	0.6884479135231006
D/flat/1200/pt4	4695802956060654339	879604.3656729165
D/flat/1200/slip	4607182418800017312	0.9999999999999893
D/flat/1200/sp_thrust	4648196548079282806	566.7666596652259
D/flat/1200/tau_hpc	4610072962216850513	1.641829571009357
D/flat/1200/tau_hpt	4605717804202370306	0.8373951151490078
D/flat/1200/tau_lpc	4608648201684177984	1.325469181419308
D/flat/1200/tau_lpt	4606513284257310084	0.9257111424114304
D/flat/1200/exit_noise	0	0
D/flat/1200/passes	5	5
D/flat/1200/powers_calls	16	16
D/flow_press/1500/M9	4607182418800017406	0.9999999999999998
D/flow_press/1500/Pc_hp	4689028848267263342	307641.2134074782
D/flow_press/1500/Pc_lp	4682824482708545820	117696.90169561323
D/flow_press/1500/Phi_hp	4392981919590641612	5.1085705561237316e-15
D/flow_press/1500/Phi_lp	13621356199628391289	-1.1003861925559265e-14
D/flow_press/1500/Pt_hp	4689028848267263369	307641.21340747975
D/flow_press/1500/Pt_lp	4682824482708545731	117696.90169561193
D/flow_press/1500/Tt2	4643741180423569407	286.12499999999994
D/flow_press/1500/Tt25	4645803477028629735	403.35298973666653
D/flow_press/1500/Tt3	4649454405929320605	709.768540939334
D/flow_press/1500/Tt4	4654311885213007872	1500.0
D/flow_press/1500/Tt45	4653239169443246811	1256.0926727235117
D/flow_press/1500/Tt5	4652828771495902638	1162.778983041509
D/flow_press/1500/branch_choked	1	1
D/flow_press/1500/eta_hpc	4606101554889448489	0.88
D/flow_press/1500/eta_hpt	4606461842859638129	0.92
D/flow_press/1500/eta_lpc	4606281698874543309	0.9
D/flow_press/1500/eta_lpt	4606281698874543309	0.9
D/flow_press/1500/f	4583809590202238789	0.028284211062902704
D/flow_press/1500/m_hp	4607182418800017407	0.9999999999999999
D/flow_press/1500/m_imp	4607182418800017409	1.0000000000000002
D/flow_press/1500/m_lp	4607182418800017409	1.0000000000000002
D/flow_press/1500/mdot4	4607309799562420766	1.028284211062903
D/flow_press/1500/mdot_air	4607182418800017409	1.0000000000000002
D/flow_press/1500/n_hp	4607182418800017408	1.0
D/flow_press/1500/n_lp	4607182418800017408	1.0
D/flow_press/1500/nu_hp	4607182418800017408	1.0
D/flow_press/1500/nu_hpt	4607182418800017408	1.0
D/flow_press/1500/nu_lp	4607182418800017408	1.0
D/flow_press/1500/nu_lpt	4607182418800017410	1.0000000000000004
D/flow_press/1500/phi_hp	4607182418800017407	0.9999999999999999
D/flow_press/1500/phi_lp	4607182418800017409	1.0000000000000002
D/flow_press/1500/pi_hpc	4618441417868443649	6.000000000000001
D/flow_press/1500/pi_hpt	4601427004634511389	0.4305103338600718
D/flow_press/1500/pi_lpc	4613937818241073153	3.0000000000000004
D/flow_press/1500/pi_lpt	4604376207078889679	0.6884479135231006
D/flow_press/1500/pt4	4698523799358154354	1344128.4275840786
D/flow_press/1500/slip	4607182418800017408	1.0
D/flow_press/1500/sp_thrust	4649651320669411054	732.1551550409911
D/flow_press/1500/tau_hpc	4610603672633087516	1.7596709557123011
D/flow_press/1500/tau_hpt	4605717804202370306	0.8373951151490078
