# phase-3E nozzle-strand oracle — key	u64 bits	repr
# cpython 3.14.3
edge/ce20/J25/a_bulk	4621688346904805561	9.767704600788749
edge/ce20/J25/ei_bulk	4605466836674873035	0.809532122402936
edge/ce20/J100/a_bulk	4617200670411568218	4.897994884505431
edge/ce20/J100/ei_bulk	4600984351999843054	0.40593817651408315
edge/ce20/J225/a_bulk	4614550271578651637	3.271983918755263
edge/ce20/J225/ei_bulk	4598556709089794675	0.27117692379889674
edge/ce20/J400/a_bulk	4612718377904373050	2.4584597044155574
edge/ce20/J400/ei_bulk	4596509006786663479	0.20375330578659298
edge/ce20/J625/a_bulk	4611551718255467265	1.970179371384518
edge/ce20/J625/ei_bulk	4595050996584312860	0.16328539336689196
edge/ce20/J1000/a_bulk	4609709120007944997	1.5610403714778809
edge/ce20/J1000/ei_bulk	4593829303233813966	0.12937659119800887
edge/ce20/J2000/a_bulk	4607671433959374457	1.1085831778617872
edge/ce20/J2000/ei_bulk	4591284902686036034	0.09187764469885543
edge/ce20/J2500/a_bulk	4607121583985591020	0.9932459788325025
edge/ce20/J2500/ei_bulk	4590596106510890675	0.08231867753735393
edge/ce20/J4000/a_bulk	4605278146901517720	0.7885833493138987
edge/ce20/J4000/ei_bulk	4589373856988671806	0.06535655801979787
edge/ce20/J8000/a_bulk	4603239762086757991	0.5622771738746452
edge/ce20/J8000/ei_bulk	4586876683220692152	0.04660065517426787
edge/ce20/J16000/a_bulk	4600917704259823921	0.4022384837386595
edge/ce20/J16000/ei_bulk	4584965174382802803	0.033336898151772675
edge/ce20/first_dormant	4619567317775286272	7.0
edge/ce15/J25/a_bulk	4623512029704999139	13.007216015809211
edge/ce15/J25/ei_bulk	4607533779625770118	1.0780177757403933
edge/ce15/J100/a_bulk	4619029836109806464	6.522620383736353
edge/ce15/J100/ei_bulk	4603044372786875013	0.540584603925098
edge/ce15/J225/a_bulk	4616590601723179002	4.356145040943369
edge/ce15/J225/ei_bulk	4600175367338151436	0.3610305066151518
edge/ce15/J400/a_bulk	4614550271578651637	3.271983918755263
edge/ce15/J400/ei_bulk	4598556709089794675	0.27117692379889674
edge/ce15/J625/a_bulk	4613084818881485674	2.6211921883981875
edge/ce15/J625/ei_bulk	4596994927692852118	0.21724032024152667
edge/ce15/J1000/a_bulk	4611856793188416563	2.0758392286875504
edge/ce15/J1000/ei_bulk	4595366498027859509	0.17204231754009106
edge/ce15/J2000/a_bulk	4609311274751388480	1.4727009786644913
edge/ce15/J2000/ei_bulk	4593459421840359888	0.12205516010659001
edge/ce15/J2500/a_bulk	4608618822251939033	1.3189456369948884
edge/ce15/J2500/ei_bulk	4592541191710431901	0.10931215720470751
edge/ce15/J4000/a_bulk	4607390050539415034	1.046103507544443
edge/ce15/J4000/ei_bulk	4590911772782577890	0.08669942707391301
edge/ce15/J8000/a_bulk	4604880146340190569	0.7443964106139848
edge/ce15/J8000/ei_bulk	4589051923034771538	0.06169441345971961
edge/ce15/J16000/a_bulk	4602958301044755438	0.5310287209380229
edge/ce15/J16000/ei_bulk	4586503450386132154	0.044010832133801484
edge/ce15/first_dormant	4621256167635550208	9.0
roots/frozen_distinct	4628293042053316608	27.0
roots/shifting_distinct	4620693217682128896	8.0
